487,194613,timeout,581,100,215.91,12,1,0.0756,0,0.704585,221,3,347,185,49,18,107,15,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10A1|11A20|12E3
488,195108,win,495,86,212.00,13,0,0.0732,0,0.698968,199,0,304,150,41,12,84,8,37,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A10|5A20|6A20|7A20|8A20|9A20|10A6|11A2|12A1
489,195618,timeout,510,100,167.60,10,2,0.0708,0,0.686539,141,25,285,176,49,14,103,12,45,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A17|5A18|6A1|7A20|8A4|9A1|10E14|11N1|12E11
490,196118,timeout,500,100,117.65,10,2,0.0684,0,0.676330,192,27,313,137,50,9,71,7,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A12|10E7|11N1|12E20
491,196637,timeout,519,100,195.84,10,2,0.0660,0,0.689284,195,35,310,160,49,17,84,15,45,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9A17|10E18|11N1|12E17
492,197144,win,507,88,201.72,13,0,0.0636,0,0.680817,218,0,320,145,42,11,79,7,41,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A15|10A1|11A20|12A2
493,197674,timeout,530,100,239.30,11,2,0.0610,0,0.666029,185,24,307,173,50,21,93,19,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A5|9A1|10E12|11A19|12E12
494,198022,timeout,348,100,71.08,7,5,0.0594,0,0.698639,40,56,157,143,48,7,76,8,44,"NA:N,SA:N",0A5|1A1|2A11|3A20|4A1|5A1|6E16|7A1|8E3|9E14|10E12|11N1|12E11
495,198414,timeout,392,100,74.32,10,3,0.0575,0,0.703937,105,40,208,136,48,6,69,6,46,"NA:A,SA:N",0A17|1A20|2A20|3A20|4A2|5A1|6A2|7A1|8A6|9E3|10E17|11A16|12E20
496,198778,timeout,364,100,64.14,7,5,0.0558,0,0.708547,78,61,188,127,49,6,63,7,49,"NA:N,SA:N",0A3|1A20|2A20|3A20|4A12|5A2|6E3|7A1|8E3|9E17|10E19|11N1|12E19
497,199165,timeout,387,100,70.82,3,9,0.0540,0,0.670511,3,43,159,181,47,9,112,14,41,"NA:N,SA:N",0E1|1E1|2E3|3E3|4E9|5A1|6E5|7A1|8A1|9E7|10E7|11N1|12E7
498,199532,timeout,367,100,42.77,5,7,0.0522,0,0.686153,9,52,156,163,48,5,99,8,38,"NA:N,SA:N",0E1|1E9|2A1|3A5|4A1|5A1|6E14|7A1|8E4|9E8|10E8|11N1|12E8
499,199863,timeout,331,100,82.66,7,5,0.0507,0,0.695249,72,41,153,129,49,8,63,9,47,"NA:N,SA:N",0A7|1A20|2A20|3A20|4A1|5A3|6E2|7A1|8E9|9E10|10E10|11N1|12E10
500,200190,timeout,327,100,30.62,7,5,0.0500,0,0.652007,60,48,153,125,49,3,64,4,46,"NA:N,SA:N",0A9|1A20|2A4|3A20|4A3|5A3|6E7|7A1|8E4|9E12|10E13|11N1|12E12
501,200527,timeout,337,100,61.82,7,5,0.0500,0,0.691673,60,40,152,135,50,6,71,7,45,"NA:N,SA:N",0A1|1A1|2A20|3A20|4A16|5A1|6E4|7A1|8E10|9E9|10E9|11N1|12E8
502,200834,timeout,307,100,61.62,8,4,0.0500,0,0.684413,80,62,152,105,50,6,40,7,43,"NA:N,SA:N",0A2|1A20|2A20|3A20|4A4|5A12|6A1|7A1|8E11|9E17|10E17|11N1|12E17
503,201176,timeout,342,100,59.07,7,5,0.0500,0,0.647934,82,38,165,127,50,6,63,8,48,"NA:N,SA:N",0A1|1A20|2A20|3A19|4A18|5A3|6E7|7A1|8E7|9E8|10E8|11N1|12E8
504,201471,timeout,295,100,21.00,7,5,0.0500,0,0.661091,102,100,162,83,50,2,23,3,45,"NA:N,SA:N",0A1|1A20|2A20|3A20|4A20|5A20|6E20|7A1|8E20|9E20|10E20|11N1|12E20
505,201781,timeout,310,100,20.90,7,5,0.0500,0,0.685915,85,71,157,103,50,2,43,3,47,"NA:N,SA:N",0A3|1A20|2A20|3A20|4A1|5A20|6E11|7A1|8E17|9E14|10E15|11N1|12E14
506,202044,timeout,263,100,-1.27,7,5,0.0500,0,0.662409,103,99,150,63,50,0,6,1,43,"NA:N,SA:N",0A3|1A20|2A20|3A19|4A20|5A20|6E19|7A1|8E20|9E20|10E20|11N1|12E20
507,202362,timeout,318,100,27.23,10,3,0.0500,0,0.644406,59,53,153,116,49,2,54,2,44,"NA:N,SA:N",0A1|1A17|2A16|3A18|4A1|5A1|6E13|7A1|8A1|9A2|10E20|11A1|12E20
508,202649,timeout,287,100,13.77,8,4,0.0500,0,0.634694,83,79,150,87,50,1,29,1,32,"NA:N,SA:N",0A1|1A20|2A20|3A18|4A20|5A1|6E20|7A1|8A2|9E20|10E19|11N1|12E20
509,202941,timeout,292,100,24.17,9,3,0.0500,0,0.633228,102,60,162,80,50,2,18,3,14,"NA:N,SA:N",0A2|1A20|2A20|3A20|4A20|5A12|6E20|7A2|8A1|9A5|10E20|11N1|12E20
510,203207,timeout,266,100,8.41,7,5,0.0500,0,0.619632,101,99,152,64,50,1,5,2,29,"NA:N,SA:N",0A3|1A20|2A20|3A20|4A20|5A17|6E19|7A1|8E20|9E20|10E20|11N1|12E20
511,203493,timeout,286,100,10.36,8,4,0.0500,0,0.633642,87,77,150,86,50,1,27,2,26,"NA:N,SA:N",0A1|1A20|2A20|3A18|4A20|5A6|6E20|7A1|8A1|9E20|10E18|11N1|12E19
512,203764,timeout,271,100,-0.64,7,5,0.0500,0,0.624151,102,98,152,69,50,0,11,1,17,"NA:N,SA:N",0A1|1A20|2A20|3A20|4A20|5A20|6E19|7A1|8E19|9E20|10E20|11N1|12E20
513,204033,timeout,269,100,-2.56,7,5,0.0500,0,0.658718,110,95,152,67,50,0,9,1,44,"NA:N,SA:N",0A9|1A20|2A20|3A20|4A20|5A20|6E18|7A1|8E17|9E20|10E20|11N1|12E20
514,204301,timeout,268,100,-4.67,7,5,0.0500,0,0.638170,102,97,152,66,50,0,7,2,32,"NA:N,SA:N",0A1|1A20|2A20|3A20|4A20|5A20|6E18|7A1|8E19|9E20|10E20|11N1|12E20
515,204565,timeout,264,100,-5.26,7,5,0.0500,0,0.632804,102,99,150,64,50,0,6,2,15,"NA:N,SA:N",0A2|1A20|2A20|3A19|4A20|5A20|6E19|7A1|8E20|9E20|10E20|11N1|12E20
516,204846,timeout,281,100,5.11,6,6,0.0500,0,0.628413,92,81,150,81,50,1,23,3,9,"NA:N,SA:N",0E20|1A18|2A20|3A20|4A20|5A13|6E20|7A1|8E15|9E8|10E9|11N1|12E9
517,205072,timeout,226,100,1.46,7,5,0.0500,0,0.641625,80,100,120,56,50,0,0,0,38,"NA:N,SA:N",0A17|1A20|2A3|3A18|4A17|5A4|6E20|7A1|8E20|9E20|10E20|11N1|12E20
518,205335,timeout,263,100,2.93,7,5,0.0500,0,0.613011,106,96,150,63,50,0,7,0,36,"NA:N,SA:N",0A5|1A20|2A20|3A20|4A20|5A20|6E18|7A1|8E19|9E20|10E19|11N1|12E20
519,205605,timeout,270,100,10.05,7,5,0.0500,0,0.611405,103,100,152,68,50,1,9,2,8,"NA:N,SA:N",0A2|1A20|2A20|3A20|4A20|5A20|6E20|7A1|8E20|9E20|10E20|11N1|12E20
520,205867,timeout,262,100,-4.88,7,5,0.0500,0,0.622620,99,100,150,62,50,0,4,2,19,"NA:N,SA:N",0A14|1A20|2A20|3A18|4A20|5A6|6E20|7A1|8E20|9E20|10E20|11N1|12E20
521,206158,timeout,291,100,-1.54,7,5,0.0500,0,0.671089,88,79,153,89,49,0,30,2,7,"NA:N,SA:N",0A1|1A20|2A20|3A20|4A20|5A6|6E18|7A1|8E20|9E13|10E14|11N1|12E14
522,206443,timeout,285,100,41.25,9,2,0.0500,0,0.618517,87,38,150,85,50,3,25,2,13,"NA:N,SA:N",0A1|1A20|2A20|3A20|4A20|5N1|6E18|7A1|8A1|9A1|10A3|11N1|12E20
523,206779,timeout,336,100,26.96,6,3,0.0500,0,0.666365,37,58,155,132,49,2,73,2,42,"NA:N,SA:N",0A5|1A9|2N1|3A20|4N1|5N1|6E18|7A1|8A1|9A1|10E20|11N1|12E20
524,207040,timeout,261,100,0.01,7,5,0.0500,0,0.643627,98,99,150,61,50,0,4,1,17,"NA:N,SA:N",0A2|1A20|2A20|3A19|4A20|5A16|6E19|7A1|8E20|9E20|10E20|11N1|12E20
525,207290,timeout,250,100,3.45,7,5,0.0500,0,0.649548,108,99,143,57,50,0,1,0,29,"NA:N,SA:N",0A19|1A20|2A9|3A19|4A20|5A20|6E19|7A1|8E20|9E20|10E20|11N1|12E20
526,207567,timeout,277,100,0.02,7,5,0.0500,0,0.641967,108,84,152,75,50,0,17,1,21,"NA:N,SA:N",0A7|1A20|2A20|3A20|4A20|5A20|6E18|7A1|8E6|9E20|10E20|11N1|12E20
527,207855,timeout,288,100,11.08,8,4,0.0500,0,0.659689,78,79,150,88,50,1,29,2,28,"NA:N,SA:N",0A3|1A20|2A9|3A19|4A20|5A5|6E19|7A1|8A1|9E20|10E20|11N1|12E20
528,208135,timeout,280,100,-4.50,7,5,0.0500,0,0.657508,81,97,150,80,50,0,22,2,28,"NA:N,SA:N",0A2|1A20|2A12|3A18|4A20|5A8|6E20|7A1|8E20|9E19|10E19|11N1|12E19
529,208348,timeout,213,100,-2.52,5,5,0.0500,0,0.603221,63,98,107,56,50,0,2,0,39,"NA:N,SA:N",0A20|1A20|2N1|3A20|4A2|5N1|6E18|7A1|8E20|9E20|10E20|11N1|12E20
530,208564,timeout,216,100,9.91,7,5,0.0500,0,0.642035,66,100,107,59,50,1,2,1,34,"NA:N,SA:N",0A17|1A20|2A2|3A18|4A7|5A1|6E20|7A1|8E20|9E20|10E20|11N1|12E20
531,208812,timeout,248,100,1.98,7,5,0.0500,0,0.659347,64,86,118,80,50,0,24,0,41,"NA:N,SA:N",0A17|1A20|2A1|3A20|4A3|5A1|6E18|7A2|8E16|9E18|10E17|11N1|12E17
532,209118,timeout,306,100,6.66,7,5,0.0500,0,0.659887,71,81,150,106,50,1,46,4,38,"NA:N,SA:N",0A6|1A20|2A3|3A20|4A20|5A1|6E18|7A1|8E19|9E15|10E14|11N1|12E15
533,209395,timeout,277,100,13.67,7,5,0.0500,0,0.649914,91,89,150,77,50,1,20,1,37,"NA:N,SA:N",0A17|1A20|2A1|3A20|4A20|5A12|6E18|7A1|8E20|9E17|10E17|11N1|12E17
534,209629,timeout,234,100,2.59,7,5,0.0500,0,0.618048,82,99,127,57,50,0,1,0,33,"NA:N,SA:N",0A11|1A20|2A20|3A16|4A1|5A13|6E19|7A1|8E20|9E20|10E20|11N1|12E20
535,209879,timeout,250,100,6.45,5,6,0.0500,0,0.658244,44,84,115,85,50,1,29,2,10,"NA:N,SA:N",0E20|1A18|2A4|3A20|4A1|5A1|6E20|7N1|8E11|9E11|10E11|11N1|12E11
536,210094,timeout,215,100,0.95,7,5,0.0500,0,0.643815,65,100,108,57,50,0,1,0,14,"NA:N,SA:N",0A20|1A20|2A4|3A18|4A1|5A1|6E20|7A1|8E20|9E20|10E20|11N1|12E20
537,210374,timeout,280,100,18.50,8,4,0.0500,0,0.663509,95,74,150,80,50,1,23,0,25,"NA:N,SA:N",0A17|1A20|2A6|3A19|4A17|5A14|6E19|7A1|8A1|9E20|10E18|11N1|12E17
538,210670,timeout,296,100,5.46,7,5,0.0500,0,0.665422,58,83,150,96,50,0,40,0,32,"NA:N,SA:N",0A8|1A20|2A1|3A19|4A8|5A1|6E19|7A1|8E19|9E15|10E15|11N1|12E15
539,210909,timeout,239,100,8.24,4,6,0.0500,0,0.669447,15,87,97,92,50,1,38,1,8,"NA:N,SA:N",0A12|1A1|2A1|3E19|4N1|5A1|6E16|7N1|8E13|9E13|10E13|11N1|12E13
540,211190,timeout,281,100,29.51,5,6,0.0500,0,0.667205,63,68,136,95,50,3,38,3,28,"NA:N,SA:N",0E10|1A18|2A1|3A20|4A20|5A4|6E20|7N1|8E10|9E10|10E9|11N1|12E9
541,211496,timeout,306,100,30.76,8,4,0.0500,0,0.659676,77,59,150,106,50,2,48,1,33,"NA:N,SA:N",0A1|1A20|2A7|3A19|4A20|5A8|6E18|7A1|8A1|9E15|10E13|11N1|12E13
542,211741,timeout,245,100,-5.95,4,7,0.0500,0,0.660318,80,95,129,66,50,0,11,1,18,"NA:N,SA:N",0E18|1A20|2A20|3E20|4A20|5A20|6E20|7N1|8E9|9E9|10E9|11N1|12E10
543,211925,timeout,184,100,-10.51,2,7,0.0500,0,0.693306,38,109,81,53,50,0,1,1,7,"NA:N,SA:N",0E20|1A18|2A20|3E20|4N1|5N1|6E17|7N1|8E13|9E13|10E13|11N1|12E13
544,212135,timeout,210,100,1.50,3,5,0.0500,0,0.645348,58,100,102,58,50,1,4,2,37,"NA:N,SA:N",0A20|1A20|2N1|3A18|4N1|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
545,212445,timeout,310,100,21.30,8,4,0.0500,0,0.659352,75,51,150,110,50,1,53,0,30,"NA:N,SA:N",0A1|1A20|2A13|3A18|4A20|5A1|6E11|7A1|8A1|9E20|10E10|11N1|12E10
546,212685,timeout,240,100,1.05,7,5,0.0500,0,0.660270,81,100,127,63,50,0,7,0,33,"NA:N,SA:N",0A20|1A20|2A17|3A7|4A13|5A1|6E20|7A3|8E20|9E20|10E20|11N1|12E20
547,212959,timeout,274,100,5.14,7,5,0.0500,0,0.639679,100,91,150,74,50,0,18,0,37,"NA:N,SA:N",0A14|1A20|2A20|3A20|4A20|5A5|6E18|7A1|8E20|9E18|10E17|11N1|12E18
548,213225,timeout,266,100,2.71,7,5,0.0500,0,0.683304,76,91,137,79,50,0,23,0,31,"NA:N,SA:N",0A20|1A20|2A15|3A18|4A1|5A1|6E20|7A1|8E20|9E17|10E17|11N1|12E17
549,213442,timeout,217,100,0.52,7,5,0.0500,0,0.672247,64,98,109,58,50,0,2,0,40,"NA:N,SA:N",0A20|1A20|2A1|3A20|4A1|5A1|6E18|7A1|8E20|9E20|10E20|11N1|12E20
550,213714,timeout,272,100,16.97,7,4,0.0500,0,0.657405,80,78,143,79,50,1,23,0,27,"NA:N,SA:N",0A20|1A20|2A3|3A20|4A15|5N1|6E18|7A1|8A1|9E20|10E20|11N1|12E20
551,213956,timeout,242,100,3.52,7,5,0.0500,0,0.651269,61,100,120,72,50,0,16,0,38,"NA:N,SA:N",0A17|1A20|2A1|3A18|4A1|5A1|6E20|7A3|8E20|9E20|10E20|11N1|12E20
552,214278,timeout,322,100,1.72,4,7,0.0500,0,0.669518,42,59,150,122,50,0,68,1,3,"NA:N,SA:N",0E11|1A19|2A2|3E20|4A1|5A20|6E16|7N1|8E3|9E3|10E3|11N1|12E3
553,214477,timeout,199,100,-5.76,3,5,0.0500,0,0.663891,59,99,97,52,50,0,0,0,27,"NA:N,SA:N",0A20|1A20|2N1|3A19|4N1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
554,214746,timeout,269,100,16.89,6,4,0.0500,0,0.635061,84,78,140,79,50,1,24,0,27,"NA:N,SA:N",0A20|1A20|2N1|3A20|4A20|5N1|6E18|7A1|8A3|9E20|10E20|11N1|12E20
555,215019,timeout,273,100,4.88,7,5,0.0500,0,0.658289,81,91,143,80,50,0,24,0,32,"NA:N,SA:N",0A20|1A20|2A1|3A18|4A20|5A1|6E19|7A1|8E20|9E17|10E18|11N1|12E17
556,215328,timeout,309,100,19.49,8,4,0.0500,0,0.653571,71,53,150,109,50,1,52,0,16,"NA:N,SA:N",0A20|1A20|2A5|3A17|4A1|5A1|6E18|7A1|8A6|9E10|10E12|11N1|12E13
557,215630,timeout,302,100,7.92,7,5,0.0500,0,0.650143,67,81,150,102,50,0,46,0,30,"NA:N,SA:N",0A20|1A19|2A1|3A20|4A1|5A1|6E18|7A5|8E20|9E14|10E15|11N1|12E14
558,215875,timeout,245,100,-3.80,6,6,0.0500,0,0.674210,58,97,121,74,50,0,18,1,20,"NA:N,SA:N",0A15|1A20|2A1|3E12|4A20|5A1|6E17|7A1|8E8|9E20|10E20|11N1|12E20
559,216159,timeout,284,100,37.04,8,4,0.0500,0,0.659025,51,78,136,98,50,3,38,3,25,"NA:N,SA:N",0A20|1A2|2A1|3A18|4A6|5A1|6E20|7A1|8A2|9E18|10E20|11N1|12E20
560,216456,timeout,297,100,13.77,7,5,0.0500,0,0.657619,47,69,140,107,50,1,50,1,40,"NA:N,SA:N",0A1|1A20|2A2|3A20|4A1|5A1|6E15|7A2|8E11|9E15|10E14|11N1|12E14
561,216742,timeout,286,100,32.16,8,3,0.0500,0,0.683079,77,59,142,94,50,2,37,0,39,"NA:N,SA:N",0A18|1A20|2N1|3A17|4A15|5A4|6E19|7A1|8A1|9A1|10E20|11N1|12E20
562,216991,timeout,249,100,16.64,8,4,0.0500,0,0.663845,55,80,117,82,50,1,25,0,37,"NA:N,SA:N",0A1|1A20|2A2|3A18|4A10|5A1|6E20|7A1|8A2|9E20|10E20|11N1|12E20
563,217231,timeout,240,100,-5.55,5,5,0.0500,0,0.708634,60,87,115,75,50,0,20,1,30,"NA:N,SA:N",0A1|1A20|2N1|3A20|4A18|5N1|6E18|7A1|8E20|9E17|10E16|11N1|12E16
564,217522,timeout,291,100,10.91,7,5,0.0500,0,0.675087,30,69,130,111,50,1,53,2,34,"NA:N,SA:N",0A5|1A3|2A1|3A18|4A1|5A1|6E7|7A1|8E9|9E18|10E18|11N1|12E17
565,217815,timeout,293,100,20.53,8,4,0.0500,0,0.722119,82,71,150,93,50,1,36,0,31,"NA:N,SA:N",0A4|1A20|2A4|3A18|4A20|5A11|6E20|7A1|8A4|9E20|10E15|11N1|12E16
566,218096,timeout,281,100,18.96,6,5,0.0500,0,0.683967,57,70,135,96,50,2,38,3,11,"NA:N,SA:N",0A14|1A2|2A1|3A19|4A1|5N1|6E19|7A20|8E20|9E10|10E10|11N1|12E11
567,218401,timeout,305,100,6.85,7,5,0.0500,0,0.706553,65,69,150,105,50,0,49,0,28,"NA:N,SA:N",0A3|1A20|2A1|3A19|4A1|5A20|6E17|7A1|8E16|9E11|10E13|11N1|12E12
568,218703,timeout,302,100,20.02,8,4,0.0500,0,0.762011,81,66,150,102,50,1,45,0,26,"NA:N,SA:N",0A3|1A20|2A8|3A18|4A18|5A12|6E20|7A1|8A1|9E20|10E14|11N1|12E12
569,218970,timeout,267,100,27.27,7,5,0.0500,0,0.712393,30,52,110,107,50,2,50,1,10,"NA:N,SA:N",0E10|1A16|2A8|3E20|4A1|5A2|6A1|7A1|8A1|9E5|10E8|11N1|12E9
570,219256,timeout,286,100,24.71,8,4,0.0500,0,0.728245,59,71,135,101,50,2,42,2,31,"NA:N,SA:N",0A1|1A20|2A1|3A19|4A15|5A1|6E19|7A1|8A1|9E20|10E16|11N1|12E16
571,219543,timeout,287,100,48.27,7,5,0.0500,0,0.741444,51,53,124,113,50,4,54,3,19,"NA:N,SA:N",0E9|1A7|2A20|3E19|4A1|5A20|6E16|7A1|8A1|9A1|10E5|11N1|12E4
572,219851,timeout,308,100,4.78,6,6,0.0500,0,0.726126,55,76,150,108,50,1,50,3,33,"NA:N,SA:N",0E1|1A17|2A1|3E20|4A20|5A12|6E20|7A1|8A4|9E11|10E12|11N1|12E12
573,220071,timeout,220,100,-18.55,3,7,0.0500,0,0.713347,26,87,89,81,50,0,25,4,14,"NA:N,SA:N",0E14|1A5|2N1|3E20|4A20|5N1|6E20|7A1|8E5|9E9|10E9|11N1|12E10
574,220365,timeout,294,100,5.44,7,5,0.0500,0,0.713327,71,90,150,94,50,0,38,0,36,"NA:N,SA:N",0A20|1A20|2A5|3A1|4A20|5A4|6E19|7A1|8E19|9E18|10E17|11N1|12E17
575,220689,timeout,324,100,29.54,8,4,0.0500,0,0.724895,48,45,150,124,50,2,66,1,24,"NA:N,SA:N",0A16|1A1|2A1|3A20|4A1|5A5|6E18|7A1|8A3|9E6|10E10|11N1|12E11
576,221015,timeout,326,100,33.96,8,4,0.0500,0,0.724633,40,61,144,132,50,3,71,4,34,"NA:N,SA:N",0A1|1A14|2A2|3A19|4A1|5A1|6E19|7A1|8A1|9E20|10E11|11N1|12E11
577,221279,timeout,264,100,55.74,4,6,0.0500,0,0.726555,45,71,116,98,50,6,38,7,29,"NA:N,SA:N",0A1|1A20|2A4|3E12|4A20|5N1|6E20|7N1|8E10|9E10|10E9|11N1|12E10
578,221590,timeout,311,100,24.41,7,5,0.0500,0,0.714697,69,65,148,113,50,2,55,2,23,"NA:N,SA:N",0E14|1A19|2A7|3E20|4A20|5A19|6E20|7A1|8A2|9A1|10E8|11N1|12E3
579,221904,timeout,314,100,25.79,7,5,0.0500,0,0.729719,44,47,141,123,50,2,65,2,27,"NA:N,SA:N",0A1|1A20|2A1|3A19|4A1|5A1|6E19|7A1|8E11|9E6|10E5|11N1|12E6
580,222201,timeout,297,100,39.77,8,4,0.0500,0,0.730396,45,64,136,111,50,3,52,2,35,"NA:N,SA:N",0A1|1A20|2A1|3A18|4A2|5A1|6E20|7A1|8A1|9E20|10E12|11N1|12E12
581,222505,timeout,304,100,17.44,8,4,0.0500,0,0.717779,57,80,150,104,50,1,46,1,36,"NA:N,SA:N",0A10|1A3|2A1|3A18|4A1|5A14|6E20|7A9|8A1|9E20|10E20|11N1|12E20
582,222804,timeout,299,100,-3.41,6,6,0.0500,0,0.727849,66,72,150,99,50,0,42,2,20,"NA:N,SA:N",0A3|1A19|2A18|3A20|4E19|5A5|6E20|7A1|8E10|9E8|10E7|11N1|12E8
583,223075,timeout,271,100,7.01,4,8,0.0500,0,0.715080,61,81,126,95,50,2,37,5,9,"NA:N,SA:N",0E1|1E14|2A20|3E12|4E20|5A20|6E20|7A20|8A1|9E5|10E4|11N1|12E5
584,223340,timeout,265,100,4.50,6,6,0.0500,0,0.734981,35,84,119,96,50,1,38,3,21,"NA:N,SA:N",0E19|1A4|2A4|3E20|4A20|5A1|6E20|7A5|8A1|9E10|10E8|11N1|12E7
585,223585,timeout,245,100,-1.20,6,6,0.0500,0,0.691597,57,86,113,82,50,1,23,4,46,"NA:N,SA:N",0E18|1A18|2A16|3E20|4A15|5A3|6E20|7A1|8A4|9E13|10E8|11N1|12E7
586,223872,timeout,287,100,13.67,8,4,0.0500,0,0.695678,85,78,150,87,50,1,28,2,27,"NA:N,SA:N",0A3|1A20|2A2|3A20|4A14|5A5|6E18|7A20|8A1|9E20|10E20|11N1|12E20
587,224186,timeout,314,100,34.24,8,4,0.0500,0,0.714285,56,56,150,114,50,3,53,4,23,"NA:N,SA:N",0A5|1A9|2A1|3A18|4A1|5A1|6E20|7A20|8A1|9E19|10E8|11N1|12E9
588,224508,timeout,322,100,26.12,8,3,0.0500,0,0.669396,52,46,150,122,50,2,63,2,44,"NA:N,SA:N",0A3|1A20|2A1|3A18|4A5|5N1|6E18|7A3|8A1|9A1|10E19|11N1|12E9
589,224938,timeout,430,100,93.05,12,1,0.0500,0,0.673840,239,19,291,89,50,7,22,6,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10A19|11A20|12E19
590,225247,timeout,309,100,44.79,5,7,0.0500,0,0.696189,68,70,150,109,50,5,48,7,18,"NA:N,SA:N",0E2|1E2|2E5|3E3|4E18|5N1|6E20|7A20|8A1|9A7|10A20|11A20|12E20
591,225525,timeout,278,100,-5.62,5,7,0.0500,0,0.675822,70,78,140,88,50,0,31,3,33,"NA:N,SA:N",0E12|1A18|2A10|3E20|4A20|5A2|6E20|7A20|8E12|9E5|10E5|11N1|12E4
592,225820,timeout,295,100,10.85,4,8,0.0500,0,0.668616,73,81,150,95,50,2,36,6,14,"NA:N,SA:N",0E8|1E20|2A17|3A18|4E20|5A18|6E20|7A20|8E7|9E2|10E2|11N1|12E2
593,226153,timeout,333,100,64.13,5,7,0.0500,0,0.693320,46,48,150,133,50,7,69,10,22,"NA:N,SA:N",0E7|1E1|2E3|3E10|4E17|5A20|6E6|7A20|8A1|9A1|10A4|11N1|12E4
594,226443,timeout,290,100,-8.70,5,7,0.0500,0,0.658967,83,75,150,90,50,0,33,2,29,"NA:N,SA:N",0E17|1A19|2A10|3E20|4A17|5A20|6E20|7A17|8E10|9E3|10E2|11N1|12E3
595,226747,timeout,304,100,-9.76,5,7,0.0500,0,0.657896,55,71,150,104,50,0,46,4,49,"NA:N,SA:N",0E16|1A20|2A10|3E20|4A4|5A1|6E20|7A20|8E6|9E3|10E3|11N1|12E3
596,227070,timeout,323,100,4.43,7,5,0.0500,0,0.683914,49,43,150,123,50,0,66,1,16,"NA:N,SA:N",0A1|1A19|2A2|3A20|4A3|5A1|6E18|7A3|8E13|9E3|10E5|11N1|12E4
597,227602,timeout,532,100,203.77,12,1,0.0500,0,0.676304,238,20,339,143,50,17,68,14,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10A18|11A20|12E20
598,227889,timeout,287,100,21.37,8,5,0.0500,0,0.677637,95,77,150,87,50,2,27,3,22,"NA:N,SA:N",0E4|1A18|2A1|3E20|4A20|5A14|6E20|7A20|8A1|9A1|10E20|11A20|12E13
599,228117,timeout,228,100,10.08,5,6,0.0500,0,0.676934,54,93,106,72,50,2,14,4,15,"NA:N,SA:N",0E20|1A11|2A2|3E20|4A20|5N1|6E20|7A20|8A1|9E18|10E8|11N1|12E7
600,228427,timeout,310,100,13.70,5,7,0.0500,0,0.708017,65,64,150,110,50,2,51,5,13,"NA:N,SA:N",0E7|1A19|2A5|3E9|4E20|5A20|6E19|7A20|8A1|9E3|10E3|11N1|12E3
601,228732,timeout,305,100,2.55,7,5,0.0500,0,0.685781,77,52,150,105,50,0,48,1,21,"NA:N,SA:N",0A2|1A20|2A1|3A20|4A13|5A1|6E18|7A20|8E7|9E9|10E9|11N1|12E9
602,229036,timeout,304,100,16.44,8,4,0.0500,0,0.753202,72,64,150,104,50,1,46,1,22,"NA:N,SA:N",0A10|1A20|2A1|3A19|4A1|5A1|6E19|7A1|8A19|9E20|10E13|11N1|12E12
603,229359,timeout,323,100,17.73,6,4,0.0500,0,0.748805,34,58,150,123,50,1,67,1,23,"NA:N,SA:N",0A1|1A9|2N1|3A19|4A1|5N1|6E19|7A3|8A1|9E20|10E10|11N1|12E9
604,229528,timeout,169,100,-20.66,2,7,0.0500,0,0.733856,40,92,64,55,50,0,0,3,6,"NA:N,SA:N",0E18|1A20|2N1|3E20|4A20|5N1|6E20|7N1|8E9|9E8|10E8|11N1|12E9
605,229780,timeout,252,100,-8.88,5,7,0.0500,0,0.731804,55,76,116,86,50,0,29,3,40,"NA:N,SA:N",0E16|1A15|2A2|3E20|4A20|5A1|6E20|7A17|8E13|9E3|10E2|11N1|12E2
606,230109,timeout,329,100,5.29,7,5,0.0500,0,0.766803,30,52,150,129,50,0,72,1,34,"NA:N,SA:N",0A1|1A5|2A1|3A20|4A1|5A1|6E18|7A1|8E9|9E8|10E9|11N1|12E8
607,230423,timeout,314,100,8.84,7,5,0.0500,0,0.810947,60,44,150,114,50,0,58,0,21,"NA:N,SA:N",0A1|1A15|2A3|3A18|4A1|5A12|6E20|7A10|8E9|9E5|10E5|11N1|12E5
608,230698,timeout,275,100,25.65,8,4,0.0500,0,0.808079,91,79,150,75,50,2,16,2,28,"NA:N,SA:N",0A20|1A20|2A1|3A19|4A9|5A1|6E19|7A20|8A1|9E20|10E20|11N1|12E20
