241,36432,timeout,150,30,-33.53,5,7,0.0500,0,0.239359,58,45,90,30,30,2,19,6,30,"NA:N,SA:N",0E1|1E11|2A18|3E1|4A13|5A6|6E20|7A20|8A1|9E6|10E3|11N1|12E3
242,36582,timeout,150,30,-30.22,3,9,0.0500,0,0.253488,53,51,90,30,30,1,21,7,30,"NA:N,SA:N",0E1|1E3|2A18|3E1|4E20|5A15|6E9|7A20|8E5|9E6|10E3|11N1|12E3
243,36732,timeout,150,30,-27.77,4,8,0.0500,0,0.239007,57,57,90,30,30,3,19,7,30,"NA:N,SA:N",0E1|1E19|2A20|3E3|4A11|5A6|6E19|7A20|8E4|9E4|10E3|11N1|12E4
244,36882,timeout,150,30,-19.53,5,7,0.0500,0,0.237947,52,49,90,30,30,3,20,6,30,"NA:N,SA:N",0E3|1A1|2A4|3E9|4A20|5A7|6E20|7A20|8E9|9E3|10E3|11N1|12E2
245,37032,timeout,150,30,-53.09,4,8,0.0500,0,0.227224,45,54,90,30,30,1,22,5,30,"NA:N,SA:N",0E1|1E1|2A18|3E4|4E18|5A11|6E20|7A15|8A1|9E5|10E3|11N1|12E2
246,37182,timeout,150,30,-33.76,3,9,0.0500,0,0.252335,46,53,90,30,30,1,22,5,30,"NA:N,SA:N",0E1|1E1|2A20|3E1|4E20|5A6|6E15|7A20|8E9|9E1|10E3|11N1|12E2
247,37332,timeout,150,30,-26.13,4,8,0.0500,0,0.237484,60,52,90,30,30,5,16,9,28,"NA:N,SA:N",0E1|1E3|2A17|3E3|4A10|5A13|6E20|7A20|8E13|9E4|10E3|11N1|12E5
248,37482,timeout,150,30,-36.68,4,8,0.0500,0,0.242520,57,51,90,30,30,5,18,9,30,"NA:N,SA:N",0E1|1E12|2A18|3E3|4E14|5A20|6E15|7A18|8A1|9E2|10E1|11N1|12E3
249,37632,timeout,150,30,-26.27,4,8,0.0500,0,0.245485,55,54,90,30,30,2,20,5,30,"NA:N,SA:N",0E1|1E12|2A11|3E2|4A11|5A20|6E20|7A13|8E10|9E3|10E3|11N1|12E3
250,37786,timeout,154,30,-32.58,3,9,0.0500,0,0.231563,51,55,93,31,30,1,22,6,30,"NA:N,SA:N",0E1|1E1|2A19|3E1|4E20|5A12|6E13|7A20|8E10|9E3|10E3|11N1|12E3
251,37936,timeout,150,30,-31.99,4,8,0.0500,0,0.226483,52,47,90,30,30,0,23,4,30,"NA:N,SA:N",0A5|1E1|2A20|3E1|4E15|5A7|6A20|7E9|8E12|9E3|10E3|11N1|12E3
252,38086,timeout,150,30,-26.32,4,8,0.0500,0,0.239586,55,55,90,30,30,4,19,8,30,"NA:N,SA:N",0E1|1E7|2A1|3E1|4A20|5A14|6E20|7A20|8E18|9E3|10E2|11N1|12E3
253,38236,timeout,150,30,-32.69,4,8,0.0500,0,0.260612,53,57,90,30,30,6,17,10,30,"NA:N,SA:N",0E1|1E8|2A18|3E1|4A1|5A14|6E20|7A20|8E20|9E3|10E2|11N1|12E2
254,38386,timeout,150,30,-22.72,5,7,0.0500,0,0.243112,66,50,90,30,30,7,17,8,30,"NA:N,SA:N",0E1|1E12|2A20|3A2|4A14|5A10|6E20|7A20|8E8|9E3|10E3|11N1|12E3
255,38536,timeout,150,30,-27.87,4,8,0.0500,0,0.237547,57,49,90,30,30,3,20,7,30,"NA:N,SA:N",0E1|1E1|2A19|3E1|4E19|5A10|6E20|7A20|8A8|9E2|10E3|11N1|12E2
256,38686,timeout,150,30,-48.30,5,7,0.0500,0,0.244668,62,51,90,30,30,5,16,8,29,"NA:N,SA:N",0E1|1E15|2A20|3E3|4A12|5A9|6E20|7A20|8A1|9E5|10E4|11N1|12E3
257,38840,timeout,154,30,-24.69,4,8,0.0500,0,0.261502,65,56,93,31,30,4,19,8,30,"NA:N,SA:N",0E1|1E8|2A20|3E2|4A17|5A8|6E20|7A20|8E8|9E5|10E6|11N1|12E6
258,38990,timeout,150,30,-33.36,4,8,0.0500,0,0.228392,59,49,90,30,30,4,19,8,30,"NA:N,SA:N",0E1|1E5|2A18|3E2|4E12|5A19|6E20|7A17|8A5|9E3|10E3|11N1|12E3
259,39140,timeout,150,30,-30.33,3,9,0.0500,0,0.255209,55,45,90,30,30,0,23,5,30,"NA:N,SA:N",0E1|1E1|2A18|3E1|4E19|5A17|6E9|7A20|8E5|9E3|10E3|11N1|12E3
260,39290,timeout,150,30,-47.73,4,8,0.0500,0,0.244358,50,48,90,30,30,1,22,4,29,"NA:N,SA:N",0E1|1E4|2A19|3E1|4E15|5A10|6E20|7A20|8A1|9E2|10E3|11N1|12E2
261,39440,timeout,150,30,-12.81,7,5,0.0500,0,0.267214,68,45,90,30,30,4,16,5,28,"NA:N,SA:N",0A2|1A1|2A20|3A1|4A20|5A4|6E19|7A20|8E13|9E5|10E4|11N1|12E4
262,39590,timeout,150,30,-32.92,3,9,0.0500,0,0.241853,48,51,90,30,30,2,21,7,30,"NA:N,SA:N",0E1|1E7|2A20|3E1|4E20|5A13|6E12|7A15|8E4|9E1|10E3|11N1|12E2
263,39740,timeout,150,30,-17.52,6,6,0.0500,0,0.236325,61,50,90,30,30,3,20,5,30,"NA:N,SA:N",0A6|1A1|2A17|3E1|4A18|5A1|6E20|7A18|8E18|9E3|10E4|11N1|12E4
264,39890,timeout,150,30,-32.40,3,9,0.0500,0,0.241468,57,55,90,30,30,3,20,8,30,"NA:N,SA:N",0E1|1E5|2A18|3E3|4E7|5A20|6E18|7A19|8E8|9E4|10E4|11N1|12E5
265,40040,timeout,150,30,-33.91,3,9,0.0500,0,0.249149,55,48,90,30,30,0,22,6,30,"NA:N,SA:N",0E1|1E1|2A18|3E1|4E18|5A17|6E13|7A20|8E3|9E3|10E4|11N1|12E4
266,40190,timeout,150,30,-36.50,6,6,0.0500,0,0.233063,65,51,90,30,30,3,15,5,27,"NA:N,SA:N",0E1|1E9|2A20|3A1|4A17|5A20|6E20|7A6|8A1|9E3|10E5|11N1|12E13
267,40340,timeout,150,30,-30.80,5,7,0.0500,0,0.251142,51,49,90,30,30,2,22,4,30,"NA:N,SA:N",0E1|1E19|2A20|3E2|4A3|5A7|6E20|7A20|8A1|9E2|10E2|11N1|12E3
268,40490,timeout,150,30,-31.49,4,8,0.0500,0,0.243858,57,48,90,30,30,2,21,6,30,"NA:N,SA:N",0E1|1E9|2A20|3E1|4A16|5A20|6E19|7A1|8E9|9E3|10E3|11N1|12E3
269,40640,timeout,150,30,-27.81,4,8,0.0500,0,0.237061,59,43,90,30,30,1,22,5,30,"NA:N,SA:N",0E1|1E9|2A20|3E2|4E14|5A19|6E8|7A17|8A3|9E3|10E3|11N1|12E3
270,40790,timeout,150,30,-46.98,3,9,0.0500,0,0.245731,44,53,90,30,30,0,24,4,30,"NA:N,SA:N",0E2|1E10|2A20|3E1|4E20|5A20|6E10|7A4|8E3|9E2|10E2|11N1|12E3
271,40940,timeout,150,30,-21.33,6,6,0.0500,0,0.247413,56,49,90,30,30,3,20,5,29,"NA:N,SA:N",0A2|1E9|2A13|3A7|4A13|5A1|6E20|7A20|8E7|9E3|10E5|11N1|12E5
272,41090,timeout,150,30,-44.17,4,8,0.0500,0,0.253521,48,53,90,30,30,3,20,7,30,"NA:N,SA:N",0E1|1E10|2A19|3E1|4E20|5A17|6E12|7A11|8A1|9E3|10E3|11N1|12E3
273,41240,timeout,150,30,-30.39,3,9,0.0500,0,0.236836,51,50,90,30,30,2,20,7,29,"NA:N,SA:N",0E1|1E11|2A20|3E3|4E20|5A12|6E4|7A19|8E2|9E5|10E2|11N1|12E2
274,41390,timeout,150,30,-32.68,4,8,0.0500,0,0.237804,62,52,90,30,30,4,18,9,28,"NA:N,SA:N",0E1|1E2|2A19|3E1|4E11|5A18|6E20|7A20|8A5|9E5|10E5|11N1|12E7
275,41540,timeout,150,30,-26.19,6,6,0.0500,0,0.250955,59,45,90,30,30,3,20,5,30,"NA:N,SA:N",0E1|1E11|2A20|3A3|4A6|5A9|6E20|7A20|8A1|9E5|10E4|11N1|12E4
276,41690,timeout,150,30,-18.14,6,6,0.0500,0,0.244236,59,51,90,30,30,6,17,8,29,"NA:N,SA:N",0A2|1E5|2A20|3A1|4A20|5A12|6E20|7A4|8E15|9E3|10E4|11N1|12E4
277,41840,timeout,150,30,-41.47,3,9,0.0500,0,0.228651,54,56,90,30,30,0,20,5,30,"NA:N,SA:N",0E1|1E10|2A18|3E2|4E3|5A16|6E20|7A20|8E7|9E4|10E4|11N1|12E5
278,41990,timeout,150,30,-9.99,6,6,0.0500,0,0.245296,66,44,90,30,30,5,18,7,30,"NA:N,SA:N",0E1|1A1|2A11|3A3|4A17|5A14|6E20|7A20|8E12|9E3|10E4|11N1|12E4
279,42140,timeout,150,30,-33.73,6,6,0.0500,0,0.228225,63,45,90,30,30,3,20,5,27,"NA:N,SA:N",0E1|1A1|2A15|3E12|4A15|5A13|6E20|7A18|8A1|9E6|10E3|11N1|12E3
280,42290,timeout,150,30,-30.25,3,8,0.0500,0,0.236129,45,48,90,30,30,0,24,4,29,"NA:N,SA:N",0E1|1E12|2A20|3A6|4E20|5A19|6N1|7E1|8E7|9E2|10E2|11N1|12E3
281,42440,timeout,150,30,-26.31,4,8,0.0500,0,0.233130,62,59,90,30,30,4,19,8,29,"NA:N,SA:N",0E1|1E16|2A20|3E1|4A10|5A12|6E20|7A20|8E10|9E4|10E4|11N1|12E3
282,42590,timeout,150,30,-45.07,4,8,0.0500,0,0.237319,50,54,90,30,30,2,20,7,28,"NA:N,SA:N",0E1|1E1|2A20|3E3|4E13|5A10|6E20|7A19|8A1|9E3|10E6|11N1|12E7
283,42740,timeout,150,30,-43.08,4,8,0.0500,0,0.251442,38,65,90,30,30,1,22,5,30,"NA:N,SA:N",0E1|1E15|2A18|3E7|4E20|5A18|6E15|7A1|8A1|9E3|10E2|11N1|12E2
284,42890,timeout,150,30,-32.76,4,8,0.0500,0,0.254342,61,57,90,30,30,5,15,10,29,"NA:N,SA:N",0E1|1E17|2A20|3E2|4A11|5A10|6E20|7A20|8E6|9E5|10E3|11N1|12E3
285,43040,timeout,150,30,-27.42,4,8,0.0500,0,0.246491,59,45,90,30,30,2,21,5,30,"NA:N,SA:N",0E1|1E1|2A20|3E8|4E20|5A20|6E8|7A16|8A3|9E1|10E3|11N1|12E3
286,43190,timeout,150,30,-30.96,4,8,0.0500,0,0.233871,57,59,90,30,30,2,17,7,29,"NA:N,SA:N",0E1|1E10|2A20|3E2|4A1|5A16|6E20|7A20|8E9|9E5|10E3|11N1|12E9
287,43340,timeout,150,30,-10.16,7,5,0.0500,0,0.275016,67,41,90,30,30,4,18,6,25,"NA:N,SA:N",0A5|1A1|2A17|3A3|4A20|5A1|6E18|7A20|8E13|9E4|10E3|11N1|12E3
288,43494,timeout,154,30,-30.22,5,7,0.0500,0,0.256150,66,47,93,31,30,5,18,8,30,"NA:N,SA:N",0E1|1E17|2A20|3E3|4A7|5A20|6A1|7A18|8E14|9E5|10E3|11N1|12E4
289,43643,timeout,149,30,-29.81,3,9,0.0500,0,0.259895,57,49,89,30,30,4,18,9,26,"NA:N,SA:N",0E1|1E11|2A18|3E3|4E5|5A19|6E14|7A20|8E2|9E4|10E5|11N1|12E4
290,43793,timeout,150,30,-42.96,3,9,0.0500,0,0.252599,55,50,90,30,30,2,20,7,30,"NA:N,SA:N",0E1|1E12|2A19|3E1|4E4|5A16|6E16|7A20|8E9|9E2|10E2|11N1|12E3
291,43943,timeout,150,30,-35.60,5,7,0.0500,0,0.259408,68,51,90,30,30,9,14,12,28,"NA:N,SA:N",0E1|1E20|2A20|3E1|4A18|5A7|6E20|7A20|8A3|9E3|10E3|11N1|12E3
292,44089,timeout,146,30,-32.37,3,9,0.0500,0,0.260634,58,43,86,30,30,0,23,5,30,"NA:N,SA:N",0E1|1E3|2A20|3E3|4E20|5A20|6E8|7A18|8E1|9E2|10E2|11N1|12E3
293,44239,timeout,150,30,-37.15,3,9,0.0500,0,0.249960,47,50,90,30,30,0,22,5,30,"NA:N,SA:N",0E2|1E8|2A19|3E1|4E20|5A20|6E8|7A8|8E2|9E3|10E3|11N1|12E3
294,44394,timeout,155,30,-32.57,5,7,0.0500,0,0.248626,70,52,95,30,30,4,18,8,29,"NA:N,SA:N",0E1|1E13|2A20|3E3|4A9|5A20|6E20|7A20|8A1|9E1|10E7|11N1|12E7
295,44544,timeout,150,30,-41.42,4,8,0.0500,0,0.264441,61,55,90,30,30,7,15,12,28,"NA:N,SA:N",0E1|1E16|2A19|3E1|4E4|5A20|6E20|7A20|8A2|9E5|10E3|11N1|12E5
296,44694,timeout,150,30,-30.59,3,9,0.0500,0,0.250127,51,53,90,30,30,1,20,7,30,"NA:N,SA:N",0E1|1E4|2A18|3E1|4E20|5A17|6E9|7A16|8E6|9E4|10E3|11N1|12E5
297,44844,timeout,150,30,-30.02,3,9,0.0500,0,0.270330,49,48,90,30,30,1,23,5,28,"NA:N,SA:N",0E1|1E1|2A19|3E2|4E15|5A11|6E16|7A19|8E5|9E2|10E3|11N1|12E3
298,44994,timeout,150,30,-34.40,3,9,0.0500,0,0.251848,50,52,90,30,30,0,21,4,29,"NA:N,SA:N",0E2|1E12|2A15|3E1|4E20|5A20|6E5|7A15|8E3|9E3|10E3|11N1|12E3
299,45144,timeout,150,30,-18.02,6,6,0.0500,0,0.257395,59,44,90,30,30,2,21,4,23,"NA:N,SA:N",0E1|1A1|2A10|3A7|4A20|5A1|6E16|7A20|8E18|9E3|10E3|11N1|12E3
300,45294,timeout,150,30,-29.19,5,7,0.0500,0,0.238749,57,55,90,30,30,5,16,9,26,"NA:N,SA:N",0E1|1E20|2A20|3A2|4A3|5A12|6E19|7A20|8E4|9E3|10E3|11N1|12E5
301,45449,timeout,155,30,-12.73,6,6,0.0500,0,0.245442,61,47,95,30,30,3,19,6,21,"NA:N,SA:N",0A2|1A1|2A18|3E3|4A19|5A1|6E17|7A20|8E8|9E10|10E3|11N1|12E6
302,45604,timeout,155,30,-30.31,5,7,0.0500,0,0.257944,62,52,95,30,30,2,19,6,30,"NA:N,SA:N",0E1|1E19|2A20|3E6|4A1|5A18|6A3|7A20|8E7|9E11|10E4|11N1|12E4
303,45754,timeout,150,30,-23.20,6,6,0.0500,0,0.264570,53,52,90,30,30,2,21,4,21,"NA:N,SA:N",0A1|1A1|2A14|3E3|4A17|5A1|6E17|7A19|8E20|9E4|10E4|11N1|12E4
304,45904,timeout,150,30,-34.69,3,9,0.0500,0,0.257372,47,53,90,30,30,3,19,9,29,"NA:N,SA:N",0E1|1E9|2A18|3E3|4E14|5A9|6E14|7A20|8E2|9E6|10E2|11N1|12E2
305,46049,timeout,145,30,-27.89,3,9,0.0500,0,0.250113,49,55,85,30,30,3,21,7,29,"NA:N,SA:N",0E1|1E4|2A20|3E1|4E20|5A12|6E11|7A17|8E11|9E2|10E2|11N1|12E3
306,46199,timeout,150,30,-33.05,3,9,0.0500,0,0.267256,56,52,90,30,30,1,23,5,26,"NA:N,SA:N",0E1|1E1|2A19|3E1|4E16|5A20|6E16|7A17|8E10|9E2|10E2|11N1|12E3
307,46349,timeout,150,30,-30.12,4,8,0.0500,0,0.267897,53,58,90,30,30,3,17,8,25,"NA:N,SA:N",0E1|1E18|2A20|3E1|4A7|5A6|6E20|7A20|8E6|9E6|10E3|11N1|12E3
308,46499,timeout,150,30,-23.60,5,7,0.0500,0,0.249591,68,47,90,30,30,4,18,7,22,"NA:N,SA:N",0E1|1A3|2A20|3E1|4A19|5A6|6E20|7A20|8E12|9E3|10E5|11N1|12E5
309,46649,timeout,150,30,-28.95,3,9,0.0500,0,0.257422,50,52,90,30,30,0,23,5,30,"NA:N,SA:N",0E2|1E7|2A19|3E1|4E20|5A11|6E6|7A20|8E5|9E4|10E4|11N1|12E3
310,46798,timeout,149,30,-33.34,3,9,0.0500,0,0.246635,58,45,89,30,30,1,18,7,30,"NA:N,SA:N",0E1|1E1|2A18|3E4|4E18|5A20|6E9|7A20|8E3|9E4|10E3|11N1|12E2
311,46948,timeout,150,30,-37.88,5,7,0.0500,0,0.265967,55,55,90,30,30,4,18,8,28,"NA:N,SA:N",0E1|1E14|2A20|3E3|4A15|5A1|6E18|7A18|8A1|9E11|10E3|11N1|12E5
312,47098,timeout,150,30,-17.31,6,6,0.0500,0,0.244006,57,49,90,30,30,1,19,4,20,"NA:N,SA:N",0A1|1A1|2A20|3E1|4A20|5A1|6E18|7A14|8E13|9E10|10E3|11N1|12E4
313,47248,timeout,150,30,-39.40,3,9,0.0500,0,0.257270,52,55,90,30,30,4,18,9,25,"NA:N,SA:N",0E1|1E1|2A19|3E1|4E14|5A18|6E20|7A15|8E11|9E2|10E2|11N1|12E3
314,47398,timeout,150,30,-32.14,3,9,0.0500,0,0.250583,44,57,90,30,30,1,22,6,28,"NA:N,SA:N",0E1|1E11|2A18|3E1|4E20|5A16|6E12|7A10|8E3|9E3|10E3|11N1|12E3
315,47552,timeout,154,30,-29.76,3,9,0.0500,0,0.246951,60,48,92,32,30,1,22,6,30,"NA:N,SA:N",0E1|1E1|2A20|3E1|4E17|5A20|6E13|7A20|8E6|9E3|10E3|11N1|12E3
316,47702,timeout,150,30,-25.62,5,7,0.0500,0,0.249283,60,51,90,30,30,3,19,7,24,"NA:N,SA:N",0E1|1E12|2A16|3E1|4A19|5A4|6E20|7A20|8A1|9E7|10E5|11N1|12E5
317,47852,timeout,150,30,-40.03,6,6,0.0500,0,0.241822,60,51,90,30,30,4,19,6,28,"NA:N,SA:N",0E3|1E17|2A19|3A1|4A20|5A1|6E20|7A18|8A1|9E4|10E4|11N1|12E3
318,48002,timeout,150,30,-27.72,3,9,0.0500,0,0.272604,55,48,90,30,30,0,22,6,25,"NA:N,SA:N",0E2|1E1|2A18|3E1|4E12|5A18|6E8|7A19|8E6|9E10|10E4|11N1|12E4
319,48152,timeout,150,30,-35.48,4,8,0.0500,0,0.244914,49,49,90,30,30,1,22,5,29,"NA:N,SA:N",0E1|1E13|2A19|3E1|4E20|5A14|6A1|7A15|8E3|9E4|10E4|11N1|12E3
320,48302,timeout,150,30,-51.33,5,7,0.0500,0,0.262186,61,44,90,30,30,3,20,5,26,"NA:N,SA:N",0E1|1E13|2A20|3E3|4A18|5A2|6E20|7A20|8A1|9E2|10E2|11N1|12E3
321,48452,timeout,150,30,-43.40,4,8,0.0500,0,0.252941,61,47,90,30,30,2,20,7,22,"NA:N,SA:N",0E1|1E2|2A19|3E3|4E15|5A20|6E16|7A19|8A3|9E5|10E3|11N1|12E2
322,48602,timeout,150,30,-26.87,3,9,0.0500,0,0.263661,54,50,90,30,30,0,24,4,30,"NA:N,SA:N",0E1|1E2|2A19|3E1|4E20|5A20|6E13|7A15|8E4|9E3|10E3|11N1|12E3
323,48752,timeout,150,30,-7.13,7,5,0.0500,0,0.270955,55,48,90,30,30,1,20,3,26,"NA:N,SA:N",0A5|1A1|2A4|3A13|4A15|5A1|6E19|7A16|8E10|9E9|10E5|11N1|12E5
324,48902,timeout,150,30,-21.18,6,6,0.0500,0,0.265407,58,54,90,30,30,4,18,6,26,"NA:N,SA:N",0A3|1E3|2A3|3A11|4A1|5A20|6E20|7A20|8E20|9E3|10E4|11N1|12E4
325,49052,timeout,150,30,-26.56,4,8,0.0500,0,0.259373,61,56,90,30,30,5,18,9,26,"NA:N,SA:N",0E1|1E7|2A19|3E2|4E13|5A18|6E20|7A20|8A4|9E3|10E5|11N1|12E5
326,49202,timeout,150,30,-22.59,6,6,0.0500,0,0.259338,78,39,90,30,30,4,18,6,19,"NA:N,SA:N",0A2|1A1|2A20|3E1|4A15|5A20|6E20|7A20|8E12|9E3|10E2|11N1|12E1
327,49351,timeout,149,30,-28.67,3,9,0.0500,0,0.254267,58,44,89,30,30,2,21,6,29,"NA:N,SA:N",0E3|1E4|2A18|3E1|4E20|5A20|6E6|7A20|8E3|9E2|10E2|11N1|12E3
328,49498,timeout,147,30,-29.93,3,9,0.0500,0,0.260988,58,40,87,30,30,0,23,5,30,"NA:N,SA:N",0E1|1E1|2A20|3E1|4E15|5A18|6E9|7A20|8E5|9E2|10E3|11N1|12E3
329,49648,timeout,150,30,-29.24,3,9,0.0500,0,0.257788,57,44,90,30,30,0,21,6,30,"NA:N,SA:N",0E1|1E1|2A19|3E1|4E15|5A20|6E10|7A18|8E3|9E5|10E3|11N1|12E5
330,49798,timeout,150,30,-32.12,3,9,0.0500,0,0.259120,57,53,90,30,30,2,20,6,26,"NA:N,SA:N",0E1|1E5|2A19|3E2|4E6|5A19|6E18|7A19|8E7|9E4|10E5|11N1|12E5
331,49988,timeout,190,30,-1.66,8,4,0.0500,0,0.243244,91,48,130,30,30,0,20,1,28,"NA:N,SA:N",0A1|1A1|2A20|3A1|4A20|5A20|6A8|7A20|8E18|9E16|10E7|11N1|12E7
332,50138,timeout,150,30,-10.63,7,5,0.0500,0,0.256693,48,45,90,30,30,0,23,0,28,"NA:N,SA:N",0A1|1A1|2A10|3A15|4A1|5A2|6E20|7A18|8E16|9E3|10E3|11N1|12E3
333,50287,timeout,149,30,-31.93,3,9,0.0500,0,0.272417,58,43,89,30,30,0,22,5,29,"NA:N,SA:N",0E1|1E2|2A20|3E1|4E20|5A18|6E8|7A20|8E4|9E2|10E3|11N1|12E2
334,50462,timeout,175,30,-21.59,6,6,0.0500,0,0.275783,80,49,115,30,30,4,18,7,17,"NA:N,SA:N",0E1|1E11|2A20|3A5|4A16|5A20|6E16|7A16|8A3|9E11|10E5|11N1|12E5
335,50612,timeout,150,30,-28.97,4,8,0.0500,0,0.250455,52,51,90,30,30,2,21,6,30,"NA:N,SA:N",0E1|1E11|2A19|3E3|4E20|5A16|6E7|7A14|8A3|9E3|10E3|11N1|12E3
336,50762,timeout,150,30,-50.73,4,8,0.0500,0,0.275438,37,59,90,30,30,1,22,5,30,"NA:N,SA:N",0E1|1E20|2A18|3E1|4E20|5A10|6A1|7A8|8E9|9E2|10E3|11N1|12E3
337,50912,timeout,150,30,-33.36,4,8,0.0500,0,0.243684,54,49,90,30,30,1,20,4,30,"NA:N,SA:N",0E1|1E8|2A19|3E1|4E20|5A4|6E10|7A20|8A11|9E3|10E3|11N1|12E3
338,51077,timeout,165,30,-1.17,8,4,0.0500,0,0.261642,72,43,105,30,30,0,20,1,23,"NA:N,SA:N",0A2|1A1|2A20|3A4|4A1|5A20|6A4|7A20|8E18|9E8|10E8|11N1|12E9
339,51227,timeout,150,30,-34.56,3,9,0.0500,0,0.240818,52,49,90,30,30,1,22,5,28,"NA:N,SA:N",0E1|1E1|2A18|3E1|4E7|5A14|6E20|7A20|8E12|9E2|10E3|11N1|12E2
340,51377,timeout,150,30,-47.36,4,8,0.0500,0,0.258912,55,43,90,30,30,1,22,5,30,"NA:N,SA:N",0E1|1E10|2A19|3E1|4E20|5A20|6A1|7A15|8E2|9E3|10E3|11N1|12E3
341,51527,timeout,150,30,-24.51,4,8,0.0500,0,0.257634,56,45,90,30,30,2,21,6,29,"NA:N,SA:N",0E2|1E4|2A18|3E1|4E20|5A18|6E11|7A15|8A5|9E3|10E2|11N1|12E2
342,51697,timeout,170,30,3.30,8,4,0.0500,0,0.251208,74,42,110,30,30,1,20,2,28,"NA:N,SA:N",0A2|1A1|2A20|3A6|4A4|5A1|6A20|7A20|8E20|9E13|10E4|11N1|12E5
343,51847,timeout,150,30,-29.90,3,8,0.0500,0,0.247481,49,44,90,30,30,1,22,5,28,"NA:N,SA:N",0E1|1E7|2A20|3E3|4E20|5A19|6N1|7A10|8E6|9E2|10E2|11N1|12E3
344,51997,timeout,150,30,-7.02,7,5,0.0500,0,0.249208,62,39,90,30,30,1,21,2,28,"NA:N,SA:N",0A1|1A1|2A11|3A19|4A14|5A1|6E18|7A15|8E8|9E5|10E4|11N1|12E4
345,52147,timeout,150,30,-9.50,7,5,0.0500,0,0.249014,60,48,90,30,30,4,19,5,19,"NA:N,SA:N",0A1|1A1|2A20|3A2|4A8|5A8|6E20|7A20|8E13|9E5|10E5|11N1|12E5
346,52297,timeout,150,30,-24.19,6,6,0.0500,0,0.257415,50,43,90,30,30,1,23,2,27,"NA:N,SA:N",0A11|1A1|2A11|3E3|4A1|5A6|6E20|7A20|8E12|9E3|10E2|11N1|12E3
347,52557,timeout,260,30,9.92,9,3,0.0500,0,0.258576,163,37,200,30,30,0,21,0,29,"NA:A,SA:N",0A20|1A5|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E19|10E9|11N1|12E9
348,52707,timeout,150,30,-7.55,8,4,0.0500,0,0.251380,60,33,90,30,30,1,22,1,29,"NA:N,SA:N",0A3|1A1|2A1|3A20|4A8|5A3|6E17|7A12|8A12|9E10|10E3|11N1|12E3
349,52857,timeout,150,30,-14.55,8,4,0.0500,0,0.235832,59,34,90,30,30,1,23,0,28,"NA:N,SA:N",0A1|1A1|2A1|3A18|4A13|5A1|6E18|7A9|8A15|9E10|10E3|11N1|12E3
350,53012,timeout,155,30,-11.78,7,5,0.0500,0,0.221572,50,47,95,30,30,0,21,2,27,"NA:N,SA:N",0A1|1A1|2A1|3A19|4A1|5A9|6E19|7A18|8E9|9E11|10E4|11N1|12E4
351,53162,timeout,150,30,-28.16,3,9,0.0500,0,0.241455,58,47,90,30,30,1,21,6,30,"NA:N,SA:N",0E1|1E1|2A20|3E1|4E20|5A20|6E5|7A18|8E11|9E3|10E2|11N1|12E3
352,53312,timeout,150,30,-12.92,8,4,0.0500,0,0.232607,49,46,90,30,30,1,23,0,30,"NA:N,SA:N",0A3|1A1|2A7|3A12|4A2|5A1|6E20|7A3|8A20|9E20|10E3|11N1|12E3
353,53467,timeout,155,30,-6.64,8,4,0.0500,0,0.246128,72,35,95,30,30,1,20,2,27,"NA:N,SA:N",0A2|1A1|2A6|3A19|4A1|5A20|6E18|7A16|8A7|9E11|10E3|11N1|12E3
354,53617,timeout,150,30,-13.57,7,5,0.0500,0,0.246964,56,43,90,30,30,0,21,2,27,"NA:N,SA:N",0A1|1A1|2A8|3A15|4A1|5A10|6E20|7A20|8E6|9E9|10E4|11N1|12E4
355,53767,timeout,150,30,-14.52,7,5,0.0500,0,0.250736,57,39,90,30,30,0,24,0,27,"NA:N,SA:N",0A2|1A1|2A1|3A16|4A1|5A16|6E19|7A20|8E12|9E3|10E2|11N1|12E3
356,53917,timeout,150,30,-14.36,7,5,0.0500,0,0.239948,49,48,90,30,30,1,22,2,27,"NA:N,SA:N",0A1|1A1|2A15|3A7|4A1|5A4|6E18|7A20|8E17|9E5|10E4|11N1|12E4
357,54067,timeout,150,30,-8.16,7,5,0.0500,0,0.233099,55,37,90,30,30,1,23,1,29,"NA:N,SA:N",0A1|1A1|2A8|3A18|4A5|5A3|6E20|7A19|8E10|9E2|10E3|11N1|12E2
358,54322,timeout,255,30,14.02,9,3,0.0500,0,0.239838,166,32,195,30,30,0,21,0,27,"NA:A,SA:N",0A20|1A8|2A20|3A20|4A20|5A20|6A19|7A20|8A19|9E19|10E7|11N1|12E6
359,54466,timeout,144,30,-34.58,3,9,0.0500,0,0.217202,42,57,84,30,30,2,21,7,29,"NA:N,SA:N",0E1|1E1|2A6|3E1|4E18|5A16|6E16|7A20|8E11|9E3|10E3|11N1|12E3
360,54716,timeout,250,30,13.42,9,3,0.0500,0,0.256858,144,46,190,30,30,0,22,0,29,"NA:A,SA:N",0A9|1A2|2A20|3A20|4A20|5A13|6A20|7A20|8A20|9E18|10E14|11N1|12E14
361,54870,timeout,154,30,-41.36,4,8,0.0500,0,0.245746,55,51,93,31,30,2,21,6,29,"NA:N,SA:N",0E1|1E1|2A18|3E1|4E20|5A15|6A2|7A20|8E20|9E3|10E2|11N1|12E3
