14,2100,timeout,150,30,-14.00,6,6,0.9601,0,0.163299,60,57,90,30,30,0,12,2,24,"NA:N,SA:N",0A18|1A3|2A2|3E19|4A2|5A20|6E19|7A15|8E8|9E4|10E3|11N1|12E4
15,2250,timeout,150,30,-26.00,5,7,0.9572,0,0.162823,61,49,90,30,30,0,18,3,28,"NA:N,SA:N",0E1|1A20|2A3|3E7|4A20|5A1|6E20|7A17|8E12|9E3|10E3|11N1|12E3
16,2400,timeout,150,30,-32.00,4,8,0.9544,0,0.207673,53,56,90,30,30,0,18,4,24,"NA:N,SA:N",0A16|1E9|2A10|3E1|4E20|5A8|6E10|7A19|8E3|9E3|10E5|11N1|12E5
17,2550,timeout,150,30,-19.00,7,5,0.9516,0,0.188026,61,39,90,30,30,1,19,2,25,"NA:N,SA:N",0A1|1A10|2A5|3E17|4A20|5A20|6E12|7A1|8A4|9E3|10E3|11N1|12E4
18,2700,timeout,150,30,-30.00,6,6,0.9487,0,0.186043,57,48,90,30,30,2,20,4,24,"NA:N,SA:N",0E4|1A14|2A3|3E20|4A20|5A5|6A1|7A14|8E14|9E4|10E4|11N1|12E2
19,2845,timeout,145,30,-44.30,3,9,0.9459,0,0.213034,44,55,85,30,30,1,20,6,25,"NA:N,SA:N",0E1|1E1|2A4|3E2|4E19|5A20|6E16|7A20|8E9|9E2|10E3|11N1|12E2
20,2995,timeout,150,30,-26.00,6,6,0.9431,0,0.275711,66,45,90,30,30,2,16,4,28,"NA:N,SA:N",0E1|1A20|2A11|3E20|4A20|5A7|6A7|7A1|8E17|9E2|10E2|11N1|12E3
21,3145,timeout,150,30,-17.00,6,6,0.9402,0,0.246564,61,53,90,30,30,1,15,2,28,"NA:N,SA:N",0E1|1A2|2A4|3E17|4A5|5A20|6E20|7A20|8A10|9E9|10E3|11N1|12E3
22,3295,timeout,150,30,-36.50,5,7,0.9374,0,0.235099,61,57,90,30,30,4,15,7,27,"NA:N,SA:N",0E1|1A5|2A1|3E13|4A18|5A18|6E20|7A19|8E10|9E3|10E5|11N1|12E5
23,3445,timeout,150,30,-31.00,4,8,0.9345,0,0.251507,57,54,90,30,30,0,17,3,28,"NA:N,SA:N",0E1|1E15|2A18|3E6|4A16|5A20|6E18|7A3|8E3|9E3|10E4|11N1|12E4
24,3595,timeout,150,30,-14.00,6,6,0.9317,0,0.285261,63,45,90,30,30,0,16,1,27,"NA:N,SA:N",0A6|1A19|2A20|3E19|4A2|5A11|6E17|7A5|8E2|9E2|10E2|11N1|12E3
25,3745,timeout,150,30,-32.50,5,7,0.9288,0,0.250877,54,57,90,30,30,2,17,5,26,"NA:N,SA:N",0A7|1E8|2A18|3A2|4E20|5A7|6E15|7A20|8E3|9E3|10E3|11N1|12E5
26,3895,timeout,150,30,-22.00,5,7,0.9260,0,0.253497,65,49,90,30,30,0,14,3,27,"NA:N,SA:N",0E1|1A19|2A20|3E19|4A20|5A2|6E15|7A4|8E1|9E3|10E5|11N1|12E5
27,4045,timeout,150,30,-17.00,6,6,0.9231,0,0.290602,66,48,90,30,30,0,16,2,25,"NA:N,SA:N",0A8|1A19|2A8|3E18|4A20|5A2|6E8|7A9|8E10|9E2|10E5|11N1|12E5
28,4195,timeout,150,30,-17.00,6,6,0.9203,0,0.275605,55,67,90,30,30,1,11,3,27,"NA:N,SA:N",0A1|1A11|2A2|3E19|4A20|5A20|6E17|7A1|8E17|9E5|10E4|11N1|12E5
29,4345,timeout,150,30,-17.50,6,6,0.9174,0,0.239211,56,51,90,30,30,1,17,2,21,"NA:N,SA:N",0A8|1E20|2A20|3A1|4E20|5A4|6A20|7A3|8E3|9E2|10E3|11N1|12E3
30,4495,timeout,150,30,-18.00,6,6,0.9146,0,0.232762,64,46,90,30,30,0,17,1,25,"NA:N,SA:N",0A20|1A7|2A20|3E3|4A12|5A4|6E13|7A1|8E13|9E6|10E5|11N1|12E6
31,4645,timeout,150,30,-15.00,6,6,0.9117,0,0.244725,59,60,90,30,30,0,13,2,28,"NA:N,SA:N",0A13|1A11|2A19|3E19|4A11|5A4|6E14|7A1|8E13|9E5|10E5|11N1|12E4
32,4795,timeout,150,30,-12.50,7,5,0.9089,0,0.235667,58,53,90,30,30,1,14,2,26,"NA:N,SA:N",0A13|1A3|2A20|3E18|4A2|5A1|6A1|7A18|8E20|9E5|10E5|11N1|12E5
33,4945,timeout,150,30,-18.50,6,6,0.9060,0,0.232755,59,52,90,30,30,0,17,2,27,"NA:N,SA:N",0A18|1A18|2A2|3E18|4A14|5A6|6E14|7A1|8E13|9E2|10E2|11N1|12E3
34,5095,timeout,150,30,-33.00,4,8,0.9032,0,0.200577,65,46,90,30,30,1,16,5,23,"NA:N,SA:N",0A16|1E10|2A11|3E1|4E20|5A20|6E5|7A18|8E2|9E2|10E4|11N1|12E2
35,5245,timeout,150,30,-13.00,6,6,0.9003,0,0.217160,70,51,90,30,30,0,12,2,26,"NA:N,SA:N",0A13|1A2|2A20|3E18|4A12|5A20|6E18|7A3|8E4|9E3|10E3|11N1|12E5
36,5395,timeout,150,30,-27.00,5,7,0.8975,0,0.211658,64,50,90,30,30,1,16,4,28,"NA:N,SA:N",0A9|1E2|2A13|3A2|4E20|5A20|6E13|7A20|8E4|9E4|10E3|11N1|12E4
37,5545,timeout,150,30,-34.00,4,8,0.8946,0,0.214299,60,55,90,30,30,1,16,5,25,"NA:N,SA:N",0E1|1E12|2A3|3E2|4A17|5A20|6E20|7A20|8E5|9E5|10E5|11N1|12E5
38,5695,timeout,150,30,-24.00,6,6,0.8918,0,0.205096,46,55,90,30,30,1,18,3,27,"NA:N,SA:N",0E5|1A1|2A7|3E20|4A5|5A20|6E20|7A12|8A1|9E4|10E3|11N1|12E3
39,5845,timeout,150,30,-35.00,3,9,0.8889,0,0.184364,60,50,89,31,30,0,15,5,26,"NA:N,SA:N",0E1|1E1|2A20|3E11|4E13|5A20|6E10|7A20|8E2|9E4|10E3|11N1|12E5
40,5995,timeout,150,30,-14.00,7,5,0.8861,0,0.196859,64,54,90,30,30,1,16,2,27,"NA:N,SA:N",0A8|1A1|2A20|3E18|4A1|5A19|6A10|7A5|8E17|9E6|10E6|11N1|12E7
41,6145,timeout,150,30,-40.50,3,9,0.8832,0,0.185460,49,52,90,30,30,0,21,5,27,"NA:N,SA:N",0E1|1E4|2A17|3E14|4E10|5A19|6E8|7A13|8E8|9E2|10E3|11N1|12E2
42,6295,timeout,150,30,-15.00,6,6,0.8804,0,0.188189,55,51,90,30,30,0,17,1,25,"NA:N,SA:N",0A6|1A20|2A1|3E20|4A1|5A11|6E16|7A16|8E6|9E3|10E3|11N1|12E3
43,6445,timeout,150,30,-12.50,7,5,0.8775,0,0.183335,76,40,90,30,30,1,15,2,29,"NA:N,SA:N",0A19|1A6|2A2|3E19|4A20|5A20|6E4|7A7|8A2|9E3|10E7|11N1|12E7
44,6595,timeout,150,30,-26.50,4,8,0.8747,0,0.191146,63,55,90,30,30,1,13,4,28,"NA:N,SA:N",0E1|1E9|2A14|3E14|4E14|5A20|6E8|7A20|8A9|9E3|10E3|11N1|12E3
45,6745,timeout,150,30,-31.00,5,7,0.8718,0,0.179333,53,53,90,30,30,2,19,3,25,"NA:N,SA:N",0E1|1E20|2A20|3A1|4A4|5A8|6E20|7A20|8E5|9E2|10E2|11N1|12E3
46,6895,timeout,150,30,-28.00,4,8,0.8690,0,0.182276,62,55,90,30,30,0,15,4,27,"NA:N,SA:N",0E1|1E7|2A20|3E7|4A18|5A20|6E19|7A4|8E6|9E3|10E6|11N1|12E6
47,7045,timeout,150,30,-13.00,7,5,0.8661,0,0.166303,73,40,90,30,30,0,13,2,28,"NA:N,SA:N",0A20|1A6|2A5|3A17|4A20|5A4|6E19|7A1|8E6|9E6|10E5|11N1|12E4
48,7195,timeout,150,30,-18.50,5,7,0.8633,0,0.163117,59,59,90,30,30,1,11,3,29,"NA:N,SA:N",0E5|1A20|2A11|3E20|4A14|5A1|6E20|7A13|8E8|9E2|10E2|11N1|12E2
49,7345,timeout,150,30,-23.00,5,7,0.8604,0,0.157495,60,45,90,30,30,0,19,2,25,"NA:N,SA:N",0E1|1A2|2A20|3E17|4A12|5A6|6E18|7A20|8E1|9E2|10E3|11N1|12E3
50,7495,timeout,150,30,-26.00,5,7,0.8576,0,0.161909,58,49,90,30,30,1,18,3,26,"NA:N,SA:N",0E1|1E20|2A4|3E2|4A13|5A20|6E20|7A20|8A1|9E1|10E2|11N1|12E3
51,7645,timeout,150,30,-35.00,3,9,0.8547,0,0.167749,59,46,90,30,30,0,19,4,25,"NA:N,SA:N",0E1|1E1|2A19|3E6|4E18|5A20|6E8|7A20|8E3|9E3|10E3|11N1|12E3
52,7795,timeout,150,30,-15.00,7,5,0.8519,0,0.173644,57,47,90,30,30,1,15,2,28,"NA:N,SA:N",0A19|1A4|2A8|3E19|4A3|5A1|6E19|7A20|8A2|9E3|10E3|11N1|12E3
53,7945,timeout,150,30,-16.50,6,6,0.8490,0,0.169179,54,67,90,30,30,0,13,3,26,"NA:N,SA:N",0A12|1A2|2A18|3E20|4A14|5A3|6E17|7A5|8E11|9E7|10E6|11N1|12E6
54,8095,timeout,150,30,-35.00,3,9,0.8462,0,0.170329,54,59,90,30,30,0,15,5,25,"NA:N,SA:N",0E1|1E8|2A17|3E16|4E17|5A20|6E6|7A17|8E2|9E3|10E3|11N1|12E3
55,8245,timeout,150,30,-32.50,3,9,0.8433,0,0.167933,55,59,90,30,30,0,17,4,28,"NA:N,SA:N",0E1|1E1|2A17|3E1|4E20|5A18|6E20|7A20|8E8|9E3|10E2|11N1|12E3
56,8395,timeout,150,30,-35.00,4,8,0.8405,0,0.162222,57,52,90,30,30,1,17,5,27,"NA:N,SA:N",0E1|1E6|2A20|3E2|4A15|5A2|6E20|7A20|8E12|9E3|10E4|11N1|12E4
57,8545,timeout,150,30,-28.00,6,6,0.8376,0,0.159215,60,50,90,30,30,4,15,5,25,"NA:N,SA:N",0A12|1A1|2A4|3E18|4A20|5A4|6E20|7A19|8E4|9E3|10E2|11N1|12E3
58,8695,timeout,150,30,-26.00,6,6,0.8348,0,0.159193,51,55,90,30,30,3,16,4,25,"NA:N,SA:N",0E6|1A5|2A20|3E20|4A11|5A1|6A13|7A1|8E20|9E3|10E3|11N1|12E3
59,8845,timeout,150,30,-25.50,5,7,0.8319,0,0.164798,57,52,90,30,30,1,18,3,20,"NA:N,SA:N",0A14|1E4|2A1|3A2|4E20|5A20|6E17|7A20|8E4|9E3|10E2|11N1|12E2
60,8995,timeout,150,30,-33.50,4,8,0.8291,0,0.161546,56,54,90,30,30,2,16,5,26,"NA:N,SA:N",0E1|1A18|2A4|3E5|4E20|5A14|6E14|7A20|8E6|9E2|10E3|11N1|12E3
61,9143,timeout,148,30,-28.62,5,7,0.8263,0,0.163227,63,55,88,30,30,2,14,5,25,"NA:N,SA:N",0A17|1E1|2A3|3A3|4E20|5A20|6E14|7A20|8E8|9E4|10E4|11N1|12E4
62,9287,timeout,144,30,-35.36,4,8,0.8235,0,0.161863,60,52,84,30,30,2,13,6,27,"NA:N,SA:N",0E1|1A3|2A17|3E5|4E20|5A20|6E11|7A20|8E8|9E2|10E3|11N1|12E2
63,9437,timeout,150,30,-23.00,5,7,0.8207,0,0.152537,58,58,90,30,30,1,16,3,28,"NA:N,SA:N",0A2|1E17|2A20|3A8|4E20|5A8|6E8|7A20|8E2|9E4|10E3|11N1|12E4
64,9586,timeout,149,30,-35.06,3,9,0.8179,0,0.153822,59,52,89,30,30,0,15,5,26,"NA:N,SA:N",0E1|1E1|2A19|3E7|4E20|5A20|6E11|7A20|8E5|9E3|10E2|11N1|12E2
65,9736,timeout,150,30,-17.00,6,6,0.8150,0,0.158852,56,64,90,30,30,1,12,3,29,"NA:N,SA:N",0A16|1A1|2A14|3E20|4A18|5A6|6E20|7A1|8E11|9E3|10E5|11N1|12E5
66,9886,timeout,150,30,-15.50,6,6,0.8122,0,0.155279,53,59,90,30,30,0,14,2,29,"NA:N,SA:N",0A9|1A20|2A2|3E20|4A1|5A20|6E11|7A1|8E17|9E3|10E4|11N1|12E4
