241,85791,timeout,303,100,-179.79,5,7,0.7283,0,1.165711,75,68,152,101,50,1,42,4,43,"NA:N,SA:N",0E11|1A18|2A20|3E20|4A3|5A18|6E20|7A16|8E6|9E3|10E5|11N1|12E3
242,86123,timeout,332,100,-173.18,7,5,0.7273,0,1.092413,67,39,152,130,50,8,64,9,46,"NA:N,SA:N",0A2|1A1|2A3|3E10|4A19|5A20|6E20|7A18|8A4|9E5|10E2|11N1|12E2
243,86468,timeout,345,100,-280.73,5,8,0.7262,0,1.089453,38,50,153,143,49,6,78,10,42,"NA:N,SA:N",0E1|1E1|2E1|3E5|4E8|5E11|6E20|7A18|8A1|9A11|10A6|11A2|12E3
244,86804,timeout,336,100,-249.61,7,5,0.7251,0,1.089335,54,31,150,136,50,6,73,7,47,"NA:N,SA:N",0E3|1A1|2A4|3E17|4A15|5A8|6A7|7A1|8A18|9E6|10E2|11N1|12E3
245,87117,timeout,313,100,-251.99,5,7,0.7241,0,1.085970,65,53,150,113,50,1,54,5,45,"NA:N,SA:N",0E1|1E13|2A20|3E14|4A6|5A13|6A6|7A20|8E14|9E3|10E3|11N1|12E5
246,87441,timeout,324,100,-253.42,7,5,0.7231,0,1.132004,66,47,152,122,50,3,60,5,48,"NA:N,SA:N",0E2|1A1|2A14|3E15|4A14|5A2|6A1|7A20|8A14|9E20|10E5|11N1|12E5
247,87769,timeout,328,100,-145.56,7,5,0.7221,0,1.126121,92,71,177,101,50,1,41,3,46,"NA:N,SA:N",0A19|1A4|2A20|3E20|4A18|5A6|6E18|7A20|8A5|9E20|10E7|11N1|12E6
248,88082,timeout,313,100,-222.27,6,6,0.7211,0,1.085679,74,53,152,111,50,2,51,4,47,"NA:N,SA:N",0A20|1A1|2A10|3E12|4A19|5A4|6E7|7A20|8E14|9E7|10E7|11N1|12E6
249,88407,timeout,325,100,-222.85,6,6,0.7200,0,1.094582,64,45,152,123,50,5,61,6,45,"NA:N,SA:N",0E1|1A12|2A14|3E20|4A6|5A20|6E17|7A11|8A1|9E2|10E3|11N1|12E2
250,88717,timeout,310,100,-243.81,5,7,0.7191,0,1.134465,51,66,150,110,50,1,50,6,44,"NA:N,SA:N",0E13|1A19|2A4|3E20|4A7|5A20|6E19|7A1|8E7|9E3|10E3|11N1|12E1
251,89046,timeout,329,100,-248.58,5,7,0.7180,0,1.106908,63,49,152,127,50,4,65,7,47,"NA:N,SA:N",0E1|1E9|2A20|3A4|4A6|5A20|6E15|7A13|8E13|9E3|10E3|11N1|12E5
252,89378,timeout,332,100,-205.26,7,6,0.7170,0,1.096304,58,41,150,132,50,7,66,10,49,"NA:N,SA:N",0E1|1E1|2E3|3A4|4E20|5A17|6A1|7A4|8A20|9A10|10E10|11A2|12E6
253,89708,timeout,330,100,-320.17,5,7,0.7159,0,1.118655,59,37,153,128,49,1,69,4,43,"NA:N,SA:N",0E1|1E7|2A5|3E1|4A15|5A20|6E20|7A18|8A1|9E2|10E3|11N1|12E3
254,90027,timeout,319,100,-239.83,6,6,0.7149,0,1.116788,62,50,152,117,50,2,56,5,48,"NA:N,SA:N",0A17|1A12|2A20|3E20|4A8|5A1|6E15|7A4|8E5|9E3|10E4|11N1|12E3
255,90358,timeout,331,100,-304.25,5,7,0.7139,0,1.078524,49,37,150,131,50,3,70,7,46,"NA:N,SA:N",0E1|1E5|2A1|3E15|4A18|5A19|6A9|7A2|8E7|9E4|10E2|11N1|12E3
256,90675,timeout,317,100,-261.91,6,6,0.7129,0,1.123591,69,62,153,115,49,1,57,2,42,"NA:N,SA:N",0E4|1A6|2A20|3E20|4A18|5A1|6E20|7A20|8A4|9E9|10E5|11N1|12E4
257,90992,timeout,317,100,-257.28,5,7,0.7119,0,1.072846,48,61,150,117,50,2,57,6,48,"NA:N,SA:N",0E6|1E13|2A13|3E20|4E5|5A4|6A4|7A20|8A7|9E8|10E4|11N1|12E5
258,91297,timeout,305,100,-225.56,4,8,0.7109,0,1.057784,67,64,150,105,50,0,48,4,48,"NA:N,SA:N",0E3|1E18|2A20|3E13|4A7|5A20|6E19|7A20|8E4|9E2|10E2|11N1|12E3
259,91624,timeout,327,100,-212.60,9,4,0.7099,0,1.127327,74,39,155,122,50,4,59,5,47,"NA:N,SA:N",0E1|1E8|2A3|3E14|4A4|5A7|6A2|7A20|8A20|9A1|10A3|11A14|12E16
260,91947,timeout,323,100,-237.84,7,5,0.7088,0,1.054065,59,62,152,121,50,2,60,4,46,"NA:N,SA:N",0E20|1A15|2A2|3E20|4A20|5A2|6A3|7A16|8A1|9E12|10E5|11N1|12E5
261,92269,timeout,322,100,-178.40,8,4,0.7078,0,1.159732,66,41,150,122,50,5,60,5,46,"NA:N,SA:N",0A16|1A1|2A1|3E15|4A20|5A13|6A9|7A5|8A1|9E19|10E4|11N1|12E3
262,92578,timeout,309,100,-269.45,4,8,0.7068,0,1.091266,54,67,150,109,50,0,52,3,47,"NA:N,SA:N",0E1|1E15|2A16|3E7|4A20|5A17|6E18|7A1|8E19|9E2|10E3|11N1|12E2
263,92895,timeout,317,100,-285.99,5,7,0.7058,0,1.124225,57,56,150,117,50,1,59,4,47,"NA:N,SA:N",0E4|1A15|2A1|3E20|4A20|5A4|6E14|7A17|8E11|9E3|10E2|11N1|12E2
264,93201,timeout,306,100,-221.62,3,9,0.7049,0,1.093861,48,60,138,118,50,4,58,8,38,"NA:N,SA:N",0E1|1E1|2A8|3E3|4E19|5A20|6E14|7A20|8E13|9E3|10E3|11N1|12E3
265,93519,timeout,318,100,-252.11,6,6,0.7039,0,1.062989,44,65,150,118,50,2,58,5,43,"NA:N,SA:N",0E14|1A17|2A12|3E20|4A2|5A7|6E20|7A1|8A5|9E6|10E2|11N1|12E3
266,93832,timeout,313,100,-170.25,7,5,0.7029,0,1.084193,71,54,152,111,50,3,51,3,46,"NA:N,SA:N",0A18|1A7|2A6|3E17|4A15|5A3|6A2|7A20|8E20|9E5|10E6|11N1|12E6
267,94146,timeout,314,100,-229.57,7,5,0.7019,0,0.952192,78,40,150,114,50,1,56,2,46,"NA:N,SA:N",0A20|1A20|2A3|3E18|4A5|5A9|6E15|7A1|8A20|9E2|10E2|11N1|12E3
268,94475,timeout,329,100,-236.81,6,6,0.7008,0,1.066410,59,46,152,127,50,4,64,7,46,"NA:N,SA:N",0E1|1A18|2A2|3A14|4E20|5A4|6A1|7A20|8E10|9E7|10E4|11N1|12E4
269,94802,timeout,327,100,-246.51,5,7,0.6998,0,1.053146,66,51,150,127,50,5,66,7,44,"NA:N,SA:N",0E1|1E9|2A20|3A16|4E20|5A9|6A1|7A20|8E14|9E2|10E3|11N1|12E2
270,95127,timeout,325,100,-161.75,7,6,0.6988,0,1.012416,52,60,150,125,50,7,61,8,45,"NA:N,SA:N",0E1|1E3|2A1|3E6|4E18|5A6|6E17|7A11|8A5|9A8|10A20|11A1|12E15
271,95448,timeout,321,100,-233.46,7,5,0.6977,0,1.053658,58,51,150,121,50,3,60,5,46,"NA:N,SA:N",0A1|1A19|2A2|3E19|4A20|5A1|6E20|7A14|8A1|9E6|10E3|11N1|12E3
272,95789,timeout,341,100,-296.84,8,5,0.6967,0,1.058118,53,36,152,139,50,4,76,5,46,"NA:N,SA:N",0E1|1E2|2A1|3E12|4A6|5A5|6A1|7A20|8A2|9A3|10E17|11A15|12E4
273,96098,timeout,309,100,-255.04,6,6,0.6957,0,1.067112,74,59,152,107,50,0,50,1,47,"NA:N,SA:N",0A20|1A2|2A20|3E15|4A11|5A20|6E16|7A1|8E14|9E5|10E5|11N1|12E4
274,96406,timeout,308,100,-170.48,7,5,0.6947,0,1.027688,72,58,153,106,49,3,44,5,48,"NA:N,SA:N",0A1|1A8|2A20|3E18|4A1|5A20|6A2|7A20|8E20|9E7|10E6|11N1|12E7
275,96760,timeout,354,100,-194.29,6,7,0.6936,0,1.081113,54,54,159,148,47,12,75,15,43,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E10|5A3|6A11|7E20|8A13|9A1|10E20|11A6|12A20
276,97073,timeout,313,100,-212.97,6,6,0.6926,0,1.042944,88,42,152,111,50,1,51,4,49,"NA:N,SA:N",0E3|1A11|2A20|3E19|4A16|5A20|6A1|7A20|8E9|9E5|10E3|11N1|12E3
277,97396,timeout,323,100,-207.54,6,6,0.6916,0,1.012308,59,52,150,123,50,5,61,7,45,"NA:N,SA:N",0E1|1A20|2A1|3E17|4A2|5A15|6E20|7A20|8A1|9E9|10E2|11N1|12E3
278,97697,timeout,301,100,-179.67,6,6,0.6906,0,1.068710,84,53,150,101,50,0,43,3,47,"NA:N,SA:N",0A17|1A13|2A6|3E20|4A20|5A11|6E20|7A17|8E4|9E5|10E2|11N1|12E2
279,98013,timeout,316,100,-134.04,6,6,0.6896,0,1.020052,63,66,153,114,49,6,50,8,45,"NA:N,SA:N",0A10|1A3|2A13|3E18|4A1|5A20|6E20|7A16|8E18|9E3|10E3|11N1|12E4
280,98335,timeout,322,100,-282.55,5,7,0.6886,0,1.025879,69,56,155,118,49,1,59,3,48,"NA:N,SA:N",0E1|1E17|2A20|3E5|4A16|5A20|6E18|7A8|8A5|9E9|10E3|11N1|12E3
281,98652,timeout,317,100,-269.62,6,6,0.6876,0,0.992612,50,76,155,113,49,0,54,2,46,"NA:N,SA:N",0A11|1A2|2A15|3E19|4A19|5A1|6E20|7A2|8E18|9E7|10E6|11N1|12E6
282,98951,timeout,299,100,-176.56,7,5,0.6867,0,0.961168,79,61,150,99,50,1,41,2,46,"NA:N,SA:N",0A15|1A1|2A4|3E20|4A12|5A19|6E20|7A20|8A8|9E16|10E3|11N1|12E2
283,99270,timeout,319,100,-290.56,3,9,0.6856,0,0.975876,53,51,150,119,50,0,62,5,45,"NA:N,SA:N",0E1|1E1|2A17|3E3|4E12|5A20|6E20|7A16|8E7|9E2|10E3|11N1|12E2
284,99602,timeout,332,100,-330.57,5,7,0.6846,0,0.926813,38,56,152,130,50,2,71,3,48,"NA:N,SA:N",0E3|1A2|2A6|3E16|4A15|5A1|6E18|7A14|8E8|9E3|10E3|11N1|12E5
285,99915,timeout,313,100,-252.35,6,6,0.6836,0,0.981789,63,60,152,111,50,0,53,2,45,"NA:N,SA:N",0A10|1A5|2A1|3E10|4A17|5A20|6E20|7A10|8E19|9E4|10E3|11N1|12E4
286,100248,timeout,333,100,-328.11,6,6,0.6825,0,0.912587,38,52,152,131,50,2,71,4,45,"NA:N,SA:N",0E2|1A3|2A1|3E20|4A10|5A3|6A2|7A19|8E17|9E3|10E3|11N1|12E7
287,100552,timeout,304,100,-211.72,6,6,0.6816,0,0.993989,69,65,150,104,50,1,46,3,46,"NA:N,SA:N",0A18|1A20|2A4|3E18|4A18|5A3|6E20|7A6|8E15|9E4|10E4|11N1|12E4
288,100861,timeout,309,100,-163.05,6,6,0.6806,0,0.939214,70,60,153,107,49,3,47,4,44,"NA:N,SA:N",0A16|1A20|2A3|3E20|4A17|5A12|6E20|7A2|8E11|9E3|10E3|11N1|12E3
289,101167,timeout,306,100,-177.21,7,5,0.6796,0,0.931559,80,52,150,106,50,2,46,4,46,"NA:N,SA:N",0A19|1A5|2A1|3E19|4A20|5A15|6A2|7A18|8E18|9E3|10E6|11N1|12E6
290,101496,timeout,329,100,-138.37,6,6,0.6786,0,0.944831,66,48,155,125,49,8,59,9,43,"NA:N,SA:N",0A8|1E9|2A14|3A2|4E20|5A20|6A2|7A20|8E12|9E2|10E3|11N1|12E2
291,101803,timeout,307,100,-173.18,7,5,0.6776,0,1.005731,76,72,152,105,50,4,43,5,46,"NA:N,SA:N",0A18|1A17|2A3|3E20|4E20|5A2|6A8|7A20|8A8|9E20|10E6|11N1|12E6
292,102109,timeout,306,100,-152.05,7,5,0.6767,0,0.964588,78,59,152,104,50,3,42,5,45,"NA:N,SA:N",0A8|1A20|2A6|3E18|4A20|5A3|6E20|7A20|8A1|9E15|10E3|11N1|12E3
293,102420,timeout,311,100,-82.00,8,5,0.6757,0,0.897812,90,48,151,112,48,6,47,6,45,"NA:N,SA:N",0E1|1A12|2A2|3E19|4A20|5A20|6E20|7A20|8A3|9A6|10E3|11A7|12E5
294,102721,timeout,301,100,-150.62,5,7,0.6747,0,0.978528,80,77,155,97,49,1,37,4,42,"NA:N,SA:N",0A20|1E20|2A20|3A18|4E18|5A20|6A2|7E20|8E8|9E3|10E3|11N1|12E5
295,103051,timeout,330,100,-238.31,6,7,0.6737,0,0.941820,52,49,150,130,50,6,67,8,48,"NA:N,SA:N",0E1|1E1|2E1|3E16|4E11|5A20|6E11|7A9|8A1|9A2|10A18|11A2|12E8
296,103370,timeout,319,100,-98.96,10,3,0.6727,0,0.929380,76,56,152,117,50,8,51,6,43,"NA:N,SA:N",0A5|1A9|2A2|3E19|4A20|5A3|6E20|7A10|8A3|9A20|10E17|11A1|12A3
297,103670,timeout,300,100,-204.81,5,7,0.6717,0,0.970088,68,78,150,100,50,1,42,4,47,"NA:N,SA:N",0E19|1A4|2A20|3A5|4E20|5A19|6A20|7E20|8E11|9E3|10E2|11N1|12E3
298,103970,timeout,300,100,-171.84,6,6,0.6708,0,0.927261,80,72,153,98,49,0,40,2,44,"NA:N,SA:N",0A18|1A12|2A3|3E20|4A20|5A8|6E20|7A19|8E19|9E5|10E4|11N1|12E4
299,104289,timeout,319,100,-273.92,6,6,0.6698,0,0.964665,60,48,150,119,50,1,60,4,45,"NA:N,SA:N",0E1|1A8|2A2|3E17|4A20|5A5|6A5|7A20|8E19|9E7|10E2|11N1|12E2
300,104597,timeout,308,100,-232.97,6,6,0.6688,0,0.926015,54,74,150,108,50,2,50,3,49,"NA:N,SA:N",0A16|1E20|2A13|3A1|4A20|5A1|6E20|7A3|8E19|9E5|10E5|11N1|12E5
301,104916,timeout,319,100,-277.11,8,5,0.6678,0,0.895897,52,54,150,119,50,2,60,2,44,"NA:N,SA:N",0E2|1A1|2A7|3E16|4A6|5A2|6E20|7A19|8A1|9A15|10E13|11A1|12E3
302,105224,timeout,308,100,-230.06,5,7,0.6668,0,0.925366,63,64,150,108,50,1,49,5,45,"NA:N,SA:N",0E1|1E15|2A13|3E13|4A20|5A2|6E20|7A20|8A8|9E11|10E2|11N1|12E2
303,105519,timeout,295,100,-162.50,6,6,0.6659,0,0.896748,75,66,150,95,50,0,38,2,46,"NA:N,SA:N",0A17|1A11|2A5|3E20|4A20|5A4|6E20|7A18|8E17|9E3|10E3|11N1|12E3
304,105820,timeout,301,100,-205.28,7,5,0.6649,0,0.914773,78,64,150,101,50,1,44,1,46,"NA:N,SA:N",0A11|1A20|2A1|3E18|4A20|5A7|6A1|7A18|8E20|9E9|10E8|11N1|12E9
305,106158,timeout,338,100,-276.73,4,8,0.6638,0,0.958786,57,67,160,128,50,3,67,8,41,"NA:N,SA:N",0E1|1E1|2A13|3E10|4E20|5A5|6E11|7A20|8A19|9E14|10E5|11N1|12E5
306,106469,timeout,311,100,-175.72,8,4,0.6628,0,0.921767,68,73,153,109,49,3,48,3,46,"NA:N,SA:N",0A1|1A9|2A9|3E19|4A20|5A1|6A1|7A20|8A7|9E20|10E17|11N1|12E17
307,106819,timeout,350,100,-145.67,8,5,0.6617,0,0.855749,100,54,186,114,50,4,51,6,47,"NA:N,SA:A",0E1|1E7|2A2|3E13|4E14|5A20|6E19|7A1|8A10|9A20|10A20|11A7|12A20
308,107101,timeout,282,100,-169.98,3,9,0.6608,0,0.945477,59,70,133,99,50,1,41,5,42,"NA:N,SA:N",0E1|1E9|2A20|3E16|4E20|5A20|6E9|7A19|8E6|9E3|10E3|11N1|12E3
309,107421,timeout,320,100,-266.04,7,6,0.6598,0,0.937825,53,54,150,120,50,2,60,4,48,"NA:N,SA:N",0E1|1E5|2A2|3E13|4A17|5A20|6E20|7A1|8A2|9A10|10E12|11A1|12E3
310,107724,timeout,303,100,-163.78,6,6,0.6589,0,0.934072,84,63,152,101,50,1,42,3,45,"NA:N,SA:N",0A3|1A17|2A20|3E19|4A13|5A20|6E20|7A11|8E13|9E3|10E4|11N1|12E4
311,108028,timeout,304,100,-190.81,6,6,0.6579,0,0.887184,71,71,153,102,49,1,43,3,48,"NA:N,SA:N",0A17|1A11|2A1|3E19|4A19|5A10|6E20|7A13|8E20|9E3|10E5|11N1|12E4
312,108340,timeout,312,100,-211.93,5,7,0.6569,0,0.949882,74,56,152,110,50,2,49,6,47,"NA:N,SA:N",0E3|1A20|2A6|3E18|4A19|5A12|6E19|7A17|8E8|9E3|10E3|11N1|12E2
313,108659,timeout,319,100,-255.49,3,9,0.6559,0,0.890134,51,63,150,122,47,3,60,7,46,"NA:N,SA:N",0E1|1E1|2A20|3E12|4E5|5A11|6E20|7A20|8E14|9E3|10E3|11N1|12E4
314,108950,timeout,291,100,-108.70,6,6,0.6550,0,0.941812,101,67,152,89,50,0,31,2,41,"NA:N,SA:N",0A20|1A20|2A9|3E17|4A20|5A12|6E17|7A20|8E12|9E7|10E7|11N1|12E7
315,109248,timeout,298,100,-104.01,6,6,0.6540,0,0.874619,80,72,150,98,50,3,37,6,48,"NA:N,SA:N",0A11|1E18|2A20|3A14|4E20|5A7|6E20|7A8|8A20|9E4|10E5|11N1|12E5
316,109564,timeout,316,100,-142.62,6,7,0.6530,0,0.872200,69,59,153,114,49,6,50,7,47,"NA:N,SA:N",0E1|1E1|2A3|3E3|4E19|5A13|6E7|7A20|8A4|9A15|10E16|11A14|12E12
317,109855,timeout,291,100,-137.26,6,6,0.6521,0,0.913704,90,69,150,91,50,1,33,3,47,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A13|5A3|6E20|7A15|8E19|9E4|10E4|11N1|12E3
318,110173,timeout,318,100,-232.64,6,6,0.6511,0,0.923478,62,43,150,118,50,2,58,5,47,"NA:N,SA:N",0A18|1A1|2A1|3E14|4A14|5A8|6E16|7A20|8E4|9E5|10E2|11N1|12E2
319,110481,timeout,308,100,-240.88,7,5,0.6501,0,0.883822,63,74,152,106,50,1,48,1,43,"NA:N,SA:N",0A12|1A3|2A13|3E18|4A20|5A1|6E20|7A10|8A4|9E20|10E8|11N1|12E8
320,110790,timeout,309,100,-237.73,6,6,0.6492,0,0.890294,59,71,152,107,50,0,50,1,48,"NA:N,SA:N",0A19|1A1|2A12|3E20|4A6|5A1|6E20|7A20|8E17|9E5|10E5|11N1|12E4
321,111103,timeout,313,100,-247.54,6,6,0.6482,0,0.878776,67,54,152,111,50,0,55,0,45,"NA:N,SA:N",0A20|1A15|2A4|3E18|4A14|5A10|6E19|7A4|8E8|9E3|10E3|11N1|12E3
322,111394,timeout,291,100,-85.98,6,6,0.6473,0,0.880365,101,83,158,84,49,0,25,3,39,"NA:N,SA:N",0A16|1A20|2A20|3E19|4A5|5A20|6E20|7A20|8E20|9E8|10E8|11N1|12E8
323,111715,timeout,321,100,-172.85,6,6,0.6462,0,0.882183,73,54,152,119,50,5,56,7,45,"NA:N,SA:N",0E3|1A16|2A2|3E18|4A11|5A20|6E20|7A20|8A4|9E3|10E5|11N1|12E5
324,112024,timeout,309,100,-221.15,6,6,0.6453,0,0.888619,65,61,150,109,50,1,52,2,43,"NA:N,SA:N",0A16|1A9|2A20|3E13|4A17|5A2|6E20|7A1|8E12|9E5|10E6|11N1|12E5
325,112315,timeout,291,100,-161.21,5,7,0.6443,0,0.890708,78,77,150,91,50,0,35,2,47,"NA:N,SA:N",0E4|1A14|2A20|3E20|4A20|5A4|6E20|7A20|8E20|9E3|10E5|11N1|12E5
326,112623,timeout,308,100,-213.50,6,6,0.6434,0,0.889010,71,59,153,106,49,0,49,1,45,"NA:N,SA:N",0A17|1A19|2A13|3E13|4A20|5A1|6E19|7A1|8E16|9E3|10E4|11N1|12E4
327,112932,timeout,309,100,-184.63,7,5,0.6424,0,0.854876,81,49,152,107,50,1,48,2,45,"NA:N,SA:N",0A19|1A15|2A20|3E18|4A3|5A20|6E18|7A2|8A2|9E7|10E3|11N1|12E3
328,113236,timeout,304,100,-159.36,5,7,0.6414,0,0.839266,68,73,150,104,50,3,43,7,43,"NA:N,SA:N",0E5|1E20|2A19|3E20|4A6|5A20|6A3|7A20|8E19|9E5|10E2|11N1|12E2
329,113543,timeout,307,100,-143.66,7,5,0.6404,0,0.832677,68,62,150,107,50,4,46,5,46,"NA:N,SA:N",0A15|1A1|2A20|3E20|4A19|5A2|6E19|7A5|8A6|9E17|10E3|11N1|12E3
330,113845,timeout,302,100,-171.02,6,6,0.6395,0,0.818622,83,63,152,100,50,0,43,1,45,"NA:N,SA:N",0A18|1A3|2A3|3E19|4A20|5A20|6E20|7A19|8E13|9E4|10E3|11N1|12E4
331,114142,timeout,297,100,-137.94,6,6,0.6386,0,0.800767,78,70,150,97,50,2,38,4,41,"NA:N,SA:N",0E11|1A3|2A20|3E20|4A17|5A4|6E20|7A20|8A14|9E14|10E3|11N1|12E2
332,114448,timeout,306,100,-229.10,7,5,0.6376,0,0.824229,65,69,153,104,49,1,45,2,48,"NA:N,SA:N",0A10|1A15|2A4|3E19|4A12|5A2|6A2|7A20|8E17|9E11|10E11|11N1|12E11
333,114743,timeout,295,100,-128.66,4,8,0.6366,0,0.836158,79,74,150,95,50,2,37,5,49,"NA:N,SA:N",0E1|1E14|2A20|3E16|4E6|5A20|6E20|7A19|8A20|9E12|10E2|11N1|12E3
334,115047,timeout,304,100,-202.28,8,5,0.6357,0,0.822886,74,70,150,104,50,5,41,6,44,"NA:N,SA:N",0E3|1E15|2A7|3A11|4E15|5A1|6A8|7E17|8A1|9A6|10E20|11A20|12A20
335,115352,timeout,305,100,-168.50,7,5,0.6347,0,0.818159,84,56,153,103,49,1,45,1,45,"NA:N,SA:N",0A6|1A20|2A14|3E20|4A3|5A20|6E20|7A20|8A1|9E7|10E4|11N1|12E5
336,115656,timeout,304,100,-146.80,7,5,0.6338,0,0.837998,90,64,153,102,49,2,42,2,47,"NA:N,SA:N",0A3|1A18|2A5|3E18|4A20|5A20|6E20|7A6|8A18|9E18|10E4|11N1|12E4
337,115972,timeout,316,100,-220.29,5,7,0.6328,0,0.826040,63,67,153,114,49,3,53,6,48,"NA:N,SA:N",0E1|1E20|2A18|3E13|4A4|5A19|6A2|7A20|8E18|9E5|10E5|11N1|12E5
338,116273,timeout,301,100,-205.09,4,8,0.6318,0,0.776350,75,58,150,101,50,0,45,3,47,"NA:N,SA:N",0E1|1E18|2A20|3E11|4A19|5A16|6E19|7A20|8E1|9E2|10E3|11N1|12E3
339,116606,timeout,333,100,-260.36,4,8,0.6307,0,0.794925,50,55,158,126,49,3,64,8,44,"NA:N,SA:N",0E4|1E1|2A1|3E11|4E20|5A18|6A12|7A19|8E6|9E3|10E5|11N1|12E5
340,116928,timeout,322,100,-208.31,8,5,0.6297,0,0.799323,64,51,152,120,50,6,55,7,45,"NA:N,SA:N",0E7|1A3|2A11|3E17|4E9|5A4|6E3|7A20|8A1|9A4|10E15|11A1|12A20
341,117220,timeout,292,100,-160.15,5,7,0.6288,0,0.816349,67,85,150,92,50,1,35,3,48,"NA:N,SA:N",0E18|1A19|2A11|3E20|4A20|5A2|6E20|7A15|8E18|9E3|10E3|11N1|12E3
342,117533,timeout,313,100,-259.61,6,6,0.6278,0,0.800899,62,69,155,109,49,0,52,0,45,"NA:N,SA:N",0A13|1A20|2A1|3E19|4A8|5A2|6E18|7A18|8E20|9E4|10E4|11N1|12E4
343,117851,timeout,318,100,-181.01,6,6,0.6268,0,0.752234,62,56,153,116,49,4,55,5,47,"NA:N,SA:N",0E2|1A2|2A9|3E10|4A1|5A15|6E20|7A20|8A15|9E18|10E3|11N1|12E3
344,118151,timeout,300,100,-174.20,5,7,0.6259,0,0.809400,82,71,152,98,50,0,40,3,47,"NA:N,SA:N",0E10|1A18|2A20|3E20|4A20|5A16|6E20|7A8|8E6|9E3|10E6|11N1|12E6
345,118461,timeout,310,100,-195.40,7,5,0.6249,0,0.785750,77,57,155,106,49,1,46,2,48,"NA:N,SA:N",0A9|1A12|2A1|3E14|4A20|5A8|6A19|7A8|8E20|9E8|10E8|11N1|12E7
346,118747,timeout,286,100,-110.54,6,6,0.6240,0,0.767237,95,71,152,84,50,0,27,1,42,"NA:N,SA:N",0A20|1A13|2A20|3E18|4A15|5A7|6E20|7A20|8E19|9E5|10E4|11N1|12E5
347,119059,timeout,312,100,-219.88,4,8,0.6230,0,0.764896,59,70,150,112,50,3,53,6,42,"NA:N,SA:N",0E1|1E16|2A5|3A14|4E20|5A20|6E20|7A20|8E1|9E2|10E5|11N1|12E5
348,119360,timeout,301,100,-114.61,6,6,0.6220,0,0.761771,78,68,152,99,50,3,39,4,46,"NA:N,SA:N",0E13|1A10|2A5|3E20|4A18|5A5|6E20|7A20|8A20|9E7|10E4|11N1|12E4
349,119666,timeout,306,100,-213.39,6,6,0.6211,0,0.735698,57,75,153,105,48,0,47,1,40,"NA:N,SA:N",0A16|1A3|2A2|3E19|4A20|5A3|6E15|7A13|8E17|9E8|10E8|11N1|12E8
350,119962,timeout,296,100,-164.07,6,6,0.6201,0,0.726022,78,71,150,96,50,1,38,3,45,"NA:N,SA:N",0E20|1A13|2A20|3E20|4A20|5A1|6E20|7A20|8A4|9E5|10E3|11N1|12E3
351,120263,timeout,301,100,-185.47,6,6,0.6192,0,0.773915,78,55,150,101,50,0,45,1,45,"NA:N,SA:N",0A17|1A17|2A1|3E20|4A20|5A3|6E19|7A20|8E4|9E4|10E5|11N1|12E3
352,120564,timeout,301,100,-160.32,6,6,0.6182,0,0.869458,92,61,155,99,47,1,38,2,43,"NA:N,SA:N",0E13|1A12|2A20|3E20|4A20|5A11|6A18|7A11|8E20|9E3|10E2|11N1|12E3
353,120860,timeout,296,100,-110.85,5,7,0.6173,0,0.760665,91,77,155,92,49,1,33,3,42,"NA:N,SA:N",0E6|1A15|2A20|3E19|4A20|5A16|6E20|7A20|8E20|9E4|10E4|11N1|12E4
354,121169,timeout,309,100,-198.54,6,6,0.6163,0,0.736460,64,68,152,107,50,1,49,2,46,"NA:N,SA:N",0A6|1A18|2A1|3E19|4A20|5A1|6E20|7A18|8E20|9E3|10E3|11N1|12E3
355,121461,timeout,292,100,-171.01,5,7,0.6154,0,0.751643,73,78,150,92,50,0,35,3,46,"NA:N,SA:N",0E15|1A3|2A11|3E19|4A20|5A20|6E20|7A19|8E18|9E2|10E2|11N1|12E2
356,121751,timeout,290,100,-140.01,6,6,0.6145,0,0.735487,82,72,150,90,50,0,33,2,48,"NA:N,SA:N",0A19|1A16|2A20|3E17|4A5|5A2|6E20|7A20|8E19|9E5|10E6|11N1|12E5
357,122055,timeout,304,100,-227.33,6,6,0.6135,0,0.716819,65,61,150,104,50,0,47,2,47,"NA:N,SA:N",0A19|1A6|2A5|3E19|4A4|5A20|6E20|7A11|8E13|9E3|10E3|11N1|12E3
358,122351,timeout,296,100,-123.88,6,6,0.6126,0,0.981135,79,74,154,93,49,0,35,1,44,"NA:N,SA:N",0A11|1A19|2A20|3E18|4A20|5A5|6E19|7A4|8E18|9E6|10E7|11N1|12E6
359,122673,timeout,322,100,-232.83,6,6,0.6115,0,0.753895,52,64,155,118,49,3,57,4,41,"NA:N,SA:N",0A17|1E18|2A20|3A2|4E20|5A3|6E13|7A1|8A9|9E4|10E4|11N1|12E5
360,122985,timeout,312,100,-125.82,7,5,0.6105,0,0.732187,88,63,160,102,50,2,42,4,49,"NA:N,SA:N",0A14|1A20|2A5|3E19|4A6|5A7|6E20|7A20|8A16|9E14|10E5|11N1|12E5
361,123278,timeout,293,100,-142.29,6,6,0.6096,0,0.712183,74,81,151,95,47,0,36,0,42,"NA:N,SA:N",0A18|1A5|2A5|3E20|4A20|5A20|6E20|7A6|8E18|9E8|10E8|11N1|12E7
