50,7584,timeout,150,30,-34.83,4,8,0.6398,0,0.426875,49,58,90,30,30,0,19,5,28,"NA:N,SA:N",0E1|1E8|2A1|3E3|4A19|5A9|6E20|7A20|8E12|9E6|10E4|11N1|12E4
51,7734,timeout,150,30,-18.45,6,6,0.6326,0,0.476873,63,42,90,30,30,1,18,3,30,"NA:N,SA:N",0A2|1A1|2A17|3E1|4A20|5A3|6E20|7A20|8E7|9E5|10E4|11N1|12E5
52,7892,timeout,158,30,-18.61,7,5,0.6251,0,0.454787,72,48,96,32,30,2,16,3,29,"NA:N,SA:N",0A1|1A2|2A1|3A20|4A8|5A20|6E18|7A20|8E15|9E5|10E5|11N1|12E5
53,8042,timeout,150,30,-28.21,4,8,0.6180,0,0.512473,55,59,90,30,30,2,16,7,25,"NA:N,SA:N",0E1|1A2|2A17|3E1|4E19|5A16|6E15|7A20|8E8|9E7|10E4|11N1|12E4
54,8192,timeout,150,30,-18.20,7,5,0.6109,0,0.523229,54,48,90,30,30,0,18,1,29,"NA:N,SA:N",0A1|1A2|2A7|3A5|4A1|5A18|6E18|7A20|8E15|9E5|10E5|11N1|12E5
55,8342,timeout,150,30,-21.07,4,6,0.6038,0,0.477400,54,40,90,30,30,1,23,4,28,"NA:N,SA:N",0E1|1A19|2N1|3E20|4A20|5N1|6A11|7A4|8E8|9E5|10E3|11N1|12E3
56,8502,timeout,160,30,-15.39,6,6,0.5962,0,0.560068,69,52,100,30,30,2,18,5,28,"NA:N,SA:N",0A3|1E7|2A6|3A16|4A4|5A20|6E20|7A20|8E5|9E10|10E5|11N1|12E5
57,8652,timeout,150,30,-35.33,4,8,0.5890,0,0.596258,59,48,90,30,30,1,19,6,27,"NA:N,SA:N",0E1|1E6|2A11|3E3|4A10|5A20|6E20|7A18|8E4|9E5|10E5|11N1|12E4
58,8802,timeout,150,30,-35.07,5,7,0.5819,0,0.600383,64,48,90,30,30,1,16,4,30,"NA:N,SA:N",0E1|1E6|2A3|3A19|4A6|5A16|6E20|7A20|8E9|9E4|10E4|11N1|12E4
59,8954,timeout,152,30,-32.26,4,7,0.5747,0,0.705172,42,63,90,32,30,0,18,3,27,"NA:N,SA:N",0E9|1A18|2A1|3E20|4A20|5N1|6E20|7A3|8E3|9E3|10E4|11N1|12E4
60,9108,timeout,154,30,-27.29,4,8,0.5674,0,0.674702,53,52,93,31,30,2,19,4,29,"NA:N,SA:N",0E1|1A6|2A20|3E1|4E19|5A7|6E20|7A20|8E3|9E3|10E3|11N1|12E2
61,9262,timeout,154,30,-37.71,5,7,0.5601,0,0.764557,71,55,93,31,30,1,14,4,29,"NA:N,SA:N",0E1|1E3|2A6|3E17|4A18|5A20|6A18|7A9|8E16|9E5|10E6|11N1|12E7
62,9412,timeout,150,30,-20.18,6,6,0.5529,0,0.810066,54,49,90,30,30,3,19,5,28,"NA:N,SA:N",0E4|1A17|2A20|3E20|4A2|5A1|6E14|7A12|8A2|9E3|10E4|11N1|12E4
63,9562,timeout,150,30,-33.35,4,8,0.5458,0,0.825005,61,54,90,30,30,3,19,7,29,"NA:N,SA:N",0E1|1E5|2A3|3E3|4A18|5A20|6E20|7A20|8E16|9E3|10E3|11N1|12E3
64,9712,timeout,150,30,-18.40,5,7,0.5387,0,0.845375,58,42,90,30,30,1,22,3,28,"NA:N,SA:N",0E1|1A5|2A1|3E4|4A15|5A20|6E20|7A17|8E8|9E3|10E3|11N1|12E3
65,9862,timeout,150,30,-32.65,5,7,0.5316,0,0.893475,64,39,90,30,30,2,18,5,28,"NA:N,SA:N",0E1|1E10|2A1|3A17|4A20|5A15|6E20|7A11|8E1|9E3|10E2|11N1|12E2
