episode,global_step,outcome,ep_steps,reward,agent_terr,enemy_terr,epsilon,curriculum_level,mean_loss
1031,25872,loss,27,-71.50,0,8,0.5084,0,0.438088
1032,25899,loss,27,-71.50,0,8,0.5079,0,0.410443
1033,25916,loss,17,-66.50,0,8,0.5076,0,0.378487
1034,25941,loss,25,-70.00,0,8,0.5071,0,0.425757
1035,25960,loss,19,-65.50,0,7,0.5068,0,0.371082
1036,25985,loss,25,-70.00,0,8,0.5063,0,0.378481
1037,26002,loss,17,-64.00,0,7,0.5060,0,0.377525
1038,26017,loss,15,-64.50,0,8,0.5057,0,0.400809
1039,26030,loss,13,-64.50,0,8,0.5054,0,0.366019
1040,26046,loss,16,-65.00,0,8,0.5051,0,0.340851
1041,26067,loss,21,-68.50,0,8,0.5047,0,0.417520
1042,26090,loss,23,-69.50,0,8,0.5043,0,0.393397
1043,26111,loss,21,-67.00,0,7,0.5039,0,0.355740
1044,26139,loss,28,-71.00,0,8,0.5034,0,0.329938
1045,26166,loss,27,-71.50,0,8,0.5028,0,0.357624
1046,26181,loss,15,-65.00,0,8,0.5026,0,0.445773
1047,26202,loss,21,-68.50,0,8,0.5022,0,0.353710
1048,26231,loss,29,-72.50,0,8,0.5016,0,0.350734
1049,26255,loss,24,-67.50,0,8,0.5012,0,0.347541
1050,26274,loss,19,-66.00,0,7,0.5008,0,0.314345
1051,26288,loss,14,-63.00,0,7,0.5005,0,0.348321
1052,26301,loss,13,-63.00,0,7,0.5003,0,0.369977
1053,26320,loss,19,-67.50,0,8,0.4999,0,0.426905
1054,26345,loss,25,-70.50,0,8,0.4994,0,0.346438
1055,26362,loss,17,-65.00,0,7,0.4991,0,0.272044
1056,26386,loss,24,-69.50,0,8,0.4987,0,0.350467
1057,26402,loss,16,-66.00,0,8,0.4984,0,0.339448
1058,26425,loss,23,-68.50,0,8,0.4979,0,0.350643
1059,26445,loss,20,-69.50,0,8,0.4975,0,0.311431
1060,26462,loss,17,-66.50,0,8,0.4972,0,0.330180
1061,26479,loss,17,-64.50,0,7,0.4969,0,0.250289
1062,26508,loss,29,-72.00,0,8,0.4963,0,0.361854
1063,26545,loss,37,-73.50,0,8,0.4956,0,0.312440
1064,26574,loss,29,-72.00,0,8,0.4951,0,0.283571
1065,26674,timeout,100,-58.99,3,7,0.4932,0,0.330898
1066,26699,loss,25,-69.50,0,8,0.4927,0,0.318163
1067,26720,loss,21,-68.50,0,8,0.4923,0,0.269192
1068,26743,loss,23,-69.00,0,8,0.4919,0,0.339015
1069,26760,loss,17,-66.50,0,8,0.4916,0,0.298115
1070,26780,loss,20,-67.50,0,8,0.4912,0,0.243699
1071,26804,loss,24,-69.00,0,8,0.4907,0,0.260126
1072,26827,loss,23,-69.50,0,8,0.4903,0,0.271892
1073,26851,loss,24,-70.00,0,8,0.4898,0,0.273894
1074,26870,loss,19,-67.00,0,8,0.4895,0,0.291544
1075,26881,loss,11,-62.00,0,7,0.4893,0,0.316818
1076,26896,loss,15,-63.50,0,7,0.4890,0,0.284039
1077,26917,loss,21,-68.00,0,8,0.4886,0,0.340599
1078,26939,loss,22,-68.50,0,8,0.4882,0,0.369994
1079,26962,loss,23,-69.50,0,8,0.4877,0,0.330311
1080,26998,loss,36,-76.00,0,8,0.4870,0,0.267265
1081,27021,loss,23,-69.00,0,8,0.4866,0,0.295024
1082,27042,loss,21,-71.00,0,8,0.4862,0,0.336433
1083,27063,loss,21,-68.50,0,8,0.4858,0,0.304360
1084,27080,loss,17,-66.50,0,8,0.4855,0,0.289472
1085,27102,loss,22,-69.00,0,8,0.4851,0,0.271810
1086,27127,loss,25,-70.00,0,8,0.4846,0,0.264387
1087,27144,loss,17,-68.50,0,8,0.4843,0,0.344257
1088,27165,loss,21,-68.50,0,8,0.4839,0,0.269918
1089,27198,loss,33,-74.50,0,8,0.4832,0,0.285854
1090,27215,loss,17,-65.00,0,7,0.4829,0,0.258314
1091,27230,loss,15,-65.50,0,8,0.4826,0,0.293733
1092,27253,loss,23,-69.50,0,8,0.4822,0,0.262954
1093,27277,loss,24,-70.00,0,8,0.4817,0,0.250324
1094,27288,loss,11,-61.00,0,7,0.4815,0,0.323984
1095,27301,loss,13,-63.00,0,7,0.4813,0,0.313229
1096,27320,loss,19,-67.50,0,8,0.4809,0,0.253638
1097,27330,loss,10,-61.00,0,7,0.4807,0,0.245838
1098,27353,loss,23,-68.50,0,8,0.4803,0,0.259176
1099,27375,loss,22,-68.50,0,8,0.4799,0,0.216066
1100,27395,loss,20,-67.50,0,8,0.4795,0,0.276100
1101,27423,loss,28,-74.00,0,8,0.4790,0,0.221092
1102,27444,loss,21,-68.50,0,8,0.4786,0,0.299535
1103,27465,loss,21,-67.50,0,8,0.4782,0,0.264242
1104,27565,timeout,100,-61.49,3,8,0.4763,0,0.222146
1105,27592,loss,27,-71.50,0,8,0.4758,0,0.227599
1106,27692,timeout,100,-55.99,4,7,0.4739,0,0.263122
1107,27707,loss,15,-65.50,0,8,0.4736,0,0.190244
1108,27729,loss,22,-69.00,0,8,0.4731,0,0.230063
1109,27752,loss,23,-68.00,0,7,0.4727,0,0.260938
1110,27768,loss,16,-66.00,0,8,0.4724,0,0.237775
1111,27781,loss,13,-62.50,0,7,0.4722,0,0.233940
1112,27805,loss,24,-70.00,0,8,0.4717,0,0.198948
1113,27905,timeout,100,-65.49,1,8,0.4698,0,0.240186
1114,27935,loss,30,-73.00,0,8,0.4692,0,0.283749
1115,27954,loss,19,-66.50,0,8,0.4689,0,0.228482
1116,27973,loss,19,-67.50,0,8,0.4685,0,0.230178
1117,27992,loss,19,-67.50,0,8,0.4682,0,0.195267
1118,28023,loss,31,-73.00,0,8,0.4676,0,0.219448
1119,28046,loss,23,-69.50,0,8,0.4671,0,0.181251
1120,28069,loss,23,-69.00,0,7,0.4667,0,0.191797
1121,28095,loss,26,-71.00,0,8,0.4662,0,0.198277
1122,28110,loss,15,-64.50,0,8,0.4659,0,0.320356
1123,28131,loss,21,-68.00,0,8,0.4655,0,0.220375
1124,28155,loss,24,-68.50,0,8,0.4651,0,0.214094
1125,28174,loss,19,-67.50,0,8,0.4647,0,0.262175
1126,28191,loss,17,-65.00,0,7,0.4644,0,0.255793
1127,28229,loss,38,-78.00,0,8,0.4636,0,0.224142
1128,28246,loss,17,-66.50,0,8,0.4633,0,0.189953
1129,28265,loss,19,-67.50,0,8,0.4630,0,0.209541
1130,28286,loss,21,-68.50,0,8,0.4626,0,0.180875
1131,28313,loss,27,-71.50,0,8,0.4621,0,0.237515
1132,28328,loss,15,-64.00,0,8,0.4618,0,0.240586
1133,28343,loss,15,-64.00,0,7,0.4615,0,0.199704
1134,28370,loss,27,-70.50,0,8,0.4610,0,0.225457
1135,28389,loss,19,-67.50,0,8,0.4606,0,0.299925
1136,28489,timeout,100,-61.49,2,8,0.4587,0,0.201897
1137,28506,loss,17,-65.00,0,7,0.4584,0,0.240765
1138,28522,loss,16,-66.00,0,8,0.4581,0,0.175212
1139,28543,loss,21,-68.50,0,8,0.4577,0,0.196726
1140,28566,loss,23,-69.00,0,8,0.4572,0,0.197612
1141,28581,loss,15,-64.50,0,8,0.4570,0,0.214323
1142,28608,loss,27,-71.00,0,8,0.4564,0,0.229384
1143,28625,loss,17,-66.50,0,8,0.4561,0,0.276630
1144,28656,loss,31,-72.50,0,8,0.4555,0,0.215880
1145,28675,loss,19,-66.00,0,7,0.4552,0,0.129413
1146,28710,loss,35,-75.00,0,8,0.4545,0,0.161367
1147,28739,loss,29,-72.50,0,8,0.4540,0,0.218553
1148,28755,loss,16,-64.00,0,7,0.4537,0,0.206201
1149,28774,loss,19,-70.00,0,8,0.4533,0,0.191251
1150,28797,loss,23,-69.00,0,8,0.4529,0,0.222910
1151,28830,loss,33,-74.50,0,8,0.4522,0,0.175538
1152,28855,loss,25,-69.00,0,8,0.4518,0,0.170694
1153,28869,loss,14,-63.50,0,7,0.4515,0,0.182146
1154,28885,loss,16,-65.00,0,8,0.4512,0,0.178941
1155,28904,loss,19,-67.50,0,8,0.4508,0,0.178228
1156,28923,loss,19,-67.00,0,8,0.4505,0,0.185250
1157,28954,loss,31,-70.50,0,7,0.4499,0,0.227048
1158,28969,loss,15,-63.00,0,7,0.4496,0,0.188373
1159,28984,loss,15,-64.00,0,7,0.4493,0,0.104452
1160,29001,loss,17,-65.00,0,7,0.4490,0,0.175922
1161,29027,loss,26,-69.50,0,7,0.4485,0,0.229878
1162,29042,loss,15,-64.00,0,7,0.4482,0,0.175811
1163,29065,loss,23,-69.00,0,8,0.4478,0,0.101377
1164,29090,loss,25,-70.50,0,8,0.4473,0,0.157515
1165,29123,loss,33,-74.00,0,8,0.4467,0,0.176925
1166,29158,loss,35,-75.50,0,8,0.4460,0,0.128402
1167,29181,loss,23,-68.00,0,7,0.4456,0,0.201570
1168,29212,loss,31,-73.50,0,8,0.4450,0,0.152041
1169,29227,loss,15,-65.50,0,8,0.4447,0,0.244522
1170,29242,loss,15,-64.50,0,8,0.4444,0,0.130368
1171,29265,loss,23,-68.00,0,7,0.4440,0,0.194269
1172,29282,loss,17,-66.50,0,8,0.4436,0,0.183323
1173,29305,loss,23,-67.00,0,7,0.4432,0,0.177296
1174,29344,loss,39,-74.50,0,8,0.4425,0,0.110480
1175,29370,loss,26,-71.00,0,8,0.4420,0,0.151143
1176,29387,loss,17,-63.50,0,7,0.4416,0,0.196081
1177,29406,loss,19,-66.00,0,7,0.4413,0,0.180848
1178,29427,loss,21,-68.50,0,8,0.4409,0,0.187902
1179,29440,loss,13,-62.50,0,7,0.4406,0,0.101210
1180,29463,loss,23,-69.50,0,8,0.4402,0,0.153520
1181,29493,loss,30,-71.00,0,8,0.4396,0,0.163656
1182,29516,loss,23,-69.00,0,8,0.4392,0,0.196591
1183,29537,loss,21,-67.00,0,7,0.4388,0,0.157268
1184,29556,loss,19,-66.50,0,8,0.4384,0,0.108631
1185,29581,loss,25,-70.50,0,8,0.4380,0,0.137044
1186,29617,loss,36,-73.50,0,7,0.4373,0,0.146899
1187,29646,loss,29,-70.00,0,8,0.4367,0,0.156856
1188,29662,loss,16,-66.00,0,8,0.4364,0,0.131147
1189,29683,loss,21,-68.50,0,8,0.4360,0,0.174426
1190,29706,loss,23,-69.50,0,8,0.4356,0,0.217938
1191,29735,loss,29,-72.50,0,8,0.4350,0,0.158987
1192,29760,loss,25,-68.50,0,7,0.4346,0,0.151750
1193,29785,loss,25,-70.50,0,8,0.4341,0,0.195632
1194,29802,loss,17,-65.00,0,8,0.4338,0,0.152340
1195,29829,loss,27,-71.00,0,8,0.4332,0,0.115573
1196,29846,loss,17,-65.00,0,7,0.4329,0,0.172420
1197,29887,loss,41,-78.50,0,8,0.4321,0,0.151007
1198,29909,loss,22,-69.00,0,8,0.4317,0,0.149941
1199,29934,loss,25,-70.50,0,8,0.4313,0,0.155392
1200,29952,loss,18,-67.00,0,8,0.4309,0,0.133087
1201,29977,loss,25,-70.50,0,8,0.4304,0,0.158825
1202,29988,loss,11,-62.00,0,7,0.4302,0,0.139142
1203,30088,timeout,100,-62.99,1,8,0.4283,0,0.187077
1204,30113,loss,25,-69.00,0,7,0.4279,0,0.178236
1205,30128,loss,15,-64.00,0,7,0.4276,0,0.207189
1206,30149,loss,21,-68.50,0,8,0.4272,0,0.207334
1207,30161,loss,12,-62.50,0,7,0.4269,0,0.184351
1208,30182,loss,21,-66.00,0,7,0.4265,0,0.158132
1209,30215,loss,33,-73.50,0,8,0.4259,0,0.130915
1210,30246,loss,31,-72.00,0,7,0.4253,0,0.121515
1211,30263,loss,17,-64.00,0,7,0.4250,0,0.149523
1212,30282,loss,19,-67.00,0,8,0.4246,0,0.169829
1213,30303,loss,21,-68.50,0,8,0.4242,0,0.096504
1214,30320,loss,17,-66.50,0,8,0.4239,0,0.131214
1215,30348,loss,28,-71.00,0,8,0.4234,0,0.122152
1216,30369,loss,21,-66.50,0,8,0.4230,0,0.126974
1217,30382,loss,13,-64.50,0,7,0.4227,0,0.137109
1218,30403,loss,21,-66.00,0,7,0.4223,0,0.132790
1219,30420,loss,17,-68.00,0,8,0.4220,0,0.162232
1220,30445,loss,25,-69.00,0,7,0.4215,0,0.206584
1221,30466,loss,21,-67.00,0,7,0.4211,0,0.081554
1222,30488,loss,22,-69.00,0,8,0.4207,0,0.164192
1223,30504,loss,16,-65.00,0,7,0.4204,0,0.087786
1224,30519,loss,15,-64.00,0,7,0.4201,0,0.093582
1225,30545,loss,26,-71.00,0,8,0.4196,0,0.162107
1226,30560,loss,15,-62.50,0,7,0.4194,0,0.135903
1227,30607,loss,47,-80.00,0,7,0.4185,0,0.176269
1228,30628,loss,21,-67.00,0,7,0.4181,0,0.181747
1229,30728,timeout,100,-68.99,1,8,0.4162,0,0.149717
1230,30745,loss,17,-66.50,0,8,0.4158,0,0.120991
1231,30760,loss,15,-64.00,0,7,0.4156,0,0.161682
1232,30775,loss,15,-64.00,0,7,0.4153,0,0.192920
1233,30808,loss,33,-74.00,0,8,0.4146,0,0.187584
1234,30825,loss,17,-65.00,0,7,0.4143,0,0.121051
1235,30846,loss,21,-67.00,0,7,0.4139,0,0.129898
1236,30860,loss,14,-63.50,0,7,0.4137,0,0.131406
1237,30879,loss,19,-66.00,0,7,0.4133,0,0.146329
1238,30894,loss,15,-64.00,0,7,0.4130,0,0.160968
1239,30920,loss,26,-68.50,0,7,0.4125,0,0.129425
1240,30931,loss,11,-61.00,0,7,0.4123,0,0.100545
1241,30958,loss,27,-69.50,0,7,0.4118,0,0.150202
1242,30979,loss,21,-68.50,0,8,0.4114,0,0.138790
1243,31000,loss,21,-66.50,0,7,0.4110,0,0.108101
1244,31011,loss,11,-61.50,0,7,0.4108,0,0.257540
1245,31026,loss,15,-65.50,0,8,0.4105,0,0.205091
1246,31041,loss,15,-64.00,0,7,0.4102,0,0.088915
1247,31054,loss,13,-64.50,0,7,0.4100,0,0.084516
1248,31154,timeout,100,-64.99,2,8,0.4081,0,0.134206
1249,31169,loss,15,-64.00,0,7,0.4078,0,0.177869
1250,31182,loss,13,-63.00,0,7,0.4075,0,0.120150
1251,31208,loss,26,-69.50,0,7,0.4070,0,0.127069
1252,31221,loss,13,-63.00,0,7,0.4068,0,0.064956
1253,31236,loss,15,-64.00,0,7,0.4065,0,0.117370
1254,31263,loss,27,-70.50,0,8,0.4060,0,0.122818
1255,31282,loss,19,-66.00,0,7,0.4056,0,0.122264
1256,31293,loss,11,-62.00,0,7,0.4054,0,0.223776
1257,31314,loss,21,-68.50,0,8,0.4050,0,0.117880
1258,31333,loss,19,-66.00,0,7,0.4047,0,0.149058
1259,31343,loss,10,-61.50,0,7,0.4045,0,0.166817
1260,31360,loss,17,-65.00,0,7,0.4042,0,0.191772
1261,31385,loss,25,-69.00,0,7,0.4037,0,0.152603
1262,31408,loss,23,-67.00,0,8,0.4032,0,0.094111
1263,31421,loss,13,-63.00,0,7,0.4030,0,0.148958
1264,31438,loss,17,-65.00,0,7,0.4027,0,0.142509
1265,31453,loss,15,-64.50,0,8,0.4024,0,0.198680
1266,31484,loss,31,-72.00,0,7,0.4018,0,0.186685
1267,31503,loss,19,-66.00,0,7,0.4014,0,0.112695
1268,31517,loss,14,-62.50,0,7,0.4012,0,0.116832
1269,31532,loss,15,-63.00,0,7,0.4009,0,0.080641
1270,31548,loss,16,-64.50,0,7,0.4006,0,0.110322
1271,31580,loss,32,-72.50,0,7,0.4000,0,0.208420
1272,31600,loss,20,-66.50,0,7,0.3996,0,0.103863
1273,31633,loss,33,-72.50,0,7,0.3990,0,0.187732
1274,31652,loss,19,-66.00,0,7,0.3986,0,0.169667
1275,31669,loss,17,-65.00,0,7,0.3983,0,0.188772
1276,31690,loss,21,-67.00,0,8,0.3979,0,0.146102
1277,31707,loss,17,-65.00,0,7,0.3976,0,0.143069
1278,31730,loss,23,-67.50,0,7,0.3971,0,0.142806
1279,31747,loss,17,-65.00,0,7,0.3968,0,0.128823
1280,31762,loss,15,-62.50,0,7,0.3965,0,0.095311
1281,31776,loss,14,-63.00,0,7,0.3963,0,0.120693
1282,31797,loss,21,-66.50,0,7,0.3959,0,0.094832
1283,31897,timeout,100,-63.49,1,8,0.3940,0,0.143133
1284,31918,loss,21,-67.00,0,7,0.3936,0,0.176422
1285,31935,loss,17,-65.00,0,7,0.3932,0,0.124341
1286,31958,loss,23,-66.50,0,7,0.3928,0,0.121970
1287,31985,loss,27,-70.00,0,7,0.3923,0,0.098107
1288,32004,loss,19,-66.00,0,7,0.3919,0,0.159688
1289,32034,loss,30,-70.50,0,7,0.3914,0,0.175323
1290,32051,loss,17,-64.00,0,7,0.3910,0,0.105812
1291,32066,loss,15,-64.00,0,7,0.3907,0,0.072881
1292,32085,loss,19,-67.50,0,7,0.3904,0,0.120556
1293,32102,loss,17,-67.50,0,7,0.3901,0,0.087562
1294,32117,loss,15,-64.00,0,7,0.3898,0,0.085321
1295,32148,loss,31,-69.50,0,7,0.3892,0,0.094033
1296,32165,loss,17,-66.50,0,7,0.3889,0,0.100268
1297,32189,loss,24,-68.00,0,7,0.3884,0,0.135392
1298,32221,loss,32,-72.00,0,8,0.3878,0,0.193512
1299,32255,loss,34,-71.50,0,7,0.3872,0,0.129921
1300,32271,loss,16,-64.50,0,7,0.3869,0,0.137005
1301,32282,loss,11,-61.00,0,7,0.3866,0,0.099238
1302,32303,loss,21,-67.00,0,7,0.3862,0,0.142430
1303,32320,loss,17,-63.00,0,7,0.3859,0,0.169274
1304,32333,loss,13,-63.00,0,7,0.3857,0,0.092314
1305,32352,loss,19,-66.50,0,8,0.3853,0,0.110172
1306,32376,loss,24,-70.00,0,8,0.3849,0,0.138309
1307,32391,loss,15,-64.00,0,7,0.3846,0,0.084044
1308,32406,loss,15,-63.00,0,7,0.3843,0,0.123765
1309,32429,loss,23,-68.00,0,7,0.3838,0,0.186054
1310,32452,loss,23,-67.00,0,7,0.3834,0,0.100989
1311,32473,loss,21,-67.00,0,7,0.3830,0,0.068465
1312,32490,loss,17,-65.00,0,7,0.3827,0,0.160115
1313,32505,loss,15,-63.50,0,7,0.3824,0,0.096932
1314,32520,loss,15,-64.00,0,7,0.3821,0,0.112491
1315,32543,loss,23,-67.50,0,7,0.3817,0,0.103158
1316,32569,loss,26,-70.50,0,8,0.3812,0,0.161955
1317,32588,loss,19,-65.50,0,7,0.3808,0,0.152294
1318,32616,loss,28,-70.50,0,7,0.3803,0,0.115319
1319,32633,loss,17,-65.00,0,7,0.3800,0,0.166197
1320,32657,loss,24,-66.50,0,7,0.3795,0,0.166065
1321,32670,loss,13,-63.00,0,7,0.3793,0,0.171921
1322,32690,loss,20,-66.00,0,7,0.3789,0,0.166921
1323,32711,loss,21,-68.50,0,8,0.3785,0,0.117020
1324,32734,loss,23,-68.00,0,7,0.3781,0,0.097545
1325,32751,loss,17,-66.50,0,8,0.3777,0,0.135787
1326,32762,loss,11,-62.00,0,7,0.3775,0,0.119034
1327,32775,loss,13,-63.00,0,7,0.3773,0,0.060413
1328,32792,loss,17,-64.00,0,7,0.3770,0,0.092453
1329,32811,loss,19,-65.00,0,7,0.3766,0,0.104859
1330,32836,loss,25,-69.00,0,7,0.3761,0,0.125253
1331,32853,loss,17,-65.00,0,7,0.3758,0,0.125548
1332,32872,loss,19,-63.50,0,7,0.3754,0,0.107487
1333,32885,loss,13,-62.00,0,7,0.3752,0,0.115401
1334,32900,loss,15,-64.00,0,7,0.3749,0,0.097248
1335,32913,loss,13,-62.00,0,7,0.3747,0,0.123406
1336,32933,loss,20,-66.50,0,7,0.3743,0,0.157979
1337,32952,loss,19,-66.00,0,7,0.3739,0,0.134128
1338,32971,loss,19,-65.50,0,7,0.3736,0,0.130316
1339,32990,loss,19,-65.00,0,7,0.3732,0,0.105439
1340,33017,loss,27,-69.50,0,7,0.3727,0,0.083500
1341,33039,loss,22,-67.50,0,7,0.3723,0,0.151223
1342,33050,loss,11,-61.00,0,7,0.3720,0,0.180781
1343,33087,loss,37,-75.00,0,7,0.3713,0,0.114600
1344,33118,loss,31,-71.50,0,7,0.3708,0,0.135501
1345,33133,loss,15,-63.00,0,7,0.3705,0,0.210290
1346,33160,loss,27,-69.50,0,7,0.3700,0,0.112076
1347,33171,loss,11,-63.50,0,7,0.3698,0,0.060527
1348,33192,loss,21,-66.50,0,7,0.3694,0,0.089495
1349,33209,loss,17,-65.00,0,7,0.3690,0,0.155598
1350,33309,timeout,100,-64.99,1,8,0.3671,0,0.108798
1351,33338,loss,29,-71.00,0,7,0.3666,0,0.106419
1352,33355,loss,17,-65.00,0,8,0.3663,0,0.192607
1353,33372,loss,17,-65.00,0,7,0.3659,0,0.088169
1354,33385,loss,13,-63.00,0,7,0.3657,0,0.175741
1355,33411,loss,26,-70.00,0,8,0.3652,0,0.098301
1356,33426,loss,15,-63.00,0,7,0.3649,0,0.173321
1357,33445,loss,19,-66.00,0,7,0.3645,0,0.219341
1358,33461,loss,16,-64.50,0,7,0.3642,0,0.110012
1359,33486,loss,25,-69.00,0,7,0.3638,0,0.139984
1360,33504,loss,18,-65.00,0,7,0.3634,0,0.120566
1361,33527,loss,23,-69.50,0,8,0.3630,0,0.113992
1362,33546,loss,19,-66.00,0,7,0.3626,0,0.172508
1363,33596,loss,50,-80.50,0,7,0.3617,0,0.085819
1364,33613,loss,17,-64.50,0,7,0.3614,0,0.152938
1365,33630,loss,17,-65.00,0,7,0.3610,0,0.133697
1366,33659,loss,29,-71.00,0,7,0.3605,0,0.161931
1367,33676,loss,17,-65.50,0,8,0.3602,0,0.131677
1368,33697,loss,21,-66.00,0,7,0.3598,0,0.134308
1369,33718,loss,21,-66.00,0,7,0.3594,0,0.183767
1370,33729,loss,11,-61.50,0,7,0.3591,0,0.068898
1371,33747,loss,18,-64.50,0,7,0.3588,0,0.104367
1372,33764,loss,17,-65.00,0,7,0.3585,0,0.103245
1373,33789,loss,25,-69.00,0,8,0.3580,0,0.172162
1374,33806,loss,17,-63.00,0,7,0.3577,0,0.145857
1375,33830,loss,24,-68.50,0,7,0.3572,0,0.103151
1376,33852,loss,22,-65.50,0,7,0.3568,0,0.120128
1377,33876,loss,24,-68.00,0,7,0.3564,0,0.122386
1378,33898,loss,22,-67.50,0,7,0.3559,0,0.175843
1379,33919,loss,21,-67.50,0,7,0.3555,0,0.224932
1380,33940,loss,21,-67.50,0,8,0.3551,0,0.160921
1381,33956,loss,16,-66.00,0,7,0.3548,0,0.089082
1382,33977,loss,21,-67.00,0,7,0.3544,0,0.082865
1383,33998,loss,21,-67.00,0,7,0.3540,0,0.072409
1384,34015,loss,17,-65.00,0,7,0.3537,0,0.136226
1385,34032,loss,17,-64.50,0,7,0.3534,0,0.150450
1386,34054,loss,22,-69.00,0,8,0.3530,0,0.139211
1387,34072,loss,18,-65.50,0,7,0.3526,0,0.156009
1388,34172,timeout,100,-66.49,1,8,0.3507,0,0.116070
1389,34185,loss,13,-61.00,0,7,0.3505,0,0.163090
1390,34208,loss,23,-68.00,0,7,0.3500,0,0.094532
1391,34223,loss,15,-64.00,0,7,0.3498,0,0.087348
1392,34233,loss,10,-61.50,0,7,0.3496,0,0.062132
1393,34254,loss,21,-67.00,0,7,0.3492,0,0.113716
1394,34273,loss,19,-65.50,0,7,0.3488,0,0.152171
1395,34373,timeout,100,-61.99,1,8,0.3469,0,0.104232
1396,34391,loss,18,-64.50,0,7,0.3466,0,0.096614
1397,34404,loss,13,-63.00,0,7,0.3463,0,0.174433
1398,34504,timeout,100,-63.49,2,8,0.3444,0,0.132941
1399,34531,loss,27,-70.00,0,7,0.3439,0,0.086090
1400,34552,loss,21,-67.00,0,7,0.3435,0,0.148740
1401,34581,loss,29,-69.50,0,7,0.3430,0,0.147691
1402,34608,loss,27,-71.50,0,8,0.3424,0,0.190594
1403,34621,loss,13,-62.00,0,7,0.3422,0,0.236659
1404,34636,loss,15,-64.00,0,7,0.3419,0,0.071758
1405,34665,loss,29,-70.50,0,7,0.3414,0,0.172248
1406,34696,loss,31,-73.50,0,8,0.3408,0,0.139674
1407,34718,loss,22,-69.00,0,8,0.3404,0,0.103465
1408,34731,loss,13,-63.00,0,7,0.3401,0,0.136620
1409,34743,loss,12,-62.50,0,7,0.3399,0,0.069276
1410,34760,loss,17,-64.50,0,7,0.3396,0,0.157959
1411,34778,loss,18,-65.50,0,7,0.3392,0,0.100170
1412,34795,loss,17,-64.00,0,7,0.3389,0,0.161923
1413,34818,loss,23,-69.50,0,8,0.3385,0,0.122790
1414,34835,loss,17,-65.00,0,7,0.3381,0,0.073069
1415,34861,loss,26,-69.00,0,7,0.3376,0,0.105743
1416,34882,loss,21,-65.00,0,7,0.3372,0,0.125378
1417,34910,loss,28,-71.50,0,8,0.3367,0,0.178123
1418,34927,loss,17,-65.00,0,7,0.3364,0,0.115899
1419,34938,loss,11,-62.00,0,7,0.3362,0,0.113481
1420,34961,loss,23,-68.00,0,7,0.3357,0,0.202913
1421,34980,loss,19,-66.00,0,7,0.3354,0,0.138977
1422,35080,timeout,100,-60.49,1,8,0.3335,0,0.113989
1423,35106,loss,26,-68.00,0,7,0.3330,0,0.161605
1424,35127,loss,21,-66.50,0,7,0.3326,0,0.110923
1425,35157,loss,30,-71.00,0,7,0.3320,0,0.171871
1426,35174,loss,17,-65.00,0,7,0.3317,0,0.123283
1427,35195,loss,21,-67.00,0,7,0.3313,0,0.155900
1428,35216,loss,21,-68.50,0,8,0.3309,0,0.126844
1429,35243,loss,27,-70.00,0,7,0.3304,0,0.125446
1430,35260,loss,17,-64.00,0,7,0.3301,0,0.069753
1431,35289,loss,29,-72.50,0,8,0.3295,0,0.107893
1432,35314,loss,25,-70.50,0,8,0.3290,0,0.135410
1433,35331,loss,17,-65.00,0,7,0.3287,0,0.135860
1434,35346,loss,15,-64.00,0,7,0.3284,0,0.157021
1435,35369,loss,23,-69.50,0,7,0.3280,0,0.128977
1436,35412,loss,43,-81.00,0,8,0.3272,0,0.152075
1437,35425,loss,13,-64.50,0,7,0.3269,0,0.081336
1438,35454,loss,29,-72.50,0,8,0.3264,0,0.134823
1439,35481,loss,27,-71.50,0,8,0.3259,0,0.106592
1440,35496,loss,15,-63.00,0,7,0.3256,0,0.119763
1441,35515,loss,19,-65.00,0,7,0.3252,0,0.172260
1442,35528,loss,13,-62.50,0,7,0.3250,0,0.169083
1443,35562,loss,34,-75.00,0,8,0.3243,0,0.151341
1444,35589,loss,27,-70.50,0,8,0.3238,0,0.199403
1445,35602,loss,13,-63.00,0,7,0.3236,0,0.072280
1446,35619,loss,17,-64.50,0,7,0.3232,0,0.116026
1447,35641,loss,22,-67.50,0,7,0.3228,0,0.110059
1448,35660,loss,19,-67.50,0,7,0.3225,0,0.121007
1449,35675,loss,15,-64.00,0,7,0.3222,0,0.127749
1450,35700,loss,25,-70.50,0,8,0.3217,0,0.136116
1451,35719,loss,19,-66.00,0,7,0.3213,0,0.103480
1452,35742,loss,23,-68.00,0,7,0.3209,0,0.105423
1453,35774,loss,32,-73.00,0,8,0.3203,0,0.128628
1454,35799,loss,25,-68.00,0,7,0.3198,0,0.117078
1455,35832,loss,33,-75.50,0,8,0.3192,0,0.116759
1456,35849,loss,17,-64.50,0,7,0.3189,0,0.116460
1457,35860,loss,11,-62.00,0,7,0.3187,0,0.139517
1458,35876,loss,16,-64.50,0,7,0.3184,0,0.091042
1459,35897,loss,21,-67.00,0,7,0.3180,0,0.116400
1460,35915,loss,18,-65.50,0,7,0.3176,0,0.152146
1461,35928,loss,13,-63.00,0,7,0.3174,0,0.100490
1462,35945,loss,17,-65.00,0,7,0.3170,0,0.179511
1463,35962,loss,17,-65.00,0,7,0.3167,0,0.156244
1464,35975,loss,13,-64.50,0,7,0.3165,0,0.118008
1465,36000,loss,25,-68.50,0,7,0.3160,0,0.116197
