53,27419,timeout,548,150,112.30,8,4,0.6540,0,1.499164,35,77,240,233,75,6,143,8,69,"NA:N,SA:N",0A18|1A10|2A4|3E20|4A1|5A1|6A0|7A1|8A0|9E17|10E20|11N1|12E20
54,27956,timeout,537,150,156.30,10,3,0.6522,0,1.497319,68,58,240,222,75,7,131,7,74,"NA:N,SA:N",0A19|1A12|2A2|3E18|4A2|5A1|6A1|7A16|8A12|9A0|10E20|11A3|12E20
55,28485,timeout,529,150,57.63,8,4,0.6503,0,1.463800,61,55,232,222,75,4,134,5,71,"NA:N,SA:N",0A6|1A20|2A7|3E15|4A2|5A4|6A2|7A20|8A0|9E15|10E13|11N1|12E12
56,28888,loss,403,95,87.18,0,13,0.6489,0,1.424358,0,62,157,202,44,7,133,18,41,"NA:E,SA:E",0E1|1E2|2E2|3E10|4E2|5E3|6E7|7E2|8E1|9E8|10E11|11E3|12E10
57,29443,loss,555,113,605.25,0,13,0.6469,0,1.456713,0,102,204,303,48,23,205,33,42,"NA:E,SA:E",0E6|1E6|2E7|3E6|4E7|5E6|6E7|7E7|8E6|9E7|10E16|11E18|12E3
58,29792,loss,349,78,268.83,0,13,0.6457,0,1.490660,0,45,122,190,37,12,126,23,27,"NA:E,SA:E",0E2|1E2|2E3|3E10|4E2|5E2|6E2|7E2|8E3|9E3|10E5|11E3|12E6
59,30035,loss,243,51,85.37,0,13,0.6449,0,1.442258,0,81,86,135,22,6,90,16,19,"NA:E,SA:E",0E5|1E5|2E4|3E16|4E5|5E5|6E3|7E10|8E3|9E12|10E4|11E5|12E4
60,30514,timeout,479,150,372.22,4,9,0.6432,0,1.418258,78,179,212,192,75,15,93,21,70,"NA:E,SA:A",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E19|9A18|10A20|11A20|12A20
61,30851,loss,337,80,117.81,0,12,0.6420,0,1.460661,0,36,130,169,38,7,111,15,31,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E2|5E2|6E3|7E3|8E3|9E5|10E5|11N1|12E5
62,31483,loss,632,142,436.42,0,12,0.6398,0,1.450048,0,57,241,328,63,18,222,26,57,"NA:E,SA:N",0E3|1E3|2E3|3E2|4E4|5E5|6E1|7E3|8E1|9E12|10E10|11N1|12E10
63,32086,timeout,603,150,300.45,6,7,0.6377,0,1.391115,7,31,235,293,75,12,197,16,68,"NA:N,SA:N",0E1|1E1|2A0|3E1|4E3|5A0|6E1|7A1|8A3|9A1|10E16|11A2|12E8
64,32597,timeout,511,150,147.28,6,6,0.6359,0,1.399214,61,82,227,209,75,7,118,9,69,"NA:N,SA:N",0E12|1A19|2A6|3E18|4A1|5A20|6A7|7A8|8E20|9E11|10E10|11N1|12E11
65,32984,loss,387,88,172.91,0,13,0.6346,0,1.413605,0,54,140,206,41,9,139,19,36,"NA:E,SA:E",0E4|1E4|2E4|3E8|4E4|5E4|6E4|7E4|8E4|9E1|10E4|11E3|12E6
66,33493,timeout,509,150,30.75,8,4,0.6328,0,1.362385,59,79,225,209,75,3,123,4,67,"NA:N,SA:N",0A12|1A2|2A1|3E19|4A14|5A7|6A19|7A2|8A2|9E20|10E20|11N1|12E20
67,34016,timeout,523,150,259.58,8,4,0.6309,0,1.404492,63,75,227,221,75,10,127,11,70,"NA:N,SA:N",0A13|1A6|2A10|3E18|4A6|5A2|6A14|7A11|8A1|9E19|10E19|11N1|12E19
68,34543,loss,527,119,410.12,0,13,0.6291,0,1.398089,0,77,191,281,55,17,190,27,53,"NA:E,SA:E",0E4|1E4|2E4|3E4|4E3|5E4|6E3|7E4|8E4|9E11|10E14|11E3|12E15
69,35018,loss,475,113,259.37,0,12,0.6274,0,1.388125,0,74,186,235,54,12,155,21,49,"NA:E,SA:N",0E3|1E3|2E3|3E12|4E1|5E3|6E3|7E4|8E3|9E13|10E13|11N1|12E13
70,35548,timeout,530,150,332.25,8,4,0.6256,0,1.343790,43,63,225,230,75,12,135,13,70,"NA:N,SA:N",0A2|1A16|2A1|3E14|4A1|5A11|6A4|7A6|8A2|9E20|10E15|11N1|12E14
71,36044,timeout,496,150,-24.62,6,6,0.6238,0,1.347053,109,75,247,174,75,2,88,5,64,"NA:N,SA:N",0E15|1A20|2A18|3E18|4A20|5A14|6A20|7A17|8E20|9E8|10E7|11N1|12E7
72,36574,timeout,530,150,218.15,7,5,0.6220,0,1.367287,39,57,225,230,75,9,138,10,69,"NA:N,SA:N",0E3|1A20|2A7|3E17|4A1|5A3|6A5|7A2|8A1|9E15|10E11|11N1|12E11
73,37148,timeout,574,150,247.55,8,5,0.6200,0,1.327753,17,32,235,264,75,10,170,12,72,"NA:N,SA:N",0E1|1E3|2A1|3E11|4A11|5A0|6E15|7A1|8A0|9A1|10A0|11A3|12E2
74,37634,timeout,486,150,15.45,7,5,0.6183,0,1.358166,75,75,225,186,75,3,99,6,70,"NA:N,SA:N",0A16|1A3|2A20|3E19|4A7|5A20|6E20|7A1|8A8|9E20|10E8|11N1|12E8
75,38153,timeout,519,150,132.98,7,5,0.6165,0,1.346136,68,36,227,217,75,6,129,6,71,"NA:N,SA:N",0E8|1A20|2A20|3E20|4A1|5A19|6A0|7A6|8A2|9E2|10E3|11N1|12E3
76,38679,timeout,526,150,561.18,9,4,0.6146,0,1.334651,62,58,228,224,74,18,124,15,70,"NA:N,SA:N",0A1|1A5|2A1|3A3|4E12|5A2|6E20|7A0|8A20|9A20|10E20|11A10|12E6
77,39168,timeout,489,150,-47.72,6,6,0.6129,0,1.308685,60,89,228,188,73,1,104,2,68,"NA:N,SA:N",0E11|1A12|2A20|3E20|4A18|5A4|6E20|7A2|8A4|9E18|10E10|11N1|12E10
78,39684,timeout,516,150,209.70,9,3,0.6111,0,1.278243,95,28,240,201,75,9,109,9,72,"NA:A,SA:N",0A20|1A20|2A1|3A1|4A6|5A20|6A14|7A1|8A12|9E8|10E10|11N1|12E10
79,40211,timeout,527,150,218.68,6,6,0.6093,0,1.313761,48,52,227,225,75,9,132,12,69,"NA:N,SA:N",0A18|1A4|2A2|3E12|4E20|5A4|6E11|7A20|8A0|9E3|10E3|11N1|12E3
80,40730,timeout,519,150,176.28,5,8,0.6074,0,1.341060,38,69,227,217,75,8,124,13,67,"NA:N,SA:N",0E1|1E1|2A0|3E17|4E1|5A1|6E17|7E3|8A20|9A3|10E20|11A14|12E9
81,41235,timeout,505,150,15.23,5,7,0.6057,0,1.354754,65,72,232,198,75,3,110,7,71,"NA:N,SA:N",0E5|1A19|2A2|3E20|4A14|5A13|6E17|7A17|8E12|9E6|10E6|11N1|12E6
82,41790,timeout,555,150,315.48,5,7,0.6037,0,1.299526,30,44,227,253,75,12,157,16,68,"NA:N,SA:N",0A1|1E2|2A11|3E1|4E16|5A1|6E14|7A2|8A15|9E4|10E4|11N1|12E3
83,42279,timeout,489,150,-49.16,5,7,0.6020,0,1.324387,61,88,223,195,71,1,109,2,65,"NA:N,SA:N",0E19|1A19|2A20|3E18|4A1|5A20|6E18|7A1|8E7|9E9|10E9|11N1|12E8
84,42784,timeout,505,150,289.68,7,5,0.6003,0,1.319399,80,60,227,203,75,11,108,13,70,"NA:N,SA:N",0A3|1A19|2A14|3E9|4A20|5A5|6E18|7A1|8A18|9E17|10E8|11N1|12E8
85,43309,timeout,525,150,510.32,3,10,0.5984,0,1.282563,60,162,221,229,75,18,127,24,65,"NA:E,SA:N",0E15|1E16|2E15|3E16|4E16|5E15|6E15|7E15|8E19|9A20|10E20|11A20|12A20
86,43918,timeout,609,150,3.55,11,2,0.5963,0,1.296981,216,40,365,169,75,4,80,4,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9E20|10E20|11A20|12A20
87,44421,timeout,503,150,-19.45,7,5,0.5945,0,1.259400,107,78,255,173,75,2,87,5,73,"NA:N,SA:N",0A9|1A20|2A20|3E19|4A18|5A20|6E19|7A1|8A19|9E20|10E10|11N1|12E10
88,44911,timeout,490,150,129.60,9,4,0.5928,0,1.272884,98,62,230,185,75,6,94,8,73,"NA:N,SA:N",0A17|1A20|2A4|3E19|4A1|5A1|6E20|7A16|8A19|9A18|10E18|11A2|12E5
89,45404,timeout,493,150,186.70,6,7,0.5911,0,1.252559,59,102,230,188,75,8,95,13,71,"NA:N,SA:N",0E1|1E10|2A1|3E16|4E17|5A10|6A14|7A0|8A16|9E20|10E20|11A18|12E18
90,45876,timeout,472,150,120.05,5,7,0.5894,0,1.267196,81,91,225,172,75,6,84,9,74,"NA:N,SA:N",0E14|1E20|2A8|3E20|4A18|5A20|6A20|7A15|8E20|9E6|10E5|11N1|12E6
91,46346,timeout,470,150,-9.35,6,6,0.5878,0,1.240179,82,68,225,170,75,2,85,5,71,"NA:N,SA:N",0E15|1A15|2A1|3E20|4A20|5A20|6A20|7A6|8E20|9E4|10E5|11N1|12E4
92,46857,timeout,511,150,387.28,8,4,0.5860,0,1.222163,80,76,227,209,75,14,111,15,69,"NA:N,SA:N",0A13|1A5|2A3|3E16|4A18|5A6|6A19|7A1|8A15|9E20|10E20|11N1|12E20
93,47434,timeout,577,150,645.70,8,4,0.5840,0,1.221184,74,34,250,252,75,22,148,22,71,"NA:N,SA:N",0A20|1A1|2A15|3A1|4A18|5A3|6A2|7A14|8E6|9E10|10E9|11N1|12E9
94,47999,timeout,565,150,250.55,3,10,0.5820,0,1.213162,31,69,235,255,75,11,160,18,69,"NA:N,SA:N",0E2|1E2|2E2|3E10|4E1|5E8|6E1|7E10|8A10|9A3|10E15|11A18|12E18
95,48528,win,529,95,152.87,13,0,0.5802,0,1.162336,206,0,326,156,47,4,94,1,47,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A3|10A3|11A20|12A0
96,48977,loss,449,100,550.71,0,13,0.5786,0,1.245730,0,114,160,241,48,21,157,31,41,"NA:E,SA:E",0E4|1E5|2E4|3E4|4E4|5E4|6E16|7E4|8E3|9E20|10E15|11E16|12E15
97,49630,timeout,653,150,996.85,9,3,0.5763,0,1.223031,61,35,275,303,75,33,186,34,74,"NA:A,SA:N",0A7|1A17|2A1|3A1|4A6|5A4|6A13|7A2|8A10|9E18|10E9|11N1|12E8
98,50249,timeout,619,150,928.70,3,9,0.5741,0,1.233981,8,53,230,314,75,31,200,36,70,"NA:N,SA:N",0E1|1E1|2A1|3E5|4E5|5A6|6E10|7A1|8E14|9E6|10E5|11N1|12E6
99,50920,timeout,671,150,309.45,10,3,0.5718,0,1.246375,177,40,365,231,75,13,134,13,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9E3|10E17|11A1|12E20
100,51490,win,570,104,378.23,13,0,0.5698,0,1.269702,209,0,332,187,51,11,113,8,50,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9A20|10A3|11A5|12A3
101,51931,loss,441,95,324.76,0,13,0.5682,0,1.265281,0,56,165,233,43,14,156,25,41,"NA:E,SA:E",0E4|1E4|2E3|3E6|4E3|5E3|6E3|7E3|8E3|9E1|10E10|11E2|12E11
102,52125,win,194,38,571.10,13,0,0.5676,0,1.231873,36,0,79,97,18,14,53,11,18,"NA:A,SA:A",0A3|1A2|2A2|3A1|4A13|5A1|6A2|7A2|8A1|9A1|10A0|11A5|12A3
103,52607,loss,482,92,693.84,0,12,0.5659,0,1.223937,0,44,173,270,39,25,183,34,39,"NA:E,SA:N",0E2|1E4|2E3|3E1|4E3|5E4|6E1|7E3|8E3|9E7|10E7|11N1|12E6
104,53430,win,823,149,1090.84,13,0,0.5630,0,1.247268,175,0,423,326,74,33,208,29,74,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A15|8A1|9A3|10A0|11A8|12A8
105,54042,timeout,612,150,1011.43,5,7,0.5609,0,1.226307,25,55,232,305,75,33,188,37,72,"NA:N,SA:N",0E3|1A0|2A2|3E7|4E12|5A3|6A0|7A20|8E18|9E5|10E5|11N1|12E5
106,54722,timeout,680,150,954.17,9,3,0.5585,0,1.249787,177,60,347,258,75,32,143,32,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A19|7A20|8A18|9E20|10E20|11N1|12E20
107,55212,timeout,490,150,-2.97,9,3,0.5568,0,1.265185,178,60,293,122,75,3,36,3,75,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
108,55688,timeout,476,150,-3.59,9,3,0.5551,0,1.230994,178,60,281,120,75,3,34,3,73,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
109,56284,timeout,596,150,191.83,10,3,0.5530,0,1.237590,200,58,342,179,75,9,84,10,73,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11A20|12E20
110,56827,loss,543,118,683.38,0,13,0.5511,0,1.246069,0,77,197,294,52,25,193,35,46,"NA:E,SA:E",0E5|1E4|2E5|3E4|4E4|5E4|6E5|7E4|8E5|9E12|10E4|11E3|12E18
111,57313,timeout,486,150,14.03,9,3,0.5494,0,1.240715,179,59,283,128,75,3,42,3,72,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
112,57807,timeout,494,150,37.40,9,3,0.5477,0,1.264855,180,58,289,130,75,4,42,4,72,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
113,58231,loss,424,83,807.50,0,12,0.5462,0,1.202813,0,39,149,237,38,28,154,36,32,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E2|5E2|6E1|7E3|8E2|9E9|10E6|11N1|12E6
114,58727,loss,496,107,928.70,0,12,0.5445,0,1.270507,0,57,179,270,47,32,169,41,40,"NA:E,SA:N",0E3|1E3|2E4|3E1|4E3|5E10|6E2|7E6|8E3|9E9|10E6|11N1|12E7
115,59009,loss,282,58,353.73,0,13,0.5435,0,1.227066,0,63,92,163,27,14,109,23,26,"NA:E,SA:E",0E4|1E5|2E5|3E6|4E5|5E4|6E8|7E3|8E4|9E4|10E5|11E5|12E5
116,59645,win,636,111,675.79,13,0,0.5412,0,1.288984,200,0,358,223,55,20,136,18,54,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A5|10A1|11A12|12A2
117,59977,win,332,74,784.14,13,0,0.5401,0,1.244146,68,0,143,153,36,21,84,18,35,"NA:A,SA:A",0A17|1A2|2A2|3A1|4A9|5A1|6A2|7A9|8A5|9A3|10A3|11A12|12A2
118,60224,loss,247,53,54.53,0,12,0.5392,0,1.208246,0,38,92,133,22,5,88,14,21,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E1|5E2|6E3|7E1|8E6|9E6|10E6|11N1|12E5
119,60874,timeout,650,150,1044.08,9,3,0.5369,0,1.283045,79,27,278,298,74,34,179,35,70,"NA:A,SA:N",0A9|1A18|2A2|3A1|4A16|5A1|6A12|7A8|8A12|9E9|10E9|11N1|12E9
120,61385,loss,511,105,857.13,0,12,0.5352,0,1.279389,0,48,182,280,49,30,185,39,47,"NA:E,SA:N",0E3|1E3|2E2|3E4|4E2|5E3|6E2|7E3|8E4|9E6|10E8|11N1|12E8
