120,45662,timeout,348,100,-865.99,7,6,0.8554,0,47.492466,61,40,160,138,50,11,68,14,45,"NA:N,SA:N",0E1|1E1|2A1|3E6|4E9|5A16|6E15|7A17|8A1|9A19|10A2|11A5|12E8
121,46034,timeout,372,100,-981.79,3,9,0.8542,0,48.596718,11,31,154,171,47,8,102,13,43,"NA:N,SA:N",0E1|1E1|2E1|3E2|4E12|5E4|6A9|7A1|8A1|9E6|10E2|11N1|12E2
122,46386,timeout,352,100,-961.58,7,5,0.8531,0,48.056900,56,37,155,148,49,12,77,13,43,"NA:N,SA:N",0E2|1A1|2A6|3E6|4A17|5A18|6E20|7A1|8A10|9A3|10E4|11N1|12E5
123,46610,loss,224,56,-810.49,0,12,0.8524,0,49.241013,0,45,92,107,25,4,63,13,21,"NA:E,SA:N",0E1|1E1|2E1|3E3|4E6|5E4|6E8|7E5|8E3|9E8|10E3|11N1|12E2
124,46996,timeout,386,100,-591.32,8,5,0.8512,0,47.965977,44,22,165,171,50,13,99,15,44,"NA:N,SA:A",0E1|1E1|2A2|3E1|4E1|5A1|6E18|7A6|8A14|9A8|10A1|11A2|12A10
125,47362,timeout,366,100,-1249.14,7,5,0.8500,0,48.451373,99,53,195,121,50,2,61,4,49,"NA:N,SA:N",0A18|1A10|2A20|3E18|4A12|5A20|6E6|7A18|8A1|9E15|10E7|11N1|12E7
126,47738,timeout,376,100,-531.81,5,7,0.8488,0,50.080876,30,44,165,161,50,11,91,16,45,"NA:N,SA:N",0E1|1E5|2A4|3E5|4E20|5A3|6A1|7A20|8A2|9E7|10E4|11N1|12E2
127,48078,timeout,340,100,-1002.78,5,7,0.8478,0,47.738629,40,39,150,140,50,4,79,7,44,"NA:N,SA:N",0E1|1E3|2A1|3E10|4A18|5A19|6E14|7A1|8A1|9E4|10E3|11N1|12E4
128,48459,timeout,381,100,-734.41,9,3,0.8465,0,46.815606,57,25,175,156,50,8,90,8,50,"NA:N,SA:N",0A2|1A4|2A16|3E13|4A1|5A6|6A9|7A1|8A2|9A16|10E7|11N1|12E5
129,48822,timeout,363,100,-1708.65,6,6,0.8454,0,47.168784,32,23,150,163,50,9,97,11,41,"NA:N,SA:N",0A6|1E1|2A2|3E1|4E6|5A1|6A3|7A1|8A19|9E9|10E3|11N1|12E3
130,49178,timeout,356,100,-1447.09,11,2,0.8443,0,45.933793,52,31,152,154,50,16,78,14,45,"NA:N,SA:N",0A2|1A1|2A5|3A3|4A1|5A20|6E11|7A5|8A1|9A4|10A1|11A9|12E20
131,49518,timeout,340,100,-2869.32,6,6,0.8432,0,46.248418,53,49,152,138,50,2,77,5,46,"NA:N,SA:N",0A7|1A18|2A6|3E3|4A1|5A20|6E19|7A1|8E15|9E7|10E3|11N1|12E2
132,49893,timeout,375,100,-1080.41,5,8,0.8420,0,46.870595,25,42,155,171,49,12,100,16,41,"NA:N,SA:A",0E1|1E1|2E1|3E3|4E4|5E8|6E18|7E6|8A3|9A1|10A8|11A6|12A7
133,50263,timeout,370,100,-1349.26,9,4,0.8408,0,46.416260,67,30,170,150,50,9,83,9,48,"NA:N,SA:A",0E1|1E5|2A1|3E4|4E20|5A5|6A1|7A17|8A1|9A1|10A18|11A20|12A3
134,50607,timeout,344,100,-1534.69,3,9,0.8397,0,45.213724,32,40,150,144,50,6,79,13,46,"NA:N,SA:N",0E1|1E1|2E1|3E5|4E6|5A1|6E20|7A20|8A11|9E3|10E2|11N1|12E1
135,50962,timeout,355,100,-1250.04,7,5,0.8386,0,46.298288,49,42,150,155,50,12,86,13,44,"NA:N,SA:N",0A2|1A2|2A20|3E4|4A3|5A3|6E20|7A10|8A9|9E11|10E4|11N1|12E3
136,51330,timeout,368,100,-828.71,9,4,0.8375,0,44.338505,92,36,184,134,50,9,67,8,48,"NA:N,SA:A",0E1|1E3|2A3|3E12|4E20|5A20|6A9|7A5|8A6|9A10|10A13|11A20|12A6
137,51694,timeout,364,100,-1671.50,6,6,0.8363,0,44.119362,55,32,160,154,50,5,91,8,48,"NA:N,SA:N",0E1|1A1|2A20|3E9|4E14|5A17|6A14|7A2|8A1|9E4|10E2|11N1|12E2
138,52050,timeout,356,100,-1981.70,6,6,0.8352,0,43.429475,29,38,152,154,50,13,83,15,41,"NA:N,SA:N",0E3|1E3|2A2|3A1|4E20|5A18|6E6|7A4|8A2|9A2|10E3|11N1|12E3
139,52421,timeout,371,100,-1302.18,9,4,0.8340,0,40.727472,72,34,174,147,50,11,78,11,45,"NA:N,SA:A",0A1|1A1|2E1|3E1|4E12|5A14|6E20|7A2|8A19|9A1|10A6|11A20|12A8
140,52777,timeout,356,100,-339.93,7,5,0.8329,0,41.058445,86,32,175,131,50,6,67,7,47,"NA:N,SA:N",0A10|1A20|2A20|3A2|4A11|5A3|6E9|7A20|8E11|9E6|10E2|11N1|12E4
141,53123,timeout,346,100,-1550.76,5,7,0.8318,0,41.264038,52,43,155,142,49,6,76,10,44,"NA:N,SA:N",0E1|1A3|2A15|3E1|4E16|5A18|6E17|7A14|8A2|9E4|10E2|11N1|12E2
142,53483,timeout,360,100,-1477.22,6,7,0.8306,0,41.035575,46,38,155,155,50,13,83,17,43,"NA:N,SA:N",0E1|1E6|2A18|3E2|4E9|5A20|6E18|7A2|8A3|9A2|10E1|11A1|12E1
143,53835,timeout,352,100,-2290.59,4,8,0.8295,0,38.000606,36,37,153,150,49,3,89,7,46,"NA:N,SA:N",0E1|1E1|2A4|3E1|4E6|5A11|6E17|7A20|8A1|9E5|10E3|11N1|12E3
144,54180,timeout,345,100,-3513.64,4,8,0.8284,0,37.883711,36,53,152,143,50,10,75,14,37,"NA:N,SA:N",0E1|1E14|2A12|3E1|4E14|5A18|6A1|7A5|8E17|9E1|10E3|11N1|12E2
145,54521,timeout,341,100,-2355.89,4,8,0.8274,0,35.717144,28,61,153,139,49,4,78,7,43,"NA:N,SA:N",0E1|1E1|2A1|3E15|4E7|5A6|6E20|7A18|8A3|9E12|10E3|11N1|12E2
146,54857,timeout,336,100,-1669.92,6,6,0.8263,0,34.205719,52,48,150,136,50,6,73,8,45,"NA:N,SA:N",0E1|1E1|2A2|3E19|4A2|5A9|6A1|7A20|8A18|9E18|10E4|11N1|12E5
147,55207,timeout,350,100,-2038.39,5,7,0.8252,0,33.529738,33,40,153,148,49,4,86,7,42,"NA:N,SA:N",0E1|1A2|2A6|3E5|4E11|5A20|6E15|7A1|8A4|9E1|10E4|11N1|12E3
148,55618,timeout,411,100,-715.34,11,2,0.8239,0,31.797342,68,20,187,174,50,17,98,15,46,"NA:A,SA:N",0A12|1A7|2A1|3A5|4A4|5A6|6A6|7A2|8A15|9A8|10E3|11A2|12E17
149,55988,timeout,370,100,-1505.19,7,5,0.8227,0,30.301028,58,38,175,145,50,2,85,4,49,"NA:N,SA:N",0A13|1A19|2A7|3E12|4A1|5A1|6E7|7A16|8A1|9E8|10E2|11N1|12E9
150,56313,timeout,325,100,-1063.92,6,7,0.8217,0,29.739540,55,50,150,125,50,3,64,6,43,"NA:N,SA:N",0E1|1E9|2A18|3E14|4E10|5A19|6E12|7A1|8A14|9A1|10E2|11A2|12E2
151,56695,timeout,382,100,-1151.41,11,2,0.8205,0,28.427842,92,25,185,147,50,14,75,12,42,"NA:N,SA:A",0A1|1A3|2A6|3E8|4A1|5A19|6E17|7A3|8A1|9A20|10A19|11A15|12A4
152,57033,timeout,338,100,-1894.65,3,9,0.8194,0,27.995564,38,66,153,137,48,3,75,8,44,"NA:N,SA:N",0E2|1E11|2A20|3E17|4E4|5A1|6E15|7A17|8E6|9E3|10E4|11N1|12E4
153,57380,timeout,347,100,-1040.69,9,4,0.8183,0,26.694402,82,30,163,135,49,4,71,5,46,"NA:N,SA:N",0A16|1A1|2A20|3E1|4A2|5A3|6E19|7A20|8A16|9A2|10E6|11A2|12E4
154,57731,timeout,351,100,-1417.28,5,7,0.8172,0,26.603177,35,35,150,151,50,9,86,11,45,"NA:N,SA:N",0E1|1E1|2E3|3E1|4E17|5A8|6A2|7A20|8A1|9A4|10E9|11N1|12E3
155,58119,timeout,388,100,-686.41,9,4,0.8160,0,25.224006,58,12,173,165,50,14,92,15,46,"NA:N,SA:A",0E1|1E3|2A1|3E1|4E7|5A16|6A15|7A1|8A2|9A14|10A4|11A1|12A4
156,58472,timeout,353,100,-2338.48,8,5,0.8148,0,24.963166,47,40,153,151,49,10,82,11,43,"NA:N,SA:N",0E1|1E11|2A8|3E4|4E20|5A3|6A9|7A2|8A1|9A15|10A8|11A1|12E4
157,58817,timeout,345,100,-973.75,7,6,0.8137,0,23.875799,52,33,152,143,50,8,76,10,44,"NA:N,SA:N",0E1|1E1|2A3|3E1|4E17|5A13|6E7|7A1|8A17|9A5|10A1|11A12|12E6
158,59131,timeout,314,100,-1850.43,7,5,0.8128,0,22.996787,76,49,150,114,50,5,52,6,48,"NA:N,SA:N",0A2|1A20|2A17|3E19|4A10|5A20|6E20|7A4|8A3|9E4|10E3|11N1|12E3
159,59518,timeout,387,100,-654.29,1,11,0.8115,0,21.992790,9,42,167,185,35,5,108,12,25,"NA:N,SA:N",0E1|1E1|2E3|3E9|4E1|5E13|6E5|7A9|8E2|9E2|10E3|11N1|12E2
160,59870,timeout,352,100,-1322.78,8,4,0.8104,0,20.812404,43,25,153,150,49,9,83,9,33,"NA:N,SA:N",0A1|1A16|2A2|3A10|4E18|5A1|6A3|7A8|8A2|9E1|10E3|11N1|12E3
161,60211,timeout,341,100,-1326.00,5,8,0.8093,0,20.911872,44,49,150,141,50,4,79,8,47,"NA:N,SA:N",0E1|1E1|2E6|3E10|4E20|5A13|6E7|7A3|8A15|9A1|10E1|11A12|12E3
162,60548,timeout,337,100,-3372.90,7,5,0.8083,0,19.784701,38,51,152,135,50,1,76,2,41,"NA:N,SA:N",0A11|1A2|2A10|3E15|4A2|5A3|6A1|7A9|8E18|9E6|10E6|11N1|12E6
163,60917,timeout,369,100,-1525.90,11,2,0.8071,0,19.264469,52,37,166,153,50,12,83,10,47,"NA:N,SA:A",0A1|1A2|2A2|3A3|4E18|5A2|6E19|7A12|8A1|9A3|10A3|11A3|12A20
164,61266,timeout,349,100,-2117.03,3,10,0.8060,0,17.801084,18,73,150,149,50,6,85,12,43,"NA:E,SA:N",0E3|1E3|2E3|3E2|4E4|5E3|6E9|7E6|8E20|9A10|10E20|11A7|12A1
165,61593,timeout,327,100,-944.87,4,8,0.8050,0,17.497430,57,44,150,127,50,2,67,7,45,"NA:N,SA:N",0E1|1E1|2A17|3E2|4A1|5A20|6E16|7A19|8E7|9E6|10E4|11N1|12E7
166,61945,timeout,352,100,-1732.31,2,10,0.8038,0,17.685188,22,39,150,152,50,4,91,10,44,"NA:N,SA:N",0E1|1E1|2E1|3E3|4E11|5E3|6E6|7A19|8A3|9E8|10E2|11N1|12E3
167,62280,timeout,335,100,-549.72,6,6,0.8028,0,16.717664,50,48,152,133,50,6,68,9,37,"NA:N,SA:N",0A9|1A2|2A6|3A1|4E15|5A18|6E12|7A14|8E10|9E5|10E3|11N1|12E3
168,62626,timeout,346,100,-1477.93,3,9,0.8017,0,16.688313,36,56,155,141,50,5,78,11,45,"NA:N,SA:N",0E1|1E1|2E1|3E6|4E14|5A18|6E18|7A5|8A13|9E7|10E4|11N1|12E4
169,62980,timeout,354,100,-2311.76,6,7,0.8006,0,16.510121,41,41,152,152,50,6,88,8,43,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E16|5A1|6E12|7A18|8A3|9A1|10E9|11A7|12A11
170,63318,timeout,338,100,-1609.70,7,5,0.7995,0,16.171677,56,36,153,136,49,5,73,6,44,"NA:N,SA:N",0A7|1A1|2A4|3A1|4A5|5A18|6E8|7A20|8E13|9E5|10E5|11N1|12E5
171,63646,timeout,328,100,-1169.61,5,8,0.7985,0,16.236775,56,61,152,126,50,6,62,9,41,"NA:N,SA:N",0E1|1E1|2E1|3E6|4E18|5A7|6E20|7A19|8A13|9A1|10E12|11A16|12E2
172,63969,timeout,323,100,-1577.82,7,5,0.7974,0,15.854119,72,45,150,123,50,7,59,8,46,"NA:N,SA:N",0A17|1A7|2A20|3E7|4A20|5A1|6E17|7A2|8A5|9E16|10E3|11N1|12E2
173,64305,timeout,336,100,-1426.54,3,9,0.7964,0,15.362704,39,48,152,134,50,4,73,8,44,"NA:N,SA:N",0E1|1E1|2E1|3E9|4E19|5A16|6A5|7A18|8E10|9E2|10E3|11N1|12E2
174,64652,timeout,347,100,-2240.03,5,8,0.7953,0,14.997492,57,55,165,132,50,5,67,11,47,"NA:N,SA:N",0E2|1E1|2E1|3E11|4E18|5A16|6E7|7A20|8A7|9E11|10E4|11A8|12A6
175,65014,timeout,362,100,-1506.25,9,3,0.7941,0,14.594939,85,23,172,140,50,6,75,6,45,"NA:A,SA:N",0A20|1A8|2A3|3A3|4A3|5A6|6A8|7A20|8A14|9E17|10E3|11N1|12E3
176,65370,timeout,356,100,-1437.25,4,8,0.7930,0,13.860929,21,52,152,154,50,9,88,12,45,"NA:N,SA:N",0E2|1E4|2E8|3E2|4E19|5A11|6E12|7A1|8A8|9A1|10E2|11N1|12E3
177,65720,timeout,350,100,-1849.59,4,8,0.7919,0,13.388283,31,45,152,148,50,9,80,14,41,"NA:N,SA:N",0E1|1E12|2A10|3E1|4E19|5A16|6E3|7A1|8A4|9E3|10E3|11N1|12E3
178,66056,timeout,336,100,-2881.29,7,5,0.7908,0,12.813960,45,48,152,134,50,1,75,1,43,"NA:N,SA:N",0A11|1A19|2A1|3E13|4A2|5A1|6A1|7A10|8E20|9E5|10E5|11N1|12E5
179,66404,timeout,348,100,-361.39,6,6,0.7897,0,12.300835,72,40,165,133,50,5,69,9,47,"NA:N,SA:N",0A20|1A12|2A5|3E3|4A1|5A20|6E14|7A14|8E6|9E6|10E6|11N1|12E5
180,66749,timeout,345,100,-2992.21,6,6,0.7886,0,12.091831,33,54,152,143,50,5,79,8,45,"NA:N,SA:N",0E1|1A1|2A7|3E16|4E16|5A5|6A1|7A18|8A1|9E10|10E6|11N1|12E5
181,67090,timeout,341,100,-1469.12,6,7,0.7875,0,11.942043,43,45,150,141,50,6,77,9,40,"NA:N,SA:N",0E1|1E1|2E3|3E1|4E20|5A19|6A1|7A1|8A4|9A5|10E18|11A13|12E1
182,67455,timeout,365,100,-271.35,7,5,0.7864,0,12.144648,120,57,202,113,50,5,48,7,46,"NA:N,SA:N",0A17|1A20|2A20|3E11|4A5|5A20|6E15|7A18|8A20|9E16|10E8|11N1|12E7
183,67791,timeout,336,100,-1670.12,6,6,0.7853,0,11.965516,51,50,153,134,49,5,72,6,45,"NA:N,SA:N",0E1|1A1|2A20|3E20|4A20|5A3|6A1|7A6|8E20|9E3|10E3|11N1|12E3
184,68155,timeout,364,100,-409.76,7,5,0.7842,0,11.747615,94,30,180,134,50,7,69,9,47,"NA:N,SA:N",0A20|1A9|2A10|3E3|4A16|5A18|6E8|7A20|8A1|9E10|10E4|11N1|12E5
185,68498,timeout,343,100,-1701.30,6,6,0.7831,0,10.801563,38,45,155,139,49,3,78,4,40,"NA:N,SA:N",0A12|1A1|2A15|3E5|4A7|5A2|6E16|7A1|8E15|9E3|10E3|11N1|12E3
186,68814,timeout,316,100,-862.97,4,8,0.7821,0,10.503047,59,45,143,123,50,2,62,7,44,"NA:N,SA:N",0E1|1A2|2A17|3E5|4E10|5A20|6E9|7A20|8E8|9E2|10E5|11N1|12E5
187,69135,timeout,321,100,-2141.87,6,6,0.7811,0,10.260180,60,57,150,121,50,4,59,7,47,"NA:N,SA:N",0E1|1E16|2A3|3E20|4A1|5A20|6A16|7A16|8A4|9E14|10E3|11N1|12E3
188,69476,timeout,341,100,-1390.31,6,6,0.7800,0,9.973515,55,56,160,131,50,5,68,8,47,"NA:N,SA:N",0A17|1A3|2A3|3E6|4A20|5A9|6E14|7A3|8E19|9E6|10E5|11N1|12E6
189,69820,timeout,344,100,-2286.60,4,8,0.7789,0,9.706074,40,54,152,142,50,5,79,9,45,"NA:N,SA:N",0E1|1A3|2A16|3E10|4E16|5A7|6E1|7A14|8E12|9E5|10E5|11N1|12E4
190,70139,timeout,319,100,-426.08,6,6,0.7779,0,9.506454,81,44,155,114,50,4,52,7,46,"NA:N,SA:N",0A9|1A18|2A2|3E6|4A13|5A20|6E12|7A19|8E18|9E4|10E2|11N1|12E2
191,70526,timeout,387,100,-570.99,9,4,0.7767,0,9.258189,53,19,171,166,50,12,95,12,45,"NA:N,SA:A",0E1|1A3|2A10|3E1|4E16|5A1|6E1|7A2|8A4|9A7|10A20|11A4|12A2
192,70877,timeout,351,100,-1052.54,3,9,0.7756,0,9.016946,41,54,163,139,49,3,77,9,44,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E20|5A20|6E7|7A20|8E11|9E5|10E4|11N1|12E4
193,71224,timeout,347,100,-2571.10,8,5,0.7745,0,8.572161,41,41,151,148,48,7,82,7,43,"NA:N,SA:N",0E1|1E3|2A1|3E4|4A1|5A3|6E20|7A16|8A1|9A17|10A1|11A1|12E13
194,71571,timeout,347,100,-1519.67,8,5,0.7734,0,8.226364,86,44,170,127,50,4,65,5,47,"NA:N,SA:N",0E9|1A16|2A2|3E20|4A20|5A20|6A20|7A3|8A2|9E11|10E3|11A3|12E1
195,71903,timeout,332,100,-2065.89,5,7,0.7723,0,7.939371,59,52,153,130,49,6,66,9,42,"NA:N,SA:N",0E1|1E2|2A18|3E13|4E3|5A5|6A2|7A20|8A14|9E17|10E8|11N1|12E8
196,72226,timeout,323,100,-713.25,6,6,0.7713,0,7.683798,55,52,146,127,50,6,63,8,42,"NA:N,SA:N",0A2|1A1|2A11|3E1|4E17|5A20|6E17|7A4|8A17|9E10|10E4|11N1|12E3
197,72570,timeout,344,100,-742.92,8,4,0.7702,0,7.314099,70,15,152,142,50,13,71,13,43,"NA:N,SA:N",0A3|1A5|2A20|3A5|4E6|5A6|6A10|7A20|8A1|9E3|10E3|11N1|12E3
198,72903,timeout,333,100,-918.39,5,7,0.7691,0,7.185252,60,45,150,133,50,8,69,10,43,"NA:N,SA:N",0A1|1A1|2A19|3E1|4E6|5A19|6E16|7A20|8E13|9E3|10E3|11N1|12E3
199,73248,timeout,345,100,-1236.61,4,8,0.7680,0,6.956035,40,45,150,145,50,7,80,12,45,"NA:N,SA:N",0E1|1E1|2A15|3E1|4E19|5A4|6E11|7A20|8A1|9E4|10E3|11N1|12E5
200,73576,timeout,328,100,-2173.52,5,7,0.7670,0,6.801442,49,64,153,126,49,2,65,6,47,"NA:N,SA:N",0E1|1E1|2A1|3E16|4A2|5A10|6E20|7A20|8A16|9E20|10E3|11N1|12E3
201,73918,timeout,342,100,-1136.23,3,9,0.7659,0,6.537657,39,45,152,140,50,3,80,7,40,"NA:N,SA:N",0E3|1E1|2E1|3E12|4E15|5A18|6E4|7A4|8A17|9E5|10E1|11N1|12E3
202,74265,timeout,347,100,-596.30,7,6,0.7648,0,6.606745,52,21,152,145,50,10,75,13,41,"NA:N,SA:N",0E1|1E5|2A1|3E3|4E2|5A16|6E9|7A18|8A8|9A4|10A2|11A3|12E1
203,74614,timeout,349,100,-1123.48,6,6,0.7637,0,6.468395,45,29,153,147,49,8,81,10,41,"NA:N,SA:N",0A8|1A2|2A1|3A1|4E13|5A20|6E2|7A13|8E6|9E3|10E3|11N1|12E2
204,74997,timeout,383,100,-788.73,7,6,0.7625,0,6.337470,66,33,180,153,50,8,87,10,46,"NA:N,SA:A",0E2|1E1|2E1|3E1|4E8|5A1|6E20|7A1|8A16|9A20|10A5|11A20|12A3
205,75322,timeout,325,100,-912.94,4,8,0.7615,0,6.029177,54,49,150,125,50,5,61,11,45,"NA:N,SA:N",0E1|1E13|2A20|3E4|4A12|5A20|6E9|7A2|8E13|9E3|10E4|11N1|12E2
206,75654,timeout,332,100,-3091.37,5,7,0.7604,0,5.968104,46,61,149,136,47,5,72,6,37,"NA:N,SA:N",0E2|1E12|2A13|3E17|4A11|5A20|6E16|7A1|8A1|9E8|10E3|11N1|12E3
207,75985,timeout,331,100,-669.83,3,9,0.7594,0,6.096544,41,54,150,131,50,8,66,13,44,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E14|5A18|6E20|7A3|8A20|9E11|10E3|11N1|12E2
208,76335,timeout,350,100,-1020.19,7,6,0.7583,0,5.734669,55,43,155,146,49,13,73,15,40,"NA:N,SA:N",0A2|1E1|2E1|3A2|4E13|5A2|6E16|7A20|8A14|9A9|10E9|11A6|12E3
209,76720,timeout,385,100,-2194.91,3,9,0.7571,0,5.793146,13,58,161,177,47,9,107,14,26,"NA:N,SA:N",0E1|1E1|2E6|3E1|4E19|5A10|6A1|7E20|8A2|9E2|10E4|11N1|12E4
210,77068,timeout,348,100,-447.52,7,5,0.7560,0,5.801145,72,22,155,143,50,9,76,11,44,"NA:N,SA:N",0A4|1A17|2A18|3E1|4E6|5A1|6E9|7A14|8A17|9A1|10E3|11N1|12E3
211,77418,timeout,350,100,-2660.27,4,8,0.7548,0,5.807841,33,40,148,152,50,6,89,8,40,"NA:N,SA:N",0E1|1E1|2A7|3E1|4E17|5A1|6E5|7A18|8A7|9E12|10E2|11N1|12E1
212,77779,timeout,361,100,-788.97,8,5,0.7537,0,5.750112,54,31,152,159,50,16,85,15,34,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E20|5A1|6A1|7A18|8A2|9A12|10A1|11A18|12E8
213,78130,timeout,351,100,-582.10,6,6,0.7526,0,5.631017,47,40,152,149,50,11,80,13,43,"NA:N,SA:N",0A2|1A3|2A1|3A1|4E16|5A20|6E6|7A20|8E7|9E4|10E3|11N1|12E4
214,78500,timeout,370,100,-644.52,7,5,0.7514,0,5.925398,67,41,175,145,50,6,81,8,45,"NA:N,SA:N",0A5|1A7|2A11|3E3|4A3|5A20|6E16|7A20|8A1|9E15|10E3|11N1|12E4
215,78851,timeout,351,100,-904.75,7,6,0.7503,0,6.335619,39,27,150,151,50,7,86,8,45,"NA:N,SA:N",0E1|1E1|2E2|3E1|4E20|5A19|6A1|7A5|8A1|9A11|10A1|11A1|12E2
216,79214,timeout,363,100,-1338.76,1,12,0.7492,0,6.545400,19,128,154,166,43,6,97,12,37,"NA:E,SA:N",0E8|1E7|2E7|3E7|4E11|5E7|6E7|7E7|8E9|9E18|10E20|11A19|12E20
217,79551,timeout,337,100,-2533.97,6,6,0.7481,0,7.070244,57,52,155,133,49,3,71,5,45,"NA:N,SA:N",0E1|1A6|2A5|3E20|4A1|5A20|6A5|7A20|8E18|9E5|10E4|11N1|12E4
218,79891,timeout,340,100,-688.64,5,7,0.7470,0,7.348746,65,60,170,120,50,0,61,5,47,"NA:N,SA:N",0E3|1A6|2A20|3E3|4A1|5A20|6E20|7A18|8E9|9E8|10E8|11N1|12E9
219,80208,timeout,317,100,-1504.82,7,5,0.7460,0,8.231081,81,45,150,117,50,4,56,5,46,"NA:N,SA:N",0A15|1A1|2A20|3E6|4A4|5A20|6E20|7A20|8A1|9E9|10E5|11N1|12E5
220,80549,timeout,341,100,-1854.61,4,8,0.7449,0,8.461429,29,57,153,139,49,5,77,8,41,"NA:N,SA:N",0E1|1E1|2E1|3E16|4E20|5A3|6A13|7A12|8A1|9E14|10E3|11N1|12E1
221,80864,timeout,315,100,-709.30,5,7,0.7439,0,8.903039,68,63,150,115,50,10,48,13,42,"NA:N,SA:N",0A10|1E2|2A17|3E1|4E20|5A4|6E20|7A20|8A17|9E14|10E3|11N1|12E3
222,81202,timeout,338,100,-1368.36,3,9,0.7429,0,9.988840,49,62,152,136,50,4,73,10,39,"NA:N,SA:N",0E1|1E1|2E4|3E1|4E20|5A20|6E20|7A20|8A9|9E7|10E4|11N1|12E4
223,81538,timeout,336,100,-1414.90,5,7,0.7418,0,11.319198,50,54,153,134,49,6,70,9,45,"NA:N,SA:N",0A14|1E3|2A2|3A1|4E17|5A19|6E15|7A14|8E7|9E4|10E4|11N1|12E4
224,81859,timeout,321,100,-1288.51,7,5,0.7408,0,12.825333,72,47,153,120,48,5,57,5,43,"NA:N,SA:N",0E6|1A18|2A1|3E20|4A2|5A20|6A5|7A6|8A20|9E12|10E4|11N1|12E5
225,82181,timeout,322,100,-699.41,6,6,0.7398,0,14.661549,59,55,150,122,50,12,54,13,38,"NA:N,SA:N",0A1|1E1|2E9|3A5|4E20|5A13|6A1|7A19|8A20|9E20|10E2|11N1|12E3
226,82499,timeout,318,100,-940.09,4,8,0.7388,0,16.530387,58,63,150,118,50,6,54,10,43,"NA:N,SA:N",0A1|1E5|2A17|3E3|4E20|5A20|6E15|7A20|8E9|9E5|10E3|11N1|12E3
227,82890,timeout,391,100,-2150.86,8,5,0.7375,0,20.133337,85,35,191,150,50,14,77,14,42,"NA:N,SA:A",0E1|1E5|2A11|3E3|4E6|5A20|6E20|7A6|8A1|9A20|10A16|11A4|12A7
228,83216,timeout,326,100,-1437.35,8,5,0.7365,0,24.232496,58,49,150,126,50,7,60,9,46,"NA:N,SA:N",0E3|1A1|2A4|3E18|4A4|5A20|6E20|7A20|8A2|9A4|10E5|11A3|12E3
229,83541,timeout,325,100,-445.85,4,8,0.7355,0,30.067607,52,60,147,128,50,8,62,13,44,"NA:N,SA:N",0E1|1A1|2A17|3E4|4E10|5A14|6E18|7A20|8E18|9E4|10E3|11N1|12E2
230,83854,timeout,313,100,-1350.02,5,7,0.7345,0,34.784020,66,60,150,113,50,7,49,9,43,"NA:N,SA:N",0E1|1E8|2A12|3E5|4E20|5A19|6A1|7A17|8A17|9E20|10E3|11N1|12E3
231,84167,timeout,313,100,-1566.76,5,7,0.7335,0,38.125618,58,60,150,113,50,2,54,5,45,"NA:N,SA:N",0E3|1A20|2A5|3E17|4A1|5A20|6E18|7A12|8E15|9E2|10E2|11N1|12E3
232,84497,timeout,330,100,-893.50,4,8,0.7324,0,40.424663,57,31,150,130,50,2,72,5,42,"NA:N,SA:N",0E1|1E1|2A16|3E1|4E6|5A6|6E16|7A15|8A20|9E1|10E2|11N1|12E3
233,84804,timeout,307,100,-447.68,4,8,0.7315,0,42.300664,68,68,146,111,50,8,46,12,42,"NA:N,SA:N",0E1|1E1|2A19|3A9|4E20|5A20|6E20|7A20|8E17|9E3|10E3|11N1|12E3
234,85147,timeout,343,100,-878.16,6,6,0.7304,0,42.875824,78,71,180,113,50,2,53,5,47,"NA:N,SA:N",0E8|1A7|2A15|3E20|4A19|5A20|6A16|7A1|8E20|9E12|10E5|11N1|12E6
235,85486,timeout,339,100,-1291.20,5,8,0.7293,0,45.537057,47,50,152,137,50,6,73,9,30,"NA:N,SA:N",0E1|1E1|2E1|3E2|4E14|5A1|6E13|7A3|8A18|9A10|10E16|11A15|12E2
236,85811,timeout,325,100,-970.24,5,8,0.7283,0,47.064197,51,55,150,125,50,5,62,9,41,"NA:N,SA:N",0E1|1E1|2E3|3E4|4E6|5A2|6E20|7A20|8A15|9A10|10E18|11A4|12E2
237,86154,timeout,343,100,-1233.71,4,8,0.7272,0,47.952921,58,36,153,141,49,4,79,8,44,"NA:N,SA:N",0E1|1E1|2A15|3E1|4E10|5A16|6A7|7A20|8E14|9E3|10E3|11N1|12E3
238,86477,timeout,323,100,-1090.20,4,9,0.7262,0,46.416558,54,54,150,123,50,4,62,7,41,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E14|5E3|6E10|7A20|8A2|9A18|10E20|11A14|12E3
239,86817,timeout,340,100,-2001.37,3,9,0.7251,0,47.826167,54,45,152,138,50,5,75,10,44,"NA:N,SA:N",0E1|1E1|2A18|3E5|4E18|5A19|6E3|7A17|8E8|9E3|10E3|11N1|12E3
240,87140,timeout,323,100,-963.68,3,9,0.7241,0,48.050383,42,56,150,123,50,1,65,6,37,"NA:N,SA:N",0E1|1E1|2A4|3E1|4E17|5A20|6E15|7A18|8E14|9E2|10E2|11N1|12E3
