71,27205,timeout,378,100,-1221.99,3,9,0.9139,0,4.287113,13,34,150,178,50,11,109,17,45,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E11|5A11|6E8|7A1|8E5|9E3|10E2|11N1|12E2
72,27572,timeout,367,100,-1616.73,9,4,0.9127,0,4.495442,75,40,175,142,50,8,75,9,49,"NA:N,SA:N",0A9|1A19|2A20|3E5|4A1|5A2|6E7|7A20|8E14|9A2|10E14|11A1|12A1
73,27954,timeout,382,100,-340.80,8,4,0.9115,0,4.434153,107,33,200,132,50,8,67,8,47,"NA:N,SA:N",0A20|1A5|2A13|3A20|4A3|5A20|6A11|7A15|8E9|9E15|10E5|11N1|12E4
74,28310,timeout,356,100,-1518.00,7,6,0.9104,0,4.750873,34,24,150,156,50,6,92,8,45,"NA:N,SA:N",0E1|1E3|2A20|3E1|4A1|5A1|6E9|7A7|8A3|9A1|10E7|11A1|12E3
75,28693,timeout,383,100,-1105.56,6,6,0.9091,0,4.998943,23,17,155,179,49,12,108,13,36,"NA:N,SA:N",0E1|1A1|2A12|3A1|4E2|5A2|6E6|7A6|8A1|9E3|10E3|11N1|12E2
76,29109,timeout,416,100,5.99,9,3,0.9078,0,5.410704,129,34,232,134,50,7,68,7,46,"NA:A,SA:N",0A20|1A20|2A20|3A11|4A19|5A19|6A7|7A1|8A12|9E17|10E9|11N1|12E8
77,29514,timeout,405,100,-2085.12,8,5,0.9065,0,5.651962,84,22,195,160,50,7,94,9,48,"NA:N,SA:A",0E1|1A1|2A13|3E4|4E11|5A8|6E5|7A17|8E1|9A1|10A20|11A12|12A12
78,29888,timeout,374,100,-1052.65,5,7,0.9054,0,5.910965,24,30,152,172,50,13,100,17,45,"NA:N,SA:N",0A1|1E2|2A2|3E1|4E1|5A2|6E14|7A2|8A17|9E7|10E2|11N1|12E3
79,30237,timeout,349,100,-1001.03,8,5,0.9042,0,6.125788,50,39,155,145,49,6,79,7,44,"NA:N,SA:N",0E1|1A1|2A1|3E17|4E5|5A1|6A7|7A19|8A17|9A1|10E11|11A3|12E5
80,30676,timeout,439,100,-466.86,12,1,0.9029,0,5.962185,120,5,222,167,50,13,95,10,45,"NA:A,SA:N",0A13|1A5|2A19|3A11|4A2|5A20|6A1|7A18|8A14|9A14|10E5|11A2|12A1
81,31046,timeout,370,100,-1609.37,7,6,0.9017,0,6.130784,28,28,152,170,48,10,99,12,42,"NA:N,SA:N",0E1|1E1|2A13|3E1|4E14|5A2|6E9|7A5|8A1|9A2|10A3|11A2|12E2
82,31459,timeout,413,100,-1510.59,12,1,0.9004,0,6.851778,73,18,188,175,50,14,102,12,46,"NA:N,SA:A",0A1|1A6|2A7|3A2|4A2|5A5|6E18|7A2|8A17|9A1|10A14|11A3|12A13
83,31866,timeout,407,100,-89.96,8,4,0.8991,0,7.620379,119,34,220,137,50,8,71,9,48,"NA:N,SA:N",0A20|1A18|2A18|3A17|4A16|5A20|6E5|7A9|8A1|9E13|10E8|11N1|12E8
84,32215,timeout,349,100,-1857.59,5,8,0.8980,0,8.195829,27,47,153,148,48,4,85,7,43,"NA:N,SA:N",0E1|1E2|2E1|3E7|4E7|5E8|6E20|7A8|8A13|9A4|10A1|11A1|12E1
85,32647,timeout,432,100,-1073.80,1,12,0.8966,0,8.314683,16,216,189,207,36,8,127,16,28,"NA:E,SA:N",0E17|1E17|2E17|3E17|4E18|5E18|6E18|7E17|8E18|9E19|10E20|11A16|12E20
86,33073,timeout,426,100,-2042.44,11,2,0.8953,0,8.759292,46,9,182,195,49,15,120,13,45,"NA:N,SA:A",0A1|1A1|2A1|3E1|4E8|5A3|6A1|7A3|8A3|9A2|10A5|11A18|12A8
87,33459,timeout,386,100,-709.27,7,5,0.8940,0,9.496474,65,40,190,146,50,5,82,8,46,"NA:N,SA:N",0A10|1A1|2A12|3E8|4A20|5A20|6E9|7A1|8A1|9E17|10E3|11N1|12E3
88,33863,timeout,404,100,-302.71,9,3,0.8928,0,10.369695,75,26,183,172,49,17,97,16,46,"NA:A,SA:N",0A13|1A6|2A7|3A3|4A1|5A20|6A8|7A3|8A14|9E19|10E3|11N1|12E4
89,34209,timeout,346,100,-1303.55,4,8,0.8917,0,10.852957,39,43,150,146,50,8,81,12,42,"NA:N,SA:N",0E1|1E1|2E1|3A5|4E14|5A13|6A1|7A20|8E20|9E2|10E2|11N1|12E2
90,34556,timeout,347,100,-2920.87,5,7,0.8906,0,11.779608,32,51,152,145,50,4,83,7,42,"NA:N,SA:N",0E2|1A2|2A13|3E6|4E19|5A1|6A11|7A5|8E16|9E2|10E3|11N1|12E3
91,34886,timeout,330,100,-747.47,7,5,0.8895,0,13.045888,109,65,177,103,50,2,42,4,47,"NA:N,SA:N",0A20|1A20|2A13|3A20|4A1|5A20|6E8|7A15|8E16|9E14|10E14|11N1|12E13
92,35270,timeout,384,100,-2709.55,8,5,0.8883,0,13.725032,42,37,166,168,50,15,95,16,46,"NA:N,SA:A",0E1|1E3|2A1|3E1|4E17|5A1|6E15|7A6|8A2|9A4|10A1|11A20|12A7
93,35665,timeout,395,100,-2041.36,10,3,0.8871,0,15.297244,56,29,172,173,50,16,98,15,46,"NA:N,SA:A",0A1|1E3|2A3|3A2|4E11|5A1|6E15|7A17|8A4|9A7|10A1|11A17|12A3
94,36025,timeout,360,100,-1937.44,7,5,0.8859,0,15.389742,38,33,150,160,50,11,92,12,41,"NA:N,SA:N",0A4|1A2|2A6|3E1|4A5|5A1|6E20|7A19|8A1|9E4|10E4|11N1|12E4
95,36382,timeout,357,100,-741.41,7,6,0.8848,0,15.668528,52,23,150,157,50,18,81,20,48,"NA:N,SA:N",0E1|1E3|2A1|3E1|4E5|5A9|6E2|7A20|8A1|9A18|10E11|11A1|12A2
96,36735,timeout,353,100,-634.54,7,5,0.8837,0,16.602302,68,24,162,141,50,6,77,7,46,"NA:N,SA:N",0A6|1A3|2A20|3A14|4A14|5A10|6E1|7A1|8E9|9E5|10E5|11N1|12E4
97,37100,timeout,365,100,-1649.12,8,5,0.8825,0,18.177010,42,35,155,161,49,9,91,11,45,"NA:N,SA:N",0E3|1A9|2A2|3E3|4A2|5A4|6E18|7A2|8A16|9A3|10E5|11A4|12E6
98,37454,timeout,354,100,-817.79,7,5,0.8814,0,20.299624,72,50,177,127,50,3,65,5,47,"NA:N,SA:N",0A9|1A3|2A20|3E19|4A2|5A20|6A8|7A10|8E12|9E14|10E2|11N1|12E3
99,37831,timeout,377,100,-1804.31,4,8,0.8802,0,20.594501,14,27,150,177,50,10,110,14,37,"NA:N,SA:N",0E1|1E3|2A11|3E1|4E11|5A1|6E4|7A1|8A1|9E3|10E2|11N1|12E2
100,38204,timeout,373,100,-223.34,7,5,0.8790,0,22.073900,71,32,180,143,50,7,78,9,46,"NA:N,SA:N",0A10|1A6|2A20|3E3|4A3|5A1|6E10|7A17|8A14|9E8|10E5|11N1|12E6
101,38575,timeout,371,100,-745.86,8,5,0.8778,0,23.316238,33,26,158,164,49,10,93,13,45,"NA:N,SA:N",0A1|1A1|2A5|3E1|4E4|5A1|6E10|7A20|8A2|9A2|10E6|11A1|12E5
102,38995,timeout,420,100,-82.92,8,4,0.8765,0,24.648505,148,49,245,125,50,4,62,6,46,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A8|7A20|8E11|9E16|10E12|11N1|12E10
103,39391,timeout,396,100,-494.10,8,4,0.8753,0,26.503597,77,29,195,151,50,4,89,5,47,"NA:N,SA:N",0A5|1A8|2A20|3E6|4A1|5A1|6A2|7A20|8A20|9E13|10E5|11N1|12E5
104,39762,timeout,371,100,-2114.26,3,9,0.8741,0,28.517614,13,44,153,169,49,12,99,17,36,"NA:N,SA:N",0E1|1E1|2E3|3E1|4E20|5A2|6E9|7A10|8A1|9E3|10E3|11N1|12E3
105,40130,timeout,368,100,-1451.61,7,5,0.8729,0,29.565998,45,38,157,161,50,14,89,15,47,"NA:N,SA:N",0A1|1A4|2A1|3E2|4A1|5A15|6E17|7A13|8A10|9E11|10E4|11N1|12E4
106,40492,timeout,362,100,-2186.80,2,10,0.8718,0,31.564614,21,45,153,160,49,8,94,14,44,"NA:N,SA:N",0E1|1E1|2E1|3E3|4E3|5E2|6E16|7A1|8A20|9E10|10E4|11N1|12E4
107,40876,timeout,384,100,-1578.45,5,7,0.8706,0,33.111460,13,26,152,182,50,15,109,18,38,"NA:N,SA:N",0E1|1E2|2A1|3E1|4E15|5A4|6A1|7A1|8A6|9E1|10E3|11N1|12E3
108,41250,timeout,374,100,-633.84,7,5,0.8694,0,36.499386,66,20,175,149,50,5,86,6,45,"NA:N,SA:N",0A9|1A20|2A8|3A4|4A4|5A20|6E3|7A1|8E8|9E1|10E1|11N1|12E7
109,41607,timeout,357,100,-1611.85,7,6,0.8682,0,36.442099,52,29,153,155,49,10,86,12,45,"NA:N,SA:N",0E1|1E1|2A14|3E2|4E20|5A1|6E3|7A16|8A13|9A1|10A4|11A3|12E2
110,41973,timeout,366,100,-1916.84,10,3,0.8671,0,37.245271,36,21,150,166,50,18,90,15,46,"NA:N,SA:N",0E1|1A1|2A1|3A1|4E18|5A4|6A1|7A20|8A3|9A1|10A3|11A1|12E2
111,42346,timeout,373,100,-1505.64,6,7,0.8659,0,37.367733,16,28,150,173,50,8,106,12,43,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E14|5A6|6E1|7A1|8A2|9A1|10E9|11A1|12A5
112,42736,timeout,390,100,-853.00,6,6,0.8647,0,37.913068,18,27,155,186,49,16,111,17,43,"NA:N,SA:N",0E1|1E3|2A1|3A1|4E10|5A1|6A1|7A2|8A12|9E7|10E3|11N1|12E3
113,43115,timeout,379,100,-1236.32,7,5,0.8635,0,40.733885,31,17,157,172,50,7,106,9,44,"NA:N,SA:N",0A1|1A1|2A14|3A1|4E1|5A1|6E1|7A12|8A1|9E5|10E5|11N1|12E5
114,43469,timeout,354,100,-1781.12,7,5,0.8623,0,41.021141,43,33,150,154,50,12,84,14,42,"NA:N,SA:N",0A4|1A4|2A1|3A1|4E14|5A10|6A3|7A20|8E8|9E5|10E3|11N1|12E3
115,43842,timeout,373,100,-1039.58,8,4,0.8612,0,43.325606,84,40,185,138,50,3,77,4,42,"NA:N,SA:N",0A2|1A20|2A18|3E18|4A1|5A1|6A20|7A20|8A2|9E14|10E4|11N1|12E4
116,44205,timeout,363,100,-727.97,5,7,0.8600,0,42.885866,36,36,153,161,49,11,92,14,46,"NA:N,SA:N",0E1|1E7|2A10|3E3|4E12|5A4|6A20|7A1|8A1|9E7|10E3|11N1|12E3
117,44550,win,345,96,-958.48,13,0,0.8589,0,43.259681,82,0,156,142,47,8,74,6,44,"NA:A,SA:A",0A9|1A1|2A3|3A2|4A16|5A15|6A1|7A2|8A1|9A20|10A1|11A9|12A2
118,44939,timeout,389,100,-165.82,8,5,0.8577,0,44.693798,24,21,152,187,50,21,107,22,41,"NA:N,SA:N",0E1|1E2|2A3|3E1|4A1|5A1|6A1|7A1|8A11|9A5|10E14|11A1|12E3
119,45314,timeout,375,100,-2114.98,9,4,0.8565,0,46.838400,83,42,190,135,50,3,72,5,49,"NA:N,SA:N",0A4|1A3|2A20|3E18|4A20|5A20|6A13|7A1|8A1|9E13|10E7|11A1|12E4
