18,6833,timeout,395,100,-236.51,11,2,0.9784,0,1.454896,56,10,174,171,50,12,101,9,46,"NA:N,SA:A",0A1|1E3|2A1|3A1|4E7|5A5|6A16|7A2|8A3|9A2|10A14|11A10|12A1
19,7219,timeout,386,100,-459.11,5,8,0.9771,0,1.466213,25,34,160,176,50,8,108,14,45,"NA:N,SA:A",0E1|1E1|2E1|3E1|4E3|5E5|6E11|7E11|8A2|9A11|10A1|11A8|12A3
20,7598,timeout,379,100,-235.79,6,6,0.9759,0,1.401571,24,24,155,174,50,15,101,16,46,"NA:N,SA:N",0E1|1A1|2A1|3A12|4A1|5A1|6E8|7A8|8E8|9E1|10E3|11N1|12E3
21,7986,timeout,388,100,-376.20,4,8,0.9747,0,1.405309,12,27,160,178,50,11,109,16,42,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E3|5A1|6E8|7A9|8A1|9E9|10E2|11N1|12E2
22,8382,timeout,396,100,-470.54,3,10,0.9735,0,1.434891,17,56,163,184,49,10,114,17,45,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E1|6E8|7E5|8E17|9A1|10A15|11A1|12E20
23,8760,timeout,378,100,-309.71,8,5,0.9723,0,1.384469,34,15,150,178,50,12,107,14,47,"NA:N,SA:N",0E1|1E1|2A2|3E9|4E1|5A2|6A14|7A1|8A2|9A10|10A1|11A2|12E3
24,9165,timeout,405,100,-406.79,6,6,0.9710,0,1.365064,33,24,175,181,49,8,113,11,42,"NA:N,SA:N",0E1|1E1|2A2|3E1|4E9|5A2|6A1|7A20|8A3|9A5|10E5|11N1|12E7
25,9589,timeout,424,100,-183.85,8,5,0.9696,0,1.333884,67,39,195,180,49,20,101,20,46,"NA:N,SA:A",0E1|1E1|2A2|3E7|4E10|5A2|6E20|7A1|8A2|9A20|10A19|11A19|12A2
26,9987,timeout,398,100,-422.59,4,9,0.9684,0,1.395196,27,22,152,196,50,14,123,19,39,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E1|5E1|6E3|7E8|8A19|9A2|10A2|11A4|12E5
27,10368,timeout,381,100,-306.80,6,7,0.9672,0,1.360432,22,24,150,181,50,15,108,18,49,"NA:N,SA:A",0E1|1E1|2E1|3E1|4E1|5E2|6E17|7A1|8A10|9A2|10A1|11A1|12A7
28,10753,timeout,385,100,-143.02,8,4,0.9659,0,1.382188,146,46,225,110,50,1,51,2,49,"NA:N,SA:N",0A20|1A20|2A20|3A8|4A20|5A20|6A20|7A18|8E15|9E14|10E8|11N1|12E9
29,11158,timeout,405,100,-475.69,6,7,0.9647,0,1.318637,11,25,160,195,50,11,124,16,45,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E3|5A2|6E13|7A4|8A1|9A2|10E5|11A1|12E1
30,11590,timeout,432,100,-154.21,9,3,0.9633,0,1.321117,132,28,235,147,50,9,80,9,45,"NA:A,SA:N",0A20|1A20|2A14|3A16|4A7|5A20|6A9|7A20|8A6|9E18|10E5|11N1|12E5
31,11992,timeout,402,100,-154.89,5,7,0.9620,0,1.355756,13,21,150,202,50,27,118,30,43,"NA:N,SA:N",0E1|1A1|2A2|3E1|4E6|5E1|6A2|7A7|8A1|9E8|10E2|11N1|12E2
32,12380,timeout,388,100,-356.93,9,4,0.9608,0,1.392579,18,24,153,186,49,13,114,13,40,"NA:N,SA:N",0A3|1E2|2A3|3A1|4E13|5A4|6A1|7A1|8A3|9A1|10E5|11A1|12E4
33,12754,timeout,374,100,-392.29,3,9,0.9596,0,1.388025,22,39,152,172,50,11,104,15,40,"NA:N,SA:N",0E1|1E1|2E3|3E3|4E8|5A1|6E14|7A1|8A20|9E4|10E2|11N1|12E3
34,13127,loss,373,94,-549.53,0,12,0.9584,0,1.320093,0,32,146,182,45,7,118,15,37,"NA:E,SA:N",0E1|1E1|2E1|3E3|4E3|5E4|6E5|7E3|8E4|9E2|10E2|11N1|12E3
35,13371,loss,244,60,-324.58,0,12,0.9577,0,1.359675,0,30,98,119,27,7,72,14,23,"NA:E,SA:N",0E1|1E1|2E1|3E5|4E1|5E1|6E4|7E3|8E3|9E6|10E2|11N1|12E2
36,13804,timeout,433,100,-395.34,7,6,0.9563,0,1.346100,66,21,207,176,50,8,108,11,48,"NA:N,SA:N",0E1|1A10|2A20|3E3|4A20|5A1|6E5|7A10|8E5|9E2|10A1|11A4|12E5
37,14170,timeout,366,100,-257.13,7,5,0.9551,0,1.317034,82,46,185,131,50,3,71,4,45,"NA:N,SA:N",0A20|1A20|2A20|3A1|4A14|5A6|6E17|7A1|8E8|9E12|10E4|11N1|12E5
38,14517,timeout,347,100,-262.75,7,5,0.9540,0,1.367381,42,38,150,147,50,8,82,9,47,"NA:N,SA:N",0A1|1A3|2A1|3A1|4A1|5A20|6E16|7A15|8E6|9E6|10E5|11N1|12E5
39,14936,timeout,419,100,-207.62,9,4,0.9527,0,1.306445,64,19,184,185,50,19,108,19,47,"NA:N,SA:A",0E1|1E1|2A4|3E1|4A1|5A8|6E16|7A1|8A20|9A2|10A20|11A5|12A3
40,15296,timeout,360,100,-310.10,4,8,0.9516,0,1.364701,31,31,150,160,50,10,93,14,47,"NA:N,SA:N",0E1|1E1|2E1|3A2|4E6|5A18|6A10|7A1|8E15|9E2|10E3|11N1|12E2
41,15711,timeout,415,100,-169.66,7,5,0.9502,0,1.416272,99,45,220,145,50,9,77,12,49,"NA:N,SA:N",0A9|1A20|2A9|3A17|4A20|5A20|6E14|7A4|8E7|9E13|10E5|11N1|12E6
42,16050,timeout,339,100,-229.83,6,6,0.9492,0,1.252596,67,37,152,137,50,7,71,10,48,"NA:N,SA:N",0A20|1A20|2A18|3E3|4A5|5A2|6E6|7A2|8E13|9E9|10E3|11N1|12E3
43,16423,loss,373,93,-521.76,0,12,0.9480,0,1.366418,0,35,146,183,44,8,118,16,39,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E4|6E10|7E3|8E3|9E7|10E2|11N1|12E1
44,16766,timeout,343,100,-290.13,6,6,0.9469,0,1.363430,41,33,150,143,50,5,80,8,45,"NA:N,SA:N",0E3|1A1|2A7|3E6|4A17|5A13|6E12|7A2|8A1|9E2|10E5|11N1|12E5
45,17143,timeout,377,100,-284.10,6,6,0.9457,0,1.343043,27,31,152,175,50,14,102,16,44,"NA:N,SA:N",0E10|1A8|2A2|3A1|4A4|5A11|6E12|7A1|8E2|9E3|10E2|11N1|12E2
46,17523,timeout,380,100,-269.70,8,4,0.9445,0,1.354985,45,27,170,160,50,9,93,10,46,"NA:N,SA:N",0A2|1A1|2A4|3A2|4A14|5A1|6E13|7A20|8A1|9E8|10E3|11N1|12E3
47,17883,timeout,360,100,-280.70,5,7,0.9434,0,1.328885,38,25,150,160,50,11,91,15,48,"NA:N,SA:N",0E2|1E1|2A20|3A1|4E5|5A2|6E9|7A1|8A14|9E4|10E2|11N1|12E2
48,18312,timeout,429,100,-191.19,11,2,0.9420,0,1.325546,68,15,191,188,50,20,110,18,41,"NA:N,SA:A",0A4|1E3|2A4|3A2|4E12|5A1|6A1|7A2|8A20|9A10|10A1|11A6|12A17
49,18674,timeout,362,100,-263.43,7,5,0.9409,0,1.366922,38,28,153,160,49,10,92,11,44,"NA:N,SA:N",0A5|1A3|2A1|3E12|4A20|5A1|6A3|7A5|8E3|9E4|10E5|11N1|12E4
50,19066,timeout,392,100,-301.32,7,6,0.9396,0,1.440673,41,27,170,172,50,13,101,15,47,"NA:N,SA:A",0E1|1E1|2E1|3E1|4E12|5A1|6E11|7A8|8A2|9A18|10A7|11A1|12A4
51,19466,timeout,400,100,-311.14,10,3,0.9384,0,1.403614,20,12,160,190,50,14,117,14,46,"NA:N,SA:N",0A2|1A3|2A1|3E6|4A1|5A1|6A6|7A1|8A1|9A1|10E3|11A3|12E3
52,19820,timeout,354,100,-259.63,6,6,0.9372,0,1.363036,56,31,160,144,50,7,79,10,48,"NA:N,SA:N",0A4|1A19|2A1|3E9|4A20|5A3|6E7|7A9|8E4|9E3|10E4|11N1|12E4
53,20198,timeout,378,100,-311.59,8,5,0.9360,0,1.285508,61,33,170,158,50,8,92,9,47,"NA:N,SA:A",0E1|1E1|2A2|3E7|4E4|5A17|6E20|7A1|8A3|9A6|10A20|11A3|12A9
54,20558,timeout,360,100,-300.44,5,7,0.9349,0,1.384931,29,49,150,160,50,12,91,15,47,"NA:N,SA:N",0E1|1E1|2A8|3E19|4A1|5A4|6A2|7A14|8E19|9E3|10E3|11N1|12E3
55,20938,timeout,380,100,-466.89,2,10,0.9337,0,1.414162,13,20,157,177,46,6,108,13,43,"NA:N,SA:N",0E1|1E1|2E1|3E3|4E1|5A3|6E4|7A10|8E3|9E3|10E1|11N1|12E2
56,21291,timeout,353,100,-380.97,6,6,0.9326,0,1.390172,39,42,152,151,50,6,87,7,44,"NA:N,SA:N",0A5|1A19|2A9|3A1|4E17|5A4|6E13|7A1|8E3|9E3|10E3|11N1|12E3
57,21666,timeout,375,100,-458.44,4,9,0.9314,0,1.365491,25,20,150,175,50,8,108,14,45,"NA:N,SA:N",0E2|1E1|2E1|3E1|4E3|5E3|6A1|7E5|8A18|9A1|10E3|11A5|12E1
58,22032,timeout,366,100,-352.26,5,7,0.9302,0,1.376964,28,24,150,166,50,9,100,12,45,"NA:N,SA:N",0E2|1A2|2A5|3E1|4A1|5A1|6E11|7A19|8E2|9E3|10E3|11N1|12E2
59,22406,timeout,374,100,-401.45,5,7,0.9290,0,1.358226,13,24,150,174,50,8,108,12,48,"NA:N,SA:N",0E1|1E1|2A6|3E1|4E15|5A1|6E1|7A1|8A4|9A1|10E1|11N1|12E4
60,22773,timeout,367,100,-284.37,7,5,0.9279,0,1.398894,24,25,150,167,50,11,99,12,45,"NA:N,SA:N",0E6|1A1|2A6|3A1|4A3|5A2|6A10|7A1|8E12|9E1|10E3|11N1|12E3
61,23134,timeout,361,100,-177.91,7,5,0.9267,0,1.379322,88,39,175,136,50,8,70,10,47,"NA:N,SA:N",0A18|1A1|2A20|3E4|4A16|5A11|6E9|7A2|8A20|9E12|10E7|11N1|12E7
62,23492,timeout,358,100,-188.45,8,4,0.9256,0,1.370160,52,23,155,153,50,11,85,11,47,"NA:N,SA:N",0A17|1A1|2A3|3A1|4A4|5A5|6A4|7A17|8E10|9E4|10E4|11N1|12E5
63,23882,timeout,390,100,-375.49,6,7,0.9244,0,1.353140,18,33,155,186,49,12,113,16,42,"NA:N,SA:N",0E1|1E1|2A3|3E1|4E3|5A1|6E2|7A1|8A1|9A4|10E18|11A8|12E7
64,24245,timeout,363,100,-149.49,8,4,0.9232,0,1.390203,100,46,187,126,50,6,61,7,46,"NA:N,SA:N",0A20|1A20|2A5|3A5|4A5|5A20|6A14|7A11|8E13|9E11|10E11|11N1|12E11
65,24621,timeout,376,100,-148.06,8,4,0.9220,0,1.349073,34,18,152,174,50,18,98,16,44,"NA:N,SA:N",0A2|1A12|2A1|3A1|4A11|5A4|6A1|7A2|8E3|9E8|10E3|11N1|12E4
66,24974,timeout,353,100,-289.05,9,3,0.9209,0,1.297150,51,26,160,143,50,4,81,4,48,"NA:N,SA:N",0A4|1A1|2A20|3E19|4A1|5A5|6A9|7A6|8A4|9A1|10E4|11N1|12E3
67,25340,timeout,366,100,-263.92,6,6,0.9198,0,1.337490,42,29,152,164,50,12,93,15,43,"NA:N,SA:N",0A4|1E3|2A3|3E1|4A3|5A14|6E11|7A17|8A1|9E7|10E4|11N1|12E3
68,25695,timeout,355,100,-368.44,4,8,0.9186,0,1.331137,27,39,150,155,50,5,93,9,49,"NA:N,SA:N",0E1|1E2|2A1|3E1|4A10|5A1|6E20|7A15|8E8|9E2|10E2|11N1|12E3
69,26146,timeout,451,100,-198.09,11,2,0.9172,0,1.288397,143,20,252,149,50,7,82,6,47,"NA:N,SA:A",0A10|1A15|2A20|3A16|4A20|5A20|6E7|7A10|8E13|9A1|10A20|11A10|12A1
70,26548,timeout,402,100,-325.85,11,2,0.9159,0,1.260694,17,13,158,194,50,15,121,13,46,"NA:N,SA:A",0A1|1E1|2A1|3A1|4E12|5A1|6A1|7A1|8A2|9A3|10A3|11A2|12A1
71,26923,timeout,375,100,-336.95,6,6,0.9147,0,1.295131,22,27,153,173,49,11,104,13,45,"NA:N,SA:N",0E3|1A1|2A1|3E3|4A14|5A4|6E6|7A1|8A1|9E11|10E2|11N1|12E2
72,27292,timeout,369,100,-377.17,5,7,0.9136,0,1.328667,33,26,155,165,49,7,99,10,45,"NA:N,SA:N",0E1|1E1|2A1|3E5|4A1|5A17|6A1|7A13|8E9|9E3|10E3|11N1|12E4
73,27646,timeout,354,100,-262.75,7,5,0.9125,0,1.319963,33,37,150,154,50,10,87,11,48,"NA:N,SA:N",0A4|1A1|2A3|3E19|4A1|5A3|6A20|7A1|8E9|9E3|10E3|11N1|12E3
74,28025,timeout,379,100,-239.80,8,5,0.9113,0,1.297903,32,20,153,177,49,16,102,17,46,"NA:N,SA:N",0A2|1E1|2A1|3E1|4E12|5A1|6A15|7A1|8A2|9A1|10E5|11A9|12E1
75,28473,timeout,448,100,-351.02,11,2,0.9098,0,1.370011,75,8,219,179,50,7,112,7,47,"NA:N,SA:A",0A9|1A1|2A20|3E5|4A4|5A15|6E3|7A1|8A1|9A2|10A16|11A2|12A4
76,28800,timeout,327,100,-285.50,5,7,0.9088,0,1.291368,64,39,152,125,50,1,66,4,45,"NA:N,SA:N",0E1|1A12|2A8|3E12|4A20|5A20|6E4|7A4|8E10|9E4|10E4|11N1|12E4
77,29145,timeout,345,100,-375.23,5,7,0.9077,0,1.279639,38,36,150,145,50,3,85,6,43,"NA:N,SA:N",0E1|1E1|2A1|3E6|4E1|5A20|6E20|7A13|8A1|9A3|10E4|11N1|12E3
78,29502,timeout,357,100,-205.08,7,5,0.9066,0,1.322251,58,21,155,152,50,11,83,13,49,"NA:N,SA:N",0E3|1A20|2A16|3E3|4A1|5A16|6A1|7A3|8A1|9E5|10E5|11N1|12E5
79,29863,timeout,361,100,-378.77,7,6,0.9054,0,1.241778,17,42,150,161,50,7,96,9,42,"NA:N,SA:N",0E1|1E5|2A2|3E2|4E20|5A4|6E6|7A2|8A2|9A2|10A4|11A1|12E8
80,30224,loss,361,90,-499.75,0,12,0.9043,0,1.262695,0,33,148,173,40,6,108,15,35,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E8|5E3|6E1|7E3|8E3|9E7|10E2|11N1|12E2
81,30585,timeout,361,100,-148.98,8,4,0.9031,0,1.458701,106,51,197,114,50,2,53,3,45,"NA:N,SA:N",0A20|1A20|2A4|3A8|4A1|5A20|6A17|7A16|8E18|9E15|10E9|11N1|12E9
82,30956,timeout,371,100,-415.48,3,9,0.9020,0,1.308066,13,32,150,171,50,9,105,14,39,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E4|5A3|6E19|7A9|8A1|9E1|10E2|11N1|12E2
83,31452,timeout,496,100,-154.14,11,2,0.9004,0,1.363330,191,9,292,154,50,9,87,7,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A12|8A20|9E7|10E2|11A15|12A4
84,31785,timeout,333,100,-227.52,9,4,0.8993,0,1.409284,54,44,150,133,50,5,70,5,46,"NA:N,SA:N",0A1|1A18|2A1|3E19|4A15|5A12|6E17|7A1|8A2|9A1|10E3|11A3|12E5
85,32212,timeout,427,100,-137.84,9,3,0.8980,0,1.350317,171,41,257,120,50,2,58,3,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A18|8A13|9E19|10E11|11N1|12E11
86,32570,timeout,358,100,-330.98,3,9,0.8969,0,1.437250,20,46,150,158,50,9,91,15,49,"NA:N,SA:N",0E1|1E1|2E4|3E10|4E18|5A13|6E4|7A6|8A1|9E4|10E2|11N1|12E2
87,32911,timeout,341,100,-184.70,7,6,0.8958,0,1.367951,48,32,150,141,50,10,74,10,43,"NA:N,SA:A",0E1|1E1|2E1|3E10|4E17|5E2|6A1|7A17|8A8|9A17|10A2|11A1|12A2
88,33268,timeout,357,100,-341.22,3,9,0.8947,0,1.350985,19,35,150,157,50,8,92,13,47,"NA:N,SA:N",0E1|1E3|2A17|3E1|4E13|5A1|6E8|7A1|8E2|9E2|10E3|11N1|12E2
89,33620,timeout,352,100,-291.01,6,6,0.8935,0,1.461717,23,42,150,152,50,8,86,11,45,"NA:N,SA:N",0A9|1A1|2A5|3E16|4A1|5A1|6E12|7A6|8E3|9E5|10E3|11N1|12E3
90,34045,timeout,425,100,-159.29,8,4,0.8922,0,1.424622,145,26,243,133,49,5,69,6,45,"NA:N,SA:N",0A20|1A20|2A20|3A14|4A20|5A11|6A20|7A20|8E3|9E13|10E5|11N1|12E5
91,34392,timeout,347,100,-302.22,6,6,0.8911,0,1.460981,36,35,150,147,50,7,83,9,41,"NA:N,SA:N",0E1|1E3|2A3|3E17|4A15|5A8|6A2|7A1|8A7|9E9|10E3|11N1|12E2
92,34754,timeout,362,100,-385.08,4,8,0.8899,0,1.476039,31,36,152,160,50,7,95,10,41,"NA:N,SA:N",0E1|1E1|2A11|3E1|4E3|5A17|6E19|7A2|8A1|9E5|10E3|11N1|12E3
93,35132,timeout,378,100,-194.46,6,7,0.8887,0,1.500550,86,55,184,144,50,12,73,16,44,"NA:N,SA:A",0E1|1E5|2E3|3E2|4E17|5E19|6E8|7A16|8A20|9A5|10A20|11A20|12A5
94,35457,timeout,325,100,-237.39,7,5,0.8877,0,1.456930,57,45,150,125,50,4,64,5,47,"NA:N,SA:N",0A3|1A2|2A5|3A20|4A20|5A2|6E14|7A5|8E15|9E6|10E5|11N1|12E5
95,35815,timeout,358,100,-251.39,8,5,0.8866,0,1.540068,39,41,150,158,50,12,88,13,47,"NA:N,SA:N",0E1|1E6|2A4|3E7|4E7|5A7|6A1|7A1|8A5|9A14|10E20|11A6|12A1
96,36168,timeout,353,100,-293.20,6,6,0.8855,0,1.489353,82,51,180,123,50,0,65,3,44,"NA:N,SA:N",0A12|1A20|2A20|3E8|4A20|5A1|6E17|7A9|8E10|9E10|10E3|11N1|12E3
97,36508,timeout,340,100,-307.69,9,3,0.8844,0,1.536742,51,28,150,140,50,3,80,2,45,"NA:N,SA:N",0A4|1A1|2A1|3E14|4A18|5A11|6A1|7A9|8A3|9A3|10E7|11N1|12E7
98,36850,timeout,342,100,-338.30,5,7,0.8833,0,1.561573,49,48,155,138,49,2,77,5,45,"NA:N,SA:N",0E1|1A6|2A20|3E14|4A1|5A20|6E9|7A2|8E10|9E5|10E4|11N1|12E5
99,37235,timeout,385,100,-250.62,10,3,0.8821,0,1.472580,63,33,176,159,50,11,90,10,44,"NA:N,SA:A",0A3|1E4|2A2|3A3|4E9|5A2|6E20|7A1|8A11|9A6|10A7|11A20|12A8
100,37568,timeout,333,100,-244.81,7,6,0.8810,0,1.670589,47,38,150,133,50,4,71,6,43,"NA:N,SA:N",0E1|1E17|2A15|3E7|4E5|5A2|6A9|7A15|8A1|9A1|10E3|11A4|12E5
101,37963,timeout,395,100,-234.55,10,3,0.8798,0,1.875688,64,24,175,170,50,13,98,13,48,"NA:N,SA:N",0E1|1A2|2A1|3E16|4A12|5A16|6A20|7A1|8A6|9A1|10E7|11A3|12A2
102,38336,timeout,373,100,-271.17,4,8,0.8786,0,1.683831,35,30,160,163,50,12,93,16,44,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E11|5A7|6E10|7A20|8A7|9E2|10E2|11N1|12E2
103,38689,timeout,353,100,-290.01,3,9,0.8775,0,1.658234,38,44,155,149,49,8,82,13,40,"NA:N,SA:N",0E1|1E1|2E2|3E2|4E20|5A17|6A1|7A20|8E8|9E2|10E4|11N1|12E4
104,39088,timeout,399,100,-480.63,1,11,0.8762,0,1.817559,14,43,177,182,40,5,110,12,33,"NA:N,SA:N",0E1|1E1|2E2|3E1|4E8|5E8|6E8|7A14|8E8|9E2|10E2|11N1|12E2
105,39440,timeout,352,100,-402.19,5,8,0.8751,0,1.894074,29,41,150,152,50,5,89,9,48,"NA:N,SA:N",0E1|1E1|2E2|3E1|4E11|5A12|6E16|7A1|8A11|9A1|10E8|11A4|12E1
106,39799,timeout,359,100,-370.69,6,6,0.8740,0,2.013610,30,33,153,157,49,6,94,7,47,"NA:N,SA:N",0E1|1E6|2A17|3E9|4A8|5A2|6A1|7A1|8A1|9E11|10E3|11N1|12E3
107,40175,timeout,376,100,-311.78,5,7,0.8728,0,1.725122,16,38,152,174,50,13,102,17,45,"NA:N,SA:N",0E1|1E1|2A2|3A1|4E5|5A11|6A1|7A1|8E15|9E9|10E4|11N1|12E3
108,40536,timeout,361,100,-314.80,7,5,0.8716,0,1.731947,31,16,150,161,50,8,96,9,45,"NA:N,SA:N",0A4|1A1|2A3|3A13|4A4|5A5|6E5|7A1|8E5|9E1|10E2|11N1|12E3
109,40914,timeout,378,100,-478.37,1,11,0.8704,0,1.960402,17,71,168,169,41,5,98,12,34,"NA:N,SA:N",0E1|1E9|2E1|3E1|4E12|5E13|6E14|7A17|8E13|9E2|10E3|11N1|12E2
110,41267,timeout,353,100,-153.35,7,5,0.8693,0,2.181083,107,73,195,108,50,2,48,4,48,"NA:N,SA:N",0A20|1A10|2A14|3A17|4A20|5A20|6E6|7A6|8E12|9E19|10E18|11N1|12E18
111,41629,timeout,362,100,-329.78,4,8,0.8682,0,2.109202,34,35,150,162,50,10,94,15,45,"NA:N,SA:N",0E2|1E1|2A16|3E1|4E13|5A15|6E6|7A1|8A2|9E8|10E2|11N1|12E2
112,41999,timeout,370,100,-380.33,8,5,0.8670,0,2.062799,24,24,150,170,50,7,104,9,48,"NA:N,SA:N",0E3|1A1|2A17|3E7|4A1|5A1|6E9|7A1|8A1|9A1|10E1|11A1|12E4
113,42362,timeout,363,100,-361.63,4,8,0.8659,0,2.262304,21,44,150,163,50,9,97,13,44,"NA:N,SA:N",0E1|1E1|2E4|3E5|4E20|5A1|6A1|7A18|8A1|9E7|10E3|11N1|12E3
114,42704,timeout,342,100,-259.75,6,6,0.8648,0,1.977642,45,47,150,142,50,8,77,10,44,"NA:N,SA:N",0E18|1A13|2A20|3A1|4A8|5A2|6E11|7A1|8E10|9E2|10E3|11N1|12E3
115,43065,timeout,361,100,-293.42,5,8,0.8636,0,1.832441,68,62,179,133,49,4,70,8,43,"NA:N,SA:A",0E1|1E1|2E1|3E11|4E13|5E7|6E16|7E12|8A12|9A20|10A12|11A20|12A4
116,43438,timeout,373,100,-325.65,6,7,0.8624,0,1.661296,22,37,152,171,50,11,100,14,43,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E16|5A8|6A4|7A3|8A2|9A3|10E6|11A2|12E11
117,43818,timeout,380,100,-377.73,6,6,0.8612,0,1.464139,9,19,150,180,50,11,112,13,42,"NA:N,SA:N",0E2|1E1|2A1|3A3|4E11|5A1|6A1|7A1|8A2|9E1|10E2|11N1|12E2
118,44166,timeout,348,100,-216.42,10,3,0.8601,0,1.346222,59,34,150,148,50,10,79,10,49,"NA:N,SA:N",0E1|1A16|2A1|3A3|4E14|5A2|6A11|7A1|8A1|9A20|10A3|11A1|12E19
119,44539,timeout,373,100,-307.72,7,6,0.8590,0,1.201563,23,36,150,173,50,12,103,14,47,"NA:N,SA:N",0E1|1E2|2A1|3E8|4A5|5A3|6E20|7A1|8A9|9A1|10E2|11A3|12E3
