27,14894,timeout,745,150,945.15,9,4,0.6979,0,1.805711,67,22,325,345,75,32,229,32,74,"NA:N,SA:N",0A6|1A8|2A20|3A1|4A20|5A2|6A1|7A6|8E5|9E3|10E7|11A3|12E7
28,15203,loss,309,70,187.71,0,13,0.6968,0,1.836944,0,46,110,166,33,9,110,19,28,"NA:E,SA:E",0E3|1E4|2E3|3E3|4E4|5E4|6E7|7E4|8E3|9E1|10E3|11E3|12E4
29,15512,loss,309,64,242.61,0,13,0.6957,0,1.816806,0,67,110,172,27,11,114,20,24,"NA:E,SA:E",0E3|1E3|2E3|3E4|4E3|5E3|6E5|7E3|8E4|9E7|10E13|11E3|12E13
30,15953,loss,441,86,591.68,0,13,0.6942,0,1.818132,0,94,167,239,35,22,155,32,34,"NA:E,SA:E",0E4|1E3|2E4|3E4|4E4|5E4|6E6|7E4|8E5|9E13|10E20|11E3|12E20
31,16634,timeout,681,150,1123.85,8,4,0.6918,0,1.843395,92,32,295,311,75,37,191,38,74,"NA:N,SA:N",0A11|1A12|2A12|3A10|4A20|5A2|6A6|7A19|8E3|9E10|10E9|11N1|12E10
32,17279,timeout,645,150,760.54,4,9,0.6895,0,1.890095,80,179,283,287,75,27,176,32,72,"NA:E,SA:A",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E19|9A20|10A20|11A20|12A20
33,17797,loss,518,103,412.24,0,13,0.6877,0,1.845331,0,107,203,270,45,17,184,28,42,"NA:E,SA:E",0E7|1E8|2E8|3E8|4E8|5E8|6E7|7E8|8E7|9E7|10E15|11E13|12E3
34,18401,loss,604,127,574.05,0,12,0.6856,0,1.817242,0,50,234,313,57,22,212,31,53,"NA:E,SA:N",0E3|1E2|2E2|3E2|4E2|5E3|6E5|7E6|8E3|9E10|10E6|11N1|12E6
35,19144,timeout,743,150,378.63,12,1,0.6830,0,1.784895,240,15,422,246,75,15,147,12,70,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E15|10A20|11A20|12A20
36,19439,loss,295,57,524.15,0,12,0.6820,0,1.772596,0,52,104,169,22,19,106,27,17,"NA:E,SA:N",0E3|1E3|2E2|3E3|4E2|5E3|6E11|7E3|8E3|9E7|10E6|11N1|12E6
37,20097,timeout,658,150,601.45,10,3,0.6797,0,1.796567,67,7,285,298,75,21,193,21,74,"NA:A,SA:N",0A7|1A20|2A20|3A3|4A2|5A3|6A0|7A10|8A2|9E5|10E1|11A0|12E1
38,20541,loss,444,96,628.06,0,13,0.6781,0,1.747436,0,50,155,245,44,23,159,33,40,"NA:E,SA:E",0E3|1E3|2E2|3E3|4E2|5E3|6E2|7E3|8E1|9E7|10E9|11E3|12E9
39,21284,timeout,743,150,451.71,12,1,0.6755,0,1.861038,177,17,391,277,75,17,175,16,75,"NA:N,SA:A",0A18|1A5|2A20|3A18|4A18|5A14|6E17|7A20|8A6|9A6|10A12|11A20|12A20
40,21988,timeout,704,150,648.40,10,3,0.6730,0,1.813823,121,13,340,289,75,23,181,24,74,"NA:A,SA:N",0A12|1A20|2A13|3A11|4A20|5A8|6A20|7A14|8A3|9E3|10E4|11A0|12E6
41,22082,win,94,17,207.89,13,0,0.6727,0,1.730500,42,0,48,38,8,3,14,2,8,"NA:A,SA:A",0A4|1A4|2A3|3A10|4A2|5A2|6A3|7A4|8A2|9A5|10A1|11A0|12A2
42,22498,loss,416,85,565.65,0,13,0.6713,0,1.801288,0,43,144,232,40,21,156,30,37,"NA:E,SA:E",0E2|1E3|2E2|3E3|4E3|5E3|6E6|7E2|8E3|9E6|10E3|11E3|12E4
43,23234,win,736,131,538.39,13,0,0.6687,0,1.769819,190,0,408,263,65,17,169,15,64,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A9|9A3|10A11|11A4|12A3
44,23423,win,189,35,564.69,13,0,0.6680,0,1.735775,54,0,88,84,17,14,41,12,17,"NA:A,SA:A",0A16|1A2|2A7|3A1|4A4|5A7|6A4|7A7|8A1|9A0|10A1|11A2|12A2
45,24079,timeout,656,150,727.53,8,4,0.6657,0,1.760377,85,37,292,289,75,25,180,26,72,"NA:N,SA:N",0A5|1A3|2A20|3A20|4A4|5A9|6A7|7A17|8E4|9E9|10E12|11N1|12E12
46,24766,timeout,687,150,951.65,8,4,0.6633,0,1.798819,90,24,315,297,75,32,181,34,74,"NA:N,SA:N",0A20|1A11|2A20|3A14|4A1|5A4|6A11|7A9|8E4|9E5|10E8|11N1|12E7
47,25038,loss,272,46,345.88,0,13,0.6624,0,1.739097,0,42,97,160,15,14,105,24,12,"NA:E,SA:E",0E3|1E3|2E4|3E3|4E3|5E3|6E3|7E3|8E3|9E1|10E4|11E3|12E6
48,25399,win,361,68,665.74,13,0,0.6611,0,1.729958,82,0,173,155,33,18,91,16,32,"NA:A,SA:A",0A9|1A1|2A4|3A20|4A6|5A1|6A3|7A16|8A3|9A14|10A1|11A3|12A1
49,26069,timeout,670,150,1428.76,5,7,0.6588,0,1.734956,13,45,246,351,73,46,220,50,61,"NA:N,SA:N",0A1|1E2|2E1|3A0|4E6|5E4|6A4|7A4|8A4|9E16|10E9|11N1|12E7
50,26725,timeout,656,150,256.45,11,2,0.6565,0,1.769518,170,32,345,236,75,11,141,10,72,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A13|5A20|6A12|7A20|8E18|9E14|10A6|11A18|12A1
51,27057,win,332,55,190.51,13,0,0.6553,0,1.728149,157,0,210,95,27,4,52,2,27,"NA:A,SA:A",0A14|1A20|2A20|3A20|4A20|5A5|6A12|7A20|8A14|9A3|10A3|11A2|12A4
52,27774,win,717,131,561.20,13,0,0.6528,0,1.697147,174,0,379,273,65,17,180,14,64,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A16|5A20|6A20|7A20|8A3|9A0|10A3|11A1|12A11
53,28417,timeout,643,150,693.00,9,4,0.6505,0,1.698060,95,38,290,278,75,24,169,26,73,"NA:N,SA:N",0A20|1A20|2A20|3A6|4A1|5A1|6A12|7A15|8E18|9E7|10E6|11A0|12E7
54,28735,loss,318,62,241.10,0,13,0.6494,0,1.662550,0,48,119,172,27,11,115,21,25,"NA:E,SA:E",0E3|1E3|2E3|3E3|4E4|5E3|6E3|7E3|8E3|9E1|10E8|11E3|12E8
55,29131,loss,396,87,477.78,0,12,0.6480,0,1.648440,0,37,137,218,41,18,145,27,36,"NA:E,SA:N",0E1|1E2|2E2|3E1|4E1|5E3|6E3|7E2|8E7|9E5|10E5|11N1|12E5
56,29864,timeout,733,150,745.20,9,3,0.6455,0,1.649243,166,24,370,288,75,26,178,27,70,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A6|9E9|10E7|11N1|12E8
57,30541,timeout,677,150,178.46,9,3,0.6431,0,1.675437,179,29,366,236,75,9,145,8,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E18|10E6|11N1|12E5
58,31296,timeout,755,150,612.08,10,3,0.6405,0,1.609683,166,17,387,293,75,22,186,22,74,"NA:A,SA:N",0A20|1A20|2A20|3A11|4A20|5A20|6A20|7A17|8A17|9E11|10E0|11A1|12E6
59,31658,win,362,57,259.78,13,0,0.6392,0,1.624490,141,0,217,117,28,6,72,3,28,"NA:A,SA:A",0A20|1A17|2A7|3A20|4A18|5A20|6A15|7A3|8A14|9A3|10A2|11A1|12A1
60,31896,win,238,37,178.31,13,0,0.6384,0,1.646142,116,0,150,70,18,3,37,1,18,"NA:A,SA:A",0A16|1A8|2A5|3A4|4A20|5A5|6A20|7A16|8A15|9A2|10A1|11A1|12A3
61,32409,win,513,81,232.15,13,0,0.6366,0,1.638591,198,0,314,159,40,6,102,3,40,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A14|5A20|6A20|7A20|8A16|9A3|10A9|11A10|12A6
62,32750,loss,341,71,282.26,0,13,0.6354,0,1.609287,0,47,125,187,29,12,123,22,27,"NA:E,SA:E",0E2|1E3|2E3|3E2|4E3|5E2|6E2|7E2|8E1|9E6|10E9|11E3|12E9
63,33486,timeout,736,150,676.00,8,4,0.6328,0,1.603532,86,28,350,311,75,24,203,26,74,"NA:N,SA:N",0A20|1A18|2A20|3A1|4A5|5A4|6A2|7A16|8E4|9E9|10E8|11N1|12E7
64,33666,loss,180,37,73.36,0,12,0.6322,0,1.577303,0,35,65,100,15,5,64,14,14,"NA:E,SA:N",0E2|1E2|2E1|3E1|4E1|5E1|6E3|7E1|8E9|9E4|10E5|11N1|12E5
65,33849,loss,183,37,174.06,0,12,0.6315,0,1.602676,0,36,65,103,15,8,65,16,13,"NA:E,SA:N",0E2|1E2|2E2|3E1|4E2|5E2|6E1|7E3|8E6|9E5|10E5|11N1|12E5
66,34557,win,708,111,226.86,13,0,0.6291,0,1.588292,233,0,425,228,55,7,154,5,53,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9A3|10A20|11A16|12A16
67,34901,win,344,55,296.21,13,0,0.6278,0,1.585729,146,0,210,107,27,7,62,4,26,"NA:A,SA:A",0A20|1A10|2A20|3A17|4A20|5A2|6A20|7A20|8A9|9A3|10A0|11A0|12A5
68,35128,loss,227,43,272.01,0,12,0.6271,0,1.518096,0,38,80,132,15,11,86,18,12,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E2|5E2|6E2|7E2|8E3|9E9|10E5|11N1|12E5
69,35692,win,564,87,117.48,13,0,0.6251,0,1.583606,193,0,347,174,43,3,116,1,42,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A9|6A8|7A20|8A20|9A3|10A17|11A10|12A6
70,36060,loss,368,69,503.82,0,12,0.6238,0,1.524289,0,43,131,212,25,19,141,27,21,"NA:E,SA:N",0E2|1E2|2E3|3E2|4E2|5E2|6E1|7E5|8E3|9E9|10E6|11N1|12E6
71,36488,win,428,67,208.08,13,0,0.6223,0,1.556756,154,0,257,138,33,5,88,3,32,"NA:A,SA:A",0A20|1A5|2A20|3A20|4A20|5A11|6A4|7A20|8A18|9A5|10A5|11A3|12A3
72,36826,loss,338,67,382.42,0,12,0.6211,0,1.546733,0,44,121,189,28,15,125,25,27,"NA:E,SA:N",0E2|1E3|2E3|3E2|4E6|5E3|6E1|7E3|8E2|9E7|10E6|11N1|12E6
73,37520,win,694,145,231.11,13,0,0.6187,0,1.540812,204,0,390,232,72,7,141,5,71,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A11|10A3|11A7|12A3
74,37810,win,290,48,340.25,13,0,0.6177,0,1.562349,150,0,184,83,23,8,40,5,22,"NA:A,SA:A",0A13|1A10|2A9|3A10|4A20|5A20|6A20|7A13|8A20|9A3|10A1|11A10|12A1
75,38309,loss,499,108,863.19,0,12,0.6159,0,1.549726,0,41,178,271,50,30,174,39,47,"NA:E,SA:N",0E3|1E3|2E2|3E2|4E3|5E3|6E2|7E3|8E4|9E5|10E6|11N1|12E5
76,39130,timeout,821,150,941.40,11,2,0.6130,0,1.547153,196,6,419,327,75,32,211,30,71,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A17|9A3|10E4|11A16|12E2
77,39520,win,390,69,423.99,13,0,0.6117,0,1.529511,154,0,228,128,34,11,72,8,32,"NA:A,SA:A",0A20|1A2|2A17|3A13|4A20|5A14|6A8|7A20|8A6|9A3|10A14|11A12|12A5
78,39954,loss,434,94,542.52,0,12,0.6102,0,1.531073,0,46,161,228,45,20,150,28,41,"NA:E,SA:N",0E2|1E2|2E3|3E3|4E2|5E2|6E2|7E3|8E7|9E5|10E7|11N1|12E8
79,40204,loss,250,53,196.07,0,13,0.6093,0,1.610566,0,73,86,140,24,9,94,17,19,"NA:E,SA:E",0E4|1E4|2E4|3E5|4E4|5E4|6E8|7E10|8E3|9E13|10E5|11E4|12E5
80,40485,loss,281,52,393.03,0,12,0.6083,0,1.596608,0,39,92,168,21,15,113,24,20,"NA:E,SA:N",0E3|1E3|2E3|3E2|4E1|5E3|6E2|7E1|8E3|9E6|10E6|11N1|12E6
81,41003,loss,518,108,916.69,0,13,0.6065,0,1.562746,0,62,178,290,50,32,189,43,46,"NA:E,SA:E",0E3|1E3|2E4|3E3|4E3|5E3|6E3|7E12|8E3|9E1|10E15|11E2|12E7
82,41570,win,567,96,322.05,13,0,0.6045,0,1.570046,225,0,344,176,47,9,108,6,46,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A19|10A3|11A16|12A7
83,42327,win,757,131,620.56,13,0,0.6019,0,1.606470,237,0,435,257,65,19,162,16,63,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A18|10A3|11A17|12A19
84,42377,win,50,7,146.08,13,0,0.6017,0,1.587578,35,0,27,20,3,1,3,0,3,"NA:A,SA:A",0A2|1A13|2A3|3A0|4A4|5A3|6A1|7A2|8A2|9A1|10A1|11A0|12A3
85,42834,loss,457,92,799.53,0,13,0.6001,0,1.606361,0,49,152,264,41,28,175,38,39,"NA:E,SA:E",0E3|1E2|2E3|3E3|4E3|5E3|6E3|7E3|8E3|9E3|10E11|11E3|12E6
86,43407,win,573,95,763.54,13,0,0.5981,0,1.630436,218,0,343,183,47,22,104,18,46,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9A1|10A2|11A19|12A20
87,43616,win,209,33,354.96,13,0,0.5973,0,1.641667,99,0,125,68,16,8,32,6,15,"NA:A,SA:A",0A15|1A5|2A13|3A7|4A1|5A6|6A6|7A14|8A20|9A3|10A1|11A6|12A2
88,44159,win,543,91,423.74,13,0,0.5954,0,1.632231,217,0,333,165,45,12,97,9,43,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9A2|10A3|11A15|12A18
89,44466,win,307,49,369.91,13,0,0.5944,0,1.542577,125,0,180,103,24,9,58,7,22,"NA:A,SA:A",0A20|1A18|2A11|3A10|4A1|5A8|6A2|7A20|8A18|9A3|10A9|11A1|12A4
90,45098,win,632,101,608.71,13,0,0.5922,0,1.603255,191,0,360,222,50,18,142,16,50,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A4|7A20|8A11|9A3|10A13|11A0|12A20
91,45761,win,663,115,442.55,13,0,0.5898,0,1.622554,225,0,394,212,57,13,131,9,55,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A19|10A3|11A11|12A12
92,46473,timeout,712,150,547.97,9,3,0.5873,0,1.623975,179,24,376,261,75,20,157,20,71,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E3|10E11|11N1|12E10
93,47066,timeout,593,150,403.85,9,3,0.5853,0,1.596712,143,41,305,213,75,15,115,14,73,"NA:A,SA:N",0A12|1A6|2A20|3A11|4A20|5A20|6A20|7A17|8A17|9E19|10E11|11N1|12E11
94,47340,loss,274,60,152.49,0,13,0.5843,0,1.583861,0,65,98,149,27,8,98,18,20,"NA:E,SA:E",0E4|1E5|2E5|3E4|4E4|5E4|6E4|7E6|8E5|9E1|10E10|11E3|12E10
95,47959,timeout,619,150,634.00,8,5,0.5821,0,1.622758,92,44,270,274,75,22,167,25,65,"NA:N,SA:N",0A6|1A19|2A2|3E9|4A20|5A5|6E5|7A17|8E7|9A3|10E10|11A20|12E13
96,48683,win,724,131,363.39,13,0,0.5796,0,1.679678,238,0,428,231,65,11,143,9,64,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10A3|11A19|12A16
97,49281,timeout,598,150,58.44,10,3,0.5775,0,1.683856,198,53,344,179,75,6,87,8,72,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E17|11A19|12E17
98,49863,timeout,582,150,210.94,10,3,0.5755,0,1.745624,200,58,333,174,75,10,80,9,72,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11A20|12E20
99,50508,timeout,645,150,521.68,10,3,0.5732,0,1.803388,178,34,328,242,75,19,139,17,67,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A17|9E3|10E14|11A1|12E17
100,51126,timeout,618,150,655.39,2,11,0.5711,0,1.940910,33,170,238,307,73,24,196,32,47,"NA:E,SA:N",0E14|1E14|2E15|3E14|4E15|5E15|6E15|7E14|8E14|9E20|10E20|11A19|12A14
101,51586,timeout,460,150,-68.45,5,7,0.5694,0,2.117790,94,84,225,160,75,1,76,5,74,"NA:N,SA:N",0E1|1A15|2A20|3E20|4A20|5A19|6E20|7A20|8E12|9E10|10E11|11N1|12E10
102,52124,timeout,538,150,-127.78,10,3,0.5676,0,2.472441,198,60,322,141,75,0,56,1,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11A20|12E20
103,52693,timeout,569,150,106.50,1,11,0.5656,0,2.950375,18,184,270,276,23,9,132,17,19,"NA:N,SA:N",0E14|1E13|2E14|3E14|4E18|5E20|6E20|7A18|8E20|9E17|10E17|11N1|12E17
104,53293,timeout,600,150,379.42,1,11,0.5635,0,3.608550,17,133,262,311,27,17,163,24,21,"NA:N,SA:N",0E7|1E7|2E7|3E6|4E18|5E20|6E20|7A17|8E19|9E9|10E10|11N1|12E10
105,53765,timeout,472,150,63.48,6,6,0.5618,0,4.231291,95,86,228,170,74,5,81,8,74,"NA:N,SA:N",0E12|1A6|2A20|3A9|4A20|5A20|6E20|7A20|8E20|9E11|10E12|11N1|12E11
106,54336,timeout,571,150,850.05,4,9,0.5598,0,5.215274,44,51,225,271,75,28,160,32,68,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E1|5A0|6E4|7E7|8A20|9A20|10E20|11A4|12E15
107,54786,timeout,450,150,300.78,2,10,0.5582,0,6.724016,38,92,188,187,75,12,91,20,63,"NA:N,SA:N",0E1|1E1|2E19|3E2|4E20|5A18|6E20|7A20|8E20|9E3|10E3|11N1|12E3
108,55353,timeout,567,150,681.13,7,5,0.5563,0,8.679295,49,24,232,260,75,23,153,25,72,"NA:N,SA:N",0A1|1A2|2A20|3A2|4A0|5A7|6E3|7A17|8E5|9E5|10E6|11N1|12E5
109,55821,timeout,468,150,50.46,9,3,0.5546,0,10.488752,180,58,275,118,75,5,29,5,73,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
110,56290,timeout,469,150,-83.46,9,3,0.5530,0,11.965971,180,55,273,121,75,1,37,0,69,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E15|10E20|11N1|12E20
111,56763,timeout,473,150,76.43,6,6,0.5513,0,12.804250,106,85,232,166,75,6,75,10,72,"NA:N,SA:N",0A9|1A19|2A20|3E1|4A19|5A20|6E13|7A19|8E11|9E20|10E20|11N1|12E20
112,57240,timeout,477,150,228.35,7,5,0.5497,0,13.595418,101,80,235,167,75,10,74,12,69,"NA:N,SA:N",0A20|1A4|2A20|3A3|4A14|5A20|6E3|7A20|8E17|9E20|10E20|11N1|12E20
113,57840,timeout,600,150,464.98,1,12,0.5476,0,15.511379,20,238,247,297,56,19,174,28,36,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E18|10E20|11A20|12E20
114,58395,timeout,555,150,296.52,1,11,0.5456,0,16.519274,16,102,232,279,44,14,151,22,36,"NA:N,SA:N",0E3|1E3|2E2|3E3|4E18|5E19|6E19|7A16|8E18|9E5|10E6|11N1|12E6
115,58815,timeout,420,150,-105.88,6,6,0.5441,0,18.445971,118,107,222,123,75,0,40,3,67,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E15|7A20|8E12|9E20|10E20|11N1|12E20
116,59340,timeout,525,150,269.95,8,4,0.5423,0,19.826142,73,54,245,205,75,11,111,12,72,"NA:N,SA:N",0A0|1A5|2A20|3A4|4A1|5A20|6A4|7A19|8E13|9E14|10E13|11N1|12E14
117,59863,timeout,523,150,368.84,7,5,0.5405,0,21.662594,94,74,254,194,75,14,97,16,74,"NA:N,SA:N",0A4|1A20|2A20|3A7|4A20|5A20|6E11|7A3|8E7|9E19|10E18|11N1|12E19
118,60407,timeout,544,150,555.25,2,11,0.5386,0,22.622331,39,172,215,254,75,20,151,26,60,"NA:E,SA:N",0E15|1E14|2E14|3E15|4E15|5E15|6E14|7E14|8E17|9E19|10A19|11A20|12E20
119,60933,timeout,526,150,396.08,2,11,0.5367,0,23.698293,36,220,208,243,75,16,142,25,43,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E20|10E20|11A16|12A20
120,61387,timeout,454,150,-124.37,9,3,0.5351,0,23.487052,177,60,273,106,75,0,23,0,50,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A17|9E20|10E20|11N1|12E20
121,61832,timeout,445,150,-108.45,8,4,0.5336,0,23.812607,139,79,245,125,75,0,42,1,71,"NA:N,SA:N",0A20|1A20|2A13|3A20|4A20|5A11|6A15|7A20|8E19|9E20|10E20|11N1|12E20
