11,4231,timeout,406,100,35.20,8,4,0.9866,0,3.513077,112,45,222,134,50,6,69,7,46,"NA:N,SA:N",0A20|1A20|2A11|3A10|4A20|5A20|6A7|7A4|8E11|9E16|10E9|11N1|12E9
12,4627,timeout,396,100,-227.49,8,5,0.9853,0,3.198681,30,14,157,189,50,20,109,22,46,"NA:N,SA:N",0E1|1A2|2A7|3E1|4E1|5A2|6E8|7A2|8A12|9A1|10A2|11A2|12E3
13,4994,timeout,367,100,-1019.11,7,5,0.9842,0,3.141755,37,28,152,165,50,7,99,9,46,"NA:N,SA:N",0E1|1E16|2A1|3A1|4A1|5A3|6A1|7A19|8A11|9E5|10E3|11N1|12E3
14,5392,timeout,398,100,-2213.23,5,7,0.9829,0,3.358228,15,27,155,194,49,13,122,16,38,"NA:N,SA:N",0E1|1E1|2A2|3E1|4A2|5A6|6E16|7A3|8A2|9E3|10E2|11N1|12E3
15,5770,timeout,378,100,-433.83,7,5,0.9817,0,3.450890,39,27,162,166,50,12,94,15,42,"NA:N,SA:N",0A3|1A5|2A13|3A3|4A1|5A1|6E3|7A13|8E8|9E6|10E5|11N1|12E5
16,6239,timeout,469,100,-1709.58,11,2,0.9802,0,3.413900,53,21,208,211,50,14,138,13,44,"NA:N,SA:A",0A1|1A1|2A2|3E4|4A2|5A1|6E17|7A1|8A1|9A14|10A4|11A20|12A6
17,6616,timeout,377,100,-718.35,6,7,0.9790,0,3.428184,30,23,150,177,50,14,104,18,49,"NA:N,SA:N",0E1|1E1|2E3|3E1|4E9|5A17|6E3|7A1|8A2|9A5|10A2|11A3|12E5
18,6864,loss,248,60,-677.25,0,12,0.9783,0,3.332262,0,33,95,125,28,8,77,16,19,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E8|5E4|6E4|7E3|8E3|9E2|10E2|11N1|12E3
19,7320,timeout,456,100,2.67,9,3,0.9768,0,3.349484,176,57,279,127,50,6,63,6,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9E20|10E19|11N1|12E18
20,7697,timeout,377,100,-805.08,8,4,0.9756,0,3.263415,22,21,150,177,50,14,106,13,47,"NA:N,SA:N",0A2|1A6|2A1|3A1|4A3|5A5|6A1|7A3|8E12|9E3|10E3|11N1|12E3
21,8099,timeout,402,100,-1119.15,8,5,0.9744,0,3.251649,88,38,200,152,50,6,88,7,47,"NA:N,SA:N",0A6|1A20|2A20|3A18|4A1|5A20|6E10|7A1|8E13|9E10|10E1|11A2|12E4
22,8512,timeout,413,100,-254.22,10,3,0.9730,0,3.173080,139,27,225,138,50,9,70,9,48,"NA:A,SA:N",0A10|1A20|2A20|3A9|4A20|5A13|6A10|7A10|8A18|9E14|10E12|11A9|12E1
23,8918,timeout,406,100,-952.98,2,11,0.9718,0,3.212446,5,28,155,202,49,13,128,21,43,"NA:E,SA:N",0E1|1E1|2E1|3E2|4E1|5E1|6E2|7E2|8E2|9A4|10E14|11A1|12E1
24,9275,timeout,357,100,-1770.24,7,5,0.9706,0,3.248551,45,26,155,152,50,6,88,7,46,"NA:N,SA:N",0E1|1A2|2A1|3E5|4A3|5A17|6A2|7A1|8A19|9E15|10E3|11N1|12E2
25,9664,timeout,389,100,-766.05,9,4,0.9694,0,3.273573,34,19,152,187,50,19,108,20,44,"NA:N,SA:N",0E1|1A2|2A2|3A1|4A2|5A11|6A1|7A1|8E1|9E3|10E14|11A13|12A1
26,10032,timeout,368,100,-1562.67,5,7,0.9682,0,3.325981,22,28,153,166,49,5,103,8,46,"NA:N,SA:N",0E1|1E1|2A1|3E4|4A17|5A1|6E16|7A1|8A2|9E1|10E2|11N1|12E3
27,10421,timeout,389,100,-1745.35,3,9,0.9670,0,3.440523,4,34,153,187,49,12,117,17,42,"NA:N,SA:N",0E1|1E1|2E3|3E1|4E3|5A1|6E15|7A2|8A1|9E3|10E4|11N1|12E3
28,10783,timeout,362,100,-1854.15,7,5,0.9659,0,3.340437,27,27,150,162,50,10,94,12,45,"NA:N,SA:N",0A2|1A16|2A3|3E3|4A1|5A3|6E16|7A1|8A1|9E5|10E2|11N1|12E1
29,11171,timeout,388,100,-1820.04,4,8,0.9646,0,3.488380,19,23,152,186,50,9,119,13,41,"NA:N,SA:N",0E1|1E1|2A3|3E1|4E5|5A2|6A1|7A13|8E8|9E3|10E2|11N1|12E2
30,11555,timeout,384,100,-657.06,4,8,0.9634,0,3.587866,13,27,150,184,50,15,111,20,48,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E3|5A10|6E15|7A1|8A1|9E2|10E2|11N1|12E2
31,11940,timeout,385,100,-1469.44,7,5,0.9622,0,3.549522,21,31,150,185,50,19,109,20,43,"NA:N,SA:N",0A1|1E7|2A8|3A7|4A2|5A1|6A1|7A1|8E19|9E1|10E2|11N1|12E2
32,12298,timeout,358,100,-628.75,8,4,0.9611,0,3.567225,64,36,163,146,49,10,76,11,47,"NA:N,SA:N",0A13|1A1|2A4|3A1|4A20|5A12|6A12|7A1|8E18|9E7|10E6|11N1|12E5
33,12691,timeout,393,100,-116.09,8,4,0.9598,0,3.514908,74,25,190,153,50,11,84,12,47,"NA:N,SA:N",0A19|1A11|2A15|3E7|4A1|5A20|6A4|7A3|8A1|9E11|10E4|11N1|12E3
34,13067,timeout,376,100,-929.72,7,6,0.9586,0,3.607593,27,39,150,176,50,14,104,16,47,"NA:N,SA:N",0E1|1E1|2A15|3E10|4E20|5A1|6A2|7A1|8A5|9A2|10E3|11A1|12E4
35,13456,timeout,389,100,-1832.26,6,7,0.9574,0,3.746182,15,33,153,187,49,12,115,16,38,"NA:N,SA:N",0E1|1E2|2A1|3E1|4E20|5A2|6E4|7A6|8A1|9A1|10E2|11A4|12E3
36,13854,timeout,398,100,-1207.41,8,5,0.9561,0,3.694484,31,25,158,190,50,17,114,18,42,"NA:N,SA:A",0E1|1E7|2A7|3E2|4E1|5A1|6E14|7A1|8A1|9A6|10A3|11A8|12A4
37,14242,timeout,388,100,-946.05,10,3,0.9549,0,3.606583,26,12,155,183,50,18,107,17,40,"NA:N,SA:N",0A3|1A1|2A3|3A4|4A3|5A7|6A2|7A1|8E5|9E3|10A1|11A1|12E4
38,14617,timeout,375,100,-529.78,7,5,0.9537,0,3.993808,97,38,195,130,50,4,68,6,47,"NA:N,SA:N",0A20|1A20|2A3|3A15|4A18|5A20|6E19|7A1|8E5|9E10|10E2|11N1|12E2
39,15041,timeout,424,100,89.43,9,3,0.9524,0,4.378085,180,36,256,118,50,5,54,5,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E9|11N1|12E9
40,15428,timeout,387,100,-1203.51,3,9,0.9511,0,4.743578,21,41,160,177,50,12,107,17,45,"NA:N,SA:N",0E1|1E1|2E2|3E1|4E13|5A18|6E15|7A1|8A2|9E1|10E3|11N1|12E4
41,15816,timeout,388,100,-958.65,8,5,0.9499,0,5.198896,14,19,150,188,50,17,113,17,44,"NA:N,SA:N",0A1|1A2|2E1|3A1|4A1|5E1|6A1|7E12|8A6|9A1|10E2|11A1|12E3
42,16181,timeout,365,100,-418.41,6,6,0.9488,0,5.633783,64,32,170,145,50,9,78,12,46,"NA:N,SA:N",0A4|1A17|2A4|3E4|4A20|5A18|6E1|7A1|8E10|9E10|10E4|11N1|12E3
43,16573,timeout,392,100,-1330.26,11,2,0.9475,0,6.095356,25,23,155,189,48,18,111,16,39,"NA:N,SA:A",0E3|1A1|2A1|3A1|4E20|5A1|6A1|7A7|8A1|9A3|10A3|11A3|12A3
44,16946,timeout,373,100,-1058.27,3,9,0.9463,0,6.585455,23,38,150,173,50,17,99,22,40,"NA:N,SA:N",0E1|1E1|2E1|3E3|4E14|5E2|6A18|7A3|8A2|9E11|10E2|11N1|12E3
45,17296,timeout,350,100,-1068.45,8,4,0.9452,0,6.910989,54,30,150,150,50,9,84,9,48,"NA:N,SA:N",0A1|1E13|2A1|3A1|4A20|5A20|6A8|7A1|8A2|9E12|10E2|11N1|12E3
46,17684,timeout,388,100,-704.55,4,8,0.9440,0,7.341201,22,25,165,173,50,8,107,13,42,"NA:N,SA:N",0A1|1E1|2E3|3E1|4E2|5A1|6E8|7A19|8A1|9E4|10E3|11N1|12E3
47,18061,timeout,377,100,-1672.30,5,8,0.9428,0,8.200382,21,31,150,177,50,12,107,16,42,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E4|5E2|6A3|7E10|8A3|9A3|10A11|11A1|12E11
48,18463,timeout,402,100,-1456.74,9,4,0.9415,0,8.624659,18,16,158,195,49,14,121,15,43,"NA:N,SA:N",0E1|1A1|2A2|3E1|4A5|5A2|6E11|7A1|8A2|9A1|10A3|11A1|12E3
49,18820,loss,357,91,-1158.36,0,13,0.9404,0,8.891896,0,69,143,171,43,12,101,22,32,"NA:E,SA:E",0E1|1E1|2E1|3E7|4E13|5E1|6E4|7E3|8E2|9E8|10E14|11E3|12E11
50,19186,timeout,366,100,-1770.37,3,9,0.9392,0,9.255307,10,37,150,166,50,10,99,15,45,"NA:N,SA:N",0E1|1E1|2A8|3E1|4E4|5A1|6E6|7A1|8E17|9E2|10E2|11N1|12E3
51,19580,timeout,394,100,-542.80,7,6,0.9380,0,9.735990,18,19,152,192,50,15,118,17,41,"NA:N,SA:N",0E1|1E1|2A2|3E2|4E8|5A1|6A1|7A9|8A3|9A1|10E4|11A1|12E3
52,19953,timeout,373,100,-836.03,8,5,0.9368,0,9.974961,53,20,160,164,49,12,91,14,44,"NA:N,SA:N",0E1|1E1|2A1|3E10|4A9|5A20|6A5|7A3|8A1|9A12|10E3|11A2|12E5
53,20315,timeout,362,100,-833.16,6,6,0.9357,0,10.760399,39,41,150,162,50,13,91,16,42,"NA:N,SA:N",0A2|1A6|2A1|3E4|4A2|5A20|6E15|7A8|8E12|9E4|10E3|11N1|12E3
54,20722,timeout,407,100,86.78,9,3,0.9344,0,11.158057,178,49,254,103,50,0,45,0,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E18|10E15|11N1|12E16
55,21097,timeout,375,100,-1150.21,8,5,0.9332,0,12.389289,33,19,152,173,50,9,104,11,47,"NA:N,SA:N",0E1|1E1|2A1|3E10|4E5|5A13|6A1|7A4|8A5|9A7|10E2|11A1|12A1
56,21484,timeout,387,100,-740.38,5,7,0.9320,0,12.950436,21,30,152,185,50,13,114,15,37,"NA:N,SA:N",0E1|1E1|2A3|3E1|4E15|5A3|6A9|7A2|8A4|9E6|10E3|11N1|12E3
57,21860,timeout,376,100,-1048.71,5,8,0.9308,0,13.392619,20,26,152,174,50,13,103,17,42,"NA:N,SA:A",0E1|1E1|2E1|3E1|4E1|5E4|6E14|7E3|8A1|9A11|10A2|11A3|12A3
58,22238,timeout,378,100,-677.67,3,9,0.9296,0,13.598648,8,28,150,178,50,14,107,19,39,"NA:N,SA:N",0E3|1E1|2A1|3E2|4E3|5A2|6E6|7A5|8E6|9E2|10E3|11N1|12E2
59,22588,timeout,350,100,-531.20,6,6,0.9285,0,14.425183,49,32,150,150,50,10,83,12,46,"NA:N,SA:N",0E1|1A14|2A1|3E4|4A20|5A3|6E14|7A8|8A3|9E4|10E4|11N1|12E5
60,22962,timeout,374,100,-841.44,9,4,0.9273,0,14.424849,19,13,150,174,50,11,104,12,42,"NA:N,SA:N",0A4|1A1|2A6|3E4|4A1|5A2|6E3|7A1|8A1|9A1|10E3|11A2|12E3
61,23352,timeout,390,100,-2735.86,6,6,0.9261,0,14.527733,11,32,153,188,49,15,115,16,36,"NA:N,SA:N",0E1|1E2|2A2|3A2|4E20|5A1|6A1|7A3|8A2|9E4|10E2|11N1|12E3
62,23727,timeout,375,100,6.47,8,4,0.9249,0,15.139707,138,41,212,113,50,3,51,4,47,"NA:N,SA:N",0A12|1A20|2A20|3A20|4A20|5A20|6A20|7A6|8E11|9E16|10E7|11N1|12E7
63,24107,timeout,380,100,-199.42,7,5,0.9237,0,15.187285,85,46,190,140,50,11,71,13,45,"NA:N,SA:N",0A6|1A20|2A20|3A18|4A8|5A7|6E4|7A6|8E14|9E17|10E5|11N1|12E6
64,24462,timeout,355,100,-1416.61,8,5,0.9225,0,15.151094,37,33,150,155,50,11,85,13,48,"NA:N,SA:N",0E1|1A4|2A1|3E1|4A1|5A6|6E20|7A19|8A2|9A2|10E9|11A2|12E2
65,24837,timeout,375,100,-984.05,7,5,0.9213,0,15.047185,17,28,152,173,50,10,105,11,43,"NA:N,SA:N",0E1|1A1|2A2|3A1|4A1|5A1|6E18|7A1|8A10|9E4|10E3|11N1|12E2
66,25202,timeout,365,100,-2482.68,4,8,0.9202,0,14.498345,16,55,150,165,50,12,95,17,40,"NA:N,SA:N",0E1|1E1|2E14|3E4|4A10|5A1|6E20|7A1|8A4|9E11|10E2|11N1|12E2
67,25627,timeout,425,100,-1315.36,9,4,0.9188,0,14.357948,74,15,194,181,50,17,106,16,44,"NA:N,SA:A",0E1|1E1|2A1|3E2|4E11|5A3|6A5|7A1|8A4|9A20|10A10|11A10|12A20
68,25992,timeout,365,100,-948.10,8,4,0.9177,0,14.712795,34,29,150,165,50,13,94,13,44,"NA:N,SA:N",0A1|1A2|2A2|3A10|4A1|5A3|6E16|7A14|8A1|9E7|10E3|11N1|12E3
69,26350,timeout,358,100,-1344.31,5,7,0.9166,0,15.453588,41,40,155,153,50,9,86,12,48,"NA:N,SA:N",0E1|1E3|2A10|3E13|4A20|5A3|6A7|7A1|8E12|9E3|10E4|11N1|12E4
70,26718,timeout,368,100,-723.81,4,9,0.9154,0,15.757567,53,66,172,146,50,6,80,13,46,"NA:E,SA:A",0E2|1E6|2E3|3E7|4E10|5E3|6E9|7E12|8E14|9A15|10A2|11A20|12A16
71,27078,timeout,360,100,-1800.24,4,8,0.9143,0,16.319245,29,59,152,158,50,10,90,14,39,"NA:N,SA:N",0E1|1E2|2A7|3E3|4E8|5A2|6E20|7A19|8A1|9E20|10E2|11N1|12E3
72,27465,timeout,387,100,23.89,9,3,0.9130,0,15.847148,180,58,245,92,50,1,32,1,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
73,27864,timeout,399,100,-1044.79,8,5,0.9118,0,14.931724,60,18,178,172,49,11,100,14,45,"NA:N,SA:N",0A3|1A1|2A12|3A13|4A16|5A13|6E3|7A1|8E2|9E3|10E6|11A1|12E4
74,28220,timeout,356,100,-1221.62,6,6,0.9106,0,14.604499,51,23,155,151,50,7,86,10,47,"NA:N,SA:N",0E1|1E2|2A1|3E7|4A11|5A1|6A20|7A16|8A2|9E7|10E3|11N1|12E3
75,28754,timeout,534,100,-612.02,12,1,0.9089,0,13.660178,199,8,327,158,49,2,95,1,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A12|9E8|10A11|11A1|12A15
76,29120,timeout,366,100,-2332.91,5,7,0.9078,0,13.748549,7,52,150,166,50,7,102,10,43,"NA:N,SA:N",0E3|1A3|2A1|3E2|4E20|5A1|6E19|7A1|8A1|9E2|10E3|11N1|12E3
77,29499,timeout,379,100,-874.17,8,5,0.9066,0,12.716020,28,32,155,175,49,15,100,16,46,"NA:N,SA:N",0E1|1E9|2A1|3E17|4A11|5A4|6A5|7A1|8A1|9A4|10E2|11A1|12E3
78,29879,timeout,380,100,-144.30,8,4,0.9054,0,12.597989,100,30,190,140,50,8,75,8,46,"NA:N,SA:N",0A20|1A6|2A20|3A17|4A7|5A20|6A9|7A1|8E4|9E13|10E7|11N1|12E6
79,30265,timeout,386,100,-1123.77,7,5,0.9042,0,12.285863,17,22,153,184,49,14,112,15,42,"NA:N,SA:N",0E1|1E2|2A1|3A2|4A1|5A3|6A1|7A8|8A1|9E12|10E3|11N1|12E4
80,30626,timeout,361,100,-328.00,5,7,0.9030,0,11.588108,39,30,152,159,50,14,86,18,47,"NA:N,SA:N",0E1|1A6|2A20|3E11|4A9|5A2|6E6|7A2|8E3|9E4|10E2|11N1|12E3
81,31038,timeout,412,100,-868.95,9,4,0.9017,0,11.162303,113,25,220,142,50,2,80,3,48,"NA:N,SA:N",0A4|1A20|2A20|3A10|4A19|5A19|6E11|7A19|8A1|9E1|10E4|11A1|12E9
82,31414,timeout,376,100,-1508.06,3,10,0.9005,0,11.226641,20,49,152,174,50,9,106,15,42,"NA:E,SA:N",0E1|1E1|2E1|3E3|4E1|5E1|6E10|7E2|8E9|9A16|10E20|11A2|12A2
83,31782,timeout,368,100,-334.10,7,5,0.8994,0,10.732503,75,39,185,133,50,1,74,3,47,"NA:N,SA:N",0A20|1A20|2A20|3A8|4A1|5A5|6E9|7A1|8E4|9E16|10E5|11N1|12E5
84,32137,timeout,355,100,-1062.53,8,5,0.8982,0,10.695990,43,32,152,153,50,6,88,7,43,"NA:N,SA:N",0E1|1E2|2A4|3E18|4E3|5A1|6A2|7A20|8A2|9A5|10A6|11A3|12E8
85,32495,timeout,358,100,-432.13,4,8,0.8971,0,10.355431,39,40,155,153,50,11,84,15,43,"NA:N,SA:N",0E1|1A4|2A1|3E1|4E14|5A14|6E6|7A20|8E2|9E5|10E4|11N1|12E7
86,32864,timeout,369,100,-613.71,6,6,0.8959,0,10.084515,40,22,158,162,49,13,91,15,46,"NA:N,SA:N",0E1|1A16|2A1|3E6|4A18|5A1|6E3|7A2|8A2|9E5|10E3|11N1|12E4
87,33295,timeout,431,100,-374.72,8,4,0.8946,0,9.810304,59,22,205,176,50,11,107,12,48,"NA:N,SA:N",0A8|1A1|2A20|3E13|4A2|5A20|6A6|7A1|8A1|9E4|10E2|11N1|12E3
88,33681,timeout,386,100,-175.32,8,4,0.8933,0,9.481318,50,17,170,166,50,14,94,15,46,"NA:N,SA:N",0A2|1A5|2A14|3A1|4A7|5A14|6A3|7A4|8E3|9E10|10E2|11N1|12E2
89,34093,timeout,412,100,122.80,9,3,0.8920,0,9.455379,178,58,254,109,49,4,46,3,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E18|10E20|11N1|12E20
90,34446,timeout,353,100,-1006.01,3,10,0.8909,0,8.954006,46,51,150,153,50,11,83,18,43,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E1|6E2|7E6|8E17|9A6|10A20|11A20|12E20
91,34800,timeout,354,100,-492.63,7,6,0.8898,0,8.992533,60,21,152,152,50,8,85,10,45,"NA:N,SA:N",0E1|1E1|2A3|3E4|4E7|5A9|6A9|7A20|8A17|9A1|10E4|11A1|12E4
92,35165,timeout,365,100,-1993.93,5,7,0.8886,0,8.260874,28,37,150,165,50,13,95,16,40,"NA:N,SA:N",0E1|1A2|2A1|3E1|4E16|5A6|6E7|7A3|8A16|9E7|10E2|11N1|12E3
93,35547,timeout,382,100,-823.83,7,5,0.8874,0,7.845506,28,18,158,175,49,11,107,11,45,"NA:N,SA:N",0A4|1A1|2A6|3A1|4A1|5A1|6E3|7A14|8E4|9E3|10E4|11N1|12E4
94,35932,timeout,385,100,-1141.71,4,8,0.8862,0,7.794475,6,24,153,183,49,11,114,15,42,"NA:N,SA:N",0E1|1E1|2A1|3E3|4A1|5A1|6E5|7A3|8E4|9E4|10E3|11N1|12E3
95,36308,timeout,376,100,-998.03,4,8,0.8850,0,7.644446,10,23,150,176,50,8,111,12,46,"NA:N,SA:N",0E1|1E1|2A2|3E3|4E1|5A1|6E10|7A1|8A6|9E2|10E2|11N1|12E3
96,36657,timeout,349,100,-1066.91,5,7,0.8839,0,7.639878,48,36,152,147,50,11,78,14,44,"NA:N,SA:N",0E1|1A17|2A7|3E8|4A1|5A4|6E13|7A19|8E6|9E2|10E3|11N1|12E3
97,37040,timeout,383,100,-1145.82,8,5,0.8827,0,7.307514,31,25,157,176,50,13,103,15,41,"NA:N,SA:N",0E1|1A3|2A14|3E3|4E5|5A6|6E12|7A1|8A1|9A1|10A1|11A4|12E4
98,37384,timeout,344,100,-1689.70,4,8,0.8816,0,7.431443,38,55,150,144,50,6,79,12,41,"NA:N,SA:N",0E1|1E2|2A19|3E5|4E20|5A2|6A16|7A1|8E20|9E3|10E3|11N1|12E1
99,37794,timeout,410,100,-608.04,5,8,0.8803,0,7.212343,68,31,186,174,50,18,97,22,46,"NA:N,SA:A",0E1|1E1|2E1|3E1|4E12|5E4|6E8|7E3|8A8|9A11|10A20|11A20|12A9
100,38189,timeout,395,100,-3812.53,5,7,0.8791,0,7.464825,10,40,158,189,48,12,117,15,37,"NA:N,SA:N",0E1|1A1|2A5|3E1|4E19|5A2|6A1|7E13|8A1|9E2|10E3|11N1|12E1
101,38562,timeout,373,100,-752.81,9,4,0.8779,0,7.271177,38,18,152,171,50,14,98,14,43,"NA:N,SA:N",0A7|1A3|2A1|3E1|4E1|5A1|6E15|7A2|8A17|9A4|10A2|11A1|12E1
102,38903,timeout,341,100,-757.42,4,8,0.8768,0,6.905568,41,41,150,141,50,10,74,14,42,"NA:N,SA:N",0E1|1E1|2A2|3E9|4E6|5A1|6A18|7A20|8E16|9E2|10E3|11N1|12E3
103,39279,timeout,376,100,-1085.59,5,7,0.8756,0,6.747201,23,29,150,179,47,15,105,17,40,"NA:N,SA:N",0E1|1E1|2A3|3E1|4E6|5A1|6A1|7A1|8A17|9E12|10E4|11N1|12E4
104,39607,timeout,328,100,-1202.24,5,7,0.8746,0,6.433823,64,41,153,126,49,2,66,5,45,"NA:N,SA:N",0E1|1E1|2A2|3E17|4E4|5A9|6A20|7A14|8A19|9E10|10E4|11N1|12E4
105,39957,timeout,350,100,-944.67,9,4,0.8735,0,6.334189,47,28,150,150,50,8,84,8,49,"NA:N,SA:N",0E3|1A18|2A2|3E15|4A1|5A2|6E7|7A16|8A3|9A1|10A1|11A3|12E3
106,40328,timeout,371,100,-2177.23,1,11,0.8723,0,6.246881,20,45,151,172,48,8,104,15,43,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E15|5E7|6E2|7E5|8A20|9E5|10E3|11N1|12E4
107,40725,timeout,397,100,-1465.48,5,8,0.8710,0,6.233450,12,31,152,195,50,17,118,22,37,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E9|5E2|6A1|7E3|8A3|9A2|10E13|11A2|12A4
108,41136,timeout,411,100,-1623.80,10,3,0.8697,0,6.014669,106,36,208,153,50,11,82,12,49,"NA:N,SA:A",0A20|1A15|2A5|3E6|4A2|5A20|6E17|7A1|8E13|9A2|10A20|11A20|12A1
109,41494,timeout,358,100,-579.04,4,8,0.8686,0,5.756492,47,37,152,156,50,9,89,13,47,"NA:N,SA:N",0E1|1E4|2A4|3E2|4A15|5A8|6E12|7A20|8E9|9E3|10E3|11N1|12E3
110,41885,timeout,391,100,-687.73,5,7,0.8674,0,5.685354,16,21,153,189,49,16,115,18,47,"NA:N,SA:N",0E1|1E1|2A1|3E8|4A1|5A1|6A8|7A5|8E5|9E1|10E2|11N1|12E3
111,42264,timeout,379,100,-1755.68,9,4,0.8662,0,5.366846,41,32,166,163,50,10,94,10,45,"NA:N,SA:A",0E1|1E1|2A1|3E11|4A1|5A1|6E19|7A1|8A11|9A10|10A10|11A1|12A5
112,42632,timeout,368,100,-1361.18,3,10,0.8650,0,5.099298,24,46,152,166,50,9,96,17,42,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E1|5E4|6E16|7E1|8A3|9A20|10E17|11A1|12E3
113,42968,timeout,336,100,-1396.31,4,8,0.8639,0,4.991198,40,54,150,136,50,1,78,5,37,"NA:N,SA:N",0E1|1E5|2A1|3E16|4A1|5A18|6E19|7A20|8E6|9E2|10E3|11N1|12E2
114,43333,timeout,365,100,-641.25,5,7,0.8628,0,4.738136,30,27,150,165,50,11,97,14,42,"NA:N,SA:N",0A7|1E3|2A1|3E1|4E4|5A2|6E10|7A18|8A2|9E3|10E3|11N1|12E3
115,43692,timeout,359,100,-1054.51,5,8,0.8616,0,4.706530,28,43,150,159,50,9,92,13,40,"NA:N,SA:N",0E1|1E1|2E1|3E2|4E1|5E1|6E16|7A1|8A3|9A1|10A17|11A6|12E20
116,44106,timeout,414,100,-1669.27,9,4,0.8603,0,4.475903,46,22,175,189,50,16,112,19,46,"NA:N,SA:N",0E1|1A9|2A2|3E10|4A1|5A20|6E10|7A3|8A1|9E1|10A4|11A2|12A4
117,44464,timeout,358,100,-1278.33,5,7,0.8592,0,4.646818,32,45,152,156,50,7,91,10,47,"NA:N,SA:N",0E1|1E10|2A5|3E16|4E1|5A3|6A1|7A17|8A6|9E5|10E5|11N1|12E7
118,44989,timeout,525,100,38.62,10,3,0.8575,0,4.309403,152,14,295,181,49,17,105,15,45,"NA:A,SA:N",0A11|1A20|2A14|3A20|4A20|5A20|6A10|7A12|8A16|9E7|10E2|11E5|12A9
119,45380,timeout,391,100,-432.50,2,11,0.8563,0,4.273305,19,30,155,186,50,14,112,22,41,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E1|6E1|7E3|8E2|9A1|10E14|11A18|12E4
