episode,global_step,outcome,ep_steps,reward,agent_terr,enemy_terr,epsilon,curriculum_level,mean_loss
89,20013,loss,56,-1.25,0,12,0.7623,0,0.122144
90,20313,timeout,300,1.27,9,4,0.7588,0,0.127207
91,20384,loss,71,-1.11,0,12,0.7579,0,0.127537
92,20513,loss,129,-0.96,0,13,0.7564,0,0.132719
93,20618,loss,105,-1.47,0,12,0.7552,0,0.137786
94,20840,loss,222,-0.64,0,13,0.7525,0,0.139380
95,21013,win,173,1.71,13,0,0.7505,0,0.139405
96,21313,timeout,300,1.15,10,3,0.7469,0,0.140946
97,21613,timeout,300,1.45,11,2,0.7433,0,0.147043
98,21913,timeout,300,-0.00,8,5,0.7398,0,0.153741
99,22007,loss,94,-0.88,0,13,0.7387,0,0.156771
100,22063,loss,56,-1.27,0,12,0.7380,0,0.158383
101,22282,loss,219,-1.34,0,13,0.7354,0,0.162841
102,22372,loss,90,-0.81,0,12,0.7343,0,0.163184
103,22496,loss,124,-0.76,0,13,0.7329,0,0.162389
104,22796,timeout,300,0.95,12,1,0.7293,0,0.168679
105,23025,win,229,2.19,13,0,0.7266,0,0.175013
106,23288,loss,263,-0.62,0,13,0.7235,0,0.175402
107,23426,loss,138,-0.93,0,12,0.7218,0,0.185020
108,23726,timeout,300,0.45,10,3,0.7183,0,0.186314
109,23746,loss,20,-1.24,0,10,0.7180,0,0.200580
110,23789,loss,43,-1.15,0,12,0.7175,0,0.191318
111,24089,timeout,300,0.67,9,4,0.7139,0,0.190006
112,24190,loss,101,-1.10,0,12,0.7127,0,0.193668
113,24356,loss,166,-1.12,0,13,0.7108,0,0.196905
114,24440,loss,84,-1.26,0,12,0.7098,0,0.205568
115,24527,loss,87,-0.91,0,12,0.7087,0,0.199206
116,24827,timeout,300,1.15,10,3,0.7052,0,0.206718
117,24867,loss,40,-1.21,0,10,0.7047,0,0.211900
118,24933,loss,66,-0.92,0,12,0.7039,0,0.215662
119,25040,loss,107,-0.92,0,12,0.7027,0,0.205690
120,25255,loss,215,-0.37,0,13,0.7001,0,0.213985
121,25461,win,206,1.55,13,0,0.6977,0,0.219517
122,25761,timeout,300,1.15,9,4,0.6941,0,0.222543
123,26061,timeout,300,0.47,12,1,0.6905,0,0.227972
124,26175,loss,114,-1.07,0,13,0.6892,0,0.243519
125,26319,loss,144,-1.40,0,13,0.6875,0,0.237930
126,26547,loss,228,-0.94,0,13,0.6848,0,0.244459
127,26847,timeout,300,0.77,7,6,0.6812,0,0.248982
128,27147,timeout,300,0.95,6,7,0.6776,0,0.253452
129,27197,loss,50,-1.28,0,11,0.6770,0,0.271532
130,27436,win,239,2.24,13,0,0.6742,0,0.263756
131,27540,loss,104,-1.10,0,13,0.6730,0,0.262977
132,27840,timeout,300,0.90,10,3,0.6694,0,0.266499
133,28042,loss,202,-0.55,0,13,0.6670,0,0.280932
134,28088,loss,46,-1.23,0,11,0.6665,0,0.270271
135,28388,timeout,300,0.50,6,7,0.6629,0,0.281251
136,28688,timeout,300,0.72,6,6,0.6593,0,0.277253
137,28988,timeout,300,1.30,7,6,0.6558,0,0.291726
138,29274,win,286,2.54,13,0,0.6524,0,0.291776
139,29374,loss,100,-1.50,0,13,0.6512,0,0.310277
140,29674,timeout,300,1.55,8,5,0.6476,0,0.306388
141,29864,loss,190,-0.88,0,13,0.6454,0,0.313277
142,29886,loss,22,-1.09,0,7,0.6451,0,0.313209
143,30186,timeout,300,1.27,11,2,0.6415,0,0.318501
144,30344,loss,158,-0.82,0,13,0.6397,0,0.320030
145,30644,timeout,300,1.30,8,5,0.6361,0,0.313750
146,30726,loss,82,-1.16,0,12,0.6351,0,0.321970
147,30764,loss,38,-1.08,0,10,0.6347,0,0.344817
148,31064,timeout,300,1.12,4,8,0.6311,0,0.331975
149,31248,loss,184,-0.16,0,13,0.6289,0,0.329285
150,31478,loss,230,-0.74,0,12,0.6262,0,0.330340
151,31778,timeout,300,0.02,2,11,0.6226,0,0.339275
152,31810,loss,32,-1.18,0,8,0.6223,0,0.338786
153,31885,loss,75,-1.31,0,12,0.6214,0,0.339035
154,32144,loss,259,-0.85,0,13,0.6183,0,0.354004
155,32294,loss,150,-1.05,0,12,0.6165,0,0.357198
156,32417,loss,123,-0.96,0,12,0.6150,0,0.354046
157,32646,loss,229,-0.54,0,12,0.6123,0,0.348382
158,32734,loss,88,-1.31,0,12,0.6113,0,0.360620
159,32871,loss,137,-0.96,0,13,0.6097,0,0.360692
160,32915,loss,44,-1.28,0,10,0.6091,0,0.356105
161,32959,loss,44,-1.28,0,10,0.6086,0,0.380713
162,33135,loss,176,-0.81,0,13,0.6065,0,0.344876
163,33435,timeout,300,0.25,1,12,0.6030,0,0.362382
164,33531,loss,96,-1.00,0,12,0.6018,0,0.385875
165,33673,loss,142,-0.98,0,13,0.6001,0,0.368573
166,33699,loss,26,-1.19,0,9,0.5998,0,0.340200
167,33865,loss,166,-0.99,0,13,0.5979,0,0.364973
168,33901,loss,36,-1.11,0,8,0.5974,0,0.370905
169,33935,loss,34,-1.18,0,9,0.5970,0,0.369381
170,34007,loss,72,-1.21,0,12,0.5962,0,0.384424
171,34307,timeout,300,1.00,8,4,0.5926,0,0.359484
172,34423,loss,116,-1.32,0,12,0.5912,0,0.374636
173,34601,loss,178,-0.86,0,12,0.5891,0,0.378711
174,34734,loss,133,-0.98,0,13,0.5875,0,0.374117
175,34764,loss,30,-1.29,0,11,0.5872,0,0.326152
176,35064,timeout,300,1.27,8,5,0.5836,0,0.393323
177,35114,loss,50,-1.10,0,11,0.5830,0,0.398073
178,35414,timeout,300,0.55,5,8,0.5795,0,0.399120
179,35714,timeout,300,1.17,8,4,0.5759,0,0.403526
180,35823,loss,109,-1.27,0,13,0.5746,0,0.395283
181,35968,loss,145,-0.95,0,12,0.5729,0,0.391936
182,35986,loss,18,-1.24,0,7,0.5727,0,0.375736
183,36104,loss,118,-0.84,0,13,0.5713,0,0.415713
184,36404,timeout,300,1.25,8,5,0.5677,0,0.404708
185,36420,loss,16,-1.14,0,8,0.5675,0,0.398260
186,36556,loss,136,-0.38,0,13,0.5659,0,0.409958
187,36856,timeout,300,1.25,6,7,0.5623,0,0.409404
188,36933,loss,77,-1.09,0,12,0.5614,0,0.430463
189,36987,loss,54,-1.20,0,11,0.5608,0,0.444849
190,37079,loss,92,-0.93,0,12,0.5597,0,0.426546
191,37379,timeout,300,0.72,6,7,0.5561,0,0.415305
192,37423,loss,44,-1.13,0,12,0.5556,0,0.411352
193,37479,loss,56,-0.97,0,12,0.5549,0,0.375775
194,37502,loss,23,-1.24,0,9,0.5547,0,0.406695
195,37621,loss,119,-0.87,0,13,0.5533,0,0.443098
196,37687,loss,66,-1.17,0,10,0.5525,0,0.411683
197,37829,loss,142,-0.88,0,13,0.5508,0,0.439286
198,37930,loss,101,-1.00,0,12,0.5496,0,0.418660
199,38031,loss,101,-1.03,0,12,0.5484,0,0.431073
200,38051,loss,20,-1.19,0,7,0.5481,0,0.467432
201,38096,loss,45,-1.23,0,11,0.5476,0,0.422994
202,38186,loss,90,-0.98,0,12,0.5465,0,0.440826
203,38486,timeout,300,1.10,9,4,0.5430,0,0.432680
204,38520,loss,34,-1.08,0,8,0.5426,0,0.433809
205,38540,loss,20,-1.19,0,9,0.5423,0,0.431060
206,38696,loss,156,-0.57,0,12,0.5405,0,0.433179
207,38776,loss,80,-1.09,0,11,0.5395,0,0.465708
208,38802,loss,26,-1.14,0,7,0.5392,0,0.461691
209,38820,loss,18,-1.14,0,8,0.5390,0,0.432492
210,38956,loss,136,-0.83,0,13,0.5374,0,0.460295
211,39036,loss,80,-0.89,0,12,0.5364,0,0.445241
212,39066,loss,30,-1.19,0,10,0.5361,0,0.451092
213,39258,loss,192,-0.78,0,13,0.5338,0,0.449819
214,39280,loss,22,-1.19,0,8,0.5335,0,0.405688
215,39364,loss,84,-0.78,0,11,0.5326,0,0.445063
216,39497,loss,133,-1.03,0,12,0.5310,0,0.441547
217,39559,loss,62,-0.92,0,11,0.5302,0,0.449731
218,39729,loss,170,-1.07,0,13,0.5282,0,0.452020
219,39783,loss,54,-1.15,0,12,0.5276,0,0.462319
220,39873,loss,90,-0.96,0,12,0.5265,0,0.445817
221,39941,loss,68,-1.24,0,12,0.5257,0,0.483319
222,40003,loss,62,-0.97,0,12,0.5250,0,0.463670
223,40057,loss,54,-1.22,0,11,0.5243,0,0.486123
224,40115,loss,58,-1.07,0,11,0.5236,0,0.464230
225,40218,loss,103,-1.10,0,12,0.5224,0,0.482838
226,40240,loss,22,-1.09,0,7,0.5222,0,0.499440
227,40288,loss,48,-1.18,0,11,0.5216,0,0.479642
228,40368,loss,80,-0.76,0,12,0.5206,0,0.445071
229,40433,loss,65,-1.07,0,12,0.5199,0,0.430278
230,40588,loss,155,-0.57,0,12,0.5180,0,0.467266
231,40612,loss,24,-1.19,0,7,0.5177,0,0.483165
232,40646,loss,34,-1.18,0,8,0.5173,0,0.441997
233,40692,loss,46,-1.18,0,11,0.5168,0,0.500791
234,40747,loss,55,-1.37,0,12,0.5161,0,0.470061
235,40799,loss,52,-1.07,0,10,0.5155,0,0.501204
236,40863,loss,64,-0.94,0,12,0.5148,0,0.410634
237,40989,loss,126,-0.89,0,12,0.5133,0,0.478747
238,41289,timeout,300,1.15,7,6,0.5097,0,0.475210
239,41427,loss,138,-1.18,0,12,0.5081,0,0.503370
240,41554,loss,127,-0.79,0,12,0.5065,0,0.490459
241,41608,loss,54,-1.10,0,10,0.5059,0,0.470142
242,41644,loss,36,-1.13,0,9,0.5055,0,0.524734
243,41688,loss,44,-1.13,0,9,0.5050,0,0.517014
244,41720,loss,32,-1.13,0,8,0.5046,0,0.505746
245,41861,loss,141,-0.78,0,13,0.5029,0,0.474343
246,41949,loss,88,-1.13,0,11,0.5019,0,0.499723
247,42007,loss,58,-0.97,0,12,0.5012,0,0.484722
248,42029,loss,22,-1.19,0,7,0.5009,0,0.520681
249,42103,loss,74,-1.14,0,11,0.5000,0,0.504021
250,42151,loss,48,-1.03,0,10,0.4995,0,0.515866
251,42191,loss,40,-1.13,0,11,0.4990,0,0.513512
252,42245,loss,54,-1.02,0,10,0.4983,0,0.487198
253,42273,loss,28,-1.26,0,8,0.4980,0,0.497830
254,42324,loss,51,-1.32,0,10,0.4974,0,0.517027
255,42372,loss,48,-1.28,0,10,0.4968,0,0.507445
256,42450,loss,78,-0.89,0,12,0.4959,0,0.491001
257,42474,loss,24,-1.14,0,8,0.4956,0,0.516289
258,42562,loss,88,-0.71,0,12,0.4946,0,0.474753
259,42604,loss,42,-1.13,0,10,0.4941,0,0.462891
260,42638,loss,34,-1.18,0,8,0.4937,0,0.531356
261,42682,loss,44,-1.08,0,12,0.4932,0,0.512238
262,42710,loss,28,-1.11,0,10,0.4928,0,0.499020
263,42802,loss,92,-1.03,0,13,0.4917,0,0.532266
264,42889,loss,87,-1.08,0,11,0.4907,0,0.513299
265,42945,loss,56,-1.15,0,11,0.4900,0,0.493662
266,42979,loss,34,-1.21,0,11,0.4896,0,0.510601
267,43007,loss,28,-1.19,0,8,0.4893,0,0.506028
268,43047,loss,40,-1.23,0,9,0.4888,0,0.549283
269,43124,loss,77,-1.36,0,12,0.4879,0,0.541222
270,43158,loss,34,-1.16,0,9,0.4875,0,0.527328
271,43219,loss,61,-1.17,0,11,0.4868,0,0.535429
272,43247,loss,28,-1.14,0,8,0.4864,0,0.523942
273,43281,loss,34,-1.13,0,9,0.4860,0,0.512575
274,43313,loss,32,-1.13,0,9,0.4857,0,0.531147
275,43367,loss,54,-0.97,0,12,0.4850,0,0.543645
276,43391,loss,24,-1.19,0,9,0.4847,0,0.583165
277,43491,loss,100,-1.03,0,12,0.4835,0,0.521852
278,43585,loss,94,-0.75,0,12,0.4824,0,0.528222
279,43633,loss,48,-1.13,0,11,0.4819,0,0.547997
280,43667,loss,34,-1.03,0,9,0.4815,0,0.522958
281,43701,loss,34,-1.08,0,9,0.4811,0,0.468081
282,43755,loss,54,-1.27,0,10,0.4804,0,0.565616
283,43809,loss,54,-1.12,0,11,0.4798,0,0.550925
284,43887,loss,78,-1.21,0,11,0.4788,0,0.579644
285,43948,loss,61,-0.97,0,10,0.4781,0,0.557717
286,44059,loss,111,-0.79,0,12,0.4768,0,0.518698
287,44179,loss,120,-0.92,0,12,0.4754,0,0.551873
288,44260,loss,81,-1.11,0,11,0.4744,0,0.533662
289,44334,loss,74,-0.89,0,12,0.4735,0,0.518015
290,44488,loss,154,-0.80,0,12,0.4717,0,0.578910
291,44548,loss,60,-1.07,0,10,0.4710,0,0.602085
292,44580,loss,32,-1.13,0,9,0.4706,0,0.620911
293,44678,loss,98,-1.13,0,12,0.4694,0,0.560439
294,44716,loss,38,-1.26,0,9,0.4690,0,0.582591
295,44746,loss,30,-1.11,0,9,0.4686,0,0.586256
296,44778,loss,32,-1.18,0,10,0.4683,0,0.597202
297,44866,loss,88,-1.23,0,10,0.4672,0,0.625531
298,44910,loss,44,-0.98,0,9,0.4667,0,0.561379
299,44968,loss,58,-1.12,0,12,0.4660,0,0.582173
300,45000,loss,32,-1.28,0,9,0.4656,0,0.645183
301,45060,loss,60,-1.07,0,12,0.4649,0,0.630482
302,45092,loss,32,-1.28,0,9,0.4645,0,0.584110
303,45128,loss,36,-1.23,0,8,0.4641,0,0.580294
304,45142,loss,14,-1.24,0,7,0.4639,0,0.544859
305,45168,loss,26,-1.14,0,8,0.4636,0,0.614465
306,45230,loss,62,-1.07,0,12,0.4629,0,0.624457
307,45296,loss,66,-1.12,0,12,0.4621,0,0.592785
308,45350,loss,54,-1.22,0,11,0.4615,0,0.626869
309,45372,loss,22,-1.24,0,8,0.4612,0,0.563899
310,45434,loss,62,-1.17,0,12,0.4605,0,0.666095
311,45492,loss,58,-1.22,0,9,0.4598,0,0.608574
312,45550,loss,58,-1.02,0,12,0.4591,0,0.624466
313,45566,loss,16,-1.24,0,7,0.4589,0,0.652080
314,45590,loss,24,-1.29,0,10,0.4586,0,0.611125
315,45628,loss,38,-1.13,0,9,0.4582,0,0.660614
316,45684,loss,56,-1.07,0,12,0.4575,0,0.614138
317,45696,loss,12,-1.24,0,7,0.4574,0,0.659449
318,45772,loss,76,-1.04,0,12,0.4565,0,0.629040
319,45834,loss,62,-1.02,0,11,0.4557,0,0.643172
320,45898,loss,64,-0.97,0,11,0.4550,0,0.642275
321,45948,loss,50,-1.18,0,12,0.4544,0,0.652624
322,45988,loss,40,-1.13,0,10,0.4539,0,0.614863
323,46014,loss,26,-1.24,0,10,0.4536,0,0.708819
324,46072,loss,58,-1.17,0,11,0.4529,0,0.592252
325,46179,loss,107,-1.12,0,12,0.4516,0,0.667989
326,46297,loss,118,-0.94,0,12,0.4502,0,0.697968
327,46321,loss,24,-1.19,0,10,0.4499,0,0.706017
328,46383,loss,62,-1.14,0,12,0.4492,0,0.652909
329,46441,loss,58,-1.07,0,10,0.4485,0,0.705138
330,46516,loss,75,-1.16,0,12,0.4476,0,0.615426
331,46588,loss,72,-1.26,0,12,0.4468,0,0.689523
332,46708,loss,120,-0.89,0,12,0.4453,0,0.678568
333,46838,loss,130,-0.81,0,12,0.4438,0,0.701886
334,46890,loss,52,-1.27,0,12,0.4432,0,0.735463
335,46944,loss,54,-1.12,0,12,0.4425,0,0.690024
336,46991,loss,47,-1.15,0,10,0.4420,0,0.720768
337,47111,loss,120,-0.69,0,11,0.4406,0,0.678955
338,47137,loss,26,-1.24,0,10,0.4402,0,0.715906
339,47171,loss,34,-1.18,0,9,0.4398,0,0.721384
340,47277,loss,106,-0.70,0,12,0.4386,0,0.721893
341,47305,loss,28,-1.14,0,9,0.4383,0,0.670332
342,47347,loss,42,-1.15,0,10,0.4378,0,0.673707
343,47447,loss,100,-1.18,0,12,0.4366,0,0.683558
344,47509,loss,62,-1.19,0,11,0.4358,0,0.759549
345,47539,loss,30,-1.29,0,7,0.4355,0,0.733985
346,47573,loss,34,-1.18,0,8,0.4351,0,0.797201
347,47643,loss,70,-1.17,0,11,0.4342,0,0.730597
348,47757,loss,114,-0.79,0,12,0.4329,0,0.733016
349,47805,loss,48,-1.33,0,12,0.4323,0,0.740480
350,47869,loss,64,-1.04,0,12,0.4316,0,0.740075
351,47911,loss,42,-1.23,0,10,0.4311,0,0.781421
352,47985,loss,74,-1.14,0,12,0.4302,0,0.763304
353,48035,loss,50,-1.13,0,12,0.4296,0,0.799220
354,48099,loss,64,-1.17,0,12,0.4288,0,0.808165
355,48151,loss,52,-0.97,0,11,0.4282,0,0.733358
356,48187,loss,36,-1.23,0,11,0.4278,0,0.779085
357,48209,loss,22,-1.16,0,7,0.4275,0,0.775380
358,48271,loss,62,-1.17,0,11,0.4268,0,0.785611
359,48309,loss,38,-1.18,0,10,0.4263,0,0.795409
360,48345,loss,36,-1.18,0,11,0.4259,0,0.841544
361,48391,loss,46,-1.08,0,10,0.4254,0,0.828671
362,48444,loss,53,-1.10,0,12,0.4247,0,0.811819
363,48544,loss,100,-0.98,0,12,0.4235,0,0.758676
364,48576,loss,32,-1.18,0,8,0.4232,0,0.825061
365,48652,loss,76,-1.09,0,11,0.4223,0,0.794240
366,48696,loss,44,-1.18,0,10,0.4217,0,0.821449
367,48756,loss,60,-1.02,0,10,0.4210,0,0.854184
368,48816,loss,60,-1.17,0,12,0.4203,0,0.913346
369,48850,loss,34,-1.13,0,10,0.4199,0,0.809031
370,48878,loss,28,-1.19,0,10,0.4196,0,0.891116
371,48906,loss,28,-1.29,0,10,0.4192,0,0.862436
372,48988,loss,82,-1.21,0,10,0.4183,0,0.865219
373,49010,loss,22,-1.11,0,9,0.4180,0,0.836675
374,49044,loss,34,-1.18,0,9,0.4176,0,0.865994
375,49098,loss,54,-1.05,0,12,0.4170,0,0.868367
376,49136,loss,38,-1.11,0,8,0.4165,0,0.826022
377,49202,loss,66,-0.92,0,12,0.4157,0,0.795514
378,49222,loss,20,-1.24,0,7,0.4155,0,0.821539
379,49351,loss,129,-1.19,0,11,0.4140,0,0.822847
380,49389,loss,38,-1.16,0,10,0.4135,0,0.902565
381,49447,loss,58,-1.12,0,12,0.4128,0,0.827300
382,49475,loss,28,-1.24,0,8,0.4125,0,0.965698
383,49519,loss,44,-1.08,0,9,0.4120,0,0.930060
384,49589,loss,70,-1.12,0,13,0.4111,0,0.884880
385,49641,loss,52,-1.02,0,10,0.4105,0,0.784202
386,49680,loss,39,-1.23,0,8,0.4100,0,0.909856
387,49700,loss,20,-1.14,0,8,0.4098,0,0.974473
388,49774,loss,74,-1.06,0,12,0.4089,0,0.879804
389,49820,loss,46,-1.18,0,10,0.4084,0,0.966701
390,49862,loss,42,-1.08,0,9,0.4079,0,0.990086
391,49918,loss,56,-1.27,0,11,0.4072,0,0.890670
392,49932,loss,14,-1.24,0,7,0.4071,0,0.892861
393,49950,loss,18,-1.19,0,9,0.4068,0,0.749779
394,49994,loss,44,-1.18,0,11,0.4063,0,0.905915
395,50046,loss,52,-1.10,0,10,0.4057,0,0.912818
396,50114,loss,68,-0.97,0,11,0.4049,0,0.988197
397,50184,loss,70,-1.09,0,12,0.4041,0,1.009013
398,50250,loss,66,-0.99,0,11,0.4033,0,1.011859
399,50316,loss,66,-1.09,0,11,0.4025,0,0.935965
400,50382,loss,66,-1.19,0,11,0.4017,0,0.897771
401,50404,loss,22,-1.24,0,8,0.4015,0,1.001154
402,50440,loss,36,-1.28,0,8,0.4010,0,0.950816
403,50482,loss,42,-1.18,0,10,0.4005,0,0.992665
404,50534,loss,52,-1.20,0,11,0.3999,0,0.984081
405,50594,loss,60,-1.17,0,11,0.3992,0,0.996271
406,50668,loss,74,-0.91,0,9,0.3983,0,0.999504
407,50682,loss,14,-1.19,0,7,0.3982,0,0.928042
408,50743,loss,61,-1.02,0,11,0.3974,0,0.979876
409,50831,loss,88,-1.03,0,12,0.3964,0,1.036588
410,50853,loss,22,-1.19,0,7,0.3961,0,0.994916
411,50891,loss,38,-1.18,0,8,0.3957,0,0.946432
412,50924,loss,33,-1.18,0,7,0.3953,0,1.076352
413,50942,loss,18,-1.19,0,8,0.3951,0,1.165599
414,50980,loss,38,-1.43,0,9,0.3946,0,0.906234
415,51020,loss,40,-1.18,0,8,0.3941,0,1.005305
416,51098,loss,78,-0.91,0,11,0.3932,0,1.030183
417,51154,loss,56,-1.07,0,11,0.3925,0,1.006926
418,51182,loss,28,-1.19,0,9,0.3922,0,0.944247
419,51222,loss,40,-1.13,0,10,0.3917,0,1.127921
420,51249,loss,27,-1.19,0,7,0.3914,0,1.000161
421,51342,loss,93,-1.05,0,12,0.3903,0,1.073279
422,51418,loss,76,-1.16,0,11,0.3894,0,1.070025
423,51466,loss,48,-1.28,0,11,0.3888,0,1.111513
424,51514,loss,48,-1.18,0,10,0.3883,0,1.115760
425,51628,loss,114,-0.92,0,13,0.3869,0,1.076325
426,51650,loss,22,-1.24,0,7,0.3867,0,1.136404
427,51684,loss,34,-1.13,0,9,0.3863,0,1.042380
428,51710,loss,26,-1.16,0,8,0.3859,0,1.034904
429,51820,loss,110,-1.15,0,12,0.3846,0,1.096162
430,51932,loss,112,-0.67,0,12,0.3833,0,1.125244
431,51956,loss,24,-1.34,0,9,0.3830,0,1.155937
432,51978,loss,22,-1.19,0,8,0.3828,0,1.100853
433,52006,loss,28,-1.24,0,7,0.3824,0,1.146871
434,52038,loss,32,-1.18,0,8,0.3820,0,1.075760
435,52074,loss,36,-1.18,0,9,0.3816,0,1.117009
436,52102,loss,28,-1.19,0,9,0.3813,0,1.060834
437,52122,loss,20,-1.19,0,8,0.3811,0,0.934669
438,52287,loss,165,-0.79,0,12,0.3791,0,1.096756
439,52345,loss,58,-1.17,0,10,0.3784,0,1.206071
440,52365,loss,20,-1.14,0,7,0.3782,0,1.253556
441,52405,loss,40,-1.21,0,9,0.3777,0,1.071779
442,52431,loss,26,-1.19,0,9,0.3774,0,1.040795
443,52482,loss,51,-1.20,0,11,0.3768,0,1.214800
444,52558,loss,76,-1.04,0,12,0.3759,0,1.204135
445,52594,loss,36,-1.06,0,8,0.3754,0,1.286518
446,52630,loss,36,-1.18,0,9,0.3750,0,1.239081
447,52676,loss,46,-1.13,0,9,0.3745,0,1.094006
448,52716,loss,40,-1.16,0,12,0.3740,0,1.276995
449,52738,loss,22,-1.19,0,8,0.3737,0,1.253196
