11,1648,timeout,150,30,-14.00,6,6,0.9217,0,0.270328,55,50,90,30,30,0,20,1,30,"NA:N,SA:N",0A17|1A1|2A14|3E13|4A19|5A1|6E15|7A3|8E11|9E3|10E4|11N1|12E4
12,1798,timeout,150,30,-24.00,5,7,0.9146,0,0.285630,56,60,90,30,30,0,16,3,28,"NA:N,SA:N",0E11|1A15|2A15|3E20|4A20|5A4|6E10|7A2|8E6|9E3|10E3|11N1|12E7
13,1948,timeout,150,30,-32.00,3,9,0.9075,0,0.276312,56,52,90,30,30,1,19,6,26,"NA:N,SA:N",0E1|1E9|2A18|3E10|4E6|5A20|6E12|7A18|8E5|9E3|10E3|11N1|12E3
14,2098,timeout,150,30,-12.00,7,5,0.9003,0,0.287495,61,54,90,30,30,1,14,2,28,"NA:N,SA:N",0A4|1A3|2A2|3E20|4A8|5A20|6A20|7A4|8E19|9E5|10E5|11N1|12E5
15,2248,timeout,150,30,-17.50,5,7,0.8932,0,0.269437,56,47,90,30,30,1,21,4,30,"NA:N,SA:N",0E13|1A17|2A13|3A19|4E20|5A1|6A6|7E4|8E4|9E3|10E1|11N1|12E2
16,2398,timeout,150,30,-20.50,6,6,0.8861,0,0.301199,66,49,90,30,30,0,13,2,25,"NA:N,SA:N",0A8|1A20|2A2|3E9|4A3|5A20|6E17|7A13|8E14|9E3|10E3|11N1|12E3
17,2548,timeout,150,30,-22.00,5,7,0.8790,0,0.290412,51,56,90,30,30,0,18,3,24,"NA:N,SA:N",0E14|1A19|2A8|3E20|4A1|5A20|6E12|7A3|8E3|9E2|10E3|11N1|12E2
18,2698,timeout,150,30,-26.00,4,8,0.8718,0,0.299752,50,55,90,30,30,1,19,4,28,"NA:N,SA:N",0E1|1E8|2A20|3E13|4A4|5A20|6E20|7A6|8E5|9E2|10E3|11N1|12E3
19,2848,timeout,150,30,-14.50,6,6,0.8647,0,0.289797,54,51,90,30,30,1,18,3,21,"NA:N,SA:N",0A12|1A1|2A20|3E18|4A4|5A15|6E20|7A2|8E6|9E3|10E2|11N1|12E2
20,2998,timeout,150,30,-13.00,6,6,0.8576,0,0.299791,55,54,90,30,30,1,19,2,28,"NA:N,SA:N",0A9|1A20|2A4|3E18|4A1|5A20|6E18|7A1|8E9|9E3|10E3|11N1|12E3
21,3148,timeout,150,30,-16.00,6,6,0.8505,0,0.266765,52,53,90,30,30,1,17,3,28,"NA:N,SA:N",0E15|1A13|2A2|3E20|4A20|5A9|6E12|7A1|8A7|9E1|10E2|11N1|12E3
22,3298,timeout,150,30,-18.00,6,6,0.8433,0,0.290929,60,51,90,30,30,0,15,2,26,"NA:N,SA:N",0A8|1A20|2A2|3E18|4A20|5A4|6E19|7A6|8E5|9E3|10E3|11N1|12E3
23,3448,timeout,150,30,-9.00,7,5,0.8362,0,0.259330,59,45,90,30,30,1,18,2,28,"NA:N,SA:N",0A13|1A20|2A2|3E20|4A1|5A2|6A1|7A20|8E16|9E3|10E3|11N1|12E3
24,3598,timeout,150,30,-11.50,6,6,0.8291,0,0.250539,54,50,90,30,30,1,20,3,30,"NA:N,SA:N",0E1|1A12|2A3|3E20|4A8|5A20|6A7|7A4|8E12|9E6|10E5|11N1|12E6
25,3748,timeout,150,30,-21.00,6,6,0.8220,0,0.250684,63,53,90,30,30,0,13,2,28,"NA:N,SA:N",0A15|1A8|2A1|3E19|4A20|5A1|6E19|7A18|8E4|9E3|10E4|11N1|12E4
26,3898,timeout,150,30,-15.50,6,6,0.8148,0,0.271174,62,51,90,30,30,0,16,1,28,"NA:N,SA:N",0A4|1A19|2A16|3E19|4A20|5A1|6E18|7A2|8E7|9E2|10E2|11N1|12E3
27,4048,timeout,150,30,-6.50,7,5,0.8077,0,0.264327,55,45,90,30,30,2,19,3,27,"NA:N,SA:N",0A19|1E19|2A2|3A1|4E19|5A12|6A5|7A2|8A14|9E1|10E3|11N1|12E3
28,4198,timeout,150,30,-27.00,4,8,0.8006,0,0.267867,53,51,90,30,30,0,18,3,28,"NA:N,SA:N",0E1|1E13|2A8|3E13|4A20|5A20|6E14|7A5|8E2|9E3|10E3|11N1|12E2
29,4348,timeout,150,30,-10.00,6,6,0.7935,0,0.258359,50,52,90,30,30,2,21,4,27,"NA:N,SA:N",0E7|1A17|2A7|3E20|4A20|5A2|6A1|7A3|8E14|9E4|10E4|11N1|12E3
30,4498,timeout,150,30,-20.00,6,6,0.7863,0,0.263734,55,58,90,30,30,0,14,2,28,"NA:N,SA:N",0A12|1A20|2A1|3E18|4A19|5A2|6E14|7A1|8E13|9E4|10E5|11N1|12E4
31,4648,timeout,150,30,-18.50,6,6,0.7792,0,0.251449,69,60,90,30,30,0,13,2,28,"NA:N,SA:N",0A17|1A3|2A8|3E17|4A20|5A20|6E16|7A1|8E17|9E3|10E3|11N1|12E4
32,4798,timeout,150,30,-6.50,7,5,0.7721,0,0.256648,58,50,90,30,30,1,19,1,28,"NA:N,SA:N",0A14|1A20|2A2|3E19|4A18|5A1|6E20|7A2|8A1|9E3|10E4|11N1|12E4
33,4948,timeout,150,30,-24.00,5,7,0.7650,0,0.231031,60,54,90,30,30,1,14,3,25,"NA:N,SA:N",0E15|1A14|2A11|3E20|4A1|5A20|6E10|7A14|8E1|9E3|10E2|11N1|12E3
34,5098,timeout,150,30,-19.50,6,6,0.7578,0,0.238570,56,54,90,30,30,0,14,2,28,"NA:N,SA:N",0A17|1A18|2A1|3E19|4A1|5A18|6E19|7A1|8E8|9E2|10E3|11N1|12E3
35,5248,timeout,150,30,-27.00,4,8,0.7507,0,0.223027,61,52,90,30,30,1,18,4,26,"NA:N,SA:N",0E1|1E1|2A16|3E3|4E20|5A20|6E19|7A18|8A7|9E2|10E3|11N1|12E3
36,5403,timeout,155,30,-12.70,6,6,0.7434,0,0.226040,61,53,95,30,30,0,19,3,29,"NA:N,SA:N",0A20|1A10|2A1|3E3|4A17|5A7|6E17|7A6|8E15|9E7|10E6|11N1|12E5
37,5546,timeout,143,30,-38.42,2,10,0.7366,0,0.212753,37,63,83,30,30,1,19,6,22,"NA:N,SA:N",0E1|1E1|2E2|3E12|4E20|5A19|6E9|7A18|8E11|9E2|10E3|11N1|12E2
38,5696,timeout,150,30,-10.00,7,5,0.7294,0,0.220014,59,44,90,30,30,2,16,4,26,"NA:N,SA:N",0A20|1A9|2A1|3E18|4A1|5A2|6A7|7A19|8E13|9E5|10E4|11N1|12E4
39,5846,timeout,150,30,-11.00,6,6,0.7223,0,0.219655,56,51,90,30,30,0,22,2,27,"NA:N,SA:N",0A7|1A20|2A4|3E19|4A1|5A20|6E16|7A4|8E9|9E2|10E2|11N1|12E3
40,5996,timeout,150,30,-12.50,6,6,0.7152,0,0.211938,63,41,90,30,30,0,20,2,29,"NA:N,SA:N",0A18|1A20|2A2|3E19|4A1|5A20|6E10|7A2|8E3|9E3|10E3|11N1|12E3
41,6146,timeout,150,30,-13.00,6,6,0.7081,0,0.211582,58,39,90,30,30,0,21,2,27,"NA:N,SA:N",0A18|1A20|2A15|3E20|4A1|5A2|6E5|7A2|8E8|9E1|10E2|11N1|12E3
42,6296,timeout,150,30,-7.00,7,5,0.7009,0,0.212536,50,49,90,30,30,2,19,2,26,"NA:N,SA:N",0A1|1A20|2A2|3E20|4A1|5A20|6E20|7A2|8A4|9E3|10E3|11N1|12E3
43,6446,timeout,150,30,-8.00,7,5,0.6938,0,0.223897,58,50,90,30,30,1,19,3,26,"NA:N,SA:N",0A11|1A20|2A2|3E20|4A10|5A12|6A1|7A2|8E11|9E11|10E4|11N1|12E4
44,6596,timeout,150,30,-10.00,7,5,0.6867,0,0.201641,60,51,90,30,30,1,16,2,29,"NA:N,SA:N",0A2|1A20|2A15|3E20|4A19|5A2|6A1|7A1|8E16|9E5|10E5|11N1|12E5
45,6746,timeout,150,30,-16.00,6,6,0.6796,0,0.215941,46,58,90,30,30,0,18,2,26,"NA:N,SA:N",0A18|1A11|2A6|3E20|4A2|5A6|6E20|7A3|8E9|9E3|10E3|11N1|12E3
46,6896,timeout,150,30,-13.00,6,6,0.6724,0,0.208234,58,52,90,30,30,1,18,3,27,"NA:N,SA:N",0A6|1A6|2A1|3E18|4A10|5A20|6E20|7A15|8E8|9E3|10E1|11N1|12E2
47,7046,timeout,150,30,-16.00,6,6,0.6653,0,0.207909,56,49,90,30,30,0,18,2,27,"NA:N,SA:N",0A10|1A20|2A7|3E19|4A3|5A2|6E12|7A14|8E10|9E3|10E3|11N1|12E2
48,7196,timeout,150,30,-14.00,6,6,0.6582,0,0.205764,48,54,90,30,30,0,19,2,25,"NA:N,SA:N",0A8|1A20|2A1|3E18|4A14|5A2|6E20|7A3|8E7|9E3|10E3|11N1|12E3
49,7346,timeout,150,30,-4.50,7,5,0.6511,0,0.222857,53,41,90,30,30,1,22,2,27,"NA:N,SA:N",0A10|1A20|2A5|3E18|4A1|5A2|6A2|7A13|8E11|9E4|10E4|11N1|12E4
50,7496,timeout,150,30,-7.50,7,5,0.6439,0,0.197437,58,42,90,30,30,1,19,1,29,"NA:N,SA:N",0A18|1A20|2A3|3E20|4A1|5A1|6E12|7A13|8A2|9E3|10E3|11N1|12E4
51,7646,timeout,150,30,-12.00,7,5,0.6368,0,0.199802,60,53,90,30,30,0,16,1,27,"NA:N,SA:N",0A11|1A20|2A3|3A18|4A4|5A3|6E19|7A1|8E13|9E7|10E7|11N1|12E7
52,7796,timeout,150,30,-19.00,5,7,0.6297,0,0.202677,53,54,90,30,30,2,18,4,27,"NA:N,SA:N",0E6|1A19|2A8|3E20|4A20|5A2|6E20|7A4|8E2|9E1|10E3|11N1|12E2
53,7946,timeout,150,30,-17.00,6,6,0.6226,0,0.214154,60,55,90,30,30,1,14,3,30,"NA:N,SA:N",0A18|1A20|2A2|3E20|4A10|5A4|6E20|7A6|8E4|9E3|10E4|11N1|12E4
54,8096,timeout,150,30,-12.00,6,6,0.6154,0,0.204605,51,49,90,30,30,0,22,2,25,"NA:N,SA:N",0A19|1A15|2A3|3E19|4A1|5A9|6E15|7A4|8E6|9E3|10E3|11N1|12E3
55,8246,timeout,150,30,-15.00,6,6,0.6083,0,0.203145,51,54,90,30,30,0,18,2,27,"NA:N,SA:N",0A19|1A3|2A2|3E19|4A20|5A5|6E13|7A2|8E12|9E4|10E3|11N1|12E3
56,8396,timeout,150,30,-17.00,6,6,0.6012,0,0.189178,56,57,90,30,30,0,16,2,23,"NA:N,SA:N",0A19|1A19|2A1|3E8|4A7|5A7|6E17|7A3|8E14|9E6|10E6|11N1|12E6
57,8546,timeout,150,30,-10.00,7,5,0.5941,0,0.203740,57,52,90,30,30,0,18,1,29,"NA:N,SA:N",0A20|1A5|2A1|3A18|4A2|5A4|6E20|7A7|8E20|9E4|10E4|11N1|12E4
58,8696,timeout,150,30,-15.00,6,6,0.5869,0,0.206914,50,49,90,30,30,1,18,3,30,"NA:N,SA:N",0E3|1A20|2A1|3E20|4A18|5A2|6E20|7A1|8A8|9E1|10E3|11N1|12E2
59,8846,timeout,150,30,-9.00,7,5,0.5798,0,0.184514,50,56,90,30,30,0,19,1,27,"NA:N,SA:N",0A20|1A8|2A6|3A1|4A13|5A1|6E19|7A1|8E14|9E8|10E7|11N1|12E8
60,8996,timeout,150,30,-2.50,8,4,0.5727,0,0.198071,58,50,90,30,30,3,16,2,27,"NA:N,SA:N",0A8|1A20|2A11|3E19|4A14|5A1|6E20|7A1|8A2|9A1|10E9|11N1|12E2
61,9146,timeout,150,30,-17.00,6,6,0.5656,0,0.190399,55,53,90,30,30,0,17,2,27,"NA:N,SA:N",0A19|1A20|2A1|3E14|4A2|5A11|6E11|7A2|8E11|9E5|10E6|11N1|12E6
62,9301,timeout,155,30,-16.70,6,6,0.5582,0,0.207032,53,60,95,30,30,0,17,3,28,"NA:N,SA:N",0A8|1A2|2A7|3E20|4A5|5A20|6E20|7A11|8E1|9E10|10E4|11N1|12E5
63,9451,timeout,150,30,-12.00,7,5,0.5511,0,0.210040,56,56,90,30,30,0,15,1,25,"NA:N,SA:N",0A20|1A5|2A2|3A16|4A9|5A1|6E20|7A3|8E14|9E8|10E7|11N1|12E7
64,9601,timeout,150,30,-15.00,6,6,0.5440,0,0.194483,56,48,90,30,30,0,19,2,29,"NA:N,SA:N",0A9|1A20|2A2|3E19|4A1|5A4|6E15|7A20|8E5|9E3|10E3|11N1|12E3
65,9751,timeout,150,30,-16.00,6,6,0.5368,0,0.183347,51,56,90,30,30,0,17,2,30,"NA:N,SA:N",0A15|1A6|2A3|3E8|4A2|5A5|6E17|7A20|8E13|9E6|10E6|11N1|12E6
66,9901,timeout,150,30,-12.00,7,5,0.5297,0,0.195439,64,51,90,30,30,0,15,1,26,"NA:N,SA:N",0A15|1A20|2A4|3A3|4A20|5A1|6E13|7A1|8E17|9E7|10E7|11N1|12E7
