120,35741,timeout,300,60,-47.67,7,5,0.0500,0,0.158387,91,69,180,60,60,1,49,1,54,"NA:N,SA:N",0A1|1A1|2A20|3A10|4A19|5A20|6E19|7A20|8E20|9E10|10E10|11N1|12E10
121,36040,timeout,299,60,-68.54,5,7,0.0500,0,0.161710,97,83,179,60,60,6,43,7,58,"NA:N,SA:N",0E1|1E20|2A20|3A17|4A20|5A20|6E20|7A20|8E20|9E8|10E7|11N1|12E7
122,36338,timeout,298,60,-68.18,4,8,0.0500,0,0.166060,76,88,178,60,60,2,49,6,59,"NA:N,SA:N",0E3|1E12|2A18|3E20|4E16|5A18|6A20|7A20|8E20|9E5|10E6|11N1|12E6
123,36635,timeout,297,60,-59.98,6,6,0.0500,0,0.156422,91,80,177,60,60,5,45,6,60,"NA:N,SA:N",0A1|1A10|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E6|10E7|11N1|12E7
124,36935,timeout,300,60,-39.52,6,6,0.0500,0,0.156674,75,90,180,60,60,2,49,3,57,"NA:N,SA:N",0A1|1A1|2A13|3E3|4A20|5A20|6E17|7A20|8E20|9E16|10E17|11N1|12E17
125,37235,timeout,300,60,-65.97,4,8,0.0500,0,0.161795,73,94,180,60,60,0,49,3,60,"NA:N,SA:N",0E2|1E20|2A15|3E20|4A18|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E4
126,37533,timeout,298,60,-57.95,4,8,0.0500,0,0.161793,78,78,178,60,60,0,51,3,58,"NA:N,SA:N",0E1|1E20|2A20|3E14|4A18|5A20|6E20|7A20|8E15|9E2|10E3|11N1|12E3
127,37825,timeout,292,60,-64.67,5,7,0.0500,0,0.152948,90,75,172,60,60,4,47,6,49,"NA:N,SA:N",0E5|1A10|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E3|10E3|11N1|12E4
128,38125,timeout,300,60,-44.55,6,6,0.0500,0,0.161030,92,76,180,60,60,2,48,4,57,"NA:N,SA:N",0A1|1A11|2A20|3E9|4A20|5A20|6E20|7A20|8E20|9E9|10E9|11N1|12E9
129,38425,timeout,300,60,-16.52,7,5,0.0500,0,0.160338,87,68,180,60,60,0,50,1,60,"NA:N,SA:N",0A9|1A1|2A15|3A2|4A20|5A20|6E4|7A20|8E16|9E16|10E16|11N1|12E16
130,38725,timeout,300,60,-84.53,5,7,0.0500,0,0.157233,88,70,180,60,60,2,52,4,58,"NA:N,SA:N",0E1|1E20|2A10|3E20|4A18|5A20|6A20|7A20|8E20|9E3|10E3|11N1|12E3
131,39013,timeout,288,60,-65.09,4,8,0.0500,0,0.152729,77,86,168,60,60,4,47,7,58,"NA:N,SA:N",0E2|1E14|2A20|3E20|4A18|5A20|6E20|7A19|8E20|9E3|10E3|11N1|12E4
132,39313,timeout,300,60,-21.61,8,4,0.0500,0,0.162250,96,65,180,60,60,0,51,0,55,"NA:N,SA:N",0A5|1A7|2A7|3A10|4A20|5A20|6A7|7A20|8E18|9E16|10E16|11N1|12E15
133,39613,timeout,300,60,-30.80,7,5,0.0500,0,0.153202,89,72,180,60,60,0,50,2,59,"NA:N,SA:N",0A1|1A6|2A4|3A18|4A20|5A20|6E20|7A20|8E19|9E11|10E11|11N1|12E11
134,39913,timeout,300,60,-47.81,6,6,0.0500,0,0.156089,83,81,180,60,60,4,49,6,59,"NA:N,SA:N",0A3|1A3|2A17|3E18|4A20|5A20|6E20|7A20|8E20|9E7|10E8|11N1|12E8
135,40213,timeout,300,60,-17.81,8,4,0.0500,0,0.157737,87,67,180,60,60,0,51,0,60,"NA:N,SA:N",0A1|1A1|2A2|3A15|4A20|5A20|6A9|7A19|8E20|9E16|10E15|11N1|12E16
136,40513,timeout,300,60,-45.63,6,6,0.0500,0,0.157101,101,71,180,60,60,6,46,8,59,"NA:N,SA:N",0A5|1A18|2A18|3E19|4A20|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E4
137,40813,timeout,300,60,-40.24,6,6,0.0500,0,0.158717,97,84,180,60,60,8,43,11,60,"NA:N,SA:N",0A1|1A16|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E13|10E6|11N1|12E5
138,41113,timeout,300,60,-65.55,5,7,0.0500,0,0.162399,96,68,180,60,60,1,51,3,57,"NA:N,SA:N",0E1|1E18|2A17|3E20|4A19|5A20|6A20|7A20|8E20|9E3|10E3|11N1|12E3
139,41413,timeout,300,60,-35.68,7,5,0.0500,0,0.167204,70,83,180,60,60,1,52,2,55,"NA:N,SA:N",0A1|1A1|2A1|3A14|4A20|5A15|6E20|7A18|8E20|9E14|10E15|11N1|12E14
140,41713,timeout,300,60,-51.84,6,6,0.0500,0,0.150654,89,81,180,60,60,6,46,7,59,"NA:N,SA:N",0A3|1E18|2A9|3A17|4A20|5A20|6E20|7A20|8E20|9E7|10E8|11N1|12E8
141,42013,timeout,300,60,-116.48,5,7,0.0500,0,0.152274,78,87,180,60,60,3,50,6,60,"NA:N,SA:N",0E1|1E4|2E14|3E20|4E20|5A16|6A20|7A20|8A20|9A2|10E18|11N1|12E10
142,42313,timeout,300,60,-24.59,7,5,0.0500,0,0.154266,84,71,180,60,60,0,52,1,60,"NA:N,SA:N",0A20|1A1|2A1|3A18|4A20|5A4|6E20|7A20|8E20|9E11|10E10|11N1|12E10
143,42613,timeout,300,60,-15.71,8,4,0.0500,0,0.160793,82,71,180,60,60,0,51,0,59,"NA:N,SA:N",0A1|1A2|2A1|3A20|4A20|5A4|6A18|7A16|8E20|9E17|10E17|11N1|12E17
144,42913,timeout,300,60,-67.60,5,7,0.0500,0,0.164502,90,77,180,60,60,1,48,5,60,"NA:N,SA:N",0E3|1E18|2A10|3E20|4A20|5A20|6A20|7A20|8E20|9E5|10E5|11N1|12E6
145,43213,timeout,300,60,-15.30,8,4,0.0500,0,0.163858,99,56,180,60,60,0,51,1,60,"NA:N,SA:N",0A4|1A4|2A1|3A20|4A20|5A13|6A19|7A18|8E19|9E12|10E13|11N1|12E12
146,43513,timeout,300,60,-24.86,7,5,0.0500,0,0.156703,81,77,180,60,60,1,49,3,60,"NA:N,SA:N",0A2|1A4|2A1|3A18|4A16|5A20|6E20|7A20|8E20|9E13|10E12|11N1|12E12
147,43813,timeout,300,60,-26.74,8,4,0.0500,0,0.156181,89,67,180,60,60,0,50,2,60,"NA:N,SA:N",0A2|1A3|2A2|3A20|4A20|5A20|6A4|7A18|8E19|9E16|10E16|11N1|12E16
148,44113,timeout,300,60,-25.58,8,4,0.0500,0,0.166013,89,64,180,60,60,1,52,1,60,"NA:N,SA:N",0A2|1A1|2A1|3A20|4A20|5A8|6A19|7A18|8E19|9E15|10E15|11N1|12E15
149,44412,timeout,299,60,-53.95,4,8,0.0500,0,0.164652,80,81,178,61,60,0,50,5,59,"NA:N,SA:N",0E1|1E18|2A20|3E7|4A20|5A20|6E20|7A20|8E17|9E10|10E3|11N1|12E5
150,44712,timeout,300,60,-23.67,7,5,0.0500,0,0.147942,84,70,180,60,60,0,52,2,60,"NA:N,SA:N",0A7|1A11|2A1|3A20|4A20|5A5|6E18|7A20|8E20|9E11|10E11|11N1|12E10
151,45012,timeout,300,60,-31.20,7,5,0.0500,0,0.152663,72,88,180,60,60,2,50,4,60,"NA:N,SA:N",0A3|1A2|2A1|3A18|4A10|5A18|6E20|7A20|8E20|9E16|10E16|11N1|12E16
152,45312,timeout,300,60,-76.52,6,6,0.0500,0,0.158607,75,85,180,60,60,0,52,2,59,"NA:N,SA:N",0A8|1A19|2A1|3E20|4A20|5A7|6E20|7A20|8E20|9E8|10E9|11N1|12E8
153,45612,timeout,300,60,-23.51,8,4,0.0500,0,0.151461,81,79,180,60,60,0,48,1,60,"NA:N,SA:N",0A1|1A4|2A1|3A20|4A11|5A6|6A19|7A19|8E19|9E20|10E20|11N1|12E20
154,45912,timeout,300,60,-32.65,7,5,0.0500,0,0.164949,97,62,180,60,60,0,52,2,59,"NA:N,SA:N",0A9|1A7|2A3|3A18|4A20|5A20|6E20|7A20|8E20|9E12|10E5|11N1|12E5
155,46212,timeout,300,60,-53.16,7,5,0.0500,0,0.166260,83,86,180,60,60,4,47,5,60,"NA:N,SA:N",0A3|1A1|2A1|3A19|4A19|5A20|6E19|7A20|8E20|9E16|10E15|11N1|12E16
156,46512,timeout,300,60,-62.35,5,7,0.0500,0,0.157023,77,91,180,60,60,2,47,5,59,"NA:N,SA:N",0E19|1E20|2A16|3A19|4A5|5A17|6E20|7A20|8E20|9E4|10E4|11N1|12E4
157,46812,timeout,300,60,-67.89,6,6,0.0500,0,0.171301,77,85,180,60,60,1,51,3,55,"NA:N,SA:N",0A5|1A11|2A9|3E18|4A20|5A12|6E20|7A20|8E20|9E9|10E9|11N1|12E9
158,47094,timeout,282,60,-49.68,3,9,0.0500,0,0.163615,60,84,161,61,60,1,51,6,53,"NA:N,SA:N",0E1|1E2|2A20|3E20|4E20|5A20|6E20|7A20|8E13|9E3|10E3|11N1|12E2
159,47394,timeout,300,60,-35.60,7,5,0.0500,0,0.168234,72,86,180,60,60,1,50,2,59,"NA:N,SA:N",0A13|1A3|2A1|3A18|4A15|5A2|6E20|7A20|8E20|9E15|10E15|11N1|12E16
160,47694,timeout,300,60,-54.03,6,6,0.0500,0,0.165556,83,80,180,60,60,4,49,6,57,"NA:N,SA:N",0A5|1A13|2A6|3E18|4A20|5A20|6E20|7A19|8E20|9E8|10E7|11N1|12E7
161,47994,timeout,300,60,-33.79,7,5,0.0500,0,0.153535,83,74,180,60,60,0,52,1,59,"NA:N,SA:N",0A15|1A1|2A15|3A18|4A12|5A2|6E20|7A20|8E20|9E12|10E11|11N1|12E11
162,48294,timeout,300,60,-27.88,8,4,0.0500,0,0.160354,83,73,180,60,60,0,50,0,60,"NA:N,SA:N",0A2|1A1|2A1|3A20|4A3|5A20|6A18|7A18|8E20|9E17|10E18|11N1|12E18
163,48594,timeout,300,60,-65.82,4,8,0.0500,0,0.164334,75,86,180,60,60,2,51,5,59,"NA:N,SA:N",0E13|1E14|2A19|3E9|4E20|5A20|6A16|7A20|8E20|9E3|10E3|11N1|12E4
164,48894,timeout,300,60,-33.99,6,6,0.0500,0,0.155531,85,86,180,60,60,0,47,3,59,"NA:N,SA:N",0A20|1A15|2A4|3E18|4A20|5A6|6E20|7A20|8E20|9E15|10E6|11N1|12E7
165,49215,timeout,321,60,-81.43,6,7,0.0500,0,0.151991,87,90,195,66,60,3,54,6,52,"NA:N,SA:N",0E1|1E13|2E14|3E20|4E20|5A8|6A20|7A20|8A20|9A18|10E20|11A1|12E2
166,49515,timeout,300,60,-17.49,7,5,0.0500,0,0.174099,86,67,180,60,60,0,51,1,60,"NA:N,SA:N",0A20|1A4|2A1|3A18|4A15|5A8|6E19|7A20|8E11|9E13|10E12|11N1|12E12
167,49815,timeout,300,60,-20.81,8,4,0.0500,0,0.164389,87,61,180,60,60,0,52,0,60,"NA:N,SA:N",0A3|1A1|2A2|3A20|4A8|5A13|6A20|7A20|8E9|9E16|10E18|11N1|12E18
168,50115,timeout,300,60,-49.36,5,7,0.0500,0,0.162861,78,83,180,60,60,4,49,7,60,"NA:N,SA:N",0E12|1E20|2A20|3A7|4A11|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E3
169,50415,timeout,300,60,-38.95,6,6,0.0500,0,0.162827,66,89,180,60,60,0,52,2,50,"NA:N,SA:N",0A6|1A15|2A14|3E20|4A10|5A1|6E20|7A20|8E20|9E10|10E9|11N1|12E10
170,50706,timeout,291,60,-51.85,4,8,0.0500,0,0.164332,66,86,171,60,60,1,51,6,59,"NA:N,SA:N",0E1|1E3|2A19|3E1|4E20|5A20|6A7|7A20|8E20|9E17|10E12|11N1|12E12
171,50977,timeout,271,60,-61.59,3,9,0.0500,0,0.162876,54,89,151,60,60,4,48,10,59,"NA:N,SA:N",0E1|1E19|2A17|3E3|4E20|5A20|6E18|7A17|8E18|9E5|10E2|11N1|12E3
172,51277,timeout,300,60,-31.58,7,5,0.0500,0,0.167913,77,84,180,60,60,1,49,3,59,"NA:N,SA:N",0A2|1A20|2A7|3A18|4A9|5A1|6E20|7A20|8E20|9E14|10E15|11N1|12E15
173,51577,timeout,300,60,-23.19,6,4,0.0500,0,0.153455,68,74,180,60,60,0,55,0,60,"NA:N,SA:N",0A2|1A10|2N1|3A20|4A20|5N1|6A9|7A7|8E19|9E18|10E19|11N1|12E18
174,51877,timeout,300,60,-32.27,6,4,0.0500,0,0.158724,87,61,180,60,60,0,53,1,60,"NA:N,SA:N",0A11|1A20|2A3|3A15|4A20|5N1|6A18|7N1|8E5|9E17|10E19|11N1|12E20
175,52177,timeout,300,60,-35.37,6,6,0.0500,0,0.150725,89,69,180,60,60,2,50,4,60,"NA:N,SA:N",0A20|1A20|2A2|3E18|4A20|5A7|6E20|7A20|8E18|9E4|10E5|11N1|12E4
176,52477,timeout,300,60,-13.53,8,4,0.0500,0,0.152650,93,66,180,60,60,0,49,1,59,"NA:N,SA:N",0A1|1A9|2A2|3A20|4A16|5A7|6A18|7A20|8E20|9E15|10E15|11N1|12E16
177,52758,timeout,281,60,-54.89,3,9,0.0500,0,0.164430,58,88,161,60,60,0,50,7,57,"NA:N,SA:N",0E1|1E10|2A18|3E1|4E20|5A20|6E16|7A20|8E17|9E9|10E7|11N1|12E7
178,53151,timeout,393,60,-7.30,9,3,0.0500,0,0.163544,177,60,273,60,60,0,51,0,60,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A17|9E20|10E20|11N1|12E20
179,53451,timeout,300,60,-22.16,7,3,0.0500,0,0.174304,83,59,180,60,60,0,53,0,60,"NA:N,SA:N",0A10|1A10|2N1|3A20|4A5|5N1|6A20|7A3|8A15|9E19|10E20|11N1|12E20
180,53847,timeout,396,60,-8.32,9,3,0.0500,0,0.163832,179,58,276,60,60,0,50,0,60,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E18|10E20|11N1|12E20
181,54147,timeout,300,60,-37.85,7,5,0.0500,0,0.168708,79,92,180,60,60,3,46,5,60,"NA:N,SA:N",0A1|1A1|2A10|3A17|4A10|5A20|6E19|7A20|8E20|9E18|10E17|11N1|12E18
182,54517,timeout,370,60,-8.35,9,3,0.0500,0,0.159800,162,58,250,60,60,0,51,0,60,"NA:A,SA:N",0A10|1A19|2A20|3A20|4A20|5A20|6A20|7A20|8A13|9E20|10E19|11N1|12E19
183,54906,timeout,389,60,-14.40,9,3,0.0500,0,0.173070,179,59,269,60,60,0,50,0,60,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
184,55173,timeout,267,60,-44.71,3,9,0.0500,0,0.167815,58,74,146,61,60,3,51,7,58,"NA:N,SA:N",0E1|1E8|2A18|3E17|4E20|5A20|6E12|7A20|8E8|9E3|10E3|11N1|12E2
185,55473,timeout,300,60,-41.22,5,5,0.0500,0,0.173573,82,70,180,60,60,1,53,2,20,"NA:N,SA:N",0A8|1A20|2N1|3A18|4A16|5N1|6E19|7A20|8E20|9E10|10E10|11N1|12E11
186,55773,timeout,300,60,-21.93,7,5,0.0500,0,0.171669,86,74,180,60,60,0,51,1,60,"NA:N,SA:N",0A4|1A20|2A4|3A16|4A18|5A4|6E20|7A20|8E20|9E11|10E12|11N1|12E11
187,56073,timeout,300,60,-65.65,5,7,0.0500,0,0.158653,93,97,180,60,60,10,41,13,60,"NA:N,SA:N",0E3|1E17|2A20|3A20|4A13|5A20|6E20|7A20|8E20|9E12|10E12|11N1|12E13
188,56373,timeout,300,60,-22.60,7,3,0.0500,0,0.173550,76,60,180,60,60,0,53,0,60,"NA:N,SA:N",0A1|1A1|2N1|3A10|4A20|5N1|6A7|7A20|8A17|9E20|10E20|11N1|12E20
189,56668,timeout,295,60,-57.17,5,7,0.0500,0,0.177767,91,84,175,60,60,8,45,11,55,"NA:N,SA:N",0E11|1E20|2A20|3A11|4A20|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E5
190,56968,timeout,300,60,-30.67,6,6,0.0500,0,0.178651,85,74,180,60,60,0,51,2,60,"NA:N,SA:N",0A1|1A5|2A20|3E1|4A19|5A20|6E20|7A20|8E20|9E11|10E11|11N1|12E11
191,57265,timeout,297,60,-55.26,4,8,0.0500,0,0.174701,77,88,177,60,60,4,48,8,60,"NA:N,SA:N",0E1|1E19|2A20|3E14|4A17|5A20|6E20|7A20|8E20|9E5|10E4|11N1|12E5
192,57555,timeout,290,60,-63.36,4,8,0.0500,0,0.190704,76,93,170,60,60,9,43,12,60,"NA:N,SA:N",0E7|1E19|2A20|3E18|4A16|5A20|6E20|7A20|8E20|9E3|10E3|11N1|12E3
193,57855,timeout,300,60,-68.09,5,7,0.0500,0,0.189974,85,82,180,60,60,4,48,7,51,"NA:N,SA:N",0E12|1E19|2A20|3E11|4A12|5A20|6A13|7A20|8E20|9E7|10E7|11N1|12E6
194,58148,timeout,293,60,-63.48,4,8,0.0500,0,0.188304,78,90,173,60,60,6,44,10,60,"NA:N,SA:N",0E1|1E18|2A20|3E18|4A18|5A20|6E20|7A20|8E20|9E3|10E5|11N1|12E5
195,58435,timeout,287,60,-51.75,4,8,0.0500,0,0.194594,78,84,167,60,60,5,47,10,58,"NA:N,SA:N",0E1|1E20|2A20|3E5|4A18|5A20|6E20|7A20|8E20|9E6|10E6|11N1|12E6
196,58718,timeout,283,60,-62.33,4,8,0.0500,0,0.207580,79,80,163,60,60,6,44,10,59,"NA:N,SA:N",0E1|1E18|2A20|3E8|4A19|5A20|6E20|7A20|8E18|9E3|10E6|11N1|12E6
197,59009,timeout,291,60,-48.10,4,8,0.0500,0,0.207961,80,71,169,62,60,1,52,4,57,"NA:N,SA:N",0E1|1E18|2A20|3E6|4A20|5A20|6E20|7A20|8E20|9E3|10E2|11N1|12E1
198,59309,timeout,300,60,-58.97,5,7,0.0500,0,0.195474,85,91,180,60,60,5,46,9,60,"NA:N,SA:N",0E9|1E20|2A20|3A6|4A20|5A19|6E20|7A20|8E20|9E12|10E5|11N1|12E5
199,59608,timeout,299,60,-56.77,5,7,0.0500,0,0.192783,92,82,179,60,60,7,45,10,53,"NA:N,SA:N",0E15|1E20|2A20|3A12|4A20|5A20|6E20|7A20|8E20|9E3|10E2|11N1|12E2
200,59888,timeout,280,60,-52.24,3,9,0.0500,0,0.194122,59,88,160,60,60,2,51,7,58,"NA:N,SA:N",0E1|1E18|2A20|3E1|4E20|5A20|6E19|7A19|8E20|9E3|10E3|11N1|12E3
201,60173,timeout,285,60,-59.17,4,8,0.0500,0,0.190561,78,95,165,60,60,5,44,10,58,"NA:N,SA:N",0E1|1E19|2A20|3E18|4A18|5A20|6E20|7A20|8E20|9E7|10E3|11N1|12E7
202,60441,timeout,268,60,-50.64,3,9,0.0500,0,0.205817,58,78,148,60,60,3,49,8,58,"NA:N,SA:N",0E1|1E19|2A19|3E1|4E20|5A20|6E14|7A19|8E14|9E3|10E3|11N1|12E3
203,60761,timeout,320,60,-37.57,6,6,0.0500,0,0.198404,120,68,199,61,60,2,47,5,58,"NA:N,SA:N",0A20|1A20|2A20|3E9|4A20|5A20|6E17|7A20|8E8|9E17|10E8|11N1|12E9
204,61053,timeout,292,60,-57.11,4,8,0.0500,0,0.197545,78,81,172,60,60,4,49,8,54,"NA:N,SA:N",0E1|1E18|2A19|3E10|4E20|5A20|6A19|7A20|8E20|9E4|10E4|11N1|12E4
205,61324,timeout,271,60,-56.38,3,9,0.0500,0,0.185353,59,80,151,60,60,0,49,6,59,"NA:N,SA:N",0E1|1E14|2A19|3E1|4E20|5A20|6E14|7A20|8E15|9E6|10E5|11N1|12E4
206,61588,timeout,264,60,-54.55,3,9,0.0500,0,0.190266,59,77,144,60,60,1,49,7,59,"NA:N,SA:N",0E1|1E18|2A20|3E1|4E20|5A20|6E12|7A19|8E12|9E7|10E3|11N1|12E3
207,61875,timeout,287,60,-63.32,5,7,0.0500,0,0.189778,94,73,167,60,60,6,46,9,59,"NA:N,SA:N",0E2|1E17|2A20|3A19|4E20|5A20|6A15|7A20|8E20|9E5|10E5|11N1|12E4
208,62248,timeout,373,60,-19.02,9,3,0.0500,0,0.181213,179,59,253,60,60,0,42,0,58,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
209,62515,timeout,267,60,-55.66,3,9,0.0500,0,0.182367,55,75,147,60,60,2,51,7,59,"NA:N,SA:N",0E1|1E19|2A18|3E3|4E20|5A20|6E12|7A17|8E13|9E3|10E3|11N1|12E1
210,62775,timeout,260,60,-78.91,3,9,0.0500,0,0.175175,58,74,140,60,60,4,46,9,58,"NA:N,SA:N",0E1|1E15|2A19|3E3|4E20|5A20|6E12|7A19|8E14|9E3|10E3|11N1|12E3
211,63075,timeout,300,60,-75.73,5,8,0.0500,0,0.186048,91,91,180,60,60,5,44,8,53,"NA:N,SA:N",0E3|1E3|2E3|3E3|4E19|5E20|6E20|7A19|8A20|9A20|10A12|11A20|12E20
212,63350,timeout,275,60,-59.55,3,9,0.0500,0,0.197948,56,83,155,60,60,0,52,5,58,"NA:N,SA:N",0E1|1E13|2A18|3E6|4E20|5A18|6E17|7A20|8E17|9E3|10E3|11N1|12E3
213,63633,timeout,283,60,-57.66,5,7,0.0500,0,0.179727,98,79,163,60,60,12,40,16,55,"NA:N,SA:N",0E4|1E20|2A20|3A18|4E20|5A20|6A20|7A20|8E20|9E5|10E5|11N1|12E5
214,63933,timeout,300,60,-66.02,5,7,0.0500,0,0.175195,82,92,180,60,60,3,45,6,53,"NA:N,SA:N",0E4|1E18|2A20|3E4|4E20|5A11|6E20|7A20|8A19|9A12|10E20|11N1|12E6
215,64233,timeout,300,60,-40.93,7,5,0.0500,0,0.179617,106,59,180,60,60,2,50,4,59,"NA:N,SA:N",0A2|1A6|2A20|3A19|4A20|5A20|6E19|7A19|8E20|9E6|10E7|11N1|12E7
216,64511,timeout,278,60,-51.45,3,9,0.0500,0,0.175039,56,88,158,60,60,0,52,5,54,"NA:N,SA:N",0E2|1E19|2A19|3E1|4E20|5A20|6E15|7A17|8E17|9E5|10E5|11N1|12E4
217,64836,timeout,325,60,-39.89,7,5,0.0500,0,0.173885,112,76,205,60,60,1,48,2,60,"NA:N,SA:N",0A4|1A15|2A20|3A13|4A20|5A20|6E19|7A20|8E20|9E15|10E11|11N1|12E11
218,65215,timeout,379,60,-10.68,9,3,0.0500,0,0.173739,178,52,259,60,60,0,52,0,54,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E18|10E17|11N1|12E17
219,65618,timeout,403,60,-6.52,9,3,0.0500,0,0.179077,180,58,282,61,60,0,51,0,59,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
220,65909,timeout,291,60,-60.69,4,8,0.0500,0,0.169526,79,85,171,60,60,4,47,8,59,"NA:N,SA:N",0E4|1E16|2A19|3E14|4E20|5A20|6A20|7A20|8E20|9E4|10E4|11N1|12E3
221,66282,timeout,373,60,-15.14,9,3,0.0500,0,0.164765,176,58,253,60,60,0,45,0,59,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9E18|10E20|11N1|12E20
222,66572,timeout,290,60,-69.30,4,8,0.0500,0,0.170239,78,84,170,60,60,6,46,10,60,"NA:N,SA:N",0E1|1E19|2A19|3E20|4E20|5A20|6A19|7A20|8E20|9E2|10E1|11N1|12E1
223,66869,timeout,297,60,-51.55,5,7,0.0500,0,0.166528,94,80,177,60,60,6,45,10,60,"NA:N,SA:N",0E1|1E9|2A20|3A14|4E20|5A20|6A20|7A20|8E20|9E17|10E7|11N1|12E6
224,67148,timeout,279,60,-70.32,4,8,0.0500,0,0.170830,78,74,159,60,60,3,49,7,59,"NA:N,SA:N",0E1|1E18|2A20|3E8|4E20|5A20|6A18|7A20|8E20|9E2|10E2|11N1|12E3
225,67448,timeout,300,60,-66.06,5,7,0.0500,0,0.163670,95,84,180,60,60,5,48,8,59,"NA:N,SA:N",0E10|1E20|2A20|3A18|4E20|5A20|6A17|7A20|8E20|9E5|10E4|11N1|12E5
226,67851,timeout,403,60,-13.38,9,3,0.0500,0,0.158378,176,60,283,60,60,0,49,0,60,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9E20|10E20|11N1|12E20
227,68136,timeout,285,60,-55.81,3,9,0.0500,0,0.155099,58,89,165,60,60,0,53,5,60,"NA:N,SA:N",0E1|1E18|2A20|3E1|4E20|5A20|6E20|7A18|8E20|9E3|10E3|11N1|12E3
228,68410,timeout,274,60,-60.74,3,9,0.0500,0,0.161642,58,83,154,60,60,4,50,8,57,"NA:N,SA:N",0E1|1E17|2A18|3E3|4E20|5A20|6E17|7A20|8E18|9E2|10E3|11N1|12E2
229,68710,timeout,300,60,-73.20,6,6,0.0500,0,0.153296,82,95,180,60,60,4,49,5,60,"NA:N,SA:N",0E6|1E20|2A18|3E20|4E20|5A20|6A1|7A20|8A10|9A13|10E20|11N1|12E9
230,69002,timeout,292,60,-67.61,5,7,0.0500,0,0.151190,99,77,172,60,60,10,44,12,54,"NA:N,SA:N",0E2|1E20|2A20|3A19|4A20|5A20|6E20|7A20|8E18|9E6|10E6|11N1|12E5
231,69287,timeout,285,60,-44.95,4,8,0.0500,0,0.150606,79,77,165,60,60,1,49,6,60,"NA:N,SA:N",0E1|1E9|2A19|3E1|4E20|5A20|6E20|7A20|8A20|9E15|10E5|11N1|12E6
232,69668,timeout,381,60,-16.50,9,3,0.0500,0,0.152166,179,58,261,60,60,0,48,0,58,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E18|10E20|11N1|12E20
233,69968,timeout,300,60,-77.13,5,7,0.0500,0,0.154270,88,84,180,60,60,3,49,6,60,"NA:N,SA:N",0E1|1E19|2A19|3E18|4E20|5A20|6A9|7A20|8A20|9E20|10E3|11N1|12E3
234,70232,timeout,264,60,-59.85,3,9,0.0500,0,0.159712,57,83,144,60,60,3,49,9,57,"NA:N,SA:N",0E1|1E20|2A18|3E1|4E20|5A20|6E15|7A19|8E15|9E5|10E3|11N1|12E3
235,70505,timeout,273,60,-69.79,3,9,0.0500,0,0.147741,59,81,153,60,60,2,51,6,54,"NA:N,SA:N",0E1|1E15|2A19|3E3|4E20|5A20|6E17|7A20|8E17|9E3|10E3|11N1|12E2
236,70798,timeout,293,60,-74.11,4,8,0.0500,0,0.156572,78,79,173,60,60,1,51,4,57,"NA:N,SA:N",0E2|1E15|2A18|3E14|4E20|5A20|6A20|7A20|8E20|9E3|10E2|11N1|12E3
237,71081,timeout,283,60,-55.86,3,9,0.0500,0,0.152689,59,85,163,60,60,0,53,5,56,"NA:N,SA:N",0E1|1E17|2A20|3E1|4E20|5A19|6E19|7A20|8E19|9E2|10E3|11N1|12E3
238,71485,timeout,404,60,-12.79,9,3,0.0500,0,0.158093,178,58,284,60,60,0,47,0,60,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E18|10E20|11N1|12E20
239,71785,timeout,300,60,-59.69,6,6,0.0500,0,0.150850,111,77,180,60,60,10,42,13,60,"NA:N,SA:N",0E7|1E20|2A20|3A18|4E20|5A20|6A13|7A20|8A20|9E20|10E5|11N1|12E5
240,72089,timeout,304,60,-53.65,6,6,0.0500,0,0.166848,105,81,184,60,60,7,44,10,58,"NA:N,SA:N",0A7|1E19|2A20|3A20|4E20|5A20|6A18|7A20|8E20|9E11|10E5|11N1|12E6
