40,11838,timeout,300,60,-81.08,6,6,0.4377,0,0.204400,70,98,180,60,60,0,45,2,54,"NA:N,SA:N",0A12|1A17|2A17|3E20|4A20|5A2|6E20|7A2|8E20|9E12|10E13|11N1|12E13
41,12138,timeout,300,60,-85.43,6,6,0.4234,0,0.194253,78,92,180,60,60,0,50,2,55,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A14|5A1|6E20|7A5|8E20|9E11|10E10|11N1|12E11
42,12438,timeout,300,60,-80.30,6,6,0.4092,0,0.195503,93,78,180,60,60,0,47,2,57,"NA:N,SA:N",0A19|1A20|2A5|3E19|4A20|5A9|6E19|7A20|8E20|9E6|10E7|11N1|12E7
43,12738,timeout,300,60,-89.44,7,5,0.3949,0,0.191886,87,83,180,60,60,1,49,2,57,"NA:N,SA:N",0A17|1A20|2A17|3E20|4A19|5A4|6A9|7A1|8E20|9E15|10E14|11N1|12E14
44,13038,timeout,300,60,-75.97,6,6,0.3807,0,0.190461,102,77,180,60,60,0,45,1,57,"NA:N,SA:N",0A19|1A20|2A3|3E17|4A20|5A20|6E20|7A20|8E20|9E6|10E7|11N1|12E7
45,13338,timeout,300,60,-73.35,7,5,0.3664,0,0.188929,79,96,180,60,60,1,47,4,60,"NA:N,SA:N",0A17|1A20|2A8|3E19|4A20|5A5|6E20|7A4|8A5|9E20|10E18|11N1|12E19
46,13737,timeout,399,60,-27.91,9,3,0.3475,0,0.199469,178,59,279,60,60,0,39,0,59,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E19|10E20|11N1|12E20
47,14037,timeout,300,60,-82.82,6,6,0.3332,0,0.215095,80,96,180,60,60,0,47,2,59,"NA:N,SA:N",0A18|1A20|2A9|3E19|4A20|5A6|6E20|7A7|8E20|9E13|10E12|11N1|12E12
48,14337,timeout,300,60,-82.18,7,5,0.3190,0,0.207587,101,84,180,60,60,3,41,5,59,"NA:N,SA:N",0A4|1A20|2A20|3E19|4A20|5A19|6A17|7A1|8E20|9E15|10E15|11N1|12E15
49,14641,timeout,304,60,-99.09,6,6,0.3046,0,0.202803,88,92,183,61,60,0,45,2,58,"NA:N,SA:N",0A4|1A20|2A20|3E19|4A19|5A20|6E20|7A5|8E20|9E11|10E11|11N1|12E11
50,14941,timeout,300,60,-79.60,6,6,0.2903,0,0.209921,93,73,180,60,60,0,47,2,58,"NA:N,SA:N",0A18|1A20|2A12|3E20|4A20|5A3|6E20|7A20|8E20|9E4|10E4|11N1|12E5
51,15241,timeout,300,60,-87.85,6,6,0.2761,0,0.204127,90,81,180,60,60,0,49,3,59,"NA:N,SA:N",0A18|1A20|2A20|3E19|4A20|5A4|6E20|7A8|8E20|9E7|10E8|11N1|12E7
52,15541,timeout,300,60,-98.00,6,6,0.2618,0,0.200117,70,97,180,60,60,0,50,3,55,"NA:N,SA:N",0A20|1A18|2A3|3E18|4A8|5A20|6E20|7A1|8E20|9E13|10E13|11N1|12E13
53,15845,timeout,304,60,-91.17,7,5,0.2474,0,0.208282,97,67,183,61,60,0,50,1,55,"NA:N,SA:N",0A20|1A20|2A4|3A16|4A18|5A1|6E20|7A18|8E20|9E9|10E9|11N1|12E9
54,16145,timeout,300,60,-58.47,7,5,0.2331,0,0.214164,95,67,180,60,60,0,49,1,57,"NA:N,SA:N",0A20|1A20|2A7|3A15|4A20|5A9|6E20|7A4|8E20|9E9|10E9|11N1|12E9
55,16445,timeout,300,60,-105.46,7,5,0.2189,0,0.198923,87,82,180,60,60,0,51,2,54,"NA:N,SA:N",0A20|1A20|2A6|3A18|4A18|5A1|6E20|7A4|8E20|9E14|10E14|11N1|12E14
56,16745,timeout,300,60,-88.65,7,5,0.2046,0,0.193595,78,88,180,60,60,1,47,3,56,"NA:N,SA:N",0A17|1A20|2A4|3E19|4A15|5A1|6A1|7A20|8E20|9E16|10E16|11N1|12E17
57,17045,timeout,300,60,-105.15,6,6,0.1904,0,0.199999,78,88,180,60,60,0,51,2,56,"NA:N,SA:N",0A20|1A5|2A20|3E18|4A20|5A9|6E20|7A4|8E20|9E10|10E10|11N1|12E10
58,17414,timeout,369,60,-27.01,8,4,0.1728,0,0.191768,159,71,249,60,60,1,48,2,56,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A19|7A20|8E18|9E17|10E18|11N1|12E18
59,17714,timeout,300,60,-71.83,5,6,0.1586,0,0.195220,73,87,180,60,60,2,51,4,52,"NA:N,SA:N",0E18|1E20|2N1|3A19|4E20|5N1|6A20|7E20|8A20|9A13|10E8|11A1|12E1
60,18014,timeout,300,60,-96.54,7,5,0.1443,0,0.194236,88,78,180,60,60,0,50,2,58,"NA:N,SA:N",0A20|1A20|2A3|3A17|4A18|5A4|6E19|7A6|8E20|9E13|10E13|11N1|12E13
61,18314,timeout,300,60,-119.60,7,5,0.1301,0,0.184497,79,85,180,60,60,0,49,2,55,"NA:N,SA:N",0A20|1A20|2A1|3A18|4A16|5A1|6E19|7A3|8E20|9E16|10E15|11N1|12E15
62,18614,timeout,300,60,-131.27,7,5,0.1158,0,0.189888,70,94,180,60,60,0,49,1,58,"NA:N,SA:N",0A10|1A20|2A2|3A19|4A17|5A1|6E19|7A1|8E20|9E18|10E18|11N1|12E19
63,18914,timeout,300,60,-102.97,7,5,0.1016,0,0.178674,90,77,180,60,60,0,51,2,58,"NA:N,SA:N",0A20|1A20|2A9|3A19|4A20|5A1|6E19|7A1|8E20|9E13|10E12|11N1|12E13
64,19214,timeout,300,60,-62.78,7,5,0.0873,0,0.191766,91,75,180,60,60,0,48,2,57,"NA:N,SA:N",0A20|1A20|2A4|3A18|4A20|5A1|6E20|7A8|8E20|9E12|10E12|11N1|12E11
65,19514,timeout,300,60,-68.22,7,5,0.0731,0,0.177660,81,75,180,60,60,0,51,1,58,"NA:N,SA:N",0A20|1A20|2A2|3A18|4A18|5A1|6E20|7A2|8E20|9E11|10E12|11N1|12E12
66,19814,timeout,300,60,-67.23,7,5,0.0588,0,0.180213,87,69,180,60,60,0,51,2,60,"NA:N,SA:N",0A20|1A20|2A1|3A20|4A20|5A1|6E18|7A5|8E20|9E11|10E10|11N1|12E10
67,20114,timeout,300,60,-86.88,7,5,0.0500,0,0.182528,91,80,180,60,60,0,47,2,58,"NA:N,SA:N",0A20|1A20|2A4|3A18|4A20|5A1|6E20|7A8|8E20|9E14|10E13|11N1|12E13
68,20414,timeout,300,60,-116.28,7,5,0.0500,0,0.175903,73,89,180,60,60,0,52,2,55,"NA:N,SA:N",0A19|1A20|2A1|3A20|4A11|5A1|6E18|7A1|8E20|9E17|10E17|11N1|12E17
69,20714,timeout,300,60,-99.94,7,5,0.0500,0,0.170243,79,92,180,60,60,0,51,2,53,"NA:N,SA:N",0A20|1A20|2A7|3A18|4A12|5A1|6E20|7A1|8E20|9E18|10E17|11N1|12E17
70,21014,timeout,300,60,-61.21,7,5,0.0500,0,0.172209,89,70,180,60,60,1,48,3,57,"NA:N,SA:N",0A20|1A20|2A2|3A18|4A20|5A1|6E18|7A8|8E20|9E11|10E11|11N1|12E10
71,21314,timeout,300,60,-90.09,7,5,0.0500,0,0.166249,86,81,180,60,60,0,50,2,58,"NA:N,SA:N",0A20|1A20|2A1|3A19|4A11|5A1|6E19|7A14|8E20|9E14|10E14|11N1|12E14
72,21614,timeout,300,60,-65.54,7,5,0.0500,0,0.173119,81,74,180,60,60,0,49,2,56,"NA:N,SA:N",0A19|1A5|2A1|3A18|4A12|5A6|6E20|7A20|8E20|9E11|10E12|11N1|12E11
73,21909,timeout,295,60,-31.22,6,6,0.0500,0,0.174656,63,88,175,60,60,0,51,3,57,"NA:N,SA:N",0A16|1A6|2A20|3E7|4A2|5A1|6E17|7A18|8E20|9E15|10E14|11N1|12E15
74,22172,timeout,263,60,-41.32,2,6,0.0500,0,0.183921,39,73,143,60,60,0,54,3,58,"NA:N,SA:N",0A19|1A20|2N1|3E18|4N1|5N1|6E14|7N1|8E11|9E10|10E10|11N1|12E10
75,22472,timeout,300,60,-30.45,8,4,0.0500,0,0.166108,81,77,180,60,60,0,52,1,58,"NA:N,SA:N",0A1|1A13|2A6|3A20|4A5|5A11|6A6|7A19|8E17|9E20|10E20|11N1|12E20
76,22772,timeout,300,60,-54.42,6,6,0.0500,0,0.168863,91,82,180,60,60,2,48,5,58,"NA:N,SA:N",0A3|1A8|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E8|10E8|11N1|12E8
77,23102,timeout,330,60,-31.75,7,5,0.0500,0,0.168123,114,84,210,60,60,0,46,2,57,"NA:N,SA:N",0A14|1A20|2A15|3A20|4A20|5A5|6E18|7A20|8E17|9E17|10E16|11N1|12E16
78,23402,timeout,300,60,-30.49,7,5,0.0500,0,0.158029,98,65,180,60,60,3,48,5,57,"NA:N,SA:N",0A5|1A12|2A20|3A1|4A20|5A20|6E19|7A20|8E20|9E9|10E8|11N1|12E9
79,23702,timeout,300,60,-43.16,7,5,0.0500,0,0.164989,80,79,180,60,60,0,50,1,57,"NA:N,SA:N",0A2|1A3|2A15|3A19|4A18|5A3|6E19|7A20|8E20|9E14|10E13|11N1|12E13
80,24022,timeout,320,60,-18.81,7,5,0.0500,0,0.172186,95,77,200,60,60,0,51,2,60,"NA:N,SA:N",0A2|1A2|2A20|3A16|4A20|5A15|6E15|7A20|8E17|9E15|10E15|11N1|12E15
81,24318,timeout,296,60,-71.25,5,7,0.0500,0,0.166031,98,83,176,60,60,4,44,8,57,"NA:N,SA:N",0E5|1E20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E6|10E6|11N1|12E6
82,24618,timeout,300,60,-26.12,7,5,0.0500,0,0.159292,92,64,180,60,60,0,51,2,60,"NA:N,SA:N",0A2|1A1|2A9|3A20|4A20|5A20|6E6|7A20|8E13|9E15|10E15|11N1|12E15
83,24918,timeout,300,60,-90.67,5,7,0.0500,0,0.162861,88,76,180,60,60,1,48,6,60,"NA:N,SA:N",0E1|1E20|2A20|3E10|4A17|5A16|6E20|7A20|8A15|9E4|10E11|11N1|12E10
84,25216,timeout,298,60,-62.34,5,7,0.0500,0,0.166360,99,73,178,60,60,5,48,8,58,"NA:N,SA:N",0E6|1E20|2A20|3A19|4E20|5A20|6A20|7A20|8E20|9E3|10E2|11N1|12E2
85,25491,timeout,275,60,-59.96,3,9,0.0500,0,0.160936,59,84,155,60,60,2,50,7,60,"NA:N,SA:N",0E1|1E18|2A19|3E1|4E20|5A20|6E16|7A20|8E15|9E4|10E4|11N1|12E5
86,25776,timeout,285,60,-46.59,4,8,0.0500,0,0.161091,76,79,165,60,60,1,49,6,57,"NA:N,SA:N",0E5|1A16|2A20|3E5|4E20|5A20|6E20|7A20|8E20|9E3|10E3|11N1|12E3
87,26063,timeout,287,60,-47.15,5,7,0.0500,0,0.164171,82,94,167,60,60,7,45,10,60,"NA:N,SA:N",0A2|1E18|2A20|3A20|4E20|5A20|6E20|7A20|8E20|9E9|10E3|11N1|12E4
88,26342,timeout,279,60,-59.06,3,9,0.0500,0,0.166555,56,91,159,60,60,1,51,7,59,"NA:N,SA:N",0E2|1E19|2A19|3E3|4E20|5A19|6E18|7A18|8E19|9E6|10E2|11N1|12E2
89,26617,timeout,275,60,-69.02,3,9,0.0500,0,0.171393,59,83,155,60,60,1,49,6,57,"NA:N,SA:N",0E1|1E13|2A20|3E3|4E20|5A20|6E19|7A19|8E12|9E5|10E5|11N1|12E5
90,26881,timeout,264,60,-52.79,3,9,0.0500,0,0.165825,55,68,144,60,60,0,52,6,59,"NA:N,SA:N",0E1|1E17|2A16|3E1|4E20|5A20|6E9|7A19|8E9|9E3|10E3|11N1|12E5
91,27236,timeout,355,60,-26.00,8,4,0.0500,0,0.164328,138,74,235,60,60,0,50,1,60,"NA:N,SA:N",0A2|1A20|2A20|3A20|4A20|5A20|6A16|7A20|8E20|9E18|10E18|11N1|12E18
92,27546,timeout,310,60,-22.64,8,4,0.0500,0,0.160840,98,72,190,60,60,0,51,1,59,"NA:N,SA:N",0A1|1A2|2A20|3A4|4A14|5A20|6A17|7A20|8E20|9E17|10E18|11N1|12E17
93,27932,timeout,386,60,-11.62,9,3,0.0500,0,0.153820,176,60,266,60,60,0,47,0,60,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9E20|10E20|11N1|12E20
94,28231,timeout,299,60,-72.77,4,8,0.0500,0,0.165459,79,87,179,60,60,2,50,6,60,"NA:N,SA:N",0E1|1E19|2A19|3E20|4E20|5A20|6A20|7A20|8E20|9E3|10E2|11N1|12E2
95,28519,timeout,288,60,-43.95,5,7,0.0500,0,0.155440,96,79,168,60,60,6,46,8,59,"NA:N,SA:N",0E7|1A16|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E4
96,28766,timeout,247,60,-70.98,2,10,0.0500,0,0.165889,38,84,127,60,60,3,48,10,60,"NA:N,SA:N",0E1|1E1|2E11|3E3|4E20|5A18|6E20|7A20|8E20|9E2|10E3|11N1|12E3
97,29041,timeout,275,60,-54.75,3,9,0.0500,0,0.160280,59,77,155,60,60,1,52,5,60,"NA:N,SA:N",0E1|1E18|2A20|3E1|4E20|5A20|6E15|7A19|8E15|9E2|10E2|11N1|12E3
98,29341,timeout,300,60,-19.45,8,4,0.0500,0,0.158443,92,66,180,60,60,0,51,0,59,"NA:N,SA:N",0A2|1A1|2A5|3A20|4A20|5A11|6A13|7A20|8E20|9E16|10E15|11N1|12E15
99,29633,timeout,292,60,-70.01,5,7,0.0500,0,0.160838,100,74,171,61,60,7,43,10,59,"NA:N,SA:N",0E4|1E20|2A20|3A20|4A20|5A20|6E20|7A20|8E16|9E6|10E4|11N1|12E4
100,29900,timeout,267,60,-63.70,3,9,0.0500,0,0.154436,58,78,147,60,60,0,49,5,60,"NA:N,SA:N",0E2|1E19|2A19|3E1|4E20|5A20|6E14|7A19|8E12|9E3|10E4|11N1|12E3
101,30173,timeout,273,60,-67.17,3,9,0.0500,0,0.161953,57,80,153,60,60,0,48,5,59,"NA:N,SA:N",0E1|1E16|2A17|3E1|4E20|5A20|6E19|7A20|8E10|9E3|10E5|11N1|12E5
102,30465,timeout,292,60,-92.35,4,8,0.0500,0,0.160491,78,76,172,60,60,3,51,6,60,"NA:N,SA:N",0E1|1E19|2A20|3E6|4A18|5A20|6E20|7A20|8E20|9E3|10E4|11N1|12E3
103,30754,timeout,289,60,-66.92,5,7,0.0500,0,0.158101,98,74,169,60,60,7,45,8,53,"NA:N,SA:N",0E3|1E17|2A20|3A19|4A19|5A20|6E20|7A20|8E20|9E5|10E4|11N1|12E5
104,31054,timeout,300,60,-53.52,5,7,0.0500,0,0.156504,93,75,180,60,60,1,50,3,60,"NA:N,SA:N",0E2|1E20|2A15|3E20|4A18|5A20|6A20|7A20|8E20|9E4|10E5|11N1|12E4
105,31353,timeout,299,60,-58.73,5,7,0.0500,0,0.164037,81,87,179,60,60,2,50,4,49,"NA:N,SA:N",0E2|1E20|2A20|3A1|4A20|5A20|6E20|7A20|8E20|9E8|10E8|11N1|12E9
106,31653,timeout,300,60,-29.93,7,5,0.0500,0,0.161466,88,69,180,60,60,0,50,0,59,"NA:N,SA:N",0A1|1A1|2A6|3A20|4A20|5A20|6E18|7A20|8E20|9E11|10E10|11N1|12E10
107,31953,timeout,300,60,-83.10,4,8,0.0500,0,0.161187,76,94,180,60,60,2,49,5,59,"NA:N,SA:N",0E2|1E19|2A18|3E20|4E20|5A20|6A18|7A20|8E20|9E5|10E4|11N1|12E4
108,32225,timeout,272,60,-42.01,6,6,0.0500,0,0.160425,99,61,152,60,60,8,42,9,60,"NA:N,SA:N",0A1|1E12|2A20|3A18|4E20|5A20|6A20|7A20|8E20|9E3|10E3|11N1|12E3
109,32525,timeout,300,60,-43.23,7,5,0.0500,0,0.158311,85,72,180,60,60,0,52,1,53,"NA:N,SA:N",0A1|1A2|2A20|3A4|4A18|5A20|6E20|7A20|8E20|9E11|10E11|11N1|12E10
110,32825,timeout,300,60,-87.95,6,6,0.0500,0,0.165143,83,76,180,60,60,2,49,3,59,"NA:N,SA:N",0E1|1E19|2A17|3E20|4A1|5A8|6A17|7A20|8A20|9E20|10E8|11N1|12E8
111,33110,timeout,285,60,-100.39,4,8,0.0500,0,0.161263,79,82,165,60,60,3,46,6,60,"NA:N,SA:N",0E5|1E1|2E10|3E20|4E20|5A19|6A20|7A20|8A20|9E20|10E3|11N1|12E3
112,33404,timeout,294,60,-65.39,5,7,0.0500,0,0.163951,97,83,174,60,60,6,43,8,58,"NA:N,SA:N",0E4|1E20|2A18|3A19|4A20|5A20|6E20|7A20|8E20|9E6|10E6|11N1|12E7
113,33697,timeout,293,60,-55.45,4,8,0.0500,0,0.171348,77,87,173,60,60,1,50,4,60,"NA:N,SA:N",0E1|1E19|2A20|3E15|4A17|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E4
114,33964,timeout,267,60,-57.43,4,8,0.0500,0,0.162884,78,71,147,60,60,4,43,7,60,"NA:N,SA:N",0E1|1E19|2A20|3E7|4A18|5A20|6E20|7A20|8E12|9E4|10E4|11N1|12E4
115,34268,timeout,304,60,-24.24,8,4,0.0500,0,0.151727,100,66,183,61,60,2,47,1,60,"NA:N,SA:N",0A1|1A1|2A20|3A4|4A20|5A20|6A16|7A18|8E19|9E16|10E15|11N1|12E16
116,34568,timeout,300,60,-66.61,5,7,0.0500,0,0.157977,92,77,180,60,60,2,49,4,60,"NA:N,SA:N",0E2|1E20|2A20|3E20|4A12|5A20|6A20|7A20|8E20|9E5|10E5|11N1|12E5
117,34849,timeout,281,60,-70.80,3,9,0.0500,0,0.167289,56,96,161,60,60,2,49,6,49,"NA:N,SA:N",0E1|1E20|2A18|3E3|4E20|5A20|6E20|7A18|8E20|9E4|10E4|11N1|12E4
118,35141,timeout,292,60,-62.15,4,8,0.0500,0,0.165024,79,75,172,60,60,0,50,3,55,"NA:N,SA:N",0E1|1E15|2A20|3E14|4A19|5A20|6E20|7A20|8E13|9E4|10E4|11N1|12E4
119,35441,timeout,300,60,-70.38,7,5,0.0500,0,0.168859,85,83,180,60,60,0,48,0,56,"NA:N,SA:N",0A9|1A1|2A16|3A1|4A20|5A20|6E20|7A18|8E20|9E14|10E14|11N1|12E15
