20,20,timeout,1,0,0.06,1,1,0.9990,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
21,21,timeout,1,0,0.06,1,1,0.9990,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
22,22,timeout,1,0,0.06,1,1,0.9990,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
23,23,timeout,1,0,0.06,1,1,0.9989,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
24,24,timeout,1,0,0.06,1,1,0.9989,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
25,25,timeout,1,0,0.06,1,1,0.9988,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
26,26,timeout,1,0,0.06,1,1,0.9988,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
27,27,timeout,1,0,0.06,1,1,0.9987,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
28,28,timeout,1,0,0.06,1,1,0.9987,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
29,29,timeout,1,0,0.06,1,1,0.9986,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
30,30,timeout,1,0,0.06,1,1,0.9986,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
31,31,timeout,1,0,0.06,1,1,0.9985,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
32,32,timeout,1,0,0.06,1,1,0.9985,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
33,33,timeout,1,0,0.06,1,1,0.9984,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
34,34,timeout,1,0,0.06,1,1,0.9984,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
35,35,timeout,1,0,0.06,1,1,0.9983,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
36,36,timeout,1,0,0.06,1,1,0.9983,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
37,37,timeout,1,0,0.06,1,1,0.9982,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
38,38,timeout,1,0,0.06,1,1,0.9982,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
39,39,timeout,1,0,0.06,1,1,0.9981,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
40,40,timeout,1,0,0.06,1,1,0.9981,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
41,41,timeout,1,0,0.06,1,1,0.9981,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
42,42,timeout,1,0,0.06,1,1,0.9980,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
43,43,timeout,1,0,0.06,1,1,0.9980,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
44,44,timeout,1,0,0.06,1,1,0.9979,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
45,45,timeout,1,0,0.06,1,1,0.9979,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
46,46,timeout,1,0,0.06,1,1,0.9978,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
47,47,timeout,1,0,0.06,1,1,0.9978,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
48,48,timeout,1,0,0.06,1,1,0.9977,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
49,49,timeout,1,0,0.06,1,1,0.9977,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
50,50,timeout,1,0,0.06,1,1,0.9976,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
51,51,timeout,1,0,0.06,1,1,0.9976,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
52,52,timeout,1,0,0.06,1,1,0.9975,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
53,53,timeout,1,0,0.06,1,1,0.9975,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
54,54,timeout,1,0,0.06,1,1,0.9974,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
55,55,timeout,1,0,0.06,1,1,0.9974,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
56,56,timeout,1,0,0.06,1,1,0.9973,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
57,57,timeout,1,0,0.06,1,1,0.9973,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
58,58,timeout,1,0,0.06,1,1,0.9972,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
59,59,timeout,1,0,0.06,1,1,0.9972,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
60,60,timeout,1,0,0.06,1,1,0.9971,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
61,61,timeout,1,0,0.06,1,1,0.9971,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
62,62,timeout,1,0,0.06,1,1,0.9971,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
63,63,timeout,1,0,0.06,1,1,0.9970,0,0.000000,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
64,64,timeout,1,0,0.06,1,1,0.9970,0,0.055247,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
65,65,timeout,1,0,0.06,1,1,0.9969,0,0.053483,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
66,66,timeout,1,0,0.06,1,1,0.9969,0,0.051766,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
67,67,timeout,1,0,0.06,1,1,0.9968,0,0.050081,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
68,68,timeout,1,0,0.06,1,1,0.9968,0,0.048454,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
69,69,timeout,1,0,0.06,1,1,0.9967,0,0.046868,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
70,70,timeout,1,0,0.06,1,1,0.9967,0,0.045406,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
71,71,timeout,1,0,0.06,1,1,0.9966,0,0.044096,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
72,72,timeout,1,0,0.06,1,1,0.9966,0,0.042792,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
73,73,timeout,1,0,0.06,1,1,0.9965,0,0.041512,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
74,74,timeout,1,0,0.06,1,1,0.9965,0,0.040254,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
75,75,timeout,1,0,0.06,1,1,0.9964,0,0.039003,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
76,76,timeout,1,0,0.06,1,1,0.9964,0,0.037761,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
77,77,timeout,1,0,0.06,1,1,0.9963,0,0.036559,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
78,78,timeout,1,0,0.06,1,1,0.9963,0,0.035393,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
79,79,timeout,1,0,0.06,1,1,0.9962,0,0.034220,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
80,80,timeout,1,0,0.06,1,1,0.9962,0,0.033041,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
81,81,timeout,1,0,0.06,1,1,0.9962,0,0.031890,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
82,82,timeout,1,0,0.06,1,1,0.9961,0,0.030789,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
83,83,timeout,1,0,0.06,1,1,0.9961,0,0.029782,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
84,84,timeout,1,0,0.06,1,1,0.9960,0,0.028764,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
85,85,timeout,1,0,0.06,1,1,0.9960,0,0.027732,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
86,86,timeout,1,0,0.06,1,1,0.9959,0,0.022915,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
87,87,timeout,1,0,0.06,1,1,0.9959,0,0.022150,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
88,88,timeout,1,0,0.06,1,1,0.9958,0,0.021414,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
89,89,timeout,1,0,0.06,1,1,0.9958,0,0.020679,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
90,90,timeout,1,0,0.06,1,1,0.9957,0,0.019952,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
91,91,timeout,1,0,0.06,1,1,0.9957,0,0.019191,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
92,92,timeout,1,0,0.06,1,1,0.9956,0,0.018418,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
93,93,timeout,1,0,0.06,1,1,0.9956,0,0.017636,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
94,94,timeout,1,0,0.06,1,1,0.9955,0,0.016849,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
95,95,timeout,1,0,0.06,1,1,0.9955,0,0.016058,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
96,96,timeout,1,0,0.06,1,1,0.9954,0,0.015308,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
97,97,timeout,1,0,0.06,1,1,0.9954,0,0.014546,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
98,98,timeout,1,0,0.06,1,1,0.9953,0,0.013776,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
99,99,timeout,1,0,0.06,1,1,0.9953,0,0.013003,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
100,100,timeout,1,0,0.06,1,1,0.9952,0,0.012232,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
101,101,timeout,1,0,0.06,1,1,0.9952,0,0.011465,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
102,102,timeout,1,0,0.06,1,1,0.9952,0,0.010705,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
103,103,timeout,1,0,0.06,1,1,0.9951,0,0.009956,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
104,104,timeout,1,0,0.06,1,1,0.9951,0,0.009221,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
105,105,timeout,1,0,0.06,1,1,0.9950,0,0.008501,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
106,106,timeout,1,0,0.06,1,1,0.9950,0,0.007796,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
107,107,timeout,1,0,0.06,1,1,0.9949,0,0.007100,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
108,108,timeout,1,0,0.06,1,1,0.9949,0,0.006427,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
109,109,timeout,1,0,0.06,1,1,0.9948,0,0.005777,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
110,110,timeout,1,0,0.06,1,1,0.9948,0,0.005154,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
111,111,timeout,1,0,0.06,1,1,0.9947,0,0.004560,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
112,112,timeout,1,0,0.06,1,1,0.9947,0,0.003997,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
113,113,timeout,1,0,0.06,1,1,0.9946,0,0.002024,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
114,114,timeout,1,0,0.06,1,1,0.9946,0,0.001669,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
115,115,timeout,1,0,0.06,1,1,0.9945,0,0.001355,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
116,116,timeout,1,0,0.06,1,1,0.9945,0,0.001079,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
117,117,timeout,1,0,0.06,1,1,0.9944,0,0.000838,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
118,118,timeout,1,0,0.06,1,1,0.9944,0,0.000631,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
119,119,timeout,1,0,0.06,1,1,0.9943,0,0.000459,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
120,120,timeout,1,0,0.06,1,1,0.9943,0,0.000319,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
121,121,timeout,1,0,0.06,1,1,0.9943,0,0.000209,9,1,1,0,0,0,0,0,0,"NA:N,SA:N",0A9|1N1|2N1|3N1|4N1|5N1|6N1|7N1|8N1|9N1|10N1|11N1|12E1
