21,12385,loss,578,131,487.31,0,12,0.8005,0,1.798620,0,39,222,296,60,16,200,24,56,"NA:E,SA:N",0E3|1E2|2E2|3E5|4E3|5E2|6E1|7E2|8E1|9E6|10E6|11N1|12E6
22,13011,loss,626,155,196.54,0,13,0.7980,0,1.792482,0,91,241,309,76,10,210,20,61,"NA:E,SA:E",0E5|1E4|2E4|3E9|4E8|5E5|6E14|7E4|8E4|9E8|10E5|11E3|12E18
23,13691,timeout,680,200,306.90,4,9,0.7952,0,1.778545,79,178,299,281,100,12,159,18,92,"NA:E,SA:A",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E18|9A19|10A20|11A20|12A20
24,14123,loss,432,99,297.15,0,12,0.7935,0,1.764343,0,44,161,226,45,11,152,20,39,"NA:E,SA:N",0E2|1E3|2E2|3E2|4E2|5E2|6E8|7E4|8E3|9E6|10E5|11N1|12E5
25,14526,loss,403,93,709.51,0,12,0.7919,0,1.716437,0,43,143,215,45,20,139,28,39,"NA:E,SA:N",0E3|1E2|2E3|3E2|4E2|5E3|6E1|7E3|8E2|9E7|10E7|11N1|12E8
26,15324,timeout,798,200,892.21,7,5,0.7887,0,1.725962,16,53,320,378,100,25,245,26,94,"NA:N,SA:N",0A4|1A0|2A3|3E18|4A7|5A2|6E13|7A0|8A0|9E8|10E7|11N1|12E7
27,16015,loss,691,155,656.19,0,13,0.7859,0,1.698551,0,59,259,357,75,21,245,31,70,"NA:E,SA:E",0E3|1E3|2E3|3E3|4E3|5E3|6E3|7E3|8E3|9E7|10E13|11E3|12E9
28,16821,loss,806,189,690.99,0,12,0.7827,0,1.752438,0,43,311,410,85,22,275,30,77,"NA:E,SA:N",0E2|1E3|2E3|3E3|4E2|5E5|6E1|7E3|8E2|9E7|10E6|11N1|12E6
29,17029,loss,208,46,19.74,0,12,0.7819,0,1.700045,0,34,77,111,20,3,74,11,16,"NA:E,SA:N",0E3|1E2|2E2|3E2|4E1|5E3|6E2|7E1|8E3|9E5|10E5|11N1|12E5
30,17895,win,866,181,1329.90,13,0,0.7784,0,1.756101,97,0,387,389,90,29,259,26,84,"NA:A,SA:A",0A3|1A10|2A18|3A3|4A1|5A12|6A0|7A3|8A7|9A4|10A7|11A20|12A9
31,18691,loss,796,190,725.27,0,13,0.7752,0,1.724741,0,105,308,396,92,23,264,33,88,"NA:E,SA:E",0E7|1E6|2E6|3E6|4E9|5E6|6E6|7E6|8E6|9E8|10E16|11E20|12E3
32,19371,win,680,139,1106.03,13,0,0.7725,0,1.732199,55,0,298,313,69,23,210,19,69,"NA:A,SA:A",0A2|1A3|2A3|3A1|4A0|5A1|6A3|7A0|8A2|9A5|10A6|11A20|12A9
33,19911,loss,540,122,399.59,0,13,0.7704,0,1.732006,0,160,207,278,55,14,185,26,49,"NA:E,SA:E",0E11|1E12|2E12|3E12|4E12|5E12|6E12|7E12|8E12|9E13|10E17|11E20|12E3
34,20205,loss,294,65,430.73,0,12,0.7692,0,1.762681,0,42,104,161,29,13,103,21,25,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E2|5E3|6E5|7E3|8E4|9E5|10E6|11N1|12E6
35,20508,loss,303,68,302.70,0,12,0.7680,0,1.719219,0,40,110,162,31,10,106,19,30,"NA:E,SA:N",0E3|1E2|2E1|3E5|4E1|5E1|6E2|7E4|8E3|9E8|10E5|11N1|12E5
36,21079,loss,571,138,573.46,0,12,0.7657,0,1.818870,0,50,215,290,66,18,192,26,55,"NA:E,SA:N",0E3|1E2|2E2|3E9|4E2|5E2|6E5|7E3|8E3|9E7|10E6|11N1|12E6
37,21962,timeout,883,200,303.18,1,12,0.7622,0,1.733340,19,239,376,431,76,14,283,24,70,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E19|10E20|11A19|12E20
38,22787,loss,825,187,1246.86,0,12,0.7589,0,1.758796,0,41,298,438,89,35,296,44,74,"NA:E,SA:N",0E3|1E1|2E1|3E3|4E1|5E1|6E1|7E4|8E3|9E9|10E7|11N1|12E7
39,23607,timeout,820,200,452.21,10,3,0.7556,0,1.783175,77,23,365,355,100,15,231,15,95,"NA:N,SA:N",0E1|1A2|2A1|3A9|4A1|5A2|6E11|7A1|8A20|9A16|10E11|11A9|12A16
40,24375,timeout,768,200,91.09,6,6,0.7525,0,1.809650,25,65,327,341,100,7,225,10,98,"NA:N,SA:N",0E2|1A1|2A3|3E17|4A0|5A17|6E20|7A4|8A0|9E14|10E6|11N1|12E6
41,24978,loss,603,155,-16.00,0,12,0.7501,0,1.735265,0,48,246,281,76,5,188,14,61,"NA:E,SA:N",0E1|1E2|2E1|3E2|4E9|5E4|6E10|7E3|8E7|9E3|10E3|11N1|12E3
42,25785,timeout,807,200,970.45,6,7,0.7469,0,1.715182,20,27,315,392,100,27,256,30,96,"NA:N,SA:N",0E0|1E1|2E1|3E1|4E1|5A2|6E12|7A1|8A0|9A1|10A2|11A14|12E11
43,26296,loss,511,116,633.35,0,12,0.7448,0,1.802926,0,54,195,262,54,19,171,29,53,"NA:E,SA:N",0E2|1E2|2E2|3E4|4E2|5E2|6E12|7E2|8E3|9E12|10E6|11N1|12E5
44,27045,timeout,749,200,772.24,7,5,0.7418,0,1.729733,23,67,300,349,100,22,219,24,94,"NA:N,SA:N",0E13|1A3|2A0|3E20|4A1|5A0|6A2|7A17|8A0|9E14|10E10|11N1|12E10
45,27943,timeout,898,200,1016.07,7,6,0.7382,0,1.709992,29,18,353,445,100,29,306,32,91,"NA:N,SA:A",0E3|1E2|2E1|3E3|4E8|5E1|6A0|7A0|8A5|9A16|10A1|11A5|12A2
46,28768,loss,825,200,802.65,0,12,0.7349,0,1.772447,0,52,314,416,95,25,277,34,87,"NA:E,SA:N",0E3|1E3|2E3|3E6|4E3|5E3|6E7|7E2|8E3|9E7|10E6|11N1|12E6
47,29379,loss,611,142,436.02,0,13,0.7325,0,1.759448,0,77,234,310,67,15,210,24,64,"NA:E,SA:E",0E3|1E4|2E4|3E17|4E3|5E4|6E4|7E4|8E3|9E4|10E14|11E10|12E3
48,30042,loss,663,167,331.77,0,12,0.7298,0,1.700514,0,59,261,319,83,13,213,22,74,"NA:E,SA:N",0E4|1E1|2E1|3E12|4E9|5E1|6E5|7E3|8E11|9E4|10E4|11N1|12E4
49,30728,loss,686,165,710.28,0,12,0.7271,0,1.676641,0,51,254,352,80,22,236,31,75,"NA:E,SA:N",0E3|1E2|2E3|3E2|4E7|5E3|6E9|7E3|8E3|9E6|10E5|11N1|12E5
50,31277,loss,549,123,838.78,0,12,0.7249,0,1.677288,0,54,200,293,56,24,193,33,53,"NA:E,SA:N",0E2|1E2|2E3|3E8|4E2|5E3|6E10|7E3|8E3|9E6|10E6|11N1|12E6
51,31773,loss,496,117,470.57,0,13,0.7229,0,1.666781,0,59,182,258,56,15,173,24,52,"NA:E,SA:E",0E4|1E4|2E4|3E4|4E6|5E4|6E4|7E3|8E3|9E1|10E15|11E2|12E5
52,32601,loss,828,188,1383.77,0,12,0.7196,0,1.677958,0,48,300,437,91,38,293,47,80,"NA:E,SA:N",0E2|1E3|2E2|3E2|4E4|5E2|6E3|7E3|8E3|9E8|10E8|11N1|12E8
53,33420,loss,819,195,905.31,0,12,0.7163,0,1.698056,0,50,307,418,94,27,281,36,87,"NA:E,SA:N",0E3|1E3|2E3|3E8|4E2|5E3|6E2|7E3|8E3|9E5|10E8|11N1|12E7
54,34041,loss,621,146,293.56,0,12,0.7138,0,1.708520,0,49,247,304,70,12,206,22,67,"NA:E,SA:N",0E3|1E2|2E3|3E8|4E3|5E3|6E1|7E2|8E2|9E6|10E8|11N1|12E8
55,34893,timeout,852,200,1155.59,7,6,0.7104,0,1.739135,7,35,315,437,100,32,295,36,95,"NA:N,SA:N",0E4|1A4|2A1|3E4|4A0|5A2|6E3|7A0|8E6|9A0|10E9|11A0|12E9
56,35813,timeout,920,200,974.14,1,12,0.7067,0,1.767573,11,238,365,473,82,29,317,38,70,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E20|10E18|11E20|12A11
57,36566,timeout,753,200,-66.92,7,6,0.7037,0,1.929408,57,61,325,328,100,4,214,8,90,"NA:N,SA:N",0E1|1E3|2A3|3E20|4A4|5A5|6E20|7A20|8A20|9A2|10E14|11A3|12E3
58,36970,loss,404,89,87.96,0,13,0.7021,0,2.009909,0,183,167,209,28,6,132,16,23,"NA:E,SA:E",0E15|1E15|2E15|3E15|4E15|5E16|6E14|7E15|8E3|9E15|10E15|11E15|12E15
59,37798,timeout,828,200,211.32,2,11,0.6988,0,2.068857,2,41,316,414,98,11,291,20,85,"NA:E,SA:N",0E2|1E2|2E1|3E10|4E1|5E2|6E5|7E4|8E3|9A0|10E6|11A2|12E5
60,38545,timeout,747,200,670.84,4,9,0.6958,0,2.148523,56,32,300,347,100,20,218,26,79,"NA:N,SA:N",0E1|1E1|2E1|3E2|4E0|5E2|6E3|7E2|8A5|9A20|10E20|11A15|12A16
61,39327,timeout,782,200,443.56,7,6,0.6927,0,2.256605,91,48,347,335,100,15,210,19,89,"NA:N,SA:A",0E1|1E1|2E2|3E5|4E19|5A1|6E20|7A19|8A20|9A16|10A20|11A13|12A2
62,40088,timeout,761,200,423.92,9,3,0.6896,0,2.294565,102,32,335,326,100,14,204,14,97,"NA:N,SA:N",0A20|1A20|2A17|3A1|4A20|5A2|6E19|7A2|8A20|9A0|10E6|11N1|12E7
63,40842,timeout,754,200,734.77,4,9,0.6866,0,2.330740,44,60,305,349,100,22,218,28,81,"NA:N,SA:N",0E1|1E1|2E3|3E1|4E3|5A9|6E5|7E17|8E9|9A2|10E20|11A20|12A13
64,41355,loss,513,132,72.51,0,12,0.6846,0,2.352405,0,35,203,246,64,6,164,14,53,"NA:E,SA:N",0E1|1E1|2E1|3E2|4E9|5E4|6E1|7E3|8E3|9E3|10E3|11N1|12E4
65,42191,timeout,836,200,390.33,12,1,0.6812,0,2.323550,98,19,378,358,100,14,235,12,86,"NA:N,SA:A",0A8|1A18|2A0|3A20|4E19|5A3|6A2|7A8|8A4|9A6|10A20|11A2|12A7
66,43056,win,865,187,898.06,13,0,0.6778,0,2.327083,130,0,396,376,93,19,254,15,87,"NA:A,SA:A",0A16|1A16|2A1|3A7|4A3|5A1|6A20|7A12|8A3|9A15|10A8|11A20|12A8
67,43817,timeout,761,200,155.89,4,9,0.6747,0,2.331054,18,66,317,344,100,9,225,15,91,"NA:N,SA:N",0E4|1E1|2E1|3E19|4E3|5E3|6E18|7A16|8A1|9A1|10E13|11A0|12E4
68,44611,timeout,794,200,538.73,1,12,0.6716,0,2.281262,20,238,331,385,78,19,235,27,62,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E20|10E18|11E20|12A20
69,45388,timeout,777,200,519.66,7,6,0.6684,0,2.309541,38,63,320,357,100,17,230,21,94,"NA:N,SA:N",0E2|1A11|2A1|3E9|4E20|5A1|6E15|7A18|8A0|9A1|10E12|11A6|12E5
70,46091,timeout,703,200,285.79,6,6,0.6656,0,2.351183,46,78,300,303,100,11,185,13,95,"NA:N,SA:N",0E18|1A16|2A1|3E20|4A3|5A1|6A5|7A20|8E20|9E6|10E7|11N1|12E7
71,46799,timeout,708,200,197.54,6,6,0.6628,0,2.281186,23,70,303,306,99,9,188,12,81,"NA:N,SA:N",0E9|1A1|2A1|3A11|4E17|5A10|6A0|7A0|8E16|9E9|10E9|11N1|12E10
72,47506,timeout,707,200,13.43,4,8,0.6600,0,2.369786,27,61,303,305,99,5,191,10,88,"NA:N,SA:N",0E4|1A18|2A6|3E6|4E20|5A1|6E11|7A2|8E11|9E2|10E4|11N1|12E3
73,48216,timeout,710,200,-17.66,8,4,0.6571,0,2.395842,61,52,305,305,100,4,192,6,93,"NA:N,SA:N",0E11|1A20|2A14|3E20|4A1|5A20|6A2|7A2|8A2|9A0|10E13|11N1|12E8
74,49084,timeout,868,200,975.53,6,7,0.6537,0,2.426045,117,42,388,381,99,28,244,30,76,"NA:N,SA:A",0E1|1E0|2E3|3E8|4E6|5E5|6E19|7A20|8A17|9A20|10A20|11A20|12A20
75,49779,timeout,695,200,173.51,8,5,0.6509,0,2.349549,87,46,300,295,100,8,178,10,97,"NA:N,SA:N",0E1|1E1|2A17|3E11|4E20|5A3|6A1|7A20|8A20|9A1|10A6|11A19|12E13
76,50502,timeout,723,200,308.73,5,7,0.6480,0,2.377461,36,72,300,323,100,12,203,16,79,"NA:N,SA:N",0E19|1A12|2A1|3A2|4E20|5A20|6E3|7A1|8E11|9E6|10E6|11N1|12E7
77,51206,timeout,704,200,-28.48,4,8,0.6452,0,2.322205,65,69,310,294,100,4,181,10,84,"NA:N,SA:N",0E1|1E1|2A18|3E1|4E20|5A20|6E20|7A7|8A20|9E14|10E6|11N1|12E6
78,51980,timeout,774,200,134.45,1,12,0.6421,0,2.244755,19,238,343,390,41,10,211,20,33,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E20|10E18|11E20|12A19
79,52719,timeout,739,200,113.59,9,4,0.6391,0,2.368557,63,50,320,319,100,7,202,9,95,"NA:N,SA:N",0E10|1E8|2A19|3E19|4A4|5A1|6A3|7A1|8A17|9A1|10A16|11A1|12E13
80,53395,timeout,676,200,-134.31,7,5,0.6364,0,2.343048,134,74,335,241,100,1,131,4,94,"NA:N,SA:N",0A18|1A20|2A20|3E8|4A16|5A20|6E18|7A20|8A20|9E17|10E15|11N1|12E16
81,54156,timeout,761,200,328.66,8,5,0.6334,0,2.304451,33,26,300,361,100,12,240,14,89,"NA:N,SA:N",0E1|1A18|2A0|3E1|4E20|5A1|6A0|7A1|8A12|9A0|10E2|11A1|12E2
82,54823,win,667,175,452.56,13,0,0.6307,0,2.442230,123,0,328,252,87,8,144,7,87,"NA:A,SA:A",0A4|1A20|2A6|3A3|4A15|5A4|6A2|7A20|8A20|9A20|10A0|11A6|12A3
83,55646,timeout,823,200,551.51,1,12,0.6274,0,2.425483,20,238,354,398,71,19,239,29,64,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E20|10E18|11E20|12A20
84,56373,timeout,727,200,35.24,9,4,0.6245,0,2.377285,71,50,320,307,100,5,193,6,93,"NA:N,SA:N",0E10|1A18|2A1|3E20|4A19|5A15|6A16|7A1|8A1|9A0|10E11|11A0|12E9
85,56982,loss,609,139,551.75,0,12,0.6221,0,2.298009,0,37,224,321,64,18,221,25,44,"NA:E,SA:N",0E1|1E4|2E1|3E1|4E4|5E4|6E1|7E3|8E2|9E5|10E5|11N1|12E6
86,57732,timeout,750,200,577.92,9,4,0.6191,0,2.465367,36,35,300,350,100,18,223,19,83,"NA:N,SA:N",0E2|1A6|2A1|3E11|4A1|5A1|6E3|7A11|8A0|9A6|10E19|11A10|12A0
87,58458,timeout,726,200,359.72,7,6,0.6162,0,2.414460,42,67,300,326,100,13,205,15,95,"NA:N,SA:N",0E15|1E6|2A17|3E20|4E8|5A1|6A4|7A1|8A1|9A1|10E8|11A17|12E10
88,58721,loss,263,57,171.16,0,12,0.6151,0,2.321735,0,43,101,139,23,7,90,15,19,"NA:E,SA:N",0E3|1E2|2E3|3E2|4E6|5E4|6E1|7E4|8E1|9E6|10E5|11N1|12E6
89,59128,loss,407,106,73.61,0,13,0.6135,0,2.398419,0,240,169,200,38,6,115,17,30,"NA:E,SA:E",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E17|10E20|11E3|12E20
90,59511,loss,383,92,412.15,0,12,0.6120,0,2.514571,0,58,152,190,41,13,119,20,38,"NA:E,SA:N",0E3|1E2|2E3|3E2|4E5|5E4|6E2|7E15|8E3|9E9|10E5|11N1|12E5
91,60255,loss,744,171,1001.72,0,12,0.6090,0,2.515985,0,36,272,392,80,29,263,38,63,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E2|5E2|6E1|7E4|8E1|9E7|10E5|11N1|12E6
92,61028,timeout,773,200,1463.25,8,5,0.6059,0,2.592134,31,77,300,373,100,38,226,40,81,"NA:N,SA:N",0A3|1A1|2A2|3A1|4A1|5A1|6E14|7A16|8E12|9E17|10E16|11A6|12E18
93,61867,timeout,839,200,1822.66,5,8,0.6025,0,2.700971,11,61,324,423,92,47,260,50,67,"NA:N,SA:N",0E1|1E1|2A1|3E1|4A1|5A0|6E1|7A0|8E1|9E18|10E19|11A9|12E19
94,62493,timeout,626,200,-136.87,8,4,0.6000,0,2.709278,120,79,305,221,100,1,111,3,97,"NA:N,SA:N",0A20|1A11|2A20|3A17|4A11|5A20|6E19|7A20|8A1|9E20|10E20|11N1|12E20
95,63169,timeout,676,200,-51.36,9,4,0.5973,0,2.576180,63,64,300,276,100,3,165,3,91,"NA:N,SA:N",0E19|1A19|2A16|3E20|4A3|5A13|6E17|7A4|8A0|9A2|10A3|11A3|12E8
96,63915,loss,746,185,479.44,0,12,0.5943,0,2.597174,0,51,293,366,87,17,243,25,74,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E2|5E2|6E1|7E10|8E2|9E12|10E7|11N1|12E7
97,64622,timeout,707,200,103.15,5,7,0.5915,0,2.544235,54,61,310,297,100,7,182,11,96,"NA:N,SA:N",0E2|1E2|2A17|3E18|4E12|5A15|6A0|7A20|8A2|9E11|10E8|11N1|12E8
98,65332,timeout,710,200,87.80,7,6,0.5887,0,2.533162,52,34,300,310,100,7,196,8,76,"NA:N,SA:N",0E1|1E1|2A4|3E5|4E2|5A2|6A19|7A2|8A6|9A1|10E12|11A18|12E13
99,66093,win,761,153,1219.62,13,0,0.5856,0,2.489280,135,0,374,311,76,26,199,22,76,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A14|5A20|6A7|7A9|8A0|9A1|10A1|11A0|12A3
100,66848,timeout,755,200,119.89,1,12,0.5826,0,2.442426,20,238,327,361,67,9,209,18,62,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E18|10E20|11A20|12E20
101,67529,timeout,681,200,-104.32,7,6,0.5799,0,2.481134,53,82,302,279,100,2,167,5,95,"NA:N,SA:N",0E16|1E16|2A0|3E17|4A17|5A20|6E20|7A16|8A0|9A0|10E6|11A0|12E7
102,68400,timeout,871,200,1202.20,1,12,0.5764,0,2.352016,18,239,336,453,82,34,291,44,57,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E20|10E19|11E20|12A18
103,69128,timeout,728,200,162.35,7,6,0.5735,0,2.283949,21,61,302,326,100,8,209,10,93,"NA:N,SA:N",0E12|1A15|2A0|3E15|4E15|5A0|6E15|7A6|8A0|9A0|10E2|11A0|12E2
104,69845,loss,717,190,980.21,0,12,0.5706,0,2.125208,0,60,268,357,92,28,222,36,65,"NA:E,SA:N",0E7|1E2|2E2|3E14|4E2|5E2|6E10|7E2|8E3|9E5|10E6|11N1|12E5
105,70492,timeout,647,200,-189.62,6,6,0.5680,0,2.018255,86,78,303,245,99,0,137,2,98,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A7|5A20|6E19|7A0|8E15|9E8|10E8|11N1|12E9
106,71273,timeout,781,200,757.37,3,10,0.5649,0,1.957124,30,59,313,369,99,23,236,29,96,"NA:N,SA:N",0E5|1E1|2E1|3E1|4E3|5E1|6E3|7E4|8A1|9A20|10E20|11A9|12E20
107,72255,timeout,982,200,1665.77,10,3,0.5610,0,1.897610,140,13,452,430,100,44,275,45,99,"NA:A,SA:N",0A20|1A20|2A11|3A20|4A20|5A20|6A5|7A15|8A9|9E4|10E3|11A0|12E6
108,73020,timeout,765,200,979.54,8,5,0.5579,0,1.825349,32,45,310,355,100,27,220,27,90,"NA:N,SA:N",0A1|1A3|2A8|3A1|4A3|5A1|6E2|7A0|8E1|9E14|10E15|11A15|12E13
109,73769,timeout,749,200,511.82,6,6,0.5549,0,1.775870,64,82,330,319,100,16,195,19,97,"NA:N,SA:N",0E17|1A19|2A18|3E20|4A18|5A3|6E20|7A6|8A0|9E10|10E8|11N1|12E7
110,74219,loss,450,95,862.36,0,12,0.5531,0,1.727601,0,47,155,252,43,24,167,33,43,"NA:E,SA:N",0E2|1E2|2E1|3E2|4E2|5E1|6E3|7E4|8E3|9E11|10E8|11N1|12E8
111,74951,timeout,732,200,49.21,6,6,0.5502,0,1.666746,51,76,315,317,100,6,202,10,89,"NA:N,SA:N",0E9|1A17|2A5|3E20|4A4|5A20|6E16|7A5|8A0|9E12|10E9|11N1|12E10
112,75665,win,714,155,394.65,13,0,0.5473,0,1.646566,194,0,387,250,77,7,154,5,74,"NA:A,SA:A",0A20|1A1|2A20|3A3|4A20|5A20|6A0|7A10|8A20|9A20|10A20|11A20|12A20
113,76230,loss,565,145,58.98,0,13,0.5451,0,1.636525,0,151,221,273,71,6,185,14,62,"NA:E,SA:E",0E6|1E5|2E5|3E6|4E14|5E5|6E11|7E3|8E17|9E20|10E20|11E20|12E19
114,76737,loss,507,112,456.12,0,12,0.5431,0,1.681379,0,46,197,264,46,15,174,24,38,"NA:E,SA:N",0E11|1E2|2E3|3E2|4E2|5E2|6E1|7E2|8E3|9E7|10E5|11N1|12E6
115,77274,loss,537,129,410.77,0,12,0.5409,0,1.643182,0,42,200,275,62,14,185,23,56,"NA:E,SA:N",0E3|1E2|2E2|3E2|4E7|5E2|6E1|7E3|8E1|9E5|10E7|11N1|12E7
116,77776,loss,502,114,687.81,0,12,0.5389,0,1.614272,0,40,179,269,54,20,181,27,48,"NA:E,SA:N",0E3|1E2|2E3|3E4|4E3|5E3|6E1|7E3|8E2|9E5|10E5|11N1|12E6
117,78578,loss,802,195,788.09,0,12,0.5357,0,1.575137,0,72,308,402,92,24,267,31,86,"NA:E,SA:N",0E3|1E2|2E2|3E3|4E3|5E3|6E6|7E2|8E3|9E13|10E16|11N1|12E16
118,79301,loss,723,170,806.17,0,12,0.5328,0,1.558209,0,62,274,369,80,24,246,32,77,"NA:E,SA:N",0E2|1E2|2E2|3E3|4E1|5E2|6E6|7E2|8E6|9E12|10E12|11N1|12E12
119,79837,loss,536,129,96.86,0,13,0.5307,0,1.590789,0,118,200,274,62,7,191,15,53,"NA:E,SA:E",0E9|1E10|2E5|3E16|4E6|5E6|6E13|7E6|8E3|9E17|10E9|11E9|12E9
120,80511,timeout,674,200,-136.10,7,5,0.5280,0,1.567619,62,100,308,267,99,1,157,3,92,"NA:N,SA:N",0A7|1A20|2A5|3E20|4A20|5A1|6A1|7A8|8E20|9E20|10E20|11N1|12E20
