31,15024,win,587,97,448.81,13,0,0.6974,0,1.830725,216,0,350,189,48,13,116,11,47,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A17|7A20|8A20|9A3|10A6|11A17|12A13
32,15392,loss,368,84,346.85,0,12,0.6961,0,1.803690,0,50,134,195,39,14,128,22,31,"NA:E,SA:N",0E2|1E1|2E1|3E2|4E9|5E2|6E1|7E5|8E3|9E10|10E7|11N1|12E7
33,15897,loss,505,115,447.47,0,13,0.6944,0,1.835498,0,58,176,273,56,18,187,27,50,"NA:E,SA:E",0E2|1E1|2E1|3E1|4E1|5E1|6E2|7E2|8E7|9E8|10E11|11E3|12E18
34,16349,loss,452,97,498.41,0,13,0.6928,0,1.869381,0,63,160,247,45,19,167,28,40,"NA:E,SA:E",0E3|1E3|2E3|3E3|4E5|5E2|6E7|7E3|8E7|9E6|10E8|11E3|12E10
35,17020,timeout,671,150,807.94,10,3,0.6904,0,1.852530,75,24,303,293,75,27,180,28,73,"NA:N,SA:A",0E2|1A0|2A1|3E5|4A0|5A2|6E17|7A16|8A2|9A10|10A20|11A20|12A4
36,17396,win,376,79,501.51,13,0,0.6891,0,1.851607,60,0,170,167,39,13,104,10,37,"NA:A,SA:A",0A7|1A1|2A4|3A7|4A7|5A7|6A2|7A6|8A8|9A3|10A2|11A2|12A4
37,17694,loss,298,60,318.55,0,12,0.6881,0,1.873561,0,35,104,169,25,13,112,22,24,"NA:E,SA:N",0E2|1E2|2E1|3E2|4E1|5E2|6E3|7E2|8E4|9E5|10E5|11N1|12E6
38,17955,loss,261,51,253.93,0,12,0.6872,0,1.865753,0,47,92,149,20,11,98,20,13,"NA:E,SA:N",0E2|1E3|2E3|3E3|4E2|5E3|6E8|7E3|8E3|9E5|10E6|11N1|12E6
39,18458,loss,503,119,279.41,0,12,0.6854,0,1.844064,0,51,200,246,57,13,161,23,56,"NA:E,SA:N",0E3|1E2|2E2|3E2|4E2|5E2|6E12|7E3|8E5|9E6|10E6|11N1|12E6
40,19070,timeout,612,150,784.45,4,8,0.6833,0,1.808875,25,43,235,302,75,27,191,33,69,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E1|5A1|6E20|7A20|8A3|9E9|10E5|11N1|12E5
41,19328,win,258,59,659.35,13,0,0.6824,0,1.780123,22,0,94,135,29,17,77,15,24,"NA:A,SA:A",0A3|1A1|2A3|3A1|4A1|5A1|6A1|7A1|8A0|9A0|10A3|11A1|12A6
42,19957,loss,629,146,737.78,0,13,0.6802,0,1.844374,0,54,237,322,70,27,208,38,67,"NA:E,SA:E",0E3|1E3|2E3|3E3|4E3|5E4|6E4|7E3|8E4|9E1|10E11|11E3|12E9
43,20584,timeout,627,150,558.33,5,7,0.6780,0,1.836295,3,37,243,310,74,20,205,25,71,"NA:N,SA:N",0E1|1E2|2A1|3E3|4A0|5A1|6E12|7A1|8A0|9E7|10E6|11N1|12E6
44,21192,timeout,608,150,503.45,6,7,0.6758,0,1.827794,19,21,235,298,75,18,196,22,70,"NA:N,SA:N",0E1|1E1|2A0|3E1|4E3|5A1|6E1|7A0|8A16|9A1|10E1|11A1|12E13
45,21554,loss,362,73,416.59,0,12,0.6746,0,1.857483,0,44,128,204,30,16,137,24,28,"NA:E,SA:N",0E3|1E2|2E3|3E3|4E3|5E2|6E4|7E3|8E3|9E6|10E6|11N1|12E6
46,22269,timeout,715,150,1269.13,3,9,0.6721,0,1.850530,0,35,253,393,69,42,261,48,64,"NA:N,SA:N",0E3|1E1|2E4|3E3|4E3|5E3|6A0|7A0|8A0|9E6|10E6|11N1|12E6
47,22837,timeout,568,150,610.05,7,5,0.6701,0,1.827519,51,61,235,258,75,21,153,24,72,"NA:N,SA:N",0A1|1A2|2A0|3E12|4A7|5A20|6E20|7A20|8A1|9E13|10E8|11N1|12E8
48,23388,timeout,551,150,329.18,5,7,0.6681,0,1.741178,20,54,227,249,75,13,152,15,68,"NA:N,SA:N",0E2|1A3|2A2|3E3|4A1|5A13|6E5|7A1|8E17|9E9|10E9|11N1|12E9
49,23913,loss,525,116,788.40,0,13,0.6663,0,1.803894,0,58,179,290,56,28,192,38,50,"NA:E,SA:E",0E3|1E4|2E4|3E3|4E4|5E4|6E4|7E4|8E3|9E6|10E3|11E3|12E13
50,24271,loss,358,86,138.37,0,13,0.6651,0,1.818597,0,53,136,180,42,8,118,18,39,"NA:E,SA:E",0E3|1E2|2E2|3E2|4E2|5E2|6E16|7E3|8E1|9E3|10E7|11E3|12E7
51,24897,loss,626,144,428.63,0,13,0.6629,0,1.850302,0,57,242,316,68,18,211,28,63,"NA:E,SA:E",0E2|1E1|2E1|3E2|4E2|5E1|6E1|7E1|8E3|9E11|10E14|11E3|12E15
52,25467,timeout,570,150,764.50,8,5,0.6609,0,1.794662,65,51,240,255,75,25,145,27,73,"NA:N,SA:N",0E1|1E3|2A1|3E7|4A10|5A7|6E20|7A2|8A1|9A20|10A20|11A4|12E20
53,26092,timeout,625,150,607.96,1,11,0.6587,0,1.769884,5,44,236,316,73,22,208,31,69,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E1|5E3|6E19|7E1|8A5|9E8|10E4|11N1|12E4
54,26679,timeout,587,150,350.45,9,4,0.6566,0,1.756633,74,31,265,247,75,13,149,15,74,"NA:N,SA:N",0E1|1A2|2A1|3E1|4A18|5A20|6E15|7A5|8A2|9A1|10E14|11A5|12A20
55,27299,timeout,620,150,222.88,11,2,0.6545,0,1.701224,189,36,338,207,75,9,114,8,73,"NA:N,SA:A",0A3|1A20|2A20|3E16|4A20|5A20|6E20|7A7|8A19|9A20|10A20|11A20|12A20
56,27921,loss,622,130,1135.04,0,12,0.6523,0,1.717521,0,62,223,342,57,39,220,49,49,"NA:E,SA:N",0E3|1E3|2E2|3E2|4E1|5E3|6E15|7E3|8E13|9E6|10E6|11N1|12E5
57,28130,loss,209,43,269.95,0,12,0.6515,0,1.752403,0,44,74,117,18,11,72,20,16,"NA:E,SA:N",0E2|1E2|2E2|3E3|4E1|5E3|6E6|7E2|8E7|9E6|10E5|11N1|12E5
58,28766,timeout,636,150,310.58,7,5,0.6493,0,1.715787,121,45,317,244,75,13,147,15,72,"NA:N,SA:N",0A20|1A20|2A20|3A16|4A7|5A20|6E1|7A18|8E11|9E16|10E9|11N1|12E8
59,29369,timeout,603,150,431.20,7,5,0.6472,0,1.728712,74,21,270,258,75,16,159,18,73,"NA:N,SA:N",0A19|1A1|2A20|3E3|4A9|5A9|6E2|7A13|8A3|9E3|10E6|11N1|12E7
60,29841,loss,472,114,388.20,0,13,0.6456,0,1.704076,0,74,179,239,54,16,153,26,50,"NA:E,SA:E",0E4|1E4|2E4|3E6|4E4|5E3|6E17|7E4|8E4|9E1|10E11|11E3|12E9
61,30262,loss,421,89,222.97,0,13,0.6441,0,1.724047,0,70,156,225,40,11,155,21,38,"NA:E,SA:E",0E4|1E5|2E5|3E5|4E4|5E5|6E9|7E5|8E5|9E5|10E11|11E4|12E3
62,30624,win,362,81,607.48,13,0,0.6428,0,1.687471,14,0,137,185,40,16,119,12,39,"NA:A,SA:A",0A0|1A1|2A2|3A2|4A1|5A0|6A1|7A0|8A1|9A3|10A1|11A0|12A2
63,31071,loss,447,98,223.02,0,13,0.6413,0,1.675122,0,81,161,242,44,11,166,21,39,"NA:E,SA:E",0E4|1E3|2E4|3E4|4E4|5E4|6E3|7E4|8E5|9E13|10E12|11E3|12E18
64,31739,timeout,668,150,979.15,10,3,0.6389,0,1.661411,26,18,245,348,75,32,232,32,70,"NA:N,SA:N",0A18|1A1|2A2|3A2|4A0|5A3|6E10|7A0|8A0|9A0|10E6|11A0|12E2
65,32085,loss,346,86,77.67,0,12,0.6377,0,1.635683,0,47,136,168,42,6,108,15,36,"NA:E,SA:N",0E2|1E2|2E2|3E8|4E1|5E3|6E9|7E1|8E3|9E7|10E5|11N1|12E4
66,32591,loss,506,120,278.32,0,13,0.6359,0,1.631145,0,62,191,259,56,13,171,24,52,"NA:E,SA:E",0E3|1E3|2E3|3E5|4E3|5E3|6E14|7E3|8E1|9E5|10E8|11E3|12E8
67,32933,win,342,69,399.86,13,0,0.6347,0,1.692264,102,0,175,133,34,10,77,8,34,"NA:A,SA:A",0A8|1A3|2A3|3A20|4A4|5A3|6A20|7A11|8A3|9A0|10A7|11A8|12A12
68,33577,loss,644,140,591.09,0,13,0.6325,0,1.658618,0,89,238,344,62,23,233,33,55,"NA:E,SA:E",0E5|1E5|2E4|3E4|4E5|5E5|6E5|7E4|8E5|9E13|10E15|11E3|12E16
69,34065,win,488,95,571.30,13,0,0.6308,0,1.625476,132,0,259,182,47,16,107,14,46,"NA:A,SA:A",0A20|1A10|2A20|3A20|4A4|5A2|6A11|7A19|8A3|9A10|10A4|11A3|12A6
70,34406,loss,341,75,181.90,0,13,0.6296,0,1.695955,0,40,119,187,35,9,128,19,32,"NA:E,SA:E",0E2|1E2|2E3|3E3|4E2|5E2|6E4|7E3|8E3|9E1|10E3|11E3|12E9
71,35040,timeout,634,150,384.43,12,1,0.6274,0,1.676499,150,19,323,236,75,14,137,13,74,"NA:N,SA:A",0A10|1A2|2A20|3A8|4A1|5A2|6E19|7A10|8A17|9A20|10A20|11A20|12A20
72,35720,loss,680,147,765.17,0,13,0.6250,0,1.653881,0,74,246,364,70,28,249,38,64,"NA:E,SA:E",0E5|1E4|2E5|3E5|4E5|5E5|6E7|7E5|8E4|9E7|10E14|11E5|12E3
73,36337,loss,617,135,456.11,0,12,0.6228,0,1.658969,0,55,240,319,58,19,213,29,52,"NA:E,SA:N",0E3|1E3|2E2|3E4|4E1|5E3|6E5|7E7|8E3|9E11|10E7|11N1|12E6
74,37014,timeout,677,150,254.25,12,1,0.6205,0,1.602022,240,18,394,208,75,11,111,10,75,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10E18|11A20|12A20
75,37604,timeout,590,150,253.90,9,3,0.6184,0,1.659182,178,46,320,195,75,11,101,11,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E19|10E14|11N1|12E13
76,38320,timeout,716,150,406.52,12,1,0.6159,0,1.646280,238,20,412,229,75,16,129,14,72,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A18|10E20|11A20|12A20
77,38873,loss,553,129,214.84,0,12,0.6139,0,1.590501,0,55,213,279,61,11,191,20,57,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E2|6E9|7E6|8E3|9E13|10E9|11N1|12E8
78,39392,loss,519,115,381.58,0,13,0.6121,0,1.577856,0,64,197,268,54,16,181,25,49,"NA:E,SA:E",0E5|1E4|2E4|3E5|4E4|5E5|6E5|7E6|8E4|9E1|10E14|11E3|12E4
79,39796,loss,404,88,433.21,0,13,0.6107,0,1.649253,0,70,140,223,41,17,149,27,36,"NA:E,SA:E",0E5|1E4|2E4|3E4|4E4|5E4|6E6|7E5|8E4|9E1|10E8|11E3|12E18
80,40463,timeout,667,150,465.00,10,3,0.6084,0,1.585019,100,18,300,292,75,17,190,18,72,"NA:A,SA:N",0A20|1A10|2A1|3A20|4A3|5A1|6A11|7A14|8A9|9E9|10E6|11A11|12E3
81,40831,loss,368,69,190.50,0,13,0.6071,0,1.622548,0,80,139,200,29,10,139,21,27,"NA:E,SA:E",0E3|1E3|2E3|3E2|4E3|5E3|6E4|7E2|8E4|9E13|10E19|11E3|12E18
82,41097,loss,266,56,53.68,0,13,0.6062,0,1.592198,0,74,97,144,25,5,98,15,22,"NA:E,SA:E",0E4|1E5|2E5|3E5|4E4|5E4|6E4|7E5|8E16|9E2|10E4|11E3|12E13
83,41728,timeout,631,150,538.38,8,5,0.6040,0,1.566763,40,31,258,299,74,19,196,20,69,"NA:N,SA:A",0E3|1E1|2A0|3E5|4E2|5A3|6E20|7A0|8A0|9A6|10A20|11A10|12A1
84,42463,timeout,735,150,889.72,12,1,0.6014,0,1.553318,154,3,351,309,75,30,193,28,71,"NA:A,SA:N",0A3|1A12|2A18|3A20|4A12|5A20|6A20|7A18|8A14|9A3|10E3|11A14|12A0
85,42766,loss,303,62,396.08,0,12,0.6003,0,1.574699,0,41,107,170,26,15,111,23,23,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E2|5E2|6E5|7E2|8E3|9E9|10E5|11N1|12E5
86,43211,loss,445,91,493.76,0,12,0.5988,0,1.561764,0,39,165,241,39,19,160,29,33,"NA:E,SA:N",0E2|1E2|2E1|3E1|4E2|5E2|6E1|7E5|8E1|9E8|10E7|11N1|12E7
87,43689,loss,478,100,465.95,0,12,0.5971,0,1.533888,0,44,174,259,45,18,176,27,44,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E3|5E2|6E3|7E4|8E3|9E7|10E7|11N1|12E7
88,44078,loss,389,79,304.88,0,12,0.5957,0,1.566719,0,36,147,209,33,13,141,21,30,"NA:E,SA:N",0E2|1E2|2E2|3E5|4E1|5E2|6E1|7E3|8E1|9E5|10E6|11N1|12E6
89,44482,loss,404,88,542.94,0,12,0.5943,0,1.580880,0,35,143,221,40,20,145,28,36,"NA:E,SA:N",0E3|1E2|2E2|3E2|4E2|5E2|6E1|7E3|8E1|9E7|10E5|11N1|12E5
90,44834,loss,352,67,406.57,0,13,0.5931,0,1.614251,0,51,126,198,28,16,134,25,27,"NA:E,SA:E",0E4|1E4|2E3|3E3|4E4|5E3|6E4|7E3|8E3|9E1|10E8|11E2|12E9
91,45230,loss,396,97,38.03,0,12,0.5917,0,1.538033,0,39,152,198,46,5,133,14,41,"NA:E,SA:N",0E3|1E3|2E3|3E3|4E2|5E2|6E1|7E2|8E2|9E6|10E6|11N1|12E6
92,45864,loss,634,136,454.49,0,13,0.5895,0,1.580184,0,63,238,333,63,19,232,28,54,"NA:E,SA:E",0E4|1E4|2E3|3E3|4E4|5E4|6E4|7E4|8E4|9E3|10E13|11E3|12E10
93,46057,loss,193,38,135.33,0,13,0.5888,0,1.603041,0,52,62,114,17,7,77,16,15,"NA:E,SA:E",0E3|1E2|2E2|3E2|4E1|5E2|6E13|7E5|8E3|9E4|10E5|11E5|12E5
94,46452,loss,395,94,175.63,0,12,0.5874,0,1.513746,0,54,152,200,43,9,132,17,41,"NA:E,SA:N",0E3|1E2|2E3|3E12|4E1|5E3|6E6|7E1|8E5|9E6|10E6|11N1|12E6
95,46851,loss,399,91,343.59,0,12,0.5860,0,1.539031,0,39,148,208,43,14,138,22,43,"NA:E,SA:N",0E2|1E1|2E2|3E5|4E2|5E1|6E1|7E4|8E3|9E5|10E7|11N1|12E6
96,47267,loss,416,98,476.76,0,13,0.5846,0,1.577528,0,64,155,215,46,18,136,27,44,"NA:E,SA:E",0E4|1E3|2E4|3E3|4E4|5E3|6E5|7E4|8E4|9E4|10E14|11E3|12E9
97,47658,loss,391,89,174.14,0,13,0.5832,0,1.571378,0,73,143,207,41,9,141,18,39,"NA:E,SA:E",0E4|1E4|2E5|3E4|4E4|5E4|6E11|7E4|8E4|9E1|10E17|11E3|12E8
98,48102,loss,444,91,283.85,0,13,0.5816,0,1.541502,0,52,174,229,41,13,155,24,38,"NA:E,SA:E",0E4|1E4|2E3|3E4|4E4|5E4|6E6|7E3|8E6|9E2|10E5|11E3|12E4
99,48360,loss,258,54,122.92,0,13,0.5807,0,1.610812,0,86,91,143,24,7,97,15,22,"NA:E,SA:E",0E8|1E6|2E5|3E10|4E5|5E5|6E5|7E6|8E7|9E7|10E7|11E8|12E7
100,48668,loss,308,70,186.31,0,13,0.5797,0,1.579246,0,57,110,165,33,9,110,18,28,"NA:E,SA:E",0E4|1E4|2E5|3E11|4E4|5E4|6E4|7E5|8E4|9E4|10E1|11E4|12E3
101,48985,win,317,69,506.36,13,0,0.5786,0,1.569571,78,0,155,128,34,13,69,11,33,"NA:A,SA:A",0A2|1A2|2A1|3A7|4A20|5A4|6A2|7A12|8A17|9A6|10A1|11A1|12A3
102,49505,timeout,520,150,-127.87,9,3,0.5767,0,1.533243,179,59,303,142,75,0,59,0,73,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
103,49889,loss,384,86,383.81,0,13,0.5754,0,1.564515,0,49,140,205,39,15,134,23,35,"NA:E,SA:E",0E4|1E4|2E4|3E4|4E3|5E4|6E4|7E4|8E4|9E1|10E5|11E3|12E5
104,50551,win,662,127,470.57,13,0,0.5731,0,1.564782,188,0,366,233,63,14,146,10,59,"NA:A,SA:A",0A20|1A20|2A18|3A20|4A20|5A18|6A20|7A20|8A20|9A0|10A0|11A11|12A1
105,51312,win,761,141,617.91,13,0,0.5704,0,1.569911,206,0,420,271,70,19,171,16,66,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A10|9A3|10A5|11A20|12A8
106,51891,loss,579,111,493.69,0,13,0.5684,0,1.567913,0,176,218,323,38,20,220,30,36,"NA:E,SA:E",0E13|1E13|2E13|3E13|4E14|5E14|6E14|7E14|8E14|9E15|10E20|11E3|12E16
107,52404,loss,513,108,853.51,0,13,0.5666,0,1.544881,0,63,170,292,51,30,194,41,47,"NA:E,SA:E",0E3|1E3|2E3|3E3|4E3|5E6|6E3|7E4|8E5|9E2|10E13|11E3|12E12
108,52900,timeout,496,150,16.86,9,3,0.5649,0,1.543268,179,58,286,135,75,4,48,4,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E18|10E20|11N1|12E20
109,53371,timeout,471,150,-123.41,9,3,0.5632,0,1.560359,179,58,279,117,75,0,33,1,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E19|11N1|12E20
110,53923,timeout,552,150,462.08,7,5,0.5613,0,1.486398,30,50,227,250,75,16,151,17,72,"NA:N,SA:N",0A3|1A0|2A1|3E8|4A0|5A2|6E12|7A16|8A8|9E16|10E7|11N1|12E7
111,54481,timeout,558,150,227.78,9,3,0.5593,0,1.503333,179,59,298,185,75,10,92,10,73,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
112,54946,timeout,465,150,-123.12,9,3,0.5577,0,1.564153,179,58,278,112,75,0,29,0,73,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E18|10E20|11N1|12E20
113,55491,timeout,545,150,572.25,7,5,0.5558,0,1.572590,42,49,225,245,75,19,144,20,72,"NA:N,SA:N",0A2|1A2|2A6|3E6|4A20|5A1|6E17|7A8|8A3|9E20|10E3|11N1|12E3
114,55962,timeout,471,150,13.55,5,7,0.5541,0,1.565978,82,78,225,171,75,3,86,6,73,"NA:N,SA:N",0E1|1A15|2A20|3E18|4A20|5A10|6E20|7A17|8E18|9E7|10E7|11N1|12E7
115,56484,timeout,522,150,426.56,8,5,0.5523,0,1.557274,85,62,246,201,75,15,101,18,74,"NA:N,SA:N",0E1|1E3|2A3|3E20|4A20|5A7|6E20|7A0|8A20|9A2|10E18|11A20|12A13
116,56946,timeout,462,150,-123.46,9,3,0.5507,0,1.529720,178,60,274,113,75,0,30,0,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
117,57386,timeout,440,150,-51.05,7,5,0.5491,0,1.493959,100,93,225,140,75,1,57,2,73,"NA:N,SA:N",0A20|1A15|2A20|3A13|4A20|5A4|6E15|7A8|8E18|9E20|10E20|11N1|12E20
118,57926,timeout,540,150,-82.41,11,2,0.5473,0,1.480151,218,40,329,136,75,1,50,1,74,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11A20|12A20
119,58359,timeout,433,150,-121.72,9,3,0.5457,0,1.496379,180,58,257,101,75,0,17,0,72,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
120,58836,timeout,477,150,-120.73,9,3,0.5441,0,1.504758,180,56,276,126,75,0,42,0,73,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E16|10E20|11N1|12E20
121,59307,timeout,471,150,236.48,7,5,0.5424,0,1.520533,96,98,227,169,75,9,76,11,71,"NA:N,SA:N",0A11|1A17|2A20|3E19|4A20|5A6|6E20|7A2|8A20|9E20|10E19|11N1|12E20
