487,174922,timeout,320,100,40.25,8,4,0.4461,0,0.443016,60,64,153,118,49,3,57,3,45,"NA:N,SA:N",0A7|1A3|2A20|3E12|4A4|5A4|6A1|7A20|8A1|9E20|10E16|11N1|12E16
488,175233,timeout,311,100,44.06,8,4,0.4451,0,0.450695,70,68,152,109,50,4,46,5,42,"NA:N,SA:N",0A19|1A5|2A19|3E20|4A1|5A20|6A2|7A3|8A1|9E20|10E14|11N1|12E14
489,175561,timeout,328,100,36.53,7,5,0.4441,0,0.446583,46,60,152,126,50,3,65,4,31,"NA:N,SA:N",0A20|1A1|2A2|3E17|4A1|5A1|6A1|7A20|8E16|9E9|10E9|11N1|12E9
490,175854,timeout,293,100,27.53,8,4,0.4431,0,0.449019,80,78,150,93,50,2,34,2,48,"NA:N,SA:N",0A20|1A1|2A7|3E18|4A10|5A20|6A1|7A20|8A1|9E20|10E20|11N1|12E20
491,176166,timeout,312,100,24.07,7,5,0.4421,0,0.437104,64,80,152,110,50,2,50,3,42,"NA:N,SA:N",0A20|1A10|2A20|3E18|4A1|5A7|6A2|7A4|8E20|9E14|10E14|11N1|12E14
492,176539,timeout,373,100,135.58,8,4,0.4410,0,0.427113,43,28,163,161,49,13,89,13,43,"NA:N,SA:N",0A20|1A1|2A1|3A3|4A13|5A1|6A2|7A2|8E9|9E5|10E3|11N1|12E11
493,176879,timeout,340,100,103.95,7,5,0.4399,0,0.428293,40,54,153,138,49,10,70,11,33,"NA:N,SA:N",0A17|1A2|2A16|3E17|4A1|5A2|6A1|7A1|8E10|9E9|10E9|11N1|12E9
494,177210,timeout,331,100,78.66,8,4,0.4388,0,0.429056,50,58,152,129,50,7,64,6,41,"NA:N,SA:N",0A18|1A1|2A3|3E16|4A4|5A2|6A1|7A20|8A1|9E20|10E11|11N1|12E11
495,177508,timeout,298,100,7.33,6,6,0.4379,0,0.436619,60,99,152,96,50,1,37,3,46,"NA:N,SA:N",0A14|1A20|2A2|3E19|4A18|5A3|6E20|7A3|8E20|9E14|10E13|11N1|12E13
496,177810,timeout,302,100,29.27,8,4,0.4369,0,0.451192,72,77,152,100,50,2,40,2,43,"NA:N,SA:N",0A20|1A1|2A5|3E17|4A13|5A20|6A1|7A11|8A1|9E20|10E20|11N1|12E20
497,178108,timeout,298,100,36.53,8,4,0.4360,0,0.463252,77,79,152,96,50,3,35,3,46,"NA:N,SA:N",0A20|1A20|2A4|3E19|4A1|5A15|6A2|7A14|8A1|9E20|10E20|11N1|12E20
498,178465,timeout,357,100,86.82,8,4,0.4349,0,0.444431,46,59,162,145,50,8,78,9,43,"NA:N,SA:N",0A20|1A1|2A1|3E20|4A19|5A2|6A1|7A1|8A1|9E20|10E9|11N1|12E10
499,178854,timeout,389,100,198.64,8,4,0.4336,0,0.434141,90,24,182,157,50,19,79,20,45,"NA:N,SA:N",0A18|1A12|2A20|3A20|4A11|5A7|6A1|7A1|8E3|9E11|10E5|11N1|12E5
500,179192,timeout,338,100,51.73,7,5,0.4326,0,0.446873,34,71,155,133,50,5,70,7,41,"NA:N,SA:N",0A20|1A1|2A3|3E18|4A7|5A1|6A1|7A1|8E20|9E11|10E11|11N1|12E11
501,179521,timeout,329,100,50.39,8,4,0.4315,0,0.443648,58,47,150,129,50,4,68,4,43,"NA:N,SA:N",0A19|1A1|2A20|3E14|4A2|5A13|6A1|7A1|8A1|9E17|10E8|11N1|12E8
502,179840,timeout,319,100,44.24,8,4,0.4305,0,0.458559,66,69,152,117,50,4,54,5,45,"NA:N,SA:N",0A18|1A1|2A11|3E16|4A20|5A11|6A1|7A3|8A1|9E20|10E17|11N1|12E16
503,180222,timeout,382,100,134.17,7,5,0.4293,0,0.455826,16,19,152,180,50,13,109,14,36,"NA:N,SA:N",0E1|1A2|2A1|3E10|4A1|5A2|6A1|7A8|8A1|9E3|10E3|11N1|12E2
504,180555,timeout,333,100,60.68,9,4,0.4282,0,0.471708,43,56,153,131,49,5,67,4,39,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A2|5A1|6E20|7A9|8A1|9A4|10E15|11A4|12E3
505,180908,timeout,353,100,100.88,7,5,0.4271,0,0.472557,41,52,152,151,50,10,82,11,42,"NA:N,SA:N",0A20|1A1|2A15|3E19|4A1|5A2|6A1|7A1|8E20|9E5|10E4|11N1|12E4
506,181251,timeout,343,100,50.28,8,4,0.4260,0,0.463588,45,46,153,141,49,4,79,4,39,"NA:N,SA:N",0A18|1A1|2A1|3E20|4A18|5A1|6A1|7A4|8A1|9E15|10E5|11N1|12E6
507,181602,timeout,351,100,60.01,8,4,0.4249,0,0.466822,46,44,157,144,50,5,81,5,47,"NA:N,SA:N",0A19|1A1|2A2|3E16|4A1|5A1|6A1|7A20|8A1|9E16|10E6|11N1|12E6
508,181932,timeout,330,100,40.85,8,4,0.4239,0,0.449569,43,68,152,128,50,3,67,3,41,"NA:N,SA:N",0A15|1A1|2A1|3E20|4A2|5A20|6A1|7A2|8A1|9E20|10E14|11N1|12E14
509,182321,timeout,389,100,199.29,8,4,0.4227,0,0.453584,48,12,155,185,49,19,107,18,43,"NA:N,SA:N",0A20|1A1|2A2|3A9|4A13|5A1|6A1|7A1|8E2|9E1|10E4|11N1|12E5
510,182640,timeout,319,100,43.74,10,3,0.4216,0,0.443188,60,57,152,117,50,3,55,2,46,"NA:N,SA:N",0A19|1A1|2A20|3E20|4A7|5A5|6A2|7A3|8A1|9A1|10E20|11A1|12E17
511,182977,timeout,337,100,19.62,7,5,0.4206,0,0.455177,44,51,153,135,49,2,74,4,44,"NA:N,SA:N",0A18|1A1|2A1|3E20|4A13|5A1|6A1|7A9|8E14|9E6|10E6|11N1|12E5
512,183303,timeout,326,100,132.21,8,4,0.4195,0,0.468833,86,43,152,124,50,12,54,12,37,"NA:N,SA:N",0A17|1A2|2A1|3E18|4A20|5A16|6A5|7A5|8A20|9E20|10E2|11N1|12E3
513,183657,timeout,354,100,161.59,8,4,0.4184,0,0.473015,66,51,165,139,50,15,67,15,49,"NA:N,SA:N",0A18|1A1|2A9|3E20|4A11|5A20|6A1|7A5|8A1|9E18|10E7|11N1|12E6
514,183982,timeout,325,100,72.70,7,5,0.4174,0,0.463495,58,65,152,123,50,7,58,8,42,"NA:N,SA:N",0A14|1A2|2A16|3E19|4A20|5A4|6E20|7A1|8A1|9E15|10E6|11N1|12E5
515,184325,timeout,343,100,8.68,5,7,0.4163,0,0.453817,24,67,152,141,50,2,80,6,35,"NA:N,SA:N",0E1|1E11|2A1|3E17|4A15|5A2|6A1|7A5|8E18|9E7|10E7|11N1|12E6
516,184635,timeout,310,100,49.45,8,4,0.4153,0,0.476484,70,65,152,108,50,4,46,4,43,"NA:N,SA:N",0A18|1A19|2A2|3E19|4A20|5A3|6A1|7A4|8A3|9E20|10E13|11N1|12E13
517,184962,timeout,327,100,30.62,8,4,0.4143,0,0.461425,72,47,152,125,50,2,65,2,44,"NA:N,SA:N",0A19|1A15|2A4|3E18|4A3|5A20|6A1|7A9|8A1|9E16|10E6|11N1|12E7
518,185267,timeout,305,100,14.60,6,6,0.4133,0,0.486236,75,83,155,100,50,2,40,5,40,"NA:N,SA:N",0A19|1A14|2A20|3E19|4A9|5A12|6E20|7A1|8E18|9E9|10E8|11N1|12E9
519,185602,timeout,335,100,42.00,8,4,0.4123,0,0.483109,50,46,152,133,50,3,72,3,45,"NA:N,SA:N",0A20|1A1|2A3|3E20|4A3|5A1|6A1|7A20|8A1|9E15|10E5|11N1|12E6
520,185990,timeout,388,100,50.28,3,9,0.4110,0,0.472688,5,31,155,184,49,7,118,12,24,"NA:N,SA:N",0E1|1E3|2A2|3E4|4E8|5A2|6A1|7E7|8E1|9E3|10E2|11N1|12E2
521,186318,timeout,328,100,38.23,8,4,0.4100,0,0.493516,52,57,152,126,50,3,65,3,41,"NA:N,SA:N",0A18|1A2|2A20|3E12|4A8|5A1|6A1|7A1|8A1|9E20|10E13|11N1|12E12
522,186625,timeout,307,100,14.97,5,7,0.4090,0,0.481511,67,67,150,107,50,2,48,5,36,"NA:N,SA:N",0E1|1A19|2A20|3E20|4A3|5A20|6E20|7A5|8E12|9E5|10E5|11N1|12E4
523,186987,timeout,362,100,133.37,7,5,0.4079,0,0.492611,40,33,153,160,49,13,89,14,41,"NA:N,SA:N",0A18|1A1|2A1|3E13|4A17|5A1|6A1|7A1|8E3|9E6|10E6|11N1|12E5
524,187318,timeout,331,100,37.86,8,4,0.4068,0,0.473280,54,51,152,129,50,3,67,4,48,"NA:N,SA:N",0A17|1A8|2A1|3E12|4A20|5A1|6A1|7A5|8A1|9E20|10E10|11N1|12E9
525,187617,timeout,299,100,15.09,7,5,0.4059,0,0.494015,69,85,150,99,50,2,38,5,47,"NA:N,SA:N",0A20|1A2|2A6|3E18|4A20|5A2|6E20|7A18|8A1|9E20|10E14|11N1|12E13
526,187921,timeout,304,100,58.94,7,5,0.4049,0,0.509683,80,77,150,104,50,6,40,8,45,"NA:N,SA:N",0A20|1A4|2A20|3A16|4A1|5A18|6E19|7A1|8E20|9E13|10E12|11N1|12E13
527,188234,timeout,313,100,37.33,8,4,0.4039,0,0.473398,66,58,150,113,50,3,53,3,43,"NA:N,SA:N",0A18|1A1|2A7|3E18|4A20|5A1|6A1|7A17|8A1|9E20|10E10|11N1|12E10
528,188553,timeout,319,100,39.19,8,4,0.4029,0,0.503213,50,65,150,119,50,3,59,3,42,"NA:N,SA:N",0A18|1A1|2A5|3E20|4A20|5A1|6A1|7A3|8A1|9E20|10E13|11N1|12E12
529,188889,timeout,336,100,33.96,8,4,0.4019,0,0.498293,56,36,150,136,50,3,74,5,44,"NA:N,SA:N",0A20|1A1|2A11|3E16|4A20|5A1|6A1|7A1|8A1|9E13|10E4|11N1|12E3
530,189198,timeout,309,100,-0.51,6,6,0.4009,0,0.476924,65,58,150,109,50,0,52,2,42,"NA:N,SA:N",0A19|1A14|2A20|3E19|4A6|5A5|6E18|7A1|8E7|9E5|10E5|11N1|12E4
531,189533,timeout,335,100,39.20,8,4,0.3998,0,0.513430,58,45,152,133,50,3,72,3,46,"NA:N,SA:N",0A20|1A1|2A1|3E16|4A20|5A2|6A1|7A12|8A1|9E17|10E6|11N1|12E6
532,189862,timeout,329,100,25.39,8,4,0.3988,0,0.511368,62,44,150,129,50,2,69,3,41,"NA:N,SA:N",0A20|1A1|2A16|3E18|4A20|5A1|6A1|7A2|8A1|9E15|10E6|11N1|12E5
533,190196,timeout,334,100,39.39,8,4,0.3977,0,0.523339,55,35,152,132,50,3,71,3,42,"NA:N,SA:N",0A18|1A2|2A6|3E18|4A20|5A2|6A2|7A4|8A1|9E10|10E4|11N1|12E3
534,190541,timeout,345,100,67.35,8,4,0.3966,0,0.515050,38,45,150,145,50,6,81,7,41,"NA:N,SA:N",0A18|1A1|2A13|3E20|4A1|5A1|6A1|7A2|8A1|9E14|10E6|11N1|12E5
535,190886,timeout,345,100,29.20,8,4,0.3955,0,0.515823,55,29,152,143,50,2,83,2,43,"NA:N,SA:N",0A19|1A1|2A4|3E9|4A20|5A1|6A1|7A8|8A1|9E6|10E7|11N1|12E7
536,191224,timeout,338,100,13.38,7,5,0.3945,0,0.509956,27,45,150,138,50,1,80,2,43,"NA:N,SA:N",0A17|1A1|2A1|3E19|4A5|5A1|6A1|7A1|8E13|9E5|10E4|11N1|12E4
537,191534,timeout,310,100,70.20,11,2,0.3935,0,0.528953,72,39,150,110,50,5,47,3,46,"NA:N,SA:N",0A13|1A1|2A20|3E20|4A20|5A3|6A9|7A2|8A1|9A1|10E19|11A1|12A1
538,191856,timeout,322,100,29.92,8,4,0.3925,0,0.524912,45,68,150,122,50,2,63,2,42,"NA:N,SA:N",0A19|1A1|2A3|3E17|4A16|5A1|6A1|7A3|8A1|9E18|10E17|11N1|12E16
539,192175,timeout,319,100,27.34,8,4,0.3914,0,0.519247,48,77,152,117,50,2,57,2,49,"NA:N,SA:N",0A19|1A1|2A4|3E20|4A19|5A1|6A1|7A2|8A1|9E18|10E19|11N1|12E20
540,192501,timeout,326,100,29.46,8,4,0.3904,0,0.526297,47,60,150,126,50,2,67,2,43,"NA:N,SA:N",0A18|1A1|2A1|3E17|4A20|5A1|6A1|7A4|8A1|9E20|10E12|11N1|12E11
541,192849,timeout,348,100,23.93,7,5,0.3893,0,0.537015,27,45,152,146,50,2,86,3,41,"NA:N,SA:N",0A17|1A4|2A1|3E20|4A2|5A1|6A1|7A1|8E7|9E6|10E6|11N1|12E6
542,193154,timeout,305,100,37.90,8,4,0.3883,0,0.520635,81,79,152,103,50,3,42,3,44,"NA:N,SA:N",0A20|1A1|2A5|3E19|4A20|5A20|6A1|7A13|8A1|9E20|10E20|11N1|12E20
543,193492,timeout,338,100,66.83,10,3,0.3873,0,0.530290,46,58,152,136,50,5,72,4,45,"NA:N,SA:N",0A17|1A1|2A1|3E18|4A20|5A2|6A1|7A1|8A1|9A1|10E20|11A1|12E20
544,193798,timeout,306,100,14.01,4,8,0.3863,0,0.500782,67,83,152,104,50,3,42,8,17,"NA:N,SA:N",0E1|1E15|2A14|3E4|4E19|5A20|6E20|7A20|8A13|9E20|10E2|11N1|12E2
545,194141,timeout,343,100,40.88,6,6,0.3852,0,0.520290,44,51,152,141,50,4,79,6,39,"NA:N,SA:N",0E2|1E19|2A9|3E14|4A1|5A14|6A1|7A18|8A1|9E8|10E4|11N1|12E4
546,194472,timeout,331,100,51.36,8,4,0.3842,0,0.541778,51,55,152,129,50,4,67,4,45,"NA:N,SA:N",0A20|1A1|2A2|3E17|4A20|5A3|6A1|7A3|8A1|9E19|10E9|11N1|12E10
547,194781,timeout,309,100,37.44,7,5,0.3832,0,0.537780,65,77,153,107,49,3,47,2,43,"NA:N,SA:N",0E3|1A14|2A7|3E20|4A20|5A1|6A2|7A20|8A1|9E20|10E17|11N1|12E17
548,195105,timeout,324,100,65.84,10,3,0.3822,0,0.511285,57,49,150,124,50,5,61,4,42,"NA:N,SA:N",0A16|1A20|2A2|3E20|4A4|5A4|6A1|7A6|8A2|9A1|10E19|11A1|12E10
549,195445,timeout,340,100,41.25,8,4,0.3811,0,0.553645,50,34,152,138,50,3,77,3,45,"NA:N,SA:N",0A5|1A1|2A20|3E14|4A1|5A19|6A1|7A2|8A1|9E5|10E8|11N1|12E7
550,195774,timeout,329,100,74.84,8,4,0.3800,0,0.571035,62,62,152,127,50,7,61,7,41,"NA:N,SA:N",0A20|1A2|2A1|3E19|4A13|5A20|6A1|7A4|8A1|9E20|10E11|11N1|12E12
551,196113,timeout,339,100,48.64,7,5,0.3790,0,0.548644,50,53,152,137,50,5,73,7,43,"NA:N,SA:N",0A20|1A1|2A20|3E17|4A3|5A3|6A1|7A2|8E16|9E7|10E6|11N1|12E7
552,196442,timeout,329,100,34.74,8,4,0.3779,0,0.551894,56,63,153,127,49,3,65,4,46,"NA:N,SA:N",0A19|1A1|2A1|3E19|4A20|5A7|6A1|7A6|8A1|9E20|10E12|11N1|12E12
553,196766,timeout,324,100,32.89,8,4,0.3769,0,0.535368,47,62,153,122,49,2,63,1,46,"NA:N,SA:N",0A9|1A3|2A2|3E19|4A20|5A1|6A1|7A10|8A1|9E20|10E12|11N1|12E11
554,197105,timeout,339,100,49.14,8,4,0.3758,0,0.542145,50,51,153,137,49,4,75,4,46,"NA:N,SA:N",0A19|1A1|2A1|3E17|4A20|5A6|6A1|7A1|8A1|9E18|10E8|11N1|12E8
555,197448,timeout,343,100,79.08,8,4,0.3747,0,0.548414,25,71,153,142,48,7,76,7,42,"NA:N,SA:N",0A7|1A1|2A2|3E19|4A2|5A3|6A1|7A8|8A1|9E20|10E16|11N1|12E16
556,197790,timeout,342,100,40.87,7,5,0.3737,0,0.553234,36,57,153,140,49,3,79,4,44,"NA:N,SA:N",0A20|1A1|2A2|3E15|4A1|5A1|6E20|7A10|8A1|9E14|10E4|11N1|12E4
557,198131,timeout,341,100,58.46,7,5,0.3726,0,0.553514,39,55,153,139,49,5,77,4,45,"NA:N,SA:N",0A18|1A1|2A1|3E20|4A16|5A1|6A1|7A1|8E20|9E5|10E5|11N1|12E5
558,198498,timeout,367,100,107.57,10,3,0.3714,0,0.560792,44,20,158,161,48,9,92,8,45,"NA:A,SA:N",0A20|1A1|2A1|3A1|4A9|5A1|6A8|7A1|8A1|9E3|10E12|11A1|12E5
559,198829,timeout,331,100,39.31,8,4,0.3704,0,0.566786,51,44,150,131,50,3,71,3,45,"NA:N,SA:N",0A15|1A1|2A1|3E11|4A18|5A3|6A1|7A11|8A1|9E18|10E8|11N1|12E7
560,199147,timeout,318,100,58.73,10,3,0.3694,0,0.551496,60,60,152,116,50,4,54,2,43,"NA:N,SA:N",0A19|1A1|2A2|3E20|4A20|5A1|6A1|7A13|8A1|9A1|10E20|11A1|12E20
561,199470,timeout,323,100,53.48,7,5,0.3683,0,0.565878,69,62,153,121,49,5,58,6,45,"NA:N,SA:N",0E1|1A2|2A20|3E17|4A19|5A20|6A1|7A6|8A1|9E20|10E12|11N1|12E12
562,199789,timeout,319,100,73.54,11,2,0.3673,0,0.561251,73,38,152,117,50,5,54,2,45,"NA:N,SA:N",0A20|1A20|2A1|3E18|4A14|5A3|6A2|7A9|8A1|9A1|10E20|11A1|12A1
563,200134,timeout,345,100,38.50,8,4,0.3662,0,0.567079,47,36,153,143,49,3,82,3,33,"NA:N,SA:N",0A19|1E18|2A2|3A4|4A6|5A1|6A1|7A1|8A13|9E13|10E2|11N1|12E3
564,200459,timeout,325,100,64.45,10,3,0.3652,0,0.545896,61,58,150,125,50,5,62,4,42,"NA:N,SA:N",0A17|1A1|2A6|3E18|4A20|5A8|6A1|7A5|8A1|9A1|10E20|11A1|12E20
565,200796,timeout,337,100,65.02,10,3,0.3641,0,0.551183,43,55,153,135,49,5,71,4,44,"NA:N,SA:N",0A17|1A1|2A1|3E17|4A1|5A1|6A1|7A18|8A1|9A1|10E18|11A1|12E20
566,201127,timeout,331,100,35.61,6,6,0.3631,0,0.569640,49,62,150,131,50,4,69,7,32,"NA:N,SA:N",0E1|1E18|2A13|3E20|4A11|5A3|6A1|7A20|8A1|9E15|10E4|11N1|12E4
567,201475,timeout,348,100,42.13,8,4,0.3620,0,0.542446,39,35,152,146,50,3,85,3,46,"NA:N,SA:N",0A19|1A1|2A3|3E5|4A7|5A1|6A3|7A4|8A1|9E17|10E6|11N1|12E7
568,201811,timeout,336,100,53.46,10,3,0.3609,0,0.556439,54,38,150,136,50,4,74,3,29,"NA:N,SA:N",0A19|1E14|2A1|3A3|4A1|5A3|6A11|7A13|8A1|9A1|10E20|11A1|12E4
569,202194,timeout,383,100,149.03,7,5,0.3597,0,0.546347,30,21,155,179,49,14,107,14,44,"NA:N,SA:N",0A20|1A1|2A2|3A4|4A1|5A1|6E1|7A1|8E9|9E3|10E4|11N1|12E4
570,202538,timeout,344,100,34.49,5,7,0.3586,0,0.546862,29,65,153,142,49,4,80,7,37,"NA:N,SA:N",0E2|1E17|2A9|3E20|4E3|5A1|6A1|7A17|8A1|9E14|10E5|11N1|12E4
571,202882,timeout,344,100,110.04,9,4,0.3575,0,0.554374,63,51,155,140,49,10,70,10,38,"NA:N,SA:N",0E1|1E18|2A3|3E20|4A6|5A20|6A1|7A20|8A1|9A2|10E12|11A3|12A7
572,203210,timeout,328,100,47.13,10,3,0.3565,0,0.566798,57,48,152,126,50,3,64,2,46,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A16|5A2|6A1|7A1|8A12|9A1|10E20|11A2|12E10
573,203548,timeout,338,100,39.83,8,4,0.3554,0,0.559258,54,52,153,136,49,3,75,3,47,"NA:N,SA:N",0A8|1A1|2A5|3E18|4A20|5A17|6A1|7A1|8A1|9E18|10E8|11N1|12E8
574,203907,timeout,359,100,44.24,7,5,0.3543,0,0.559258,21,44,153,157,49,4,95,5,33,"NA:N,SA:N",0A14|1A1|2A1|3E19|4A2|5A1|6A1|7A1|8E16|9E3|10E3|11N1|12E3
575,204271,timeout,364,100,119.29,8,4,0.3531,0,0.569384,29,45,153,163,48,11,93,11,41,"NA:N,SA:N",0A10|1A1|2A1|3E19|4A1|5A2|6A12|7A1|8A1|9E12|10E5|11N1|12E9
576,204653,timeout,382,100,112.07,10,3,0.3519,0,0.546476,103,41,196,136,50,9,69,7,32,"NA:N,SA:A",0E5|1E16|2A13|3E20|4A1|5A17|6A4|7A20|8A1|9A16|10A4|11A20|12A7
577,204993,timeout,340,100,49.75,8,4,0.3509,0,0.571437,47,47,153,138,49,4,76,4,46,"NA:N,SA:N",0A19|1A1|2A18|3E10|4A1|5A1|6A1|7A5|8A1|9E19|10E9|11N1|12E9
578,205349,timeout,356,100,27.21,7,5,0.3497,0,0.579375,25,48,153,154,49,2,95,2,28,"NA:N,SA:N",0A19|1A1|2A1|3E19|4A1|5A1|6E18|7A1|8A1|9E5|10E3|11N1|12E3
579,205700,timeout,351,100,50.36,8,4,0.3486,0,0.595457,40,26,153,149,49,4,87,4,43,"NA:N,SA:N",0A20|1A1|2A1|3A8|4A1|5A1|6A1|7A7|8E3|9E12|10E5|11N1|12E6
580,206045,timeout,345,100,66.40,10,3,0.3475,0,0.605489,53,39,152,143,50,5,79,4,41,"NA:N,SA:N",0A15|1A1|2A14|3E12|4A17|5A1|6A1|7A1|8A1|9A1|10E19|11A1|12E8
581,206388,timeout,343,100,27.43,8,4,0.3464,0,0.602301,32,50,150,143,50,2,83,3,37,"NA:N,SA:N",0A19|1A1|2A2|3E18|4A1|5A2|6A1|7A5|8A1|9E17|10E8|11N1|12E7
582,206731,timeout,343,100,66.83,10,3,0.3454,0,0.580253,38,53,150,143,50,5,80,4,43,"NA:N,SA:N",0A20|1A1|2A7|3E18|4A3|5A1|6A1|7A2|8A1|9A1|10E20|11A1|12E15
583,207107,timeout,376,100,80.61,9,4,0.3442,0,0.590193,19,39,153,174,49,7,108,7,33,"NA:N,SA:N",0A4|1A1|2A1|3E13|4A1|5A1|6E16|7A8|8A1|9A1|10E9|11A1|12E1
584,207456,timeout,349,100,41.79,8,4,0.3431,0,0.603951,31,50,150,149,50,3,89,3,39,"NA:N,SA:N",0A5|1A1|2A1|3E10|4A1|5A1|6A1|7A1|8A20|9E20|10E10|11N1|12E10
585,207803,timeout,347,100,16.17,7,5,0.3420,0,0.615621,30,57,150,147,50,1,89,2,25,"NA:N,SA:N",0A19|1A1|2A6|3E19|4A1|5A1|6A1|7A1|8E20|9E6|10E6|11N1|12E6
586,208170,timeout,367,100,34.22,8,4,0.3408,0,0.642396,25,25,152,165,50,2,106,1,39,"NA:N,SA:N",0A12|1A1|2A7|3E10|4A1|5A1|6A1|7A1|8A1|9E11|10E2|11N1|12E2
587,208535,timeout,365,100,122.65,3,9,0.3396,0,0.620630,21,46,150,165,50,14,94,19,29,"NA:N,SA:N",0E1|1E1|2E6|3E1|4E20|5A17|6E3|7A3|8A1|9E9|10E3|11N1|12E2
588,208893,timeout,358,100,72.73,8,4,0.3385,0,0.658607,24,43,153,156,49,6,93,5,39,"NA:N,SA:N",0A13|1A1|2A1|3E18|4A1|5A1|6A1|7A5|8A1|9E15|10E5|11N1|12E5
589,209248,timeout,355,100,50.60,8,4,0.3374,0,0.660310,26,38,153,153,49,4,91,4,38,"NA:N,SA:N",0A15|1A1|2A2|3E17|4A1|5A4|6A1|7A1|8A1|9E13|10E4|11N1|12E4
590,209638,timeout,390,100,104.70,4,9,0.3361,0,0.662399,11,48,156,186,48,12,114,17,34,"NA:N,SA:N",0E1|1E1|2E1|3E8|4E10|5E1|6E9|7A2|8A1|9A2|10E14|11A6|12E3
591,210012,timeout,374,100,95.14,8,4,0.3350,0,0.646408,27,35,158,167,49,9,99,10,45,"NA:N,SA:N",0A19|1A1|2A1|3E18|4A1|5A1|6A1|7A2|8A1|9E8|10E4|11N1|12E5
592,210375,timeout,363,100,33.03,7,5,0.3338,0,0.660949,27,57,155,159,49,3,97,4,25,"NA:N,SA:N",0A20|1A1|2A1|3E17|4A1|5A2|6E16|7A1|8A1|9E16|10E4|11N1|12E4
593,210759,timeout,384,100,34.44,1,11,0.3326,0,0.651223,1,44,156,180,48,6,115,13,39,"NA:N,SA:N",0E1|1E1|2E1|3E10|4E3|5E6|6E3|7E5|8A1|9E8|10E3|11N1|12E3
594,211112,timeout,353,100,34.08,8,4,0.3315,0,0.635173,27,38,153,152,48,2,92,1,41,"NA:N,SA:N",0A19|1A1|2A1|3E11|4A1|5A1|6A1|7A2|8A1|9E15|10E6|11N1|12E6
595,211461,timeout,349,100,64.94,8,4,0.3304,0,0.652473,39,25,153,147,49,5,85,4,43,"NA:N,SA:N",0A19|1A1|2A4|3E15|4A9|5A1|6A1|7A3|8A1|9E6|10E1|11N1|12E3
596,211824,timeout,363,100,14.63,6,6,0.3292,0,0.646754,25,61,155,159,49,1,100,2,32,"NA:N,SA:N",0E5|1A2|2A18|3E20|4A1|5A2|6A1|7A1|8E18|9E6|10E6|11N1|12E6
597,212174,timeout,350,100,48.75,8,4,0.3281,0,0.682772,47,27,152,148,50,4,86,4,42,"NA:N,SA:N",0A20|1A1|2A2|3E13|4A19|5A1|6A1|7A2|8A1|9E8|10E3|11N1|12E3
598,212543,timeout,369,100,73.49,11,2,0.3269,0,0.641867,31,25,155,165,49,5,100,3,41,"NA:N,SA:N",0A19|1A1|2A1|3E18|4A1|5A1|6A1|7A3|8A1|9A1|10E7|11A1|12A1
599,212914,timeout,371,100,63.16,7,5,0.3258,0,0.644188,20,42,153,170,48,6,105,7,41,"NA:N,SA:N",0E1|1A1|2A4|3E9|4A1|5A2|6A1|7A10|8A1|9E17|10E7|11N1|12E8
600,213270,timeout,356,100,78.86,10,3,0.3246,0,0.655183,45,15,150,156,50,6,93,4,42,"NA:N,SA:N",0A19|1A1|2A2|3E11|4A2|5A1|6A1|7A16|8A1|9A1|10E2|11A1|12E2
601,213621,timeout,351,100,68.56,10,3,0.3235,0,0.635121,42,39,152,149,50,5,85,4,46,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A14|5A1|6A1|7A1|8A1|9A1|10E15|11A1|12E6
602,213982,timeout,361,100,69.76,7,5,0.3224,0,0.642858,26,38,153,159,49,6,96,6,37,"NA:N,SA:N",0A1|1A19|2A2|3E19|4A1|5A1|6A1|7A1|8E12|9E1|10E3|11N1|12E3
603,214352,timeout,370,100,85.90,10,3,0.3212,0,0.676400,35,12,150,170,50,7,105,6,41,"NA:N,SA:N",0A18|1A1|2A3|3E9|4A1|5A7|6A1|7A1|8A1|9A1|10E2|11A1|12E1
604,214686,timeout,334,100,38.09,8,4,0.3202,0,0.692073,27,79,152,132,50,3,71,3,35,"NA:N,SA:N",0A19|1A1|2A1|3E20|4A2|5A1|6A1|7A1|8A1|9E20|10E20|11N1|12E19
605,215053,timeout,367,100,45.82,7,5,0.3190,0,0.709437,41,11,152,165,50,4,103,5,36,"NA:N,SA:N",0A20|1A10|2A2|3E1|4A6|5A1|6A1|7A1|8E1|9E2|10E3|11N1|12E4
606,215405,timeout,352,100,49.72,8,4,0.3179,0,0.749695,27,49,150,152,50,4,91,4,41,"NA:N,SA:N",0A10|1A1|2A2|3E15|4A9|5A1|6A1|7A2|8A1|9E18|10E8|11N1|12E8
607,215777,timeout,372,100,112.12,8,4,0.3167,0,0.760276,33,22,158,165,49,10,97,9,46,"NA:N,SA:N",0A20|1A1|2A1|3E15|4A7|5A1|6A1|7A1|8A1|9E3|10E2|11N1|12E2
608,216116,timeout,339,100,47.94,7,5,0.3156,0,0.782718,26,64,152,137,50,4,76,4,24,"NA:N,SA:N",0A20|1A1|2A1|3E19|4A1|5A1|6E19|7A1|8A1|9E16|10E5|11N1|12E5
