885,281493,timeout,296,100,31.27,6,5,0.1086,0,3.302511,82,75,152,94,50,1,37,1,38,"NA:N,SA:N",0A20|1A20|2A1|3A20|4A1|5N1|6E15|7A20|8E20|9E14|10E13|11N1|12E13
886,281786,timeout,293,100,88.32,7,5,0.1077,0,3.459954,62,84,140,108,45,5,41,5,35,"NA:N,SA:N",0A20|1A2|2A1|3A18|4A1|5A1|6E11|7A19|8E19|9E18|10E18|11N1|12E18
887,282058,timeout,272,100,60.43,7,5,0.1068,0,3.146655,80,84,139,86,47,1,26,0,34,"NA:N,SA:N",0A20|1A17|2A1|3A20|4A1|5A1|6E18|7A20|8E20|9E15|10E15|11N1|12E16
888,282160,loss,102,36,-24.71,0,7,0.1065,0,3.161092,0,72,48,54,0,0,17,1,0,"NA:N,SA:N",0E3|1N1|2N1|3E8|4N1|5N1|6E14|7N1|8E12|9E11|10E12|11N1|12E12
889,282453,timeout,293,100,113.98,7,5,0.1056,0,3.213098,58,98,143,115,35,6,38,5,17,"NA:N,SA:N",0A11|1A4|2A1|3A20|4A1|5A1|6E18|7A20|8E20|9E20|10E20|11N1|12E20
890,282718,timeout,265,100,76.06,7,5,0.1047,0,3.105449,62,80,125,100,40,3,31,2,33,"NA:N,SA:N",0A20|1A13|2A1|3A7|4A1|5A3|6E16|7A17|8E20|9E15|10E14|11N1|12E15
891,282972,timeout,254,100,106.04,7,5,0.1039,0,3.202645,54,95,120,86,48,4,24,3,41,"NA:N,SA:N",0A1|1A20|2A1|3A14|4A7|5A1|6E20|7A10|8E20|9E18|10E18|11N1|12E19
892,283260,timeout,288,100,21.45,7,5,0.1030,0,3.225768,64,88,146,96,46,1,36,0,46,"NA:N,SA:N",0A20|1A12|2A1|3A9|4A1|5A1|6E20|7A20|8E20|9E16|10E16|11N1|12E16
893,283550,timeout,290,100,66.42,1,11,0.1021,0,3.030209,19,132,129,137,24,7,49,12,4,"NA:N,SA:N",0E6|1E5|2E6|3E9|4E19|5E20|6E20|7A19|8E20|9E9|10E9|11N1|12E9
894,283794,timeout,244,100,55.54,6,5,0.1013,0,3.070566,58,86,115,83,46,2,23,1,39,"NA:N,SA:N",0A17|1A1|2A1|3A18|4A1|5N1|6E20|7A20|8E20|9E15|10E16|11N1|12E15
895,284092,timeout,298,100,67.08,7,5,0.1004,0,2.877377,52,77,145,105,48,3,45,2,42,"NA:N,SA:N",0A6|1A3|2A1|3A20|4A20|5A1|6E18|7A1|8E20|9E13|10E13|11N1|12E13
896,284369,timeout,277,100,16.36,6,6,0.0995,0,3.186639,91,80,140,95,42,0,31,0,41,"NA:N,SA:N",0A20|1A20|2A8|3E18|4A20|5A3|6E20|7A20|8E20|9E8|10E7|11N1|12E7
897,284636,timeout,267,100,47.21,7,5,0.0987,0,2.968829,66,99,135,93,39,1,25,0,28,"NA:N,SA:N",0A20|1A3|2A1|3A20|4A1|5A1|6E19|7A20|8E20|9E20|10E20|11N1|12E20
898,284884,timeout,248,100,44.51,7,5,0.0979,0,2.950215,50,93,115,86,47,1,26,0,39,"NA:N,SA:N",0A2|1A20|2A1|3A8|4A1|5A1|6E19|7A17|8E20|9E18|10E18|11N1|12E18
899,285182,timeout,298,100,82.38,6,5,0.0969,0,2.761856,38,97,141,117,40,4,48,3,32,"NA:N,SA:N",0A1|1A1|2A1|3A14|4A1|5N1|6E19|7A20|8E19|9E20|10E20|11N1|12E19
900,285409,timeout,227,100,51.75,6,5,0.0962,0,2.645490,75,100,118,59,50,0,3,1,38,"NA:N,SA:N",0A20|1A15|2A1|3A18|4A1|5N1|6E20|7A20|8E20|9E20|10E20|11N1|12E20
901,285677,timeout,268,100,104.88,7,5,0.0954,0,2.707002,39,96,123,104,41,5,35,4,34,"NA:N,SA:N",0A1|1A1|2A1|3A14|4A1|5A1|6E20|7A20|8E20|9E19|10E19|11N1|12E18
902,285925,timeout,248,100,36.56,7,5,0.0946,0,2.741358,56,83,118,83,47,1,24,0,45,"NA:N,SA:N",0A10|1A5|2A1|3A18|4A1|5A1|6E20|7A20|8E20|9E15|10E14|11N1|12E14
903,286276,timeout,351,100,257.79,6,6,0.0935,0,2.669698,53,33,153,149,49,15,76,16,40,"NA:N,SA:N",0A17|1A1|2A2|3E2|4A12|5A1|6E13|7A20|8E8|9E3|10E4|11N1|12E3
904,286549,timeout,273,100,26.50,6,5,0.0926,0,2.887034,84,96,144,83,46,0,23,0,34,"NA:N,SA:N",0A20|1A20|2A1|3A20|4A3|5N1|6E16|7A20|8E20|9E20|10E20|11N1|12E20
905,286909,timeout,360,100,97.23,1,11,0.0915,0,2.799147,18,118,167,167,26,8,78,14,24,"NA:N,SA:N",0E6|1E7|2E7|3E6|4E7|5E7|6E20|7E20|8A18|9E20|10E9|11N1|12E9
906,287187,timeout,278,100,29.00,1,11,0.0906,0,2.881322,20,120,121,133,24,4,47,9,11,"NA:N,SA:N",0E1|1E1|2E1|3E5|4E17|5E19|6E20|7A20|8E19|9E13|10E12|11N1|12E12
907,287558,timeout,371,100,297.55,7,5,0.0894,0,2.773226,27,23,144,177,50,18,103,17,45,"NA:N,SA:N",0E1|1E1|2A3|3A3|4E11|5A3|6A2|7A12|8A1|9A3|10E5|11N1|12E5
908,287934,timeout,376,100,183.03,6,6,0.0882,0,2.748793,23,35,155,172,49,13,102,13,37,"NA:N,SA:N",0A2|1A1|2A1|3A1|4E19|5A17|6E2|7A1|8E4|9E3|10E3|11N1|12E4
909,288191,timeout,257,100,43.45,6,5,0.0874,0,2.562951,32,95,119,93,45,1,33,0,41,"NA:N,SA:N",0A1|1A1|2A1|3A9|4A1|5N1|6E18|7A19|8E20|9E19|10E19|11N1|12E19
910,288544,timeout,353,100,53.63,1,11,0.0863,0,2.632952,18,122,158,179,16,8,82,13,4,"NA:N,SA:N",0E1|1E2|2E1|3E3|4E16|5E17|6E20|7A18|8E20|9E14|10E14|11N1|12E14
911,288686,loss,142,45,-15.76,0,8,0.0858,0,2.746765,0,81,65,77,0,1,29,3,0,"NA:N,SA:N",0E2|1E3|2N1|3E8|4N1|5N1|6E16|7N1|8E13|9E13|10E13|11N1|12E13
912,288956,timeout,270,100,28.42,7,5,0.0850,0,2.655035,86,75,137,83,50,0,26,0,37,"NA:N,SA:N",0A20|1A20|2A1|3A20|4A4|5A1|6E18|7A20|8E20|9E12|10E13|11N1|12E12
913,289234,timeout,278,100,74.15,7,5,0.0841,0,2.633068,54,100,136,106,36,3,34,2,28,"NA:N,SA:N",0A19|1A1|2A1|3A16|4A1|5A1|6E20|7A15|8E20|9E20|10E20|11N1|12E20
914,289459,timeout,225,100,46.80,7,5,0.0834,0,2.601587,38,95,97,86,42,1,22,0,36,"NA:N,SA:N",0A1|1A1|2A1|3A13|4A1|5A1|6E20|7A20|8E20|9E18|10E18|11N1|12E19
915,289729,timeout,270,100,52.02,7,5,0.0825,0,2.648360,59,100,140,98,32,1,23,0,22,"NA:N,SA:N",0A18|1A1|2A1|3A18|4A1|5A18|6E20|7A2|8E20|9E20|10E20|11N1|12E20
916,289965,timeout,236,100,41.08,6,5,0.0818,0,2.536101,80,98,125,63,48,0,6,0,33,"NA:N,SA:N",0A20|1A20|2A1|3A18|4A1|5N1|6E18|7A20|8E20|9E20|10E20|11N1|12E20
917,290218,timeout,253,100,69.20,3,5,0.0810,0,2.541477,50,99,130,93,30,1,20,0,24,"NA:N,SA:N",0A20|1A10|2N1|3A20|4N1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
918,290531,timeout,313,100,-29.42,6,6,0.0800,0,2.438142,62,77,155,117,41,0,51,2,32,"NA:N,SA:N",0A19|1A20|2A1|3E19|4A1|5A1|6E20|7A20|8E20|9E6|10E6|11N1|12E6
919,290802,timeout,271,100,-11.93,1,11,0.0791,0,2.415994,19,160,130,126,15,1,35,6,5,"NA:N,SA:N",0E12|1E12|2E11|3E17|4E14|5E12|6E19|7A19|8E20|9E15|10E14|11N1|12E14
920,291182,timeout,380,100,206.30,4,8,0.0779,0,2.371807,27,45,155,176,49,18,99,22,40,"NA:N,SA:N",0E1|1E4|2A5|3A1|4E17|5A20|6E6|7A1|8E4|9E5|10E4|11N1|12E4
921,291431,timeout,249,100,50.27,7,5,0.0771,0,2.328522,88,91,133,67,49,0,10,0,39,"NA:N,SA:N",0A20|1A20|2A2|3A13|4A12|5A1|6E12|7A20|8E20|9E20|10E19|11N1|12E20
922,291796,timeout,365,100,63.95,8,4,0.0760,0,2.145107,31,26,155,161,49,9,94,8,46,"NA:N,SA:N",0A2|1A1|2A4|3E16|4A1|5A20|6A1|7A1|8A1|9E5|10E3|11N1|12E2
923,292183,timeout,387,100,271.94,3,9,0.0748,0,2.313332,22,28,155,183,49,19,106,23,44,"NA:N,SA:N",0E1|1E2|2A1|3E3|4E9|5A20|6E2|7A1|8E5|9E2|10E2|11N1|12E2
924,292447,timeout,264,100,45.14,5,5,0.0739,0,2.249551,52,98,130,103,31,1,30,0,26,"NA:N,SA:N",0A20|1A10|2A1|3A20|4A1|5N1|6E18|7N1|8E20|9E20|10E20|11N1|12E20
925,292728,timeout,281,100,10.16,7,5,0.0730,0,2.209938,62,99,142,99,40,1,32,0,29,"NA:N,SA:N",0A17|1A2|2A1|3A20|4A1|5A1|6E20|7A20|8E20|9E20|10E19|11N1|12E20
926,292994,timeout,266,100,74.92,2,9,0.0722,0,2.106845,40,124,129,106,31,3,29,6,27,"NA:N,SA:N",0E7|1E20|2A20|3E17|4E20|5A20|6E15|7N1|8E11|9E11|10E11|11N1|12E12
927,293111,loss,117,47,-26.04,0,7,0.0718,0,2.005408,0,82,50,67,0,0,19,1,0,"NA:N,SA:N",0E3|1N1|2N1|3E9|4N1|5N1|6E16|7N1|8E13|9E13|10E14|11N1|12E14
928,293425,timeout,314,100,172.66,6,6,0.0708,0,2.105229,81,72,153,113,48,10,45,11,45,"NA:N,SA:N",0A19|1A1|2A20|3E19|4A20|5A20|6E20|7A1|8E14|9E7|10E6|11N1|12E6
929,293696,timeout,271,100,-37.36,6,6,0.0700,0,1.995980,93,111,149,76,46,1,16,1,43,"NA:N,SA:N",0A18|1A14|2A20|3E20|4A20|5A20|6E20|7A1|8E20|9E17|10E17|11N1|12E17
930,293949,timeout,253,100,83.02,2,5,0.0692,0,2.060291,40,99,128,95,30,2,22,1,20,"NA:N,SA:N",0A20|1N1|2N1|3A20|4N1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
931,294303,timeout,354,100,242.87,5,7,0.0680,0,2.055220,46,43,150,157,47,16,82,18,44,"NA:N,SA:N",0E1|1E17|2A20|3E7|4E3|5A20|6A1|7A4|8A1|9E5|10E5|11N1|12E5
932,294566,timeout,263,100,90.72,3,5,0.0672,0,2.073403,59,99,140,93,30,2,20,1,22,"NA:N,SA:N",0A20|1A20|2N1|3A19|4N1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
933,294788,timeout,222,100,57.94,3,5,0.0665,0,2.151360,44,97,102,79,41,1,17,0,39,"NA:N,SA:N",0A20|1A4|2N1|3A20|4N1|5N1|6E18|7N1|8E20|9E20|10E19|11N1|12E20
934,295029,timeout,241,100,51.39,4,5,0.0657,0,2.159244,50,99,118,92,31,1,19,0,29,"NA:N,SA:N",0A20|1A9|2N1|3A20|4A1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
935,295279,timeout,250,100,-35.25,6,6,0.0649,0,1.953427,93,115,138,72,40,0,6,0,38,"NA:N,SA:N",0A20|1A12|2A20|3E20|4A20|5A20|6E20|7A1|8E20|9E18|10E18|11N1|12E19
936,295529,timeout,250,100,77.45,3,5,0.0642,0,2.088769,60,100,125,87,38,2,19,3,25,"NA:N,SA:N",0A20|1N1|2N1|3A20|4N1|5N1|6E20|7A20|8E20|9E20|10E20|11N1|12E20
937,295804,timeout,275,100,14.40,7,5,0.0633,0,2.167360,81,99,145,90,40,1,24,0,35,"NA:N,SA:N",0A20|1A20|2A1|3A18|4A1|5A1|6E19|7A20|8E20|9E20|10E20|11N1|12E20
938,296037,timeout,233,100,50.48,3,5,0.0625,0,2.069971,18,99,105,93,35,1,26,0,33,"NA:N,SA:N",0A15|1A1|2N1|3A2|4N1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
939,296338,timeout,301,100,4.60,4,6,0.0616,0,2.312750,38,103,143,131,27,0,55,0,22,"NA:N,SA:N",0A18|1A18|2A1|3E17|4A1|5N1|6E20|7N1|8E17|9E16|10E16|11N1|12E17
940,296578,timeout,240,100,60.34,6,5,0.0608,0,2.400964,49,100,114,90,36,2,20,1,31,"NA:N,SA:N",0A8|1A1|2A1|3A18|4A1|5N1|6E20|7A20|8E20|9E20|10E20|11N1|12E20
941,296789,timeout,211,100,46.17,3,6,0.0602,0,2.237687,41,119,105,66,40,0,3,0,38,"NA:N,SA:N",0A20|1A20|2N1|3E19|4A1|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
942,296996,timeout,207,100,51.77,3,5,0.0595,0,2.360702,60,99,104,54,49,0,0,0,28,"NA:N,SA:N",0A20|1A20|2N1|3A20|4N1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
943,297217,timeout,221,100,50.44,2,6,0.0588,0,2.541156,40,118,118,82,21,0,1,0,19,"NA:N,SA:N",0A20|1A20|2N1|3E18|4N1|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
944,297517,timeout,300,100,-31.53,6,6,0.0579,0,2.610227,62,84,146,108,46,0,48,0,38,"NA:N,SA:N",0A19|1A20|2A1|3E19|4A1|5A1|6E20|7A20|8E20|9E9|10E8|11N1|12E8
945,297785,timeout,268,100,75.00,6,5,0.0570,0,2.558057,38,96,129,114,25,2,33,1,21,"NA:N,SA:N",0A20|1A4|2A2|3A2|4A9|5A1|6E16|7N1|8E20|9E20|10E20|11N1|12E20
946,298061,timeout,276,100,-10.83,6,6,0.0561,0,2.795877,61,106,138,100,38,0,33,0,36,"NA:N,SA:N",0A18|1A20|2A1|3E20|4A1|5A1|6E20|7A20|8E20|9E15|10E16|11N1|12E15
947,298249,timeout,188,100,39.98,2,6,0.0555,0,2.793318,40,118,86,69,33,0,0,0,32,"NA:N,SA:N",0A20|1A20|2N1|3E18|4N1|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
948,298522,timeout,273,100,-49.47,6,6,0.0547,0,2.961240,101,98,150,73,50,0,16,2,50,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A1|8E20|9E13|10E13|11N1|12E14
949,298802,timeout,280,100,71.03,6,6,0.0538,0,2.919846,100,88,150,80,50,5,19,6,50,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A1|8E17|9E11|10E10|11N1|12E11
950,299037,timeout,235,100,31.47,2,6,0.0530,0,2.951398,40,112,112,82,41,0,21,0,34,"NA:N,SA:N",0A20|1A20|2N1|3E18|4N1|5N1|6E20|7N1|8E18|9E19|10E18|11N1|12E19
951,299387,timeout,350,100,19.08,5,7,0.0519,0,3.264417,37,43,155,145,50,6,81,10,49,"NA:N,SA:N",0E1|1A1|2A14|3E2|4E20|5A20|6E11|7A1|8A1|9E5|10E2|11N1|12E2
952,299681,timeout,294,100,97.58,4,8,0.0510,0,3.269056,33,136,140,132,22,6,40,10,5,"NA:N,SA:N",0E8|1A11|2A1|3E20|4E20|5A1|6E20|7A20|8E20|9E16|10E16|11N1|12E16
953,299978,timeout,297,100,9.39,7,5,0.0501,0,3.776216,84,70,150,97,50,0,40,1,33,"NA:N,SA:N",0A20|1A20|2A2|3A20|4A1|5A1|6E18|7A20|8E19|9E11|10E11|11N1|12E11
954,300328,timeout,350,100,117.30,5,6,0.0500,0,3.616304,49,45,155,146,49,8,80,10,45,"NA:N,SA:N",0A7|1A1|2A20|3A1|4E17|5A20|6N1|7E14|8E2|9E4|10E4|11N1|12E4
955,300557,timeout,229,100,62.85,5,4,0.0500,0,3.508365,86,78,125,54,50,0,0,0,34,"NA:N,SA:N",0A20|1A20|2N1|3A20|4A6|5N1|6A20|7N1|8E18|9E20|10E20|11N1|12E20
956,300815,timeout,258,100,79.58,8,4,0.0500,0,3.544740,112,80,150,58,50,0,1,0,31,"NA:N,SA:N",0A20|1A20|2A2|3A20|4A11|5A1|6A18|7A20|8E20|9E20|10E20|11N1|12E20
957,301094,timeout,279,100,19.21,6,5,0.0500,0,3.917777,84,96,150,79,50,0,24,0,39,"NA:N,SA:N",0A20|1A20|2A4|3A19|4A1|5N1|6E19|7A20|8E20|9E19|10E19|11N1|12E19
958,301311,timeout,217,100,53.15,4,5,0.0500,0,3.807698,78,100,113,54,50,0,0,1,36,"NA:N,SA:N",0A20|1A20|2N1|3A18|4N1|5N1|6E20|7A20|8E20|9E20|10E20|11N1|12E20
959,301582,timeout,271,100,93.20,4,5,0.0500,0,3.917864,78,100,149,77,45,2,16,3,36,"NA:N,SA:N",0A20|1A20|2N1|3A18|4N1|5N1|6E20|7A20|8E20|9E20|10E20|11N1|12E20
960,301824,timeout,242,100,70.94,6,4,0.0500,0,4.192035,99,79,137,55,50,0,0,0,31,"NA:N,SA:N",0A20|1A20|2N1|3A20|4A3|5N1|6A16|7A20|8E19|9E20|10E20|11N1|12E20
961,301989,timeout,165,100,30.05,2,5,0.0500,0,4.067041,39,90,64,51,50,0,0,0,17,"NA:N,SA:N",0A20|1N1|2N1|3A19|4N1|5N1|6E19|7N1|8E17|9E18|10E18|11N1|12E18
962,302245,timeout,256,100,76.07,6,4,0.0500,0,4.287871,105,79,150,56,50,0,1,0,27,"NA:N,SA:N",0A20|1A20|2N1|3A20|4A6|5N1|6A19|7A20|8E19|9E20|10E20|11N1|12E20
963,302449,timeout,204,100,49.34,5,4,0.0500,0,4.369816,63,78,99,55,50,0,1,0,34,"NA:N,SA:N",0A20|1A2|2N1|3A20|4A1|5N1|6A20|7N1|8E18|9E20|10E20|11N1|12E20
964,302709,timeout,260,100,51.67,7,5,0.0500,0,4.279292,111,98,150,60,50,0,3,1,40,"NA:N,SA:N",0A20|1A20|2A10|3A20|4A20|5A1|6E18|7A20|8E20|9E20|10E20|11N1|12E20
965,302929,timeout,220,100,53.83,4,5,0.0500,0,4.308407,78,98,116,54,50,0,0,1,39,"NA:N,SA:N",0A20|1A18|2N1|3A20|4N1|5N1|6E18|7A20|8E20|9E20|10E20|11N1|12E20
966,303131,timeout,202,100,41.77,5,5,0.0500,0,4.434256,69,93,97,55,50,0,1,0,23,"NA:N,SA:N",0A20|1A14|2N1|3A20|4A1|5N1|6E18|7A14|8E20|9E19|10E18|11N1|12E18
967,303313,timeout,182,100,39.42,2,5,0.0500,0,4.363726,39,99,80,52,50,0,1,0,27,"NA:N,SA:N",0A20|1N1|2N1|3A19|4N1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
968,303589,timeout,276,100,34.86,6,5,0.0500,0,4.347067,87,99,150,76,50,0,21,0,40,"NA:N,SA:N",0A20|1A20|2A7|3A19|4A1|5N1|6E19|7A20|8E20|9E20|10E20|11N1|12E20
969,303867,timeout,278,100,16.85,7,5,0.0500,0,4.368111,90,95,150,78,50,0,22,0,39,"NA:N,SA:N",0A20|1A20|2A9|3A19|4A1|5A1|6E19|7A20|8E20|9E19|10E18|11N1|12E19
970,304140,timeout,273,100,20.89,6,5,0.0500,0,4.201721,81,99,146,77,50,0,22,0,38,"NA:N,SA:N",0A20|1A1|2N1|3A19|4A20|5A1|6E19|7A20|8E20|9E20|10E20|11N1|12E20
971,304341,timeout,201,100,46.31,3,5,0.0500,0,4.113055,60,98,98,53,50,0,0,0,28,"NA:N,SA:N",0A20|1A20|2N1|3A20|4N1|5N1|6E18|7N1|8E20|9E20|10E20|11N1|12E20
972,304589,timeout,248,100,42.88,5,5,0.0500,0,4.040050,67,88,123,81,44,1,20,0,38,"NA:N,SA:N",0A20|1A6|2N1|3A20|4A1|5N1|6E20|7A20|8E20|9E16|10E16|11N1|12E16
973,304783,timeout,194,100,48.34,3,5,0.0500,0,3.897199,40,100,91,53,50,0,1,0,31,"NA:N,SA:N",0A20|1A2|2N1|3A18|4N1|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
974,304949,timeout,166,100,32.26,2,5,0.0500,0,4.017811,40,97,63,53,50,0,1,0,23,"NA:N,SA:N",0A20|1N1|2N1|3A20|4N1|5N1|6E18|7N1|8E20|9E19|10E20|11N1|12E20
975,305047,loss,98,37,-31.42,0,7,0.0500,0,3.916481,0,61,39,59,0,0,21,1,0,"NA:N,SA:N",0E3|1N1|2N1|3E3|4N1|5N1|6E13|7N1|8E10|9E11|10E10|11N1|12E11
976,305304,timeout,257,100,77.65,8,4,0.0500,0,3.673942,108,79,150,57,50,0,0,0,39,"NA:N,SA:N",0A20|1A20|2A5|3A20|4A3|5A1|6A19|7A20|8E19|9E20|10E20|11N1|12E20
977,305585,timeout,281,100,14.60,6,5,0.0500,0,3.610253,88,100,150,81,50,0,26,0,43,"NA:N,SA:N",0A20|1A20|2A10|3A17|4A1|5N1|6E20|7A20|8E20|9E20|10E20|11N1|12E20
978,305834,timeout,249,100,51.27,3,5,0.0500,0,3.424743,37,93,113,96,40,1,33,0,39,"NA:N,SA:N",0A16|1A1|2N1|3A20|4N1|5N1|6E19|7N1|8E19|9E18|10E19|11N1|12E18
979,306031,timeout,197,100,47.57,6,5,0.0500,0,3.459696,58,100,92,55,50,0,0,0,45,"NA:N,SA:N",0A20|1A17|2N1|3A18|4A1|5A1|6E20|7A1|8E20|9E20|10E20|11N1|12E20
980,306361,timeout,330,100,55.55,3,5,0.0500,0,3.289947,13,87,148,151,31,4,77,3,4,"NA:N,SA:N",0A1|1A1|2N1|3A11|4N1|5N1|6E18|7N1|8E17|9E17|10E17|11N1|12E18
981,306652,timeout,291,100,17.51,7,5,0.0500,0,3.100341,83,82,150,91,50,0,35,0,41,"NA:N,SA:N",0A20|1A20|2A1|3A19|4A2|5A1|6E15|7A20|8E20|9E16|10E16|11N1|12E15
982,306911,timeout,259,100,79.39,8,4,0.0500,0,2.813323,106,80,150,59,50,0,2,0,35,"NA:N,SA:N",0A20|1A3|2A2|3A20|4A20|5A3|6A18|7A20|8E20|9E20|10E20|11N1|12E20
983,307157,timeout,246,100,48.59,7,5,0.0500,0,2.688539,57,77,115,81,50,1,24,1,32,"NA:N,SA:N",0A13|1A1|2A1|3A20|4A1|5A1|6E15|7A20|8E18|9E14|10E15|11N1|12E15
984,307410,timeout,253,100,43.36,7,5,0.0500,0,2.557369,79,93,132,71,50,0,15,0,39,"NA:N,SA:N",0A20|1A3|2A1|3A17|4A19|5A1|6E19|7A18|8E20|9E18|10E18|11N1|12E18
985,307728,timeout,318,100,-11.30,6,6,0.0500,0,2.268491,63,62,150,118,50,2,59,4,13,"NA:N,SA:N",0E10|1E20|2A1|3A20|4A1|5A1|6A20|7A20|8E20|9E4|10E4|11N1|12E4
986,307988,timeout,260,100,94.13,6,5,0.0500,0,2.296188,116,83,150,60,50,1,3,2,41,"NA:N,SA:N",0A20|1A20|2A16|3A20|4A20|5N1|6E6|7A20|8E17|9E20|10E20|11N1|12E20
987,308244,timeout,256,100,79.67,7,4,0.0500,0,2.216956,111,79,150,56,50,0,0,0,40,"NA:N,SA:N",0A20|1A20|2A7|3A20|4A5|5N1|6A19|7A20|8E19|9E20|10E20|11N1|12E20
988,308593,timeout,349,100,-73.84,4,8,0.0500,0,1.974900,35,61,159,143,47,0,83,4,8,"NA:N,SA:N",0A13|1E1|2A1|3E3|4E20|5A1|6E12|7A20|8E13|9E5|10E3|11N1|12E4
989,308911,timeout,318,100,84.08,7,5,0.0500,0,1.888257,48,64,152,116,50,4,54,5,26,"NA:N,SA:N",0A4|1A1|2A1|3A20|4A1|5A1|6E4|7A20|8E17|9E14|10E15|11N1|12E14
990,309201,timeout,290,100,82.36,6,5,0.0500,0,1.772421,39,83,135,126,29,4,47,3,23,"NA:N,SA:N",0A1|1A1|2A1|3A15|4A1|5N1|6E3|7A20|8E20|9E20|10E20|11N1|12E20
991,309476,timeout,275,100,57.19,6,5,0.0500,0,1.752666,98,85,150,75,50,1,18,2,37,"NA:N,SA:N",0A20|1A20|2A14|3A19|4A5|5N1|6E19|7A20|8E20|9E15|10E16|11N1|12E15
992,309740,timeout,264,100,35.12,6,5,0.0500,0,1.780969,81,86,139,75,50,0,19,1,34,"NA:N,SA:N",0A20|1A20|2A1|3A19|4A1|5N1|6E19|7A20|8E20|9E15|10E16|11N1|12E16
993,309985,timeout,245,100,41.57,7,5,0.0500,0,1.560142,50,99,119,91,35,1,20,0,35,"NA:N,SA:N",0A5|1A3|2A1|3A19|4A1|5A1|6E19|7A20|8E20|9E20|10E20|11N1|12E20
994,310242,timeout,257,100,61.99,7,5,0.0500,0,1.578010,68,98,128,89,40,1,22,0,38,"NA:N,SA:N",0A20|1A5|2A1|3A20|4A1|5A1|6E20|7A20|8E20|9E19|10E20|11N1|12E19
995,310430,timeout,188,100,36.84,2,6,0.0500,0,1.456434,40,120,85,66,37,0,1,0,20,"NA:N,SA:N",0A20|1A20|2N1|3E20|4N1|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
996,310711,timeout,281,100,43.44,6,6,0.0500,0,1.490245,90,97,150,81,50,4,21,5,44,"NA:N,SA:N",0A20|1A9|2A20|3E18|4A20|5A20|6E20|7A1|8E20|9E13|10E13|11N1|12E13
997,310831,loss,120,45,-23.75,0,7,0.0500,0,1.486590,0,87,55,65,0,0,19,1,0,"NA:N,SA:N",0E3|1N1|2N1|3E13|4N1|5N1|6E17|7N1|8E14|9E13|10E13|11N1|12E14
998,310946,loss,115,44,-26.55,0,7,0.0500,0,1.627398,0,78,50,65,0,0,20,1,0,"NA:N,SA:N",0E3|1N1|2N1|3E3|4N1|5N1|6E16|7N1|8E14|9E14|10E14|11N1|12E14
999,311142,timeout,196,100,43.72,3,6,0.0500,0,1.651553,60,106,93,59,44,0,0,0,39,"NA:N,SA:N",0A20|1A20|2N1|3E18|4A20|5N1|6E20|7N1|8E17|9E17|10E17|11N1|12E17
1000,311400,timeout,258,100,-47.74,6,6,0.0500,0,1.610668,100,117,147,67,44,0,6,0,44,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A1|8E20|9E19|10E19|11N1|12E20
1001,311664,timeout,264,100,-35.64,6,6,0.0500,0,1.603927,101,112,149,68,47,0,9,0,42,"NA:N,SA:N",0A20|1A20|2A20|3E20|4A20|5A20|6E20|7A1|8E19|9E17|10E18|11N1|12E18
1002,311887,timeout,223,100,49.22,3,6,0.0500,0,1.575669,59,119,119,71,33,0,2,0,25,"NA:N,SA:N",0A19|1A20|2N1|3E19|4A20|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
1003,312130,timeout,243,100,76.92,2,5,0.0500,0,1.494550,40,98,117,98,28,2,23,1,18,"NA:N,SA:N",0A20|1N1|2N1|3A20|4N1|5N1|6E18|7N1|8E20|9E20|10E20|11N1|12E20
1004,312376,timeout,246,100,82.01,2,5,0.0500,0,1.446922,39,99,122,95,29,2,22,1,26,"NA:N,SA:N",0A20|1N1|2N1|3A19|4N1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
1005,312625,timeout,249,100,81.01,4,5,0.0500,0,1.452285,49,98,125,98,26,2,20,1,20,"NA:N,SA:N",0A20|1A8|2N1|3A20|4A1|5N1|6E18|7N1|8E20|9E20|10E20|11N1|12E20
1006,312987,timeout,362,100,88.55,3,9,0.0500,0,1.354935,22,50,153,161,48,10,93,14,47,"NA:N,SA:N",0E1|1E2|2E3|3E5|4E20|5A20|6E10|7A1|8A1|9E3|10E3|11N1|12E3
