121,119701,timeout,932,300,248.12,5,8,0.6209,0,0.510528,94,160,440,342,150,7,177,11,140,"NA:N,SA:N",0E20|1E20|2A16|3E20|4E20|5E20|6E20|7A20|8A18|9A20|10E20|11A20|12E20
122,120631,timeout,930,300,105.00,6,6,0.6180,0,0.520825,114,120,440,340,150,0,183,2,141,"NA:N,SA:N",0A15|1A19|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
123,121392,timeout,761,300,140.31,5,7,0.6156,0,0.520480,95,140,343,268,150,1,111,3,145,"NA:N,SA:N",0E20|1E20|2A20|3E20|4A18|5A20|6A17|7A20|8E20|9E20|10E20|11N1|12E20
124,122247,timeout,855,300,121.85,6,6,0.6129,0,0.511774,119,118,402,303,150,0,146,2,144,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
125,123054,timeout,807,300,101.57,6,6,0.6103,0,0.485704,109,120,360,297,150,0,140,2,147,"NA:N,SA:N",0A14|1A20|2A18|3E20|4A17|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
126,123971,timeout,917,300,139.07,6,6,0.6074,0,0.499136,118,120,439,328,150,1,171,2,146,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
127,124916,timeout,945,300,213.95,7,6,0.6044,0,0.473226,136,112,449,346,150,5,183,6,140,"NA:N,SA:N",0E15|1E18|2A17|3E20|4E19|5A19|6A20|7E20|8A20|9A20|10A20|11A20|12E20
128,125735,timeout,819,300,120.39,6,6,0.6018,0,0.476790,118,120,380,289,150,0,132,2,144,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
129,126534,timeout,799,300,130.59,6,6,0.5993,0,0.502846,117,120,379,270,150,0,113,2,146,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A19|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
130,127341,timeout,807,300,132.87,6,6,0.5968,0,0.480507,118,120,381,276,150,0,118,3,147,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
131,128208,timeout,867,300,134.67,6,6,0.5940,0,0.490636,118,116,408,310,149,1,152,2,144,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E17|7A20|8E19|9E20|10E20|11N1|12E20
132,129039,timeout,831,300,135.01,6,6,0.5914,0,0.487402,114,118,397,284,150,0,126,2,138,"NA:N,SA:N",0A20|1A15|2A20|3E19|4A20|5A20|6E20|7A19|8E19|9E20|10E20|11N1|12E20
133,129867,timeout,828,300,140.28,6,6,0.5888,0,0.457151,119,119,397,281,150,0,124,2,141,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
134,130707,timeout,840,300,127.50,6,6,0.5861,0,0.476342,114,114,400,290,150,0,133,2,146,"NA:N,SA:N",0A18|1A18|2A20|3E18|4A20|5A20|6E20|7A18|8E16|9E20|10E20|11N1|12E20
135,131555,timeout,848,300,129.18,6,6,0.5834,0,0.466456,113,119,409,289,150,0,132,2,139,"NA:N,SA:N",0A17|1A17|2A20|3E19|4A20|5A19|6E20|7A20|8E20|9E20|10E20|11N1|12E20
136,132389,timeout,834,300,117.94,6,6,0.5808,0,0.446025,118,119,387,297,150,0,140,2,143,"NA:N,SA:N",0A18|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
137,133249,timeout,860,300,149.30,7,5,0.5780,0,0.433363,139,99,412,298,150,1,139,3,143,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8A20|9E20|10E20|11N1|12E20
138,134083,timeout,834,300,124.34,6,6,0.5754,0,0.478511,118,110,377,307,150,1,148,4,145,"NA:N,SA:N",0E10|1A20|2A20|3E20|4A20|5A20|6A19|7A19|8E20|9E20|10E20|11N1|12E20
139,134823,timeout,740,300,167.10,9,3,0.5731,0,0.463339,178,60,373,217,150,1,59,0,146,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
140,135631,timeout,808,300,130.48,6,6,0.5705,0,0.460021,120,118,379,279,150,0,120,3,144,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
141,136431,timeout,800,300,122.50,6,6,0.5680,0,0.449285,117,118,369,281,150,0,123,3,144,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A17|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
142,137237,timeout,806,300,135.46,6,6,0.5654,0,0.445840,116,120,382,274,150,0,116,3,145,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A18|6E20|7A20|8E20|9E20|10E20|11N1|12E20
143,138042,timeout,805,300,128.85,6,6,0.5629,0,0.425192,116,118,378,277,150,0,120,2,145,"NA:N,SA:N",0A18|1A20|2A18|3E20|4A20|5A20|6E19|7A20|8E20|9E20|10E19|11N1|12E20
144,138921,timeout,879,300,141.29,7,5,0.5601,0,0.458143,137,95,409,320,150,1,163,1,146,"NA:N,SA:N",0A17|1A20|2A20|3E17|4A20|5A20|6E20|7A20|8A20|9E18|10E20|11N1|12E20
145,139753,timeout,832,300,153.22,7,5,0.5574,0,0.438549,138,99,393,290,149,1,131,2,142,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A19|6E20|7A20|8A20|9E20|10E20|11N1|12E20
146,140582,timeout,829,300,122.09,6,6,0.5548,0,0.430968,119,118,387,292,150,0,134,3,144,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E19|9E20|10E20|11N1|12E20
147,141398,timeout,816,300,123.26,6,6,0.5522,0,0.437768,118,120,381,285,150,0,127,3,145,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
148,142198,timeout,800,300,144.90,7,5,0.5497,0,0.445705,138,100,388,262,150,0,105,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
149,142941,timeout,743,300,164.03,7,5,0.5474,0,0.431753,138,99,351,242,150,1,84,2,147,"NA:N,SA:N",0A20|1A20|2A19|3A19|4A20|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
150,143746,timeout,805,300,140.35,6,6,0.5448,0,0.426831,119,118,371,284,150,1,125,4,146,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E19|9E20|10E20|11N1|12E20
151,144507,timeout,761,300,125.91,6,6,0.5424,0,0.428977,118,120,353,258,150,0,100,3,142,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
152,145385,timeout,878,300,207.48,7,5,0.5396,0,0.412280,131,99,426,303,149,3,142,4,147,"NA:N,SA:N",0A15|1A18|2A20|3E19|4A20|5A18|6E20|7A20|8A20|9E20|10E20|11N1|12E20
153,146244,timeout,859,300,172.19,8,5,0.5369,0,0.416321,155,93,420,289,150,2,127,5,139,"NA:N,SA:N",0E15|1A17|2A20|3E20|4A20|5A20|6A20|7A20|8A20|9E20|10E18|11A18|12E20
154,147033,timeout,789,300,126.99,6,6,0.5344,0,0.423939,118,120,368,271,150,0,112,4,146,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
155,147849,timeout,816,300,127.56,6,6,0.5318,0,0.407574,114,115,373,294,149,0,136,2,147,"NA:N,SA:N",0A17|1A19|2A20|3E19|4A20|5A20|6E18|7A18|8E18|9E20|10E20|11N1|12E20
156,148635,timeout,786,300,142.86,7,5,0.5293,0,0.417345,137,99,380,256,150,0,99,1,147,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A19|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
157,149426,timeout,791,300,153.41,6,6,0.5268,0,0.396971,118,118,370,271,150,1,113,3,145,"NA:N,SA:N",0A18|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
158,150254,timeout,828,300,164.38,8,4,0.5242,0,0.413184,159,78,406,272,150,1,114,1,146,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A19|8A20|9E20|10E20|11N1|12E20
159,150991,timeout,737,300,136.97,6,6,0.5219,0,0.418049,112,119,340,247,150,0,89,3,145,"NA:N,SA:N",0A18|1A19|2A20|3E20|4A20|5A15|6E19|7A20|8E20|9E20|10E20|11N1|12E20
160,151754,timeout,763,300,149.03,7,5,0.5194,0,0.402834,137,100,374,239,150,0,82,1,143,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A19|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
161,152613,timeout,859,300,178.29,9,4,0.5167,0,0.404806,179,77,431,278,150,1,116,3,145,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8A20|9E19|10E20|11A19|12E20
162,153389,timeout,776,300,129.76,6,6,0.5143,0,0.395808,117,119,357,269,150,0,112,2,146,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A18|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
163,154141,timeout,752,300,134.02,6,6,0.5119,0,0.379047,117,118,351,251,150,0,94,2,144,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A17|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
164,154917,timeout,776,300,141.56,7,5,0.5094,0,0.406976,135,99,367,259,150,0,102,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A16|4A19|5A20|6E20|7A20|8E19|9E20|10E20|11N1|12E20
165,155664,timeout,747,300,133.47,7,5,0.5071,0,0.407440,137,98,350,247,150,0,88,3,147,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A19|5A20|6E20|7A20|8E18|9E20|10E20|11N1|12E20
166,156455,timeout,791,300,129.71,7,5,0.5046,0,0.387775,138,100,374,267,150,0,110,1,146,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
167,157237,timeout,782,300,150.62,7,5,0.5021,0,0.418781,138,98,380,252,150,0,94,1,143,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A18|8E20|9E20|10E20|11N1|12E20
168,158022,timeout,785,300,141.25,6,6,0.4996,0,0.378732,117,120,372,263,150,0,106,2,140,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A19|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
169,158829,timeout,807,300,181.07,7,5,0.4970,0,0.392265,139,98,381,276,150,2,117,3,147,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6A20|7A20|8E19|9E20|10E20|11N1|12E20
170,159628,timeout,799,300,142.99,4,8,0.4945,0,0.408553,76,160,355,294,150,2,135,6,145,"NA:N,SA:N",0E20|1E20|2A18|3E20|4E20|5A18|6A20|7A20|8E20|9E20|10E20|11N1|12E20
171,160477,timeout,849,300,184.79,8,5,0.4918,0,0.404403,160,98,410,289,150,2,126,5,143,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8A20|9E20|10E20|11A20|12E20
172,161281,timeout,804,300,143.74,6,6,0.4893,0,0.374963,118,117,386,268,150,0,111,2,146,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E19|7A20|8E18|9E20|10E20|11N1|12E20
173,162028,timeout,747,300,100.97,3,9,0.4869,0,0.407495,60,179,328,277,142,0,111,5,118,"NA:N,SA:N",0E20|1E19|2A20|3E20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
174,162730,timeout,702,300,162.82,8,4,0.4847,0,0.381605,160,78,340,212,150,0,54,0,148,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
175,163476,timeout,746,300,151.06,7,5,0.4823,0,0.387911,138,98,356,240,150,0,82,2,147,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
176,164210,timeout,734,300,157.84,6,6,0.4800,0,0.368108,117,118,339,245,150,1,86,4,148,"NA:N,SA:N",0A17|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
177,164938,timeout,728,300,152.08,6,6,0.4777,0,0.394998,119,119,330,248,150,1,89,4,145,"NA:N,SA:N",0E19|1A19|2A20|3E20|4A20|5A20|6E20|7A20|8A20|9E20|10E20|11N1|12E20
178,165702,timeout,764,300,140.14,6,6,0.4753,0,0.360694,119,119,357,257,150,0,100,2,144,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
179,166447,timeout,745,300,137.55,6,6,0.4729,0,0.383556,113,118,338,257,150,0,100,2,143,"NA:N,SA:N",0A14|1A19|2A20|3E19|4A20|5A20|6E20|7A20|8E19|9E20|10E20|11N1|12E20
180,167213,timeout,766,300,144.16,6,6,0.4705,0,0.395311,116,115,348,268,150,1,110,3,145,"NA:N,SA:N",0A18|1A20|2A19|3E20|4A20|5A20|6E18|7A19|8E17|9E20|10E20|11N1|12E20
181,167979,timeout,766,300,176.56,8,4,0.4681,0,0.354012,159,79,385,231,150,0,74,0,145,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A19|7A20|8E19|9E20|10E20|11N1|12E20
182,168780,timeout,801,300,174.71,7,5,0.4655,0,0.368582,136,98,385,266,150,1,107,3,146,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6A17|7A20|8E20|9E19|10E20|11N1|12E20
183,169498,timeout,718,300,158.68,7,5,0.4633,0,0.365293,138,100,347,221,150,0,63,2,144,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
184,170224,timeout,726,300,154.36,6,6,0.4610,0,0.362513,120,118,342,234,150,0,76,2,143,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
185,170975,timeout,751,300,153.81,8,4,0.4586,0,0.344510,159,79,365,236,150,0,77,2,148,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A19|7A20|8E19|9E20|10E20|11N1|12E20
186,171745,timeout,770,300,154.20,6,6,0.4561,0,0.366648,120,118,370,250,150,0,92,2,142,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
187,172471,timeout,726,300,174.66,7,5,0.4538,0,0.351156,140,98,357,219,150,0,61,1,147,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
188,173170,timeout,699,300,151.59,6,6,0.4516,0,0.346764,120,119,321,228,150,0,70,2,148,"NA:N,SA:N",0A20|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
189,173899,timeout,729,300,151.79,5,7,0.4493,0,0.379485,100,138,335,245,149,0,87,2,138,"NA:N,SA:N",0A20|1E18|2A20|3A20|4E20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
190,174621,timeout,722,300,136.72,5,7,0.4470,0,0.347062,99,137,331,242,149,0,84,3,145,"NA:N,SA:N",0E18|1A20|2A19|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E19
191,175338,timeout,717,300,194.67,7,5,0.4448,0,0.386665,140,100,348,220,149,1,61,1,143,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
192,176041,timeout,703,300,125.53,5,7,0.4425,0,0.349733,96,140,309,245,149,0,89,1,144,"NA:N,SA:N",0E20|1A16|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
193,176805,timeout,764,300,123.44,7,6,0.4401,0,0.354895,138,120,364,250,150,0,90,4,144,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7E20|8E20|9E20|10E20|11A20|12E20
194,177540,timeout,735,300,141.05,5,7,0.4378,0,0.359028,99,135,346,239,150,0,81,4,145,"NA:N,SA:N",0E16|1A20|2A19|3E20|4A20|5A20|6E20|7A20|8E19|9E20|10E20|11N1|12E20
195,178247,timeout,707,300,153.87,6,6,0.4356,0,0.341298,119,118,324,233,150,0,76,2,146,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A19|8E20|9E20|10E20|11N1|12E20
196,179002,timeout,755,300,150.65,6,6,0.4332,0,0.338932,119,119,358,247,150,0,88,3,146,"NA:N,SA:N",0A20|1A20|2A20|3E20|4A19|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
197,179775,timeout,773,300,172.73,6,6,0.4307,0,0.344520,120,113,366,257,150,1,99,2,146,"NA:N,SA:N",0E14|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8A20|9E20|10E20|11N1|12E20
198,180461,timeout,686,300,115.06,3,9,0.4285,0,0.324900,58,178,295,248,143,0,86,2,130,"NA:N,SA:N",0E20|1E18|2A20|3E20|4E20|5A18|6E20|7A20|8E20|9E20|10E20|11N1|12E20
199,181194,timeout,733,300,149.53,5,7,0.4262,0,0.347715,100,140,345,238,150,0,81,2,143,"NA:N,SA:N",0E20|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
200,181913,timeout,719,300,138.49,6,6,0.4239,0,0.353199,120,120,326,243,150,0,85,2,146,"NA:N,SA:N",0A20|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
201,182703,timeout,790,300,201.20,7,5,0.4214,0,0.340879,136,98,396,245,149,1,85,3,146,"NA:N,SA:N",0A17|1A20|2A20|3E18|4A20|5A20|6A20|7A19|8E20|9E20|10E20|11N1|12E20
202,183408,timeout,705,300,152.05,6,6,0.4192,0,0.350394,118,120,333,222,150,0,64,3,145,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
203,184124,timeout,716,300,160.56,6,6,0.4169,0,0.342117,120,118,339,227,150,0,69,2,144,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
204,184852,timeout,728,300,212.48,5,7,0.4146,0,0.346756,100,139,337,242,149,3,81,5,137,"NA:N,SA:N",0E19|1E20|2A20|3A20|4E20|5A20|6E20|7A20|8A20|9E20|10E20|11N1|12E20
205,185592,timeout,740,300,175.90,6,6,0.4123,0,0.357461,119,112,349,241,150,1,82,3,147,"NA:N,SA:N",0A20|1A19|2A20|3E15|4A20|5A20|6E17|7A20|8E20|9E20|10E20|11N1|12E20
206,186274,timeout,682,300,156.42,6,6,0.4101,0,0.336531,120,116,315,218,149,0,59,2,143,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
207,186983,timeout,709,300,147.09,5,7,0.4079,0,0.332766,100,139,322,237,150,0,81,1,141,"NA:N,SA:N",0E19|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
208,187702,timeout,719,300,140.69,5,7,0.4056,0,0.348062,99,139,325,245,149,0,87,2,142,"NA:N,SA:N",0E19|1A20|2A20|3E20|4A20|5A20|6E20|7A19|8E20|9E20|10E20|11N1|12E20
209,188392,timeout,690,300,165.20,7,5,0.4034,0,0.338847,137,98,332,208,150,0,50,2,146,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A17|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
210,189078,timeout,686,300,152.76,6,6,0.4013,0,0.336273,120,119,314,223,149,0,65,1,146,"NA:N,SA:N",0A20|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
211,189789,timeout,711,300,161.81,6,6,0.3990,0,0.330861,119,119,336,225,150,0,68,2,143,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
212,190451,timeout,662,300,141.22,5,7,0.3969,0,0.328962,99,136,294,218,150,0,60,3,144,"NA:N,SA:N",0E19|1A20|2A20|3E18|4A20|5A20|6E20|7A19|8E19|9E20|10E20|11N1|12E20
213,191149,timeout,698,300,154.58,6,6,0.3947,0,0.325461,118,118,322,227,149,0,69,1,142,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A18|8E20|9E20|10E20|11N1|12E20
214,191879,timeout,730,300,146.20,6,6,0.3924,0,0.332265,120,117,334,246,150,0,90,0,145,"NA:N,SA:N",0A20|1A20|2A20|3E17|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
215,192581,timeout,702,300,183.72,6,6,0.3902,0,0.337273,119,119,342,216,144,0,55,0,140,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
216,193280,timeout,699,300,158.19,6,6,0.3879,0,0.325584,120,118,325,224,150,0,67,1,146,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
217,193955,timeout,675,300,142.35,5,7,0.3858,0,0.335163,98,138,304,223,148,0,64,3,146,"NA:N,SA:N",0E19|1A19|2A20|3E20|4A20|5A20|6E20|7A19|8E20|9E19|10E20|11N1|12E20
218,194659,timeout,704,300,134.64,4,8,0.3836,0,0.298260,78,160,313,248,143,0,86,2,142,"NA:N,SA:N",0E20|1E20|2A20|3E20|4A18|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
219,195375,timeout,716,300,160.46,6,6,0.3813,0,0.332056,117,112,332,235,149,0,77,1,142,"NA:N,SA:N",0A20|1A20|2A20|3E17|4A17|5A20|6E15|7A20|8E20|9E20|10E20|11N1|12E20
220,196096,timeout,721,300,144.21,4,8,0.3790,0,0.300823,78,158,321,260,140,1,93,4,129,"NA:N,SA:N",0E19|1E19|2A20|3A18|4E20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
221,196791,timeout,695,300,160.85,6,6,0.3768,0,0.339851,119,119,325,221,149,0,64,1,143,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
222,197482,timeout,691,300,129.41,4,8,0.3746,0,0.320167,79,159,309,232,150,0,74,5,146,"NA:N,SA:N",0E20|1E19|2A20|3E20|4A19|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
223,198174,timeout,692,300,161.22,6,6,0.3724,0,0.326343,120,118,307,237,148,1,77,2,146,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
224,198867,timeout,693,300,166.03,6,6,0.3703,0,0.324481,119,119,322,223,148,0,65,1,142,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
225,199559,timeout,692,300,177.22,6,6,0.3681,0,0.330681,120,120,333,209,150,0,50,3,144,"NA:N,SA:N",0A20|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
226,200255,timeout,696,300,176.76,7,5,0.3659,0,0.329077,138,100,337,210,149,0,52,1,148,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
227,200988,timeout,733,300,181.63,6,6,0.3635,0,0.305917,118,120,358,228,147,0,70,0,140,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
228,201671,timeout,683,300,155.23,6,6,0.3614,0,0.354121,117,118,312,225,146,0,65,1,134,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A19|6E20|7A18|8E20|9E20|10E20|11N1|12E20
229,202349,timeout,678,300,173.88,6,6,0.3592,0,0.338064,120,118,311,217,150,1,58,3,146,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
230,203082,timeout,733,300,155.63,6,6,0.3569,0,0.308918,119,119,345,238,150,0,82,1,145,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
231,203776,timeout,694,300,163.14,6,6,0.3547,0,0.331783,119,118,326,218,150,0,62,1,142,"NA:N,SA:N",0A19|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
232,204425,timeout,649,300,118.89,4,8,0.3527,0,0.334889,80,158,278,221,150,0,62,5,146,"NA:N,SA:N",0E20|1E18|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
233,205084,timeout,659,300,172.69,6,6,0.3506,0,0.339422,120,119,310,200,149,0,41,2,144,"NA:N,SA:N",0A20|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
234,205764,timeout,680,300,162.40,6,6,0.3484,0,0.334672,120,118,313,218,149,0,58,3,143,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
235,206380,timeout,616,300,141.16,3,9,0.3465,0,0.310873,58,180,266,205,145,0,45,3,138,"NA:N,SA:N",0E20|1E20|2A18|3E20|4E20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
236,207098,timeout,718,300,161.28,7,5,0.3442,0,0.322282,140,97,347,221,150,0,62,2,145,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E17|7A20|8E20|9E20|10E20|11N1|12E20
237,207812,timeout,714,300,174.64,5,7,0.3419,0,0.295000,100,138,328,236,150,1,77,4,144,"NA:N,SA:N",0A20|1E18|2A20|3A20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
238,208487,timeout,675,300,132.75,4,8,0.3398,0,0.335463,79,159,297,229,149,0,71,4,145,"NA:N,SA:N",0E20|1E19|2A20|3E20|4A19|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
239,209175,timeout,688,300,182.48,7,5,0.3376,0,0.298547,140,100,333,206,149,0,48,0,145,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
240,209852,timeout,677,300,173.57,6,6,0.3355,0,0.309793,119,118,321,206,150,0,49,2,148,"NA:N,SA:N",0A20|1A19|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
241,210556,timeout,704,300,177.14,6,6,0.3332,0,0.300031,119,119,338,221,145,0,61,0,140,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
242,211182,timeout,626,300,136.86,4,8,0.3313,0,0.292752,80,159,269,214,143,0,50,3,139,"NA:N,SA:N",0E20|1E19|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
