12,10057,loss,845,194,176.15,0,13,0.9682,0,1.033541,0,226,344,423,78,16,281,26,62,"NA:E,SA:E",0E18|1E18|2E19|3E19|4E18|5E18|6E18|7E19|8E19|9E17|10E20|11E3|12E20
13,11271,timeout,1214,300,493.94,10,3,0.9643,0,0.986127,180,37,595,469,150,22,288,22,142,"NA:A,SA:N",0A20|1A17|2A20|3A20|4A20|5A20|6A20|7A20|8A14|9E19|10E9|11A9|12E9
14,12494,timeout,1223,300,647.63,4,8,0.9604,0,0.952464,16,27,496,592,135,38,380,43,87,"NA:N,SA:N",0E1|1E1|2E1|3E1|4A5|5A3|6E15|7A2|8A6|9E2|10E3|11N1|12E3
15,13462,win,968,203,760.88,13,0,0.9574,0,0.967020,147,0,461,406,101,33,260,31,95,"NA:A,SA:A",0A1|1A1|2A3|3A3|4A8|5A15|6A12|7A20|8A4|9A20|10A20|11A20|12A20
16,14533,loss,1071,254,327.61,0,13,0.9540,0,0.954065,0,240,437,534,100,24,347,32,84,"NA:E,SA:E",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E17|10E20|11E3|12E20
17,14884,loss,351,88,56.71,0,12,0.9529,0,0.969749,0,42,140,170,41,7,108,15,34,"NA:E,SA:N",0E1|1E1|2E1|3E6|4E2|5E3|6E4|7E7|8E3|9E10|10E2|11N1|12E2
18,15891,timeout,1007,300,240.37,5,8,0.9497,0,0.968435,100,100,448,409,150,12,237,17,144,"NA:N,SA:A",0E10|1E11|2E10|3E10|4E11|5E10|6E18|7E20|8A20|9A20|10A20|11A20|12A20
19,16584,win,693,169,662.73,13,0,0.9475,0,0.924509,82,0,295,314,84,28,191,25,69,"NA:A,SA:A",0A9|1A9|2A5|3A3|4A10|5A3|6A1|7A2|8A20|9A2|10A1|11A14|12A3
20,17624,timeout,1040,300,272.00,2,11,0.9442,0,0.936050,38,219,439,452,149,15,278,22,122,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E19|10E20|11A18|12A20
21,18762,loss,1138,283,494.88,0,13,0.9406,0,0.905794,0,190,447,559,132,33,367,41,115,"NA:E,SA:E",0E14|1E14|2E14|3E14|4E14|5E14|6E14|7E18|8E14|9E17|10E20|11E3|12E20
22,19891,timeout,1129,300,615.89,7,5,0.9370,0,0.901856,22,23,450,529,150,34,338,33,132,"NA:N,SA:N",0E1|1E5|2A2|3A1|4A10|5A2|6A1|7A4|8A2|9E6|10E6|11N1|12E5
23,20998,timeout,1107,300,438.67,1,12,0.9335,0,0.933538,12,147,447,511,149,26,326,34,126,"NA:E,SA:N",0E12|1E12|2E12|3E12|4E12|5E12|6E11|7E12|8E12|9E10|10E18|11E12|12A12
24,21417,loss,419,109,44.89,0,12,0.9322,0,0.939268,0,48,176,193,50,6,120,14,43,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E5|5E8|6E9|7E3|8E13|9E3|10E2|11N1|12E1
25,22514,timeout,1097,300,366.07,8,4,0.9287,0,0.892793,129,61,512,435,150,16,261,16,139,"NA:N,SA:N",0A20|1A20|2A20|3A9|4A20|5A18|6A2|7A20|8E11|9E17|10E16|11N1|12E17
26,23754,timeout,1240,300,651.10,1,12,0.9248,0,0.902463,19,239,507,606,127,39,387,46,100,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E19|10E20|11A19|12E20
27,25002,win,1248,277,1011.18,13,0,0.9208,0,0.938639,200,0,597,514,137,44,321,40,134,"NA:A,SA:A",0A11|1A1|2A20|3A3|4A19|5A20|6A6|7A20|8A20|9A20|10A20|11A20|12A20
28,26158,timeout,1156,300,447.86,9,3,0.9172,0,0.935105,179,57,552,454,150,20,276,20,145,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E19|11N1|12E19
29,27307,timeout,1149,300,565.09,6,7,0.9135,0,0.898566,20,35,455,550,144,33,351,38,122,"NA:N,SA:N",0E1|1E1|2A1|3A1|4E11|5E3|6A13|7E14|8A3|9A1|10E2|11A1|12E3
30,27892,win,585,107,421.85,13,0,0.9117,0,0.904742,225,0,352,180,53,11,104,8,53,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A19|10A3|11A4|12A19
31,29023,timeout,1131,300,591.21,5,7,0.9081,0,0.943191,13,30,455,526,150,33,336,35,143,"NA:N,SA:N",0E1|1E1|2A2|3E5|4E6|5A5|6A1|7A1|8A4|9E11|10E3|11N1|12E3
32,30333,timeout,1310,300,744.00,12,1,0.9039,0,0.937089,205,9,634,526,150,35,332,33,144,"NA:N,SA:A",0A16|1A20|2A20|3E9|4A11|5A20|6A7|7A20|8A11|9A20|10A20|11A20|12A20
33,31492,win,1159,257,870.59,13,0,0.9003,0,0.907276,160,0,557,474,128,37,298,34,118,"NA:A,SA:A",0A13|1A4|2A2|3A7|4A1|5A1|6A14|7A18|8A20|9A20|10A20|11A20|12A20
34,32733,timeout,1241,300,316.61,1,12,0.8963,0,0.918390,14,239,522,604,115,22,389,30,106,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E20|10E19|11E20|12A14
35,33825,loss,1092,277,362.52,0,12,0.8929,0,0.873758,0,55,448,521,123,24,335,32,110,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E6|5E5|6E6|7E10|8E3|9E13|10E5|11N1|12E3
36,35125,win,1300,295,739.50,13,0,0.8888,0,0.909872,210,0,642,511,147,29,324,25,139,"NA:A,SA:A",0A20|1A20|2A3|3A20|4A7|5A3|6A20|7A17|8A20|9A20|10A20|11A20|12A20
37,35991,win,866,185,420.46,13,0,0.8860,0,0.864809,231,0,475,299,92,11,184,9,88,"NA:A,SA:A",0A16|1A19|2A20|3A3|4A20|5A20|6A19|7A15|8A20|9A20|10A20|11A20|12A19
38,37213,timeout,1222,300,721.82,8,5,0.8822,0,0.876565,105,17,526,546,150,38,350,38,136,"NA:N,SA:A",0E1|1E1|2E3|3E1|4E11|5A1|6A20|7A1|8A6|9A20|10A17|11A20|12A20
39,38265,timeout,1052,300,150.42,2,11,0.8788,0,0.862681,32,218,450,452,150,9,284,17,131,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E18|10A20|11A12|12E20
40,39319,timeout,1054,300,194.64,2,11,0.8755,0,0.876961,28,217,431,473,150,12,301,20,120,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E18|10E19|11A16|12A12
41,40461,timeout,1142,300,449.62,3,10,0.8719,0,0.833936,30,32,465,527,150,27,340,35,134,"NA:E,SA:N",0E3|1E1|2E1|3E1|4E4|5E1|6E1|7E3|8E1|9E16|10A1|11A20|12A9
42,41577,timeout,1116,300,749.46,2,10,0.8683,0,0.856307,17,48,450,516,150,41,318,46,118,"NA:N,SA:N",0E1|1E1|2E2|3E1|4E1|5A2|6E13|7E6|8A15|9E19|10E2|11N1|12E2
43,42669,timeout,1092,300,517.62,8,4,0.8649,0,0.875449,33,23,450,492,150,27,307,28,141,"NA:N,SA:N",0A2|1A1|2A1|3A6|4E15|5A3|6A1|7A18|8A1|9E2|10E3|11N1|12E3
44,43749,timeout,1080,300,321.50,4,8,0.8615,0,0.870650,35,29,450,480,150,18,304,23,139,"NA:N,SA:N",0E1|1E1|2A17|3E5|4E6|5A1|6E8|7A15|8A2|9E1|10E3|11N1|12E4
45,44871,timeout,1122,300,430.52,8,5,0.8579,0,0.847511,65,45,493,480,149,22,300,21,134,"NA:N,SA:N",0E7|1E5|2A15|3E20|4A12|5A2|6A1|7A20|8A9|9A3|10E11|11A3|12E2
46,45465,win,594,111,363.44,13,0,0.8560,0,0.834361,232,0,366,173,55,7,99,5,53,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A15|10A3|11A14|12A20
47,46505,timeout,1040,300,360.00,4,9,0.8527,0,0.831718,77,179,452,438,150,19,260,25,133,"NA:E,SA:A",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E19|9A17|10A20|11A20|12A20
48,47852,timeout,1347,300,572.27,11,2,0.8485,0,0.829796,175,15,666,531,150,26,346,25,141,"NA:N,SA:A",0A9|1E3|2A5|3A20|4E12|5A18|6A19|7A4|8A20|9A20|10A20|11A20|12A20
49,47982,win,130,27,224.00,13,0,0.8481,0,0.784179,63,0,71,46,13,4,17,2,13,"NA:A,SA:A",0A20|1A4|2A1|3A1|4A5|5A6|6A1|7A14|8A3|9A1|10A3|11A2|12A2
50,49190,timeout,1208,300,505.08,10,3,0.8442,0,0.818606,200,14,589,469,150,22,288,21,140,"NA:N,SA:A",0E2|1E3|2A20|3E9|4A20|5A20|6A20|7A20|8A20|9A20|10A20|11A20|12A20
51,50258,timeout,1068,300,339.88,3,10,0.8408,0,0.837894,52,161,449,469,150,18,292,24,135,"NA:E,SA:N",0E15|1E15|2E15|3E15|4E16|5E15|6E15|7E15|8E20|9A14|10E20|11A18|12A20
52,51333,timeout,1075,300,375.05,3,10,0.8374,0,0.838303,53,198,437,488,150,21,307,28,131,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E18|9A13|10E20|11A20|12A20
53,52438,timeout,1105,300,481.15,12,1,0.8339,0,0.817153,136,13,503,452,150,21,273,17,144,"NA:N,SA:A",0A3|1A1|2A19|3A2|4A14|5A20|6E13|7A13|8A1|9A20|10A3|11A20|12A20
54,53643,timeout,1205,300,370.25,11,2,0.8301,0,0.818525,135,26,573,482,150,16,308,14,140,"NA:N,SA:A",0A2|1A16|2A9|3A2|4A5|5E9|6E17|7A1|8A20|9A20|10A20|11A20|12A20
55,54763,timeout,1120,300,522.80,11,2,0.8266,0,0.825874,52,17,467,505,148,26,319,24,136,"NA:N,SA:A",0A4|1E5|2A1|3A1|4E12|5A2|6A1|7A2|8A20|9A4|10A1|11A8|12A8
56,55784,timeout,1021,300,214.61,3,10,0.8234,0,0.827508,48,200,433,438,150,11,269,17,135,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9A18|10E20|11A18|12A12
57,56932,timeout,1148,300,385.18,8,5,0.8197,0,0.802309,157,37,540,458,150,17,282,19,144,"NA:N,SA:A",0E1|1E1|2E3|3E12|4E20|5A17|6A20|7A20|8A20|9A20|10A20|11A20|12A20
58,57964,win,1032,242,704.82,13,0,0.8164,0,0.790000,230,0,529,383,120,25,228,20,115,"NA:A,SA:A",0A12|1A19|2A20|3A17|4A20|5A20|6A3|7A20|8A19|9A20|10A20|11A20|12A20
59,58951,timeout,987,300,172.67,5,8,0.8133,0,0.792344,100,96,453,384,150,7,218,11,137,"NA:N,SA:A",0E10|1E9|2E10|3E9|4E9|5E9|6E20|7E20|8A20|9A20|10A20|11A20|12A20
60,59981,timeout,1030,300,242.70,3,9,0.8101,0,0.753750,34,57,436,444,150,12,275,17,125,"NA:N,SA:N",0E1|1E1|2E1|3A1|4E2|5E13|6E20|7A20|8A13|9E16|10E1|11N1|12E2
61,60915,timeout,934,300,193.24,4,9,0.8071,0,0.784075,80,178,414,370,150,8,202,14,131,"NA:E,SA:A",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E18|9A20|10A20|11A20|12A20
62,61982,timeout,1067,300,405.47,5,7,0.8037,0,0.785568,43,49,450,467,150,20,291,22,139,"NA:N,SA:N",0E1|1E1|2A5|3A1|4E20|5A1|6A18|7A18|8E20|9E1|10E3|11N1|12E3
63,63014,timeout,1032,300,287.12,3,9,0.8005,0,0.792636,43,75,432,450,150,15,278,20,126,"NA:N,SA:N",0E1|1E1|2E8|3E3|4E20|5A18|6E20|7A19|8A6|9E16|10E3|11N1|12E3
64,64090,timeout,1076,300,315.06,2,11,0.7970,0,0.777380,35,213,447,480,149,18,303,25,126,"NA:E,SA:N",0E19|1E19|2E19|3E19|4E20|5E19|6E20|7E19|8E19|9E20|10A18|11A17|12E20
65,65064,timeout,974,300,212.34,2,10,0.7940,0,0.787126,36,64,405,419,150,11,250,18,119,"NA:N,SA:N",0E1|1E1|2E7|3E6|4E20|5A18|6E10|7A18|8E10|9E3|10E3|11N1|12E3
66,66117,timeout,1053,300,426.33,6,6,0.7906,0,0.780259,54,68,453,452,148,21,271,24,135,"NA:N,SA:N",0E1|1A13|2A4|3E7|4A1|5A15|6E18|7A20|8A1|9E20|10E11|11N1|12E11
67,67196,timeout,1079,300,488.89,7,6,0.7872,0,0.767518,69,72,460,469,150,24,286,27,138,"NA:N,SA:N",0A2|1E1|2E1|3A7|4E13|5A1|6E20|7A18|8A16|9A6|10E19|11A19|12E18
68,68266,timeout,1070,300,438.40,8,4,0.7838,0,0.771512,51,37,455,465,150,21,286,22,146,"NA:N,SA:N",0A3|1A15|2A1|3A9|4E14|5A1|6A11|7A1|8A10|9E12|10E5|11N1|12E6
69,69254,timeout,988,300,295.78,3,9,0.7807,0,0.736620,56,62,416,422,150,15,249,20,140,"NA:N,SA:N",0E1|1E1|2A20|3E1|4E14|5A20|6E17|7A16|8E12|9E4|10E6|11N1|12E6
70,70258,timeout,1004,300,185.94,4,9,0.7775,0,0.805486,80,86,449,405,150,8,239,12,139,"NA:N,SA:N",0E4|1E3|2E12|3E7|4E1|5E9|6E11|7E19|8A20|9A20|10A20|11A20|12E20
71,71238,timeout,980,300,135.00,5,7,0.7744,0,0.755631,98,103,447,383,150,4,220,9,143,"NA:N,SA:N",0E13|1E18|2A20|3E18|4A18|5A20|6A20|7A20|8E18|9E12|10E12|11N1|12E12
72,72287,timeout,1049,300,293.39,6,7,0.7711,0,0.730797,55,85,455,444,150,14,271,18,143,"NA:N,SA:N",0E12|1E3|2A20|3E18|4E20|5A2|6E20|7A2|8A20|9A10|10E10|11A1|12E2
73,73351,timeout,1064,300,271.14,6,6,0.7677,0,0.758669,34,40,449,468,147,13,296,13,125,"NA:N,SA:N",0A18|1E10|2A7|3A1|4E9|5A3|6A1|7A4|8E7|9E5|10E4|11N1|12E5
74,74348,timeout,997,300,215.77,5,7,0.7646,0,0.734387,95,62,444,403,150,8,237,11,144,"NA:N,SA:N",0E1|1E17|2A19|3E18|4A20|5A20|6A17|7A19|8E17|9E3|10E3|11N1|12E3
75,75378,timeout,1030,300,444.00,7,5,0.7613,0,0.727166,99,49,450,430,150,20,253,20,142,"NA:N,SA:N",0A2|1E7|2A17|3A1|4E20|5A20|6A20|7A20|8A19|9E8|10E7|11N1|12E7
76,76384,timeout,1006,300,223.36,6,7,0.7581,0,0.695664,97,104,455,401,150,9,232,14,146,"NA:N,SA:N",0E7|1E5|2E17|3E20|4E20|5A11|6A20|7A20|8A20|9A8|10E19|11A18|12E16
77,77423,timeout,1039,300,442.09,8,4,0.7548,0,0.742120,87,30,450,439,150,20,261,21,140,"NA:N,SA:N",0A3|1A3|2A2|3A7|4E17|5A20|6A19|7A13|8A20|9E9|10E2|11N1|12E2
78,78470,timeout,1047,300,445.97,6,7,0.7515,0,0.710877,56,55,450,447,150,22,266,26,140,"NA:N,SA:N",0E1|1E1|2A8|3E3|4E11|5A1|6E19|7A10|8A16|9A1|10E16|11A20|12E4
79,79492,timeout,1022,300,126.72,3,10,0.7483,0,0.705295,52,143,450,422,150,5,259,10,129,"NA:E,SA:N",0E13|1E13|2E13|3E13|4E13|5E14|6E13|7E13|8E18|9A12|10E20|11A20|12A20
80,80526,timeout,1034,300,469.84,6,7,0.7450,0,0.717988,115,53,447,437,150,22,257,25,141,"NA:N,SA:N",0E2|1E1|2E1|3E1|4E8|5A15|6E20|7A20|8A20|9A20|10E20|11A20|12A20
81,81551,timeout,1025,300,361.75,7,5,0.7418,0,0.719517,100,39,447,428,150,16,254,16,134,"NA:N,SA:N",0A7|1A15|2A20|3A3|4E16|5A15|6E9|7A20|8A20|9E9|10E2|11N1|12E3
82,82713,timeout,1162,300,459.42,11,2,0.7381,0,0.700431,216,37,577,435,150,18,258,17,143,"NA:N,SA:A",0A18|1A18|2A20|3E17|4A20|5A20|6E20|7A20|8A20|9A20|10A20|11A20|12A20
83,83713,timeout,1000,300,245.80,5,8,0.7349,0,0.723406,95,97,455,395,150,9,227,14,137,"NA:N,SA:N",0E1|1E1|2E14|3E1|4E20|5A16|6E20|7A20|8A19|9A20|10E20|11A20|12E20
84,84746,timeout,1033,300,391.93,7,5,0.7316,0,0.686129,127,53,469,414,150,17,238,19,141,"NA:N,SA:N",0A7|1E20|2A20|3A20|4A20|5A20|6E20|7A20|8A20|9E8|10E4|11N1|12E1
85,85685,timeout,939,300,115.09,5,7,0.7287,0,0.719861,87,78,408,381,150,4,220,7,141,"NA:N,SA:N",0E4|1A18|2A20|3E20|4A20|5A11|6E20|7A18|8E15|9E7|10E6|11N1|12E6
86,86677,timeout,992,300,186.02,5,7,0.7255,0,0.725360,92,82,449,393,150,6,230,9,136,"NA:N,SA:N",0E8|1A12|2A20|3E20|4E20|5A20|6A20|7A20|8E20|9E5|10E5|11N1|12E4
87,87647,timeout,970,300,200.60,6,6,0.7225,0,0.684553,111,102,446,374,150,6,211,8,147,"NA:N,SA:N",0E14|1A18|2A20|3E17|4A17|5A20|6E19|7A19|8A17|9E18|10E17|11N1|12E17
88,88572,timeout,925,300,125.45,4,8,0.7195,0,0.690821,78,134,422,353,150,3,192,8,138,"NA:N,SA:N",0E10|1E20|2A20|3E20|4A18|5A20|6E20|7A20|8E20|9E16|10E14|11N1|12E14
89,89468,timeout,896,300,144.16,3,9,0.7167,0,0.683533,57,133,392,354,150,4,192,10,136,"NA:N,SA:N",0E11|1E10|2E18|3E11|4E19|5A20|6E17|7A20|8A17|9E20|10E14|11N1|12E13
90,90541,timeout,1073,300,407.23,9,4,0.7133,0,0.660163,179,57,514,409,150,16,234,15,144,"NA:N,SA:A",0E8|1A20|2A20|3E12|4E19|5A19|6E18|7A20|8A20|9A20|10A20|11A20|12A20
91,91519,timeout,978,300,161.58,5,7,0.7102,0,0.667641,87,88,445,383,150,4,222,7,138,"NA:N,SA:N",0E3|1E14|2A17|3E20|4E20|5A20|6A18|7A13|8A19|9E20|10E5|11N1|12E6
92,92376,timeout,857,300,102.47,4,8,0.7075,0,0.649524,43,86,351,356,150,3,196,7,132,"NA:N,SA:N",0E6|1A12|2A2|3E6|4E19|5A20|6E14|7A9|8E14|9E9|10E9|11N1|12E9
93,93348,timeout,972,300,68.92,2,10,0.7044,0,0.641656,32,95,425,397,150,2,237,9,130,"NA:N,SA:N",0E1|1E9|2E2|3E7|4E15|5E16|6E20|7A12|8A20|9E20|10E2|11N1|12E3
94,94281,timeout,933,300,215.93,5,7,0.7014,0,0.636103,82,125,423,360,150,7,196,10,145,"NA:N,SA:N",0E13|1E20|2A15|3E20|4A7|5A20|6E20|7A20|8A20|9E20|10E16|11N1|12E16
95,95282,timeout,1001,300,140.91,6,6,0.6983,0,0.626019,97,65,452,399,150,4,237,6,144,"NA:N,SA:N",0E5|1A15|2A14|3E20|4A20|5A20|6E20|7A9|8A19|9E16|10E3|11N1|12E1
96,96261,timeout,979,300,127.29,6,6,0.6952,0,0.630154,86,105,450,379,150,3,219,5,141,"NA:N,SA:N",0E15|1E19|2A5|3E19|4A18|5A20|6A20|7A20|8A3|9E12|10E20|11N1|12E20
97,97171,timeout,910,300,77.60,3,9,0.6923,0,0.630274,57,121,400,360,150,1,202,6,133,"NA:N,SA:N",0E6|1E20|2A17|3E8|4E20|5A20|6E20|7A20|8E20|9E9|10E9|11N1|12E9
98,98117,timeout,946,300,327.66,5,8,0.6893,0,0.627599,82,80,403,393,150,14,222,17,137,"NA:N,SA:N",0E2|1E3|2E1|3A11|4E13|5E3|6E20|7A13|8A20|9A20|10E20|11A18|12E18
99,99039,timeout,922,300,187.42,5,7,0.6864,0,0.602423,83,53,389,383,150,7,218,11,137,"NA:N,SA:N",0A13|1E2|2A18|3A13|4E20|5A20|6E15|7A19|8E10|9E3|10E2|11N1|12E1
100,100006,timeout,967,300,239.37,9,4,0.6833,0,0.636015,163,72,457,360,150,6,194,7,141,"NA:N,SA:N",0A20|1A18|2A16|3A20|4E16|5A14|6E20|7A20|8A19|9A20|10E17|11A16|12E19
101,100933,timeout,927,300,143.27,6,6,0.6804,0,0.599071,112,92,420,357,150,3,197,4,143,"NA:N,SA:N",0E18|1A17|2A18|3E20|4A19|5A20|6A18|7A20|8E20|9E11|10E11|11N1|12E12
102,102031,timeout,1098,300,233.88,9,4,0.6769,0,0.615439,180,66,536,412,150,7,245,8,143,"NA:N,SA:A",0E11|1A20|2A20|3E17|4E18|5A20|6E20|7A20|8A20|9A20|10A20|11A20|12A20
103,102957,timeout,926,300,78.26,5,7,0.6740,0,0.590843,98,117,426,350,150,0,193,3,145,"NA:N,SA:N",0E18|1A20|2A20|3E20|4A19|5A20|6E20|7A19|8E20|9E13|10E13|11N1|12E13
104,103864,timeout,907,300,107.37,3,9,0.6711,0,0.589798,57,109,396,361,150,3,200,9,112,"NA:N,SA:N",0E1|1E19|2A19|3E20|4E20|5A20|6A18|7E20|8E20|9E3|10E3|11N1|12E3
105,104831,timeout,967,300,265.77,5,7,0.6680,0,0.571757,96,86,428,389,150,10,222,13,140,"NA:N,SA:N",0E4|1E17|2A18|3E20|4E20|5A19|6A19|7A20|8A20|9E19|10E3|11N1|12E3
106,105736,timeout,905,300,169.65,6,6,0.6652,0,0.580426,118,102,410,345,150,4,184,6,138,"NA:N,SA:N",0E18|1E20|2A20|3A18|4A20|5A20|6E20|7A20|8A20|9E20|10E12|11N1|12E12
107,106791,timeout,1055,300,221.75,9,4,0.6618,0,0.587039,179,75,522,383,150,5,221,4,145,"NA:N,SA:A",0E17|1A19|2A20|3E18|4E20|5A20|6E20|7A20|8A20|9A20|10A20|11A20|12A20
108,107706,timeout,915,300,80.85,3,9,0.6589,0,0.558597,47,112,400,365,150,1,208,5,138,"NA:N,SA:N",0E6|1E9|2E10|3E9|4E20|5A20|6E20|7A9|8A18|9E20|10E9|11N1|12E9
109,108494,timeout,788,300,93.88,4,8,0.6564,0,0.562022,78,160,349,289,150,0,132,4,139,"NA:N,SA:N",0E20|1E20|2A20|3E20|4A18|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
110,109414,timeout,920,300,151.50,7,5,0.6535,0,0.568509,140,98,447,323,150,1,163,3,145,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8A20|9E20|10E20|11N1|12E20
111,110360,timeout,946,300,180.36,5,7,0.6505,0,0.564882,100,109,426,370,150,5,207,8,141,"NA:N,SA:N",0E10|1E13|2A20|3E20|4E20|5A20|6A20|7A20|8A20|9E20|10E13|11N1|12E13
112,111342,timeout,982,300,224.12,6,6,0.6474,0,0.560576,117,90,452,380,150,7,214,10,141,"NA:N,SA:N",0A19|1A19|2A20|3E17|4E20|5A20|6A20|7A19|8E19|9E12|10E11|11N1|12E11
113,112335,timeout,993,300,254.83,8,5,0.6443,0,0.542352,132,60,450,393,150,9,226,10,144,"NA:N,SA:N",0E2|1E1|2A18|3E17|4E20|5A4|6A20|7A11|8A20|9A19|10E20|11A20|12A20
114,113277,timeout,942,300,116.22,6,6,0.6413,0,0.560621,116,114,444,348,150,1,189,3,144,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A19|5A20|6E20|7A17|8E16|9E20|10E20|11N1|12E20
115,114147,timeout,870,300,113.30,6,6,0.6385,0,0.561758,118,120,408,312,150,0,155,2,145,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
116,115050,timeout,903,300,186.73,7,5,0.6357,0,0.549340,135,100,437,316,150,3,155,5,145,"NA:N,SA:N",0E20|1A15|2A20|3E20|4A20|5A20|6A20|7A20|8A20|9E20|10E20|11N1|12E20
117,115963,timeout,913,300,128.63,6,6,0.6328,0,0.524162,118,117,428,335,150,1,177,3,143,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A19|8E18|9E20|10E20|11N1|12E20
118,116888,timeout,925,300,257.65,9,4,0.6299,0,0.543958,169,75,450,325,150,6,160,7,148,"NA:N,SA:N",0E17|1A19|2A16|3E18|4A17|5A17|6E20|7A20|8A20|9A20|10A20|11A20|12E20
119,117825,timeout,937,300,142.77,7,5,0.6269,0,0.526126,120,94,450,337,150,1,179,2,139,"NA:N,SA:N",0A18|1A20|2A18|3E17|4A18|5A6|6E20|7A20|8A20|9E17|10E20|11N1|12E20
120,118769,timeout,944,300,224.94,7,6,0.6239,0,0.541334,125,114,450,344,150,5,181,7,144,"NA:N,SA:N",0E17|1A18|2A19|3E17|4E20|5A10|6E20|7A18|8A20|9A20|10E20|11A20|12E20
